         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000  -10.9057   18.1779    0.0019    0.0246
    2.0000   -9.5940   16.8436    0.0019    0.0263
    3.0000   -8.4793   15.7019    0.0019    0.0265
    4.0000   -7.5494   14.7408    0.0019    0.0264
    5.0000   -6.7421   13.8995    0.0019    0.0264
    6.0000  -10.2845   13.2815    0.0019    0.0265
    7.0000   -9.6209   12.3406    0.0019    0.0265
    8.0000   -9.1766   11.8348    0.0019    0.0265
    9.0000   -8.8081   11.4226    0.0019    0.0264
   10.0000   -8.2443   10.8191    0.0019    0.0265
   11.0000   -7.9808   10.5085    0.0019    0.0265
   12.0000   -7.8262   10.2981    0.0019    0.0265
   13.0000   -7.5346    9.9753    0.0019    0.0265
   14.0000   -7.3750    9.7719    0.0019    0.0264
   15.0000   -7.3579    9.7113    0.0019    0.0265
   16.0000   -7.3080    9.6270    0.0019    0.0265
   17.0000   -7.1400    9.4250    0.0019    0.0265
   18.0000   -7.5021    9.7337    0.0019    0.0265
   19.0000   -7.4221    9.6843    0.0019    0.0264
   20.0000   -7.5850    9.9103    0.0019    0.0265
   21.0000   -6.4215    8.8839    0.0019    0.0265
   22.0000   -4.5262    7.2047    0.0019    0.0265
   23.0000   -5.1274    7.7777    0.0019    0.0265
   24.0000   -1.9405    4.8794    0.0019    0.0265
   25.0000    0.0382    2.9457    0.0020    0.0265
   26.0000    0.0076    2.6973    0.0021    0.0265
   27.0000    0.0197    2.7647    0.0021    0.0265
   28.0000    0.0834    2.3876    0.0022    0.0265
   29.0000    0.0841    2.2846    0.0023    0.0265
   30.0000    0.0976    2.2270    0.0024    0.0265
   31.0000    0.0904    2.2336    0.0025    0.0265
   32.0000    0.1021    2.2176    0.0026    0.0264
   33.0000    0.1108    2.1831    0.0028    0.0261
   34.0000    0.1551    2.0958    0.0029    0.0253
   35.0000    0.4147    1.7823    0.0029    0.0237
   36.0000    1.2070    0.9997    0.0030    0.0193
   37.0000    1.6983    0.5024    0.0030    0.0175
   38.0000    1.7408    0.4065    0.0030    0.0176
   39.0000    2.1909   -0.0575    0.0030    0.0189
   40.0000    1.9885   -0.0051    0.0030    0.0254
   41.0000    2.3384   -0.3475    0.0030    0.0196
   42.0000    2.3018   -0.2829    0.0030    0.0248
   43.0000    1.7000    0.1142    0.0030    0.0234
   44.0000    2.0529   -0.1209    0.0030    0.0220
   45.0000    2.3462   -0.4276    0.0030    0.0226
   46.0000    1.1839    0.5710    0.0030    0.0242
   47.0000    2.4728   -0.4915    0.0030    0.0244
   48.0000    1.7027    0.1337    0.0030    0.0244
   49.0000    2.3302   -0.4000    0.0030    0.0224
   50.0000    2.5140   -0.5714    0.0030    0.0236
   51.0000    1.3915    0.3741    0.0030    0.0248
   52.0000    2.2559   -0.3165    0.0030    0.0237
   53.0000    1.8202    0.0387    0.0030    0.0230
   54.0000    2.2054   -0.3165    0.0030    0.0251
   55.0000    2.3722   -0.4407    0.0030    0.0240
   56.0000    2.0435   -0.1304    0.0030    0.0239
   57.0000    2.2635   -0.3795    0.0030    0.0249
   58.0000    2.5521   -0.5953    0.0030    0.0238
   59.0000    2.0433   -0.1579    0.0030    0.0252
   60.0000    2.3950   -0.4766    0.0030    0.0226
   61.0000    1.5292    0.2785    0.0030    0.0243
   62.0000    2.0785   -0.2291    0.0030    0.0250
   63.0000    2.2500   -0.3128    0.0030    0.0230
   64.0000    2.5074   -0.5404    0.0030    0.0234
   65.0000    2.5845   -0.6446    0.0030    0.0253
   66.0000    2.5547   -0.5590    0.0030    0.0249
   67.0000    2.3771   -0.4195    0.0030    0.0250
   68.0000    1.3075    0.4163    0.0030    0.0239
   69.0000    2.2186   -0.3419    0.0030    0.0235
   70.0000    2.3283   -0.4288    0.0030    0.0236
   71.0000    2.5524   -0.5742    0.0030    0.0240
   72.0000    1.4523    0.3299    0.0030    0.0248
   73.0000    2.0135   -0.1289    0.0030    0.0238
   74.0000    2.4236   -0.4686    0.0030    0.0228
   75.0000    2.5662   -0.6087    0.0030    0.0242
   76.0000    2.2995   -0.3880    0.0030    0.0253
   77.0000    1.4617    0.3340    0.0030    0.0237
   78.0000    1.4478    0.3321    0.0030    0.0240
   79.0000    2.3470   -0.4574    0.0030    0.0246
   80.0000    1.7801    0.0708    0.0030    0.0240
   81.0000    2.3782   -0.4596    0.0030    0.0252
   82.0000    0.8247    0.8421    0.0030    0.0241
   83.0000    1.8573   -0.0037    0.0030    0.0220
   84.0000    2.3046   -0.4151    0.0030    0.0220
   85.0000    2.4909   -0.5283    0.0030    0.0241
   86.0000    1.4900    0.3739    0.0030    0.0248
   87.0000    2.6985   -0.6729    0.0030    0.0232
   88.0000    2.5988   -0.6134    0.0030    0.0250
   89.0000    1.5929    0.1935    0.0030    0.0242
   90.0000    2.2072   -0.2863    0.0030    0.0256
   91.0000    2.5288   -0.6025    0.0030    0.0233
   92.0000    2.3917   -0.4548    0.0030    0.0253
   93.0000    2.4643   -0.5638    0.0030    0.0245
   94.0000    2.3444   -0.3994    0.0030    0.0252
   95.0000    1.3293    0.3933    0.0030    0.0229
   96.0000    1.5210    0.2601    0.0030    0.0234
   97.0000    2.1285   -0.2719    0.0030    0.0229
   98.0000    2.6647   -0.6319    0.0030    0.0262
   99.0000    2.9147   -0.8468    0.0030    0.0265
  100.0000    0.2016    1.8111    0.0030    0.0265
