         t         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
   55.0000    0.0386    0.0943    0.2152    0.6857    0.0332    0.0152 1086.0773 1004.3782    1.1859
   56.0000    0.0384    0.0943    0.2165    0.6729    0.0333    0.0152 1086.1362 1004.4326    1.1859
   57.0000    0.0386    0.0943    0.2149    0.6843    0.0334    0.0153 1086.1982 1004.4900    1.1859
   58.0000    0.0387    0.0943    0.2166    0.6882    0.0335    0.0153 1086.2534 1004.5410    1.1859
   59.0000    0.0384    0.0943    0.2137    0.6799    0.0335    0.0153 1086.3124 1004.5956    1.1859
   60.0000    0.0386    0.0943    0.2155    0.6863    0.0336    0.0154 1086.3608 1004.6403    1.1859
   61.0000    0.0382    0.0943    0.2124    0.6705    0.0337    0.0154 1086.4134 1004.6890    1.1859
   62.0000    0.0385    0.0943    0.2141    0.6811    0.0338    0.0154 1086.4551 1004.7276    1.1859
   63.0000    0.0385    0.0943    0.2144    0.6832    0.0338    0.0155 1086.5008 1004.7698    1.1859
   64.0000    0.0387    0.0943    0.2163    0.6868    0.0339    0.0155 1086.5462 1004.8118    1.1859
   65.0000    0.0388    0.0943    0.2169    0.6895    0.0340    0.0156 1086.5960 1004.8579    1.1859
   66.0000    0.0387    0.0943    0.2162    0.6877    0.0341    0.0156 1086.6457 1004.9039    1.1859
   67.0000    0.0386    0.0943    0.2152    0.6850    0.0342    0.0157 1086.6916 1004.9463    1.1859
   68.0000    0.0382    0.0943    0.2111    0.6699    0.0343    0.0157 1086.7327 1004.9843    1.1859
   69.0000    0.0386    0.0943    0.2147    0.6835    0.0344    0.0157 1086.7596 1005.0091    1.1859
   70.0000    0.0386    0.0943    0.2152    0.6854    0.0345    0.0158 1086.7966 1005.0434    1.1859
   71.0000    0.0387    0.0943    0.2163    0.6882    0.0346    0.0158 1086.8334 1005.0774    1.1859
   72.0000    0.0382    0.0943    0.2112    0.6718    0.0346    0.0158 1086.8718 1005.1129    1.1859
   73.0000    0.0384    0.0943    0.2135    0.6794    0.0347    0.0159 1086.8929 1005.1324    1.1859
   74.0000    0.0386    0.0943    0.2155    0.6860    0.0348    0.0159 1086.9202 1005.1577    1.1859
   75.0000    0.0387    0.0943    0.2167    0.6886    0.0349    0.0160 1086.9523 1005.1874    1.1859
   76.0000    0.0386    0.0943    0.2151    0.6842    0.0350    0.0160 1086.9863 1005.2188    1.1859
   77.0000    0.0382    0.0943    0.2112    0.6717    0.0350    0.0160 1087.0133 1005.2438    1.1859
   78.0000    0.0382    0.0943    0.2121    0.6698    0.0351    0.0161 1087.0267 1005.2562    1.1859
   79.0000    0.0386    0.0943    0.2153    0.6861    0.0352    0.0161 1087.0422 1005.2705    1.1859
   80.0000    0.0383    0.0943    0.2144    0.6716    0.0353    0.0161 1087.0663 1005.2928    1.1859
   81.0000    0.0386    0.0943    0.2154    0.6859    0.0354    0.0162 1087.0863 1005.3113    1.1859
   82.0000    0.0380    0.0943    0.2094    0.6639    0.0354    0.0162 1087.1078 1005.3311    1.1859
   83.0000    0.0384    0.0943    0.2128    0.6771    0.0355    0.0162 1087.1100 1005.3332    1.1859
   84.0000    0.0386    0.0943    0.2151    0.6851    0.0356    0.0163 1087.1211 1005.3435    1.1859
   85.0000    0.0387    0.0943    0.2160    0.6871    0.0357    0.0163 1087.1377 1005.3588    1.1859
   86.0000    0.0382    0.0943    0.2110    0.6711    0.0357    0.0163 1087.1552 1005.3750    1.1859
   87.0000    0.0388    0.0943    0.2170    0.6904    0.0358    0.0164 1087.1552 1005.3750    1.1859
   88.0000    0.0387    0.0943    0.2165    0.6892    0.0359    0.0164 1087.1728 1005.3913    1.1859
   89.0000    0.0383    0.0943    0.2127    0.6722    0.0360    0.0165 1087.1867 1005.4041    1.1859
   90.0000    0.0385    0.0943    0.2144    0.6824    0.0361    0.0165 1087.1868 1005.4042    1.1859
   91.0000    0.0387    0.0943    0.2165    0.6887    0.0362    0.0166 1087.1910 1005.4081    1.1859
   92.0000    0.0386    0.0943    0.2156    0.6855    0.0363    0.0166 1087.2001 1005.4165    1.1859
   93.0000    0.0387    0.0943    0.2159    0.6885    0.0364    0.0166 1087.2040 1005.4202    1.1859
   94.0000    0.0386    0.0943    0.2151    0.6846    0.0365    0.0167 1087.2072 1005.4231    1.1859
   95.0000    0.0382    0.0943    0.2114    0.6698    0.0365    0.0167 1087.2060 1005.4219    1.1859
   96.0000    0.0382    0.0943    0.2106    0.6748    0.0366    0.0167 1087.1914 1005.4085    1.1859
   97.0000    0.0385    0.0943    0.2135    0.6839    0.0367    0.0168 1087.1732 1005.3917    1.1859
   98.0000    0.0388    0.0943    0.2162    0.6904    0.0368    0.0168 1087.1622 1005.3815    1.1859
   99.0000    0.0389    0.0943    0.2182    0.6949    0.0369    0.0169 1087.1581 1005.3777    1.1859
  100.0000    0.0375    0.0943    0.2183    0.6272    0.0369    0.0169 1087.1576 1005.3773    1.1859
