         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0548    0.0362    0.0256    1.4140    0.1605    0.3479
    2.0000    0.0548    0.0360    0.0254    1.4171    0.1601    0.3463
    3.0000    0.0548    0.0357    0.0252    1.4204    0.1596    0.3451
    4.0000    0.0549    0.0355    0.0250    1.4236    0.1592    0.3438
    5.0000    0.0549    0.0353    0.0247    1.4267    0.1588    0.3423
    6.0000    0.0549    0.0351    0.0246    1.4296    0.1586    0.3406
    7.0000    0.0551    0.0348    0.0243    1.4326    0.1585    0.3393
    8.0000    0.0550    0.0346    0.0241    1.4360    0.1578    0.3381
    9.0000    0.0550    0.0344    0.0239    1.4391    0.1575    0.3367
   10.0000    0.0551    0.0342    0.0237    1.4423    0.1570    0.3355
   11.0000    0.0551    0.0340    0.0235    1.4453    0.1568    0.3340
   12.0000    0.0551    0.0338    0.0233    1.4486    0.1562    0.3329
   13.0000    0.0550    0.0336    0.0231    1.4517    0.1559    0.3314
   14.0000    0.0551    0.0333    0.0229    1.4545    0.1560    0.3298
   15.0000    0.0550    0.0331    0.0227    1.4582    0.1550    0.3289
   16.0000    0.0550    0.0329    0.0225    1.4613    0.1548    0.3274
   17.0000    0.0550    0.0327    0.0223    1.4642    0.1549    0.3257
   18.0000    0.0549    0.0325    0.0221    1.4678    0.1541    0.3245
   19.0000    0.0549    0.0323    0.0219    1.4709    0.1541    0.3230
   20.0000    0.0548    0.0321    0.0217    1.4747    0.1531    0.3220
   21.0000    0.0548    0.0318    0.0215    1.4779    0.1528    0.3205
   22.0000    0.0547    0.0316    0.0214    1.4812    0.1524    0.3192
   23.0000    0.0547    0.0314    0.0212    1.4845    0.1521    0.3177
   24.0000    0.0546    0.0312    0.0210    1.4878    0.1516    0.3163
   25.0000    0.0545    0.0310    0.0208    1.4912    0.1511    0.3150
   26.0000    0.0544    0.0308    0.0206    1.4939    0.1509    0.3140
   27.0000    0.0544    0.0308    0.0206    1.4956    0.1511    0.3138
   28.0000    0.0543    0.0308    0.0206    1.4974    0.1510    0.3137
   29.0000    0.0543    0.0308    0.0206    1.4990    0.1511    0.3135
   30.0000    0.0543    0.0308    0.0206    1.5005    0.1512    0.3134
   31.0000    0.0542    0.0308    0.0205    1.5018    0.1512    0.3132
   32.0000    0.0542    0.0308    0.0205    1.5028    0.1514    0.3130
   33.0000    0.0542    0.0309    0.0205    1.5036    0.1515    0.3128
   34.0000    0.0541    0.0309    0.0205    1.5042    0.1515    0.3127
   35.0000    0.0541    0.0309    0.0205    1.5046    0.1516    0.3126
   36.0000    0.0541    0.0309    0.0205    1.5046    0.1518    0.3123
   37.0000    0.0540    0.0309    0.0205    1.5041    0.1521    0.3117
   38.0000    0.0539    0.0309    0.0205    1.5032    0.1526    0.3112
   39.0000    0.0539    0.0309    0.0206    1.5020    0.1531    0.3106
   40.0000    0.0541    0.0308    0.0206    1.5008    0.1535    0.3105
   41.0000    0.0541    0.0308    0.0206    1.4993    0.1539    0.3103
   42.0000    0.0540    0.0308    0.0206    1.4973    0.1544    0.3095
   43.0000    0.0540    0.0308    0.0206    1.4951    0.1550    0.3090
   44.0000    0.0541    0.0308    0.0206    1.4926    0.1555    0.3087
   45.0000    0.0542    0.0308    0.0207    1.4900    0.1559    0.3086
   46.0000    0.0541    0.0308    0.0207    1.4872    0.1563    0.3080
   47.0000    0.0543    0.0307    0.0207    1.4830    0.1580    0.3066
   48.0000    0.0544    0.0307    0.0208    1.4801    0.1580    0.3068
