         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000    0.2255    2.0487    0.0021    0.0265
    2.0000    0.1290    2.0934    0.0021    0.0265
    3.0000    0.1469    2.0383    0.0021    0.0265
    4.0000    0.1217    2.0212    0.0021    0.0265
    5.0000    0.1539    1.9551    0.0022    0.0265
    6.0000    0.1528    1.9449    0.0022    0.0265
    7.0000    0.1731    1.9125    0.0022    0.0265
    8.0000    0.1522    1.9157    0.0022    0.0265
    9.0000    0.1609    1.8924    0.0022    0.0265
   10.0000    0.1426    1.8957    0.0022    0.0265
   11.0000    0.1582    1.8729    0.0022    0.0265
   12.0000    0.1575    1.8953    0.0022    0.0265
   13.0000    0.1361    1.9065    0.0022    0.0265
   14.0000    0.1148    1.9163    0.0022    0.0265
   15.0000    0.1545    1.8710    0.0022    0.0265
   16.0000    0.1538    1.8707    0.0022    0.0265
   17.0000    0.1742    1.8407    0.0022    0.0265
   18.0000    0.1754    1.8342    0.0022    0.0265
   19.0000    0.1943    1.8084    0.0022    0.0265
   20.0000    0.1414    1.8470    0.0022    0.0265
   21.0000    0.1584    1.8241    0.0022    0.0265
   22.0000    0.1501    1.8306    0.0022    0.0265
   23.0000    0.1450    1.8171    0.0022    0.0265
   24.0000    0.1870    1.7719    0.0022    0.0265
   25.0000    0.1512    1.7956    0.0022    0.0264
   26.0000    0.1454    1.8094    0.0022    0.0265
   27.0000    0.1653    1.8416    0.0022    0.0265
   28.0000    0.1653    1.8943    0.0022    0.0264
   29.0000    0.1533    1.9578    0.0022    0.0265
   30.0000    0.1535    1.9912    0.0022    0.0265
   31.0000    0.1919    1.9666    0.0022    0.0265
   32.0000    0.1466    2.0203    0.0022    0.0265
   33.0000    0.0702    2.0901    0.0022    0.0265
   34.0000    0.1487    2.0244    0.0022    0.0265
   35.0000    0.1566    2.0277    0.0022    0.0265
   36.0000    0.1419    2.0450    0.0022    0.0265
   37.0000    0.1443    2.0417    0.0022    0.0265
   38.0000    0.1307    2.0589    0.0022    0.0265
   39.0000    0.1368    2.0553    0.0022    0.0265
   40.0000    0.1636    2.0352    0.0022    0.0265
   41.0000    0.1368    2.0615    0.0022    0.0265
   42.0000    0.1315    2.0600    0.0022    0.0265
   43.0000    0.1235    2.0648    0.0022    0.0265
   44.0000    0.1415    2.0503    0.0022    0.0265
   45.0000    0.1466    2.0459    0.0022    0.0265
   46.0000    0.0458    2.1318    0.0023    0.0265
   47.0000    0.3139    1.9022    0.0022    0.0265
   48.0000    0.1672    2.0265    0.0023    0.0265
   49.0000    0.1517    2.0343    0.0023    0.0265
   50.0000    0.1301    2.0565    0.0023    0.0265
   51.0000    0.1311    2.0571    0.0023    0.0265
   52.0000    0.0511    2.1150    0.0023    0.0265
   53.0000    0.1120    2.0699    0.0023    0.0265
   54.0000    0.1717    2.0190    0.0023    0.0265
   55.0000    0.1367    2.0374    0.0024    0.0265
   56.0000    0.1489    2.0306    0.0024    0.0265
   57.0000    0.1459    2.0232    0.0024    0.0264
   58.0000    0.1316    2.0431    0.0024    0.0265
   59.0000    0.1095    2.0529    0.0025    0.0265
   60.0000    0.1316    2.0636    0.0025    0.0265
   61.0000    0.1205    2.0283    0.0025    0.0265
   62.0000    0.1165    2.0279    0.0026    0.0265
   63.0000    0.1042    2.0300    0.0026    0.0265
   64.0000    0.1202    2.0152    0.0026    0.0265
   65.0000    0.1543    1.9743    0.0027    0.0265
   66.0000    0.1300    1.9865    0.0028    0.0264
   67.0000    0.1440    1.9737    0.0028    0.0263
   68.0000    0.1422    1.9747    0.0029    0.0261
   69.0000    0.1849    1.9298    0.0029    0.0257
   70.0000    0.6508    1.5038    0.0029    0.0252
   71.0000    1.1040    1.0788    0.0030    0.0191
   72.0000    1.3526    0.8359    0.0030    0.0184
   73.0000    1.6024    0.5850    0.0030    0.0179
   74.0000    1.7190    0.3866    0.0030    0.0181
   75.0000    1.7421    0.2852    0.0030    0.0180
   76.0000    1.8504    0.1762    0.0030    0.0184
   77.0000    1.6895    0.2605    0.0030    0.0195
   78.0000    2.1437   -0.1310    0.0030    0.0197
   79.0000    2.3126   -0.3193    0.0030    0.0240
   80.0000    2.3845   -0.4001    0.0030    0.0265
   81.0000    2.3375   -0.3597    0.0030    0.0265
   82.0000    2.3403   -0.4055    0.0030    0.0265
   83.0000    2.3984   -0.5052    0.0030    0.0265
   84.0000    2.5510   -0.6292    0.0030    0.0265
   85.0000    2.7100   -0.7709    0.0030    0.0265
   86.0000    2.6684   -0.7384    0.0030    0.0265
   87.0000    2.6362   -0.7373    0.0030    0.0265
   88.0000    2.5910   -0.7231    0.0030    0.0265
   89.0000    2.5734   -0.7269    0.0030    0.0265
   90.0000    2.4359   -0.6160    0.0030    0.0265
   91.0000    2.2416   -0.4583    0.0030    0.0265
   92.0000    2.2371   -0.4446    0.0030    0.0265
   93.0000    2.3803   -0.5770    0.0030    0.0265
   94.0000    2.3198   -0.5154    0.0030    0.0265
   95.0000    2.2071   -0.4230    0.0030    0.0265
   96.0000    2.0179   -0.2559    0.0030    0.0265
   97.0000    1.7970   -0.0970    0.0030    0.0265
   98.0000    1.9143   -0.1708    0.0030    0.0263
   99.0000    1.8255   -0.0751    0.0030    0.0261
  100.0000    0.2016    1.8111    0.0030    0.0265
