         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.6146    4.2037    5.1625    0.4109    0.2701
    2.0000    4.6149    4.2036    5.2103    0.4114    0.2694
    3.0000    4.6147    4.2036    5.2002    0.4112    0.2688
    4.0000    4.6149    4.2036    5.2065    0.4113    0.2679
    5.0000    4.6149    4.2036    5.2064    0.4113    0.2672
    6.0000    4.6148    4.2036    5.2086    0.4112    0.2656
    7.0000    4.6149    4.2036    5.2098    0.4113    0.2652
    8.0000    4.6149    4.2036    5.2086    0.4113    0.2643
    9.0000    4.6149    4.2036    5.2074    0.4113    0.2639
   10.0000    4.6136    4.2036    5.2098    0.4101    0.2621
   11.0000    4.6149    4.2036    5.2096    0.4113    0.2630
   12.0000    4.6149    4.2036    5.2057    0.4113    0.2607
   13.0000    4.6149    4.2036    5.2060    0.4113    0.2594
   14.0000    4.6148    4.2036    5.2097    0.4112    0.2592
   15.0000    4.6149    4.2036    5.2094    0.4113    0.2586
   16.0000    4.6146    4.2036    5.2101    0.4111    0.2581
   17.0000    4.6133    4.2036    5.2009    0.4097    0.2521
   18.0000    4.6113    4.2036    5.2097    0.4077    0.2536
   19.0000    4.6093    4.2037    5.2086    0.4056    0.2505
   20.0000    4.6084    4.2043    5.2080    0.4041    0.2504
   21.0000    4.6008    4.2046    5.2075    0.3962    0.2363
   22.0000    4.5776    4.2096    5.2047    0.3680    0.2007
   23.0000    4.6066    4.2517    5.2108    0.3549    0.1931
   24.0000    4.6037    4.2478    5.2115    0.3559    0.2147
   25.0000    4.6512    4.3179    5.2112    0.3333    0.1984
   26.0000    4.6881    4.3675    5.2116    0.3207    0.1986
   27.0000    4.7292    4.4135    5.2117    0.3157    0.2047
   28.0000    4.7666    4.4605    5.2110    0.3061    0.2015
   29.0000    4.8257    4.5315    5.2110    0.2942    0.1977
   30.0000    4.8501    4.5705    5.2106    0.2796    0.1934
   31.0000    4.9273    4.6609    5.2113    0.2664    0.1898
   32.0000    5.0010    4.7487    5.2109    0.2523    0.1774
   33.0000    5.0713    4.8221    5.2114    0.2493    0.1855
   34.0000    5.1173    4.8742    5.2101    0.2431    0.1806
   35.0000    5.1756    4.9310    5.2101    0.2446    0.1859
   36.0000    5.2558    5.0093    5.2079    0.2465    0.1955
   37.0000    5.3170    5.0578    5.1971    0.2592    0.2091
   38.0000    5.3029    5.0357    5.1639    0.2672    0.2178
   39.0000    5.3048    5.0440    5.0970    0.2608    0.2101
   40.0000    5.3212    5.0529    5.0555    0.2683    0.2215
   41.0000    5.3560    5.1087    5.0223    0.2472    0.1993
   42.0000    5.4416    5.2012    4.7917    0.2403    0.1988
