         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0488    0.0375    0.0263    1.4259    0.1447    0.3502
    2.0000    0.0490    0.0372    0.0260    1.4297    0.1441    0.3486
    3.0000    0.0491    0.0369    0.0257    1.4334    0.1436    0.3469
    4.0000    0.0492    0.0366    0.0255    1.4372    0.1430    0.3453
    5.0000    0.0493    0.0363    0.0252    1.4410    0.1424    0.3436
    6.0000    0.0494    0.0360    0.0249    1.4449    0.1417    0.3421
    7.0000    0.0495    0.0357    0.0246    1.4487    0.1412    0.3403
    8.0000    0.0496    0.0354    0.0244    1.4526    0.1405    0.3386
    9.0000    0.0496    0.0351    0.0241    1.4565    0.1400    0.3368
   10.0000    0.0497    0.0347    0.0238    1.4603    0.1395    0.3349
   11.0000    0.0497    0.0344    0.0235    1.4643    0.1388    0.3330
   12.0000    0.0498    0.0341    0.0232    1.4685    0.1380    0.3315
   13.0000    0.0498    0.0338    0.0229    1.4726    0.1373    0.3298
   14.0000    0.0498    0.0334    0.0226    1.4767    0.1367    0.3278
   15.0000    0.0498    0.0331    0.0223    1.4808    0.1361    0.3258
   16.0000    0.0497    0.0327    0.0221    1.4849    0.1355    0.3238
   17.0000    0.0498    0.0324    0.0217    1.4893    0.1347    0.3223
   18.0000    0.0498    0.0320    0.0214    1.4931    0.1345    0.3198
   19.0000    0.0498    0.0319    0.0213    1.4959    0.1344    0.3190
   20.0000    0.0498    0.0319    0.0213    1.4979    0.1347    0.3187
   21.0000    0.0502    0.0318    0.0212    1.4996    0.1354    0.3190
   22.0000    0.0514    0.0315    0.0210    1.4997    0.1385    0.3190
   23.0000    0.0519    0.0314    0.0209    1.5005    0.1401    0.3186
   24.0000    0.0514    0.0315    0.0210    1.5009    0.1413    0.3161
   25.0000    0.0521    0.0313    0.0209    1.5005    0.1442    0.3150
   26.0000    0.0525    0.0312    0.0208    1.5006    0.1464    0.3138
   27.0000    0.0525    0.0312    0.0208    1.5015    0.1475    0.3128
   28.0000    0.0529    0.0311    0.0207    1.5025    0.1492    0.3122
   29.0000    0.0535    0.0310    0.0206    1.5040    0.1510    0.3117
   30.0000    0.0541    0.0308    0.0205    1.5056    0.1535    0.3108
   31.0000    0.0548    0.0307    0.0204    1.5080    0.1558    0.3101
   32.0000    0.0558    0.0305    0.0202    1.5118    0.1578    0.3105
   33.0000    0.0562    0.0304    0.0201    1.5164    0.1594    0.3099
   34.0000    0.0569    0.0303    0.0199    1.5220    0.1610    0.3100
   35.0000    0.0573    0.0303    0.0198    1.5290    0.1619    0.3105
   36.0000    0.0578    0.0303    0.0197    1.5360    0.1631    0.3107
   37.0000    0.0576    0.0304    0.0197    1.5431    0.1637    0.3107
   38.0000    0.0578    0.0305    0.0197    1.5503    0.1644    0.3115
   39.0000    0.0586    0.0305    0.0196    1.5565    0.1666    0.3120
   40.0000    0.0585    0.0306    0.0196    1.5629    0.1678    0.3112
   41.0000    0.0601    0.0303    0.0193    1.5682    0.1709    0.3117
   42.0000    0.0613    0.0301    0.0191    1.5753    0.1713    0.3137
   43.0000    0.0609    0.0301    0.0190    1.5804    0.1712    0.3125
   44.0000    0.0619    0.0299    0.0188    1.5866    0.1698    0.3156
   45.0000    0.0629    0.0297    0.0187    1.5897    0.1700    0.3171
   46.0000    0.0629    0.0296    0.0186    1.5916    0.1688    0.3177
   47.0000    0.0634    0.0294    0.0185    1.5915    0.1697    0.3175
   48.0000    0.0633    0.0294    0.0185    1.5926    0.1687    0.3179
   49.0000    0.0631    0.0294    0.0184    1.5936    0.1677    0.3180
   50.0000    0.0637    0.0293    0.0184    1.5927    0.1694    0.3175
   51.0000    0.0641    0.0292    0.0183    1.5921    0.1705    0.3171
   52.0000    0.0644    0.0291    0.0183    1.5912    0.1718    0.3162
   53.0000    0.0643    0.0291    0.0183    1.5922    0.1707    0.3169
   54.0000    0.0644    0.0291    0.0183    1.5919    0.1712    0.3167
   55.0000    0.0639    0.0291    0.0183    1.5898    0.1732    0.3137
   56.0000    0.0644    0.0291    0.0183    1.5918    0.1713    0.3166
   57.0000    0.0646    0.0290    0.0182    1.5912    0.1722    0.3160
   58.0000    0.0647    0.0290    0.0182    1.5904    0.1731    0.3154
   59.0000    0.0650    0.0289    0.0182    1.5896    0.1743    0.3148
   60.0000    0.0649    0.0289    0.0182    1.5892    0.1746    0.3144
   61.0000    0.0649    0.0290    0.0182    1.5900    0.1737    0.3151
   62.0000    0.0646    0.0290    0.0182    1.5908    0.1726    0.3157
   63.0000    0.0649    0.0290    0.0182    1.5900    0.1738    0.3151
   64.0000    0.0652    0.0289    0.0182    1.5893    0.1747    0.3147
   65.0000    0.0648    0.0290    0.0182    1.5902    0.1735    0.3151
   66.0000    0.0647    0.0290    0.0182    1.5912    0.1722    0.3161
   67.0000    0.0647    0.0290    0.0182    1.5905    0.1730    0.3154
   68.0000    0.0650    0.0289    0.0182    1.5900    0.1738    0.3152
   69.0000    0.0649    0.0289    0.0182    1.5891    0.1747    0.3141
   70.0000    0.0652    0.0289    0.0182    1.5889    0.1752    0.3143
   71.0000    0.0655    0.0288    0.0182    1.5879    0.1765    0.3137
   72.0000    0.0657    0.0288    0.0182    1.5873    0.1774    0.3132
   73.0000    0.0657    0.0288    0.0182    1.5872    0.1775    0.3131
   74.0000    0.0654    0.0289    0.0182    1.5879    0.1764    0.3136
   75.0000    0.0658    0.0288    0.0181    1.5875    0.1772    0.3136
   76.0000    0.0659    0.0288    0.0181    1.5864    0.1785    0.3124
   77.0000    0.0662    0.0287    0.0181    1.5862    0.1789    0.3127
   78.0000    0.0658    0.0288    0.0181    1.5872    0.1775    0.3133
   79.0000    0.0658    0.0288    0.0181    1.5866    0.1782    0.3126
   80.0000    0.0656    0.0288    0.0182    1.5876    0.1769    0.3135
   81.0000    0.0660    0.0288    0.0181    1.5864    0.1786    0.3126
