         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.1896    2.5393    0.0026    0.0637
    1.0000    0.1788    2.4551    0.0025    0.0571
    1.5000    0.1739    2.3748    0.0024    0.0540
    2.0000    0.1712    2.2926    0.0024    0.0508
    2.5000    0.1738    2.2057    0.0024    0.0474
    3.0000    0.1788    2.1146    0.0026    0.0439
    3.5000    0.1797    2.0251    0.0028    0.0402
    4.0000    0.1832    1.9444    0.0029    0.0371
    4.5000    0.1866    1.8776    0.0030    0.0346
    5.0000    0.1893    1.8273    0.0031    0.0327
    5.5000    0.1911    1.7926    0.0032    0.0316
    6.0000    0.1925    1.7708    0.0033    0.0307
    6.5000    0.1938    1.7581    0.0033    0.0302
    7.0000    0.1945    1.7511    0.0033    0.0300
    7.5000    0.1940    1.7475    0.0033    0.0298
    8.0000    0.1941    1.7458    0.0033    0.0298
    8.5000    0.1941    1.7450    0.0033    0.0298
    9.0000    0.1942    1.7447    0.0033    0.0298
    9.5000    0.1942    1.7445    0.0033    0.0298
   10.0000    0.1942    1.7445    0.0033    0.0298
   10.5000    0.1942    1.7444    0.0033    0.0298
   11.0000    0.1942    1.7444    0.0033    0.0298
   11.5000    0.1942    1.7444    0.0033    0.0298
   12.0000    0.1942    1.7444    0.0033    0.0298
   12.5000    0.1942    1.7444    0.0033    0.0298
   13.0000    0.1942    1.7444    0.0033    0.0298
   13.5000    0.1942    1.7444    0.0033    0.0298
   14.0000    0.1942    1.7444    0.0033    0.0298
   14.5000    0.1942    1.7444    0.0033    0.0298
   15.0000    0.1942    1.7444    0.0033    0.0298
   15.5000    0.1942    1.7444    0.0033    0.0298
   16.0000    0.1942    1.7444    0.0033    0.0298
   16.5000    0.1942    1.7444    0.0033    0.0298
   17.0000    0.1942    1.7444    0.0033    0.0298
   17.5000    0.1942    1.7444    0.0033    0.0298
   18.0000    0.1942    1.7444    0.0033    0.0298
   18.5000    0.1942    1.7444    0.0033    0.0298
   19.0000    0.1942    1.7444    0.0033    0.0298
   19.5000    0.1942    1.7444    0.0033    0.0298
   20.0000    0.1942    1.7444    0.0033    0.0298
   20.5000    0.1942    1.7444    0.0033    0.0298
   21.0000    0.1942    1.7444    0.0033    0.0298
   21.5000    0.1942    1.7444    0.0033    0.0298
   22.0000    0.1942    1.7444    0.0033    0.0298
   22.5000    0.1942    1.7444    0.0033    0.0298
   23.0000    0.1942    1.7444    0.0033    0.0298
   23.5000    0.1942    1.7444    0.0033    0.0298
   24.0000    0.1942    1.7444    0.0033    0.0298
   24.5000    0.1942    1.7444    0.0033    0.0298
   25.0000    0.1942    1.7444    0.0033    0.0298
   25.5000    0.1942    1.7444    0.0033    0.0298
   26.0000    0.1942    1.7444    0.0033    0.0298
   26.5000    0.1942    1.7444    0.0033    0.0298
   27.0000    0.1942    1.7444    0.0033    0.0298
   27.5000    0.1942    1.7444    0.0033    0.0298
   28.0000    0.1942    1.7444    0.0033    0.0298
   28.5000    0.1942    1.7444    0.0033    0.0298
   29.0000    0.1942    1.7444    0.0033    0.0298
   29.5000    0.1942    1.7444    0.0033    0.0298
   30.0000    0.1942    1.7444    0.0033    0.0298
   30.5000    0.1942    1.7444    0.0033    0.0298
   31.0000    0.1942    1.7444    0.0033    0.0298
   31.5000    0.1942    1.7444    0.0033    0.0298
   32.0000    0.1942    1.7444    0.0033    0.0298
   32.5000    0.1942    1.7444    0.0033    0.0298
   33.0000    0.1942    1.7444    0.0033    0.0298
   33.5000    0.1942    1.7444    0.0033    0.0298
   34.0000    0.1942    1.7444    0.0033    0.0298
   34.5000    0.1942    1.7444    0.0033    0.0298
   35.0000    0.1942    1.7444    0.0033    0.0298
   35.5000    0.1942    1.7444    0.0033    0.0298
   36.0000    0.1942    1.7444    0.0033    0.0298
   36.5000    0.1942    1.7444    0.0033    0.0298
   37.0000    0.1942    1.7444    0.0033    0.0298
   37.5000    0.1942    1.7444    0.0033    0.0298
   38.0000    0.1942    1.7444    0.0033    0.0298
   38.5000    0.1942    1.7444    0.0033    0.0298
   39.0000    0.1942    1.7444    0.0033    0.0298
   39.5000    0.1942    1.7444    0.0033    0.0298
   40.0000    0.1942    1.7444    0.0033    0.0298
   40.5000    0.1942    1.7444    0.0033    0.0298
   41.0000    0.1942    1.7444    0.0033    0.0298
   41.5000    0.1942    1.7444    0.0033    0.0298
   42.0000    0.1942    1.7444    0.0033    0.0298
   42.5000    0.1942    1.7444    0.0033    0.0298
   43.0000    0.1942    1.7444    0.0033    0.0298
   43.5000    0.1942    1.7444    0.0033    0.0298
   44.0000    0.1942    1.7444    0.0033    0.0298
   44.5000    0.1942    1.7444    0.0033    0.0298
   45.0000    0.1942    1.7444    0.0033    0.0298
   45.5000    0.1942    1.7444    0.0033    0.0298
   46.0000    0.1942    1.7444    0.0033    0.0298
   46.5000    0.1942    1.7444    0.0033    0.0298
   47.0000    0.1942    1.7444    0.0033    0.0298
   47.5000    0.1942    1.7444    0.0033    0.0298
   48.0000    0.1942    1.7444    0.0033    0.0298
   48.5000    0.1942    1.7444    0.0033    0.0298
   49.0000    0.1942    1.7444    0.0033    0.0298
   49.5000    0.1942    1.7444    0.0033    0.0298
   50.0000    0.1942    1.7444    0.0033    0.0298
   50.5000    0.1942    1.7444    0.0033    0.0298
   51.0000    0.1942    1.7444    0.0033    0.0298
   51.5000    0.1942    1.7444    0.0033    0.0298
   52.0000    0.1942    1.7444    0.0033    0.0298
   52.5000    0.1942    1.7444    0.0033    0.0298
   53.0000    0.1942    1.7444    0.0033    0.0298
   53.5000    0.1942    1.7444    0.0033    0.0298
