         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0469    0.0376    0.0266    1.4138    0.1543    0.3353
    1.0000    0.0464    0.0373    0.0264    1.4109    0.1586    0.3269
    1.5000    0.0472    0.0368    0.0260    1.4150    0.1571    0.3274
    2.0000    0.0472    0.0365    0.0258    1.4173    0.1567    0.3247
    2.5000    0.0471    0.0361    0.0255    1.4144    0.1614    0.3168
    3.0000    0.0459    0.0360    0.0254    1.4162    0.1605    0.3117
    3.5000    0.0461    0.0357    0.0251    1.4201    0.1587    0.3111
    4.0000    0.0465    0.0353    0.0248    1.4238    0.1572    0.3107
    4.5000    0.0462    0.0350    0.0245    1.4265    0.1559    0.3085
    5.0000    0.0460    0.0347    0.0243    1.4258    0.1582    0.3029
    5.5000    0.0462    0.0343    0.0240    1.4297    0.1561    0.3031
    6.0000    0.0464    0.0340    0.0237    1.4334    0.1542    0.3028
    6.5000    0.0463    0.0336    0.0235    1.4328    0.1566    0.2973
    7.0000    0.0464    0.0333    0.0232    1.4367    0.1546    0.2971
    7.5000    0.0459    0.0330    0.0230    1.4356    0.1573    0.2904
    8.0000    0.0461    0.0326    0.0227    1.4398    0.1551    0.2906
    8.5000    0.0463    0.0323    0.0223    1.4439    0.1531    0.2905
    9.0000    0.0459    0.0320    0.0221    1.4442    0.1552    0.2851
    9.5000    0.0462    0.0316    0.0218    1.4492    0.1531    0.2858
   10.0000    0.0464    0.0313    0.0215    1.4544    0.1513    0.2861
   10.5000    0.0461    0.0310    0.0213    1.4562    0.1538    0.2811
   11.0000    0.0465    0.0308    0.0210    1.4630    0.1523    0.2820
   11.5000    0.0469    0.0305    0.0207    1.4709    0.1508    0.2836
   12.0000    0.0469    0.0303    0.0206    1.4754    0.1542    0.2794
   12.5000    0.0477    0.0302    0.0203    1.4851    0.1535    0.2820
   13.0000    0.0488    0.0300    0.0201    1.4954    0.1534    0.2852
   13.5000    0.0501    0.0298    0.0198    1.5063    0.1538    0.2892
   14.0000    0.0517    0.0297    0.0196    1.5173    0.1548    0.2935
   14.5000    0.0528    0.0297    0.0195    1.5242    0.1602    0.2925
   15.0000    0.0543    0.0297    0.0193    1.5355    0.1609    0.2971
   15.5000    0.0553    0.0297    0.0192    1.5465    0.1611    0.3007
   16.0000    0.0548    0.0299    0.0193    1.5524    0.1650    0.2967
   16.5000    0.0547    0.0301    0.0193    1.5618    0.1643    0.2979
   17.0000    0.0543    0.0302    0.0193    1.5659    0.1678    0.2940
   17.5000    0.0553    0.0301    0.0191    1.5734    0.1673    0.2974
   18.0000    0.0553    0.0302    0.0191    1.5789    0.1665    0.2988
   18.5000    0.0553    0.0302    0.0191    1.5782    0.1710    0.2948
   19.0000    0.0554    0.0303    0.0191    1.5822    0.1693    0.2971
   19.5000    0.0560    0.0303    0.0191    1.5871    0.1663    0.3017
   20.0000    0.0615    0.0294    0.0185    1.5879    0.1712    0.3098
   20.5000    0.0615    0.0294    0.0185    1.5884    0.1713    0.3099
   21.0000    0.0615    0.0294    0.0185    1.5888    0.1714    0.3099
   21.5000    0.0615    0.0294    0.0185    1.5891    0.1714    0.3099
   22.0000    0.0615    0.0295    0.0185    1.5893    0.1714    0.3099
   22.5000    0.0615    0.0295    0.0185    1.5894    0.1714    0.3099
