         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0469    0.0375    0.0266    1.4093    0.1585    0.3315
    1.0000    0.0469    0.0373    0.0264    1.4118    0.1578    0.3294
    1.5000    0.0458    0.0371    0.0264    1.4092    0.1613    0.3204
    2.0000    0.0456    0.0369    0.0261    1.4127    0.1596    0.3188
    2.5000    0.0458    0.0365    0.0258    1.4165    0.1579    0.3182
    3.0000    0.0456    0.0362    0.0256    1.4158    0.1604    0.3121
    3.5000    0.0459    0.0358    0.0252    1.4200    0.1584    0.3120
    4.0000    0.0462    0.0355    0.0249    1.4241    0.1564    0.3119
    4.5000    0.0465    0.0351    0.0246    1.4282    0.1544    0.3118
    5.0000    0.0473    0.0346    0.0242    1.4315    0.1535    0.3121
    5.5000    0.0466    0.0344    0.0240    1.4328    0.1533    0.3079
    6.0000    0.0462    0.0341    0.0238    1.4318    0.1559    0.3015
    6.5000    0.0464    0.0338    0.0235    1.4355    0.1540    0.3013
    7.0000    0.0471    0.0333    0.0232    1.4388    0.1531    0.3014
    7.5000    0.0469    0.0329    0.0229    1.4370    0.1568    0.2947
    8.0000    0.0461    0.0328    0.0228    1.4397    0.1553    0.2915
    8.5000    0.0459    0.0325    0.0225    1.4400    0.1570    0.2869
    9.0000    0.0459    0.0321    0.0223    1.4436    0.1554    0.2861
    9.5000    0.0461    0.0318    0.0220    1.4482    0.1533    0.2865
   10.0000    0.0459    0.0315    0.0218    1.4487    0.1558    0.2813
   10.5000    0.0461    0.0312    0.0215    1.4542    0.1537    0.2821
   11.0000    0.0464    0.0309    0.0212    1.4605    0.1518    0.2834
   11.5000    0.0468    0.0307    0.0209    1.4671    0.1506    0.2842
   12.0000    0.0468    0.0305    0.0207    1.4709    0.1536    0.2804
   12.5000    0.0474    0.0303    0.0205    1.4792    0.1532    0.2822
   13.0000    0.0484    0.0301    0.0203    1.4884    0.1532    0.2848
   13.5000    0.0492    0.0300    0.0201    1.4948    0.1574    0.2835
   14.0000    0.0507    0.0299    0.0199    1.5053    0.1582    0.2879
   14.5000    0.0524    0.0299    0.0197    1.5162    0.1591    0.2929
   15.0000    0.0536    0.0299    0.0196    1.5233    0.1641    0.2927
   15.5000    0.0548    0.0299    0.0195    1.5341    0.1647    0.2965
   16.0000    0.0551    0.0300    0.0194    1.5450    0.1641    0.2992
   16.5000    0.0545    0.0303    0.0195    1.5505    0.1680    0.2949
   17.0000    0.0545    0.0304    0.0195    1.5601    0.1668    0.2969
   17.5000    0.0540    0.0305    0.0195    1.5635    0.1705    0.2925
   18.0000    0.0545    0.0305    0.0194    1.5712    0.1690    0.2957
   18.5000    0.0554    0.0305    0.0193    1.5772    0.1682    0.2990
   19.0000    0.0562    0.0304    0.0192    1.5778    0.1716    0.2980
   19.5000    0.0563    0.0304    0.0192    1.5820    0.1696    0.3009
   20.0000    0.0569    0.0304    0.0192    1.5866    0.1667    0.3055
   20.5000    0.0615    0.0297    0.0187    1.5864    0.1718    0.3111
   21.0000    0.0615    0.0297    0.0187    1.5868    0.1719    0.3112
   21.5000    0.0615    0.0297    0.0187    1.5872    0.1719    0.3113
   22.0000    0.0615    0.0297    0.0187    1.5875    0.1720    0.3113
   22.5000    0.0615    0.0297    0.0187    1.5877    0.1720    0.3113
   23.0000    0.0615    0.0297    0.0187    1.5878    0.1720    0.3113
   23.5000    0.0615    0.0297    0.0187    1.5879    0.1720    0.3113
   24.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   24.5000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   25.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   25.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   26.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   26.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   27.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   27.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   28.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   28.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   29.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   29.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   30.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   30.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   31.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   31.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   32.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   32.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   33.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   33.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   34.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   34.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   35.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   35.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   36.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   36.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   37.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   37.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   38.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   38.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   39.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   39.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   40.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   40.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   41.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   41.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   42.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   42.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   43.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   43.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   44.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   44.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   45.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   45.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   46.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   46.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   47.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   47.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   48.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   48.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   49.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   49.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   50.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   50.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   51.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   51.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   52.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   52.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   53.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   53.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   54.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   54.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   55.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   55.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   56.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   56.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   57.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   57.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   58.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   58.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   59.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   59.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   60.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   60.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   61.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   61.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   62.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   62.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   63.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   63.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   64.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   64.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   65.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   65.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   66.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   66.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   67.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   67.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   68.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   68.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   69.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   69.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   70.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   70.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   71.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   71.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   72.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   72.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   73.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   73.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   74.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
