         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0073    0.6888    0.9120   -0.8094   -0.8079    0.0014    0.6570    0.0586    0.0960
    1.0000    1.0147    0.6955    0.9104   -0.8089   -0.8060    0.0029    0.6642    0.0597    0.0922
    1.5000    1.0222    0.7020    0.9125   -0.8081   -0.8041    0.0044    0.6712    0.0583    0.0904
    2.0000    1.0300    0.7085    0.9147   -0.8069   -0.8022    0.0060    0.6782    0.0567    0.0886
    2.5000    1.0379    0.7151    0.9161   -0.8045   -0.8004    0.0075    0.6854    0.0558    0.0862
    3.0000    1.0461    0.7222    0.9172   -0.8008   -0.7985    0.0091    0.6930    0.0551    0.0833
    3.5000    1.0545    0.7296    0.9168   -0.7954   -0.7966    0.0107    0.7010    0.0554    0.0794
    4.0000    1.0632    0.7372    0.9179   -0.7885   -0.7948    0.0123    0.7092    0.0545    0.0762
    4.5000    1.0722    0.7444    0.9202   -0.7809   -0.7930    0.0139    0.7171    0.0530    0.0736
    5.0000    1.0817    0.7508    0.9202   -0.7732   -0.7911    0.0156    0.7240    0.0530    0.0702
    5.5000    1.0915    0.7560    0.9224   -0.7662   -0.7893    0.0172    0.7297    0.0515    0.0686
    6.0000    1.1016    0.7601    0.9241   -0.7604   -0.7875    0.0188    0.7341    0.0503    0.0673
    6.5000    1.1120    0.7631    0.9229   -0.7561   -0.7857    0.0205    0.7374    0.0511    0.0652
    7.0000    1.1225    0.7652    0.9243   -0.7532   -0.7839    0.0221    0.7397    0.0502    0.0647
    7.5000    1.1334    0.7665    0.9259   -0.7513   -0.7821    0.0236    0.7411    0.0491    0.0648
    8.0000    1.1448    0.7673    0.9248   -0.7504   -0.7805    0.0252    0.7420    0.0498    0.0639
    8.5000    1.1566    0.7676    0.9262   -0.7499   -0.7791    0.0266    0.7423    0.0489    0.0644
    9.0000    1.1683    0.7678    0.9262   -0.7497   -0.7777    0.0279    0.7425    0.0488    0.0643
    9.5000    1.1800    0.7679    0.9262   -0.7496   -0.7763    0.0293    0.7427    0.0488    0.0643
   10.0000    1.1917    0.7680    0.9263   -0.7496   -0.7750    0.0307    0.7427    0.0488    0.0643
   10.5000    1.2034    0.7680    0.9263   -0.7496   -0.7736    0.0321    0.7428    0.0488    0.0643
   11.0000    1.2152    0.7680    0.9263   -0.7496   -0.7722    0.0335    0.7428    0.0488    0.0643
   11.5000    1.2269    0.7681    0.9263   -0.7495   -0.7708    0.0348    0.7428    0.0488    0.0642
   12.0000    1.2386    0.7681    0.9263   -0.7495   -0.7694    0.0362    0.7428    0.0488    0.0642
   12.5000    1.2503    0.7681    0.9263   -0.7495   -0.7681    0.0376    0.7428    0.0488    0.0642
   13.0000    1.2620    0.7681    0.9263   -0.7495   -0.7667    0.0390    0.7428    0.0488    0.0642
   13.5000    1.2738    0.7681    0.9263   -0.7495   -0.7653    0.0403    0.7428    0.0488    0.0642
   14.0000    1.2855    0.7681    0.9263   -0.7495   -0.7639    0.0417    0.7428    0.0488    0.0642
   14.5000    1.2972    0.7681    0.9263   -0.7495   -0.7625    0.0431    0.7428    0.0488    0.0642
   15.0000    1.3089    0.7681    0.9263   -0.7495   -0.7612    0.0445    0.7428    0.0488    0.0642
   15.5000    1.3207    0.7681    0.9263   -0.7495   -0.7598    0.0459    0.7428    0.0488    0.0642
   16.0000    1.3324    0.7681    0.9263   -0.7495   -0.7584    0.0472    0.7428    0.0488    0.0642
   16.5000    1.3441    0.7681    0.9263   -0.7495   -0.7570    0.0486    0.7428    0.0488    0.0642
   17.0000    1.3558    0.7681    0.9263   -0.7495   -0.7557    0.0500    0.7428    0.0488    0.0642
   17.5000    1.3675    0.7681    0.9263   -0.7495   -0.7543    0.0514    0.7428    0.0488    0.0642
   18.0000    1.3793    0.7681    0.9263   -0.7495   -0.7529    0.0528    0.7428    0.0488    0.0642
   18.5000    1.3910    0.7681    0.9263   -0.7495   -0.7515    0.0541    0.7428    0.0488    0.0642
   19.0000    1.4027    0.7681    0.9263   -0.7495   -0.7501    0.0555    0.7428    0.0488    0.0642
   19.5000    1.4144    0.7681    0.9263   -0.7495   -0.7488    0.0569    0.7428    0.0488    0.0642
   20.0000    1.4262    0.7681    0.9263   -0.7495   -0.7474    0.0583    0.7428    0.0488    0.0642
   20.5000    1.4379    0.7681    0.9263   -0.7495   -0.7460    0.0596    0.7428    0.0488    0.0642
   21.0000    1.4496    0.7681    0.9263   -0.7495   -0.7446    0.0610    0.7428    0.0488    0.0642
   21.5000    1.4613    0.7681    0.9263   -0.7495   -0.7433    0.0624    0.7428    0.0488    0.0642
   22.0000    1.4730    0.7681    0.9263   -0.7495   -0.7419    0.0638    0.7428    0.0488    0.0642
   22.5000    1.4848    0.7681    0.9263   -0.7495   -0.7405    0.0652    0.7428    0.0488    0.0642
   23.0000    1.4965    0.7681    0.9263   -0.7495   -0.7391    0.0665    0.7428    0.0488    0.0642
   23.5000    1.5082    0.7681    0.9263   -0.7495   -0.7377    0.0679    0.7428    0.0488    0.0642
   24.0000    1.5199    0.7681    0.9263   -0.7495   -0.7364    0.0693    0.7428    0.0488    0.0642
   24.5000    1.5317    0.7681    0.9263   -0.7495   -0.7350    0.0707    0.7428    0.0488    0.0642
   25.0000    1.5434    0.7681    0.9263   -0.7495   -0.7336    0.0720    0.7428    0.0488    0.0642
