         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    5.1241    4.7373    5.0203    0.3869    0.2934
    2.0000    5.0232    4.6350    5.0101    0.3882    0.2924
    3.0000    4.6763    4.2871    4.9649    0.3892    0.2906
    4.0000    4.6712    4.2808    4.9969    0.3904    0.2902
    5.0000    4.5955    4.2041    5.1317    0.3915    0.2887
    6.0000    4.5961    4.2036    5.2021    0.3924    0.2871
    7.0000    4.5972    4.2037    5.1002    0.3934    0.2854
    8.0000    4.5979    4.2037    5.1309    0.3942    0.2837
    9.0000    4.5991    4.2040    5.1492    0.3951    0.2831
   10.0000    4.6006    4.2046    5.1524    0.3960    0.2809
   11.0000    4.6011    4.2044    5.1846    0.3967    0.2799
   12.0000    4.6017    4.2043    5.1831    0.3974    0.2785
   13.0000    4.6018    4.2036    5.1800    0.3981    0.2776
   14.0000    4.6024    4.2036    5.2071    0.3988    0.2771
   15.0000    4.5948    4.2036    5.2086    0.3911    0.2826
   16.0000    4.5958    4.2036    5.1971    0.3922    0.2820
   17.0000    4.5967    4.2036    5.2088    0.3931    0.2797
   18.0000    4.5977    4.2036    5.2013    0.3941    0.2778
   19.0000    4.5985    4.2036    5.1953    0.3949    0.2758
   20.0000    4.5989    4.2036    5.1918    0.3953    0.2748
   21.0000    4.5965    4.2036    5.2098    0.3930    0.2720
   22.0000    4.5976    4.2036    5.2092    0.3941    0.2738
   23.0000    4.5869    4.2036    5.2094    0.3833    0.2803
   24.0000    4.5881    4.2036    5.2084    0.3845    0.2822
   25.0000    4.5894    4.2036    5.2082    0.3858    0.2812
   26.0000    4.5784    4.2036    5.2091    0.3748    0.2880
   27.0000    4.5802    4.2036    5.2087    0.3767    0.2900
   28.0000    4.5815    4.2036    5.2087    0.3779    0.2889
   29.0000    4.5833    4.2036    5.2093    0.3797    0.2879
   30.0000    4.5846    4.2036    5.2090    0.3810    0.2863
   31.0000    4.5856    4.2037    5.2098    0.3819    0.2837
   32.0000    4.5789    4.2041    5.2044    0.3748    0.2918
   33.0000    4.5819    4.2060    5.2067    0.3759    0.2903
   34.0000    4.5905    4.2130    5.2101    0.3775    0.2895
   35.0000    4.6164    4.2514    5.2112    0.3650    0.2956
   36.0000    4.7178    4.3517    5.2111    0.3661    0.2995
   37.0000    4.8499    4.4814    5.2113    0.3684    0.2993
   38.0000    5.0235    4.6530    5.2116    0.3705    0.2971
   39.0000    5.1560    4.7916    5.2097    0.3644    0.3032
   40.0000    5.2161    4.8522    5.2085    0.3639    0.3003
   41.0000    5.1982    4.8345    5.2103    0.3636    0.3002
   42.0000    5.1541    4.7874    5.2110    0.3667    0.3021
   43.0000    5.1381    4.7690    5.2098    0.3691    0.2991
   44.0000    5.1200    4.7489    5.2037    0.3711    0.2968
   45.0000    5.1011    4.7279    5.1947    0.3732    0.2952
   46.0000    5.0855    4.7104    5.1828    0.3751    0.2933
   47.0000    5.0686    4.6918    5.1740    0.3768    0.2922
   48.0000    5.0497    4.6794    5.1648    0.3704    0.2970
   49.0000    5.0347    4.6622    5.1625    0.3725    0.2962
   50.0000    5.0169    4.6507    5.1597    0.3662    0.3020
   51.0000    5.0203    4.6529    5.1833    0.3674    0.2995
   52.0000    5.0052    4.6355    5.1711    0.3697    0.2984
   53.0000    4.9999    4.6283    5.1703    0.3717    0.2976
   54.0000    4.9958    4.6303    5.1802    0.3655    0.3024
   55.0000    4.9991    4.6311    5.1685    0.3680    0.3000
   56.0000    5.0012    4.6312    5.1730    0.3700    0.2983
   57.0000    4.9959    4.6322    5.1783    0.3637    0.3046
   58.0000    4.9974    4.6312    5.1830    0.3662    0.3021
   59.0000    4.9897    4.6295    5.1835    0.3602    0.3092
   60.0000    4.9939    4.6311    5.1852    0.3628    0.3051
   61.0000    4.9971    4.6304    5.1856    0.3667    0.3026
   62.0000    4.9886    4.6293    5.1843    0.3593    0.3086
   63.0000    4.9898    4.6279    5.1861    0.3619    0.3056
   64.0000    4.9954    4.6310    5.1901    0.3644    0.3034
   65.0000    4.9860    4.6195    5.1764    0.3665    0.3025
   66.0000    4.9887    4.6205    5.1674    0.3682    0.3005
   67.0000    4.9943    4.6240    5.1881    0.3703    0.2975
   68.0000    4.9961    4.6237    5.1903    0.3724    0.2965
   69.0000    5.0001    4.6257    5.1905    0.3744    0.2943
   70.0000    4.9980    4.6312    5.1940    0.3669    0.3005
   71.0000    4.9991    4.6351    5.1862    0.3640    0.2976
   72.0000    4.9896    4.6315    5.1943    0.3581    0.3077
   73.0000    4.9815    4.6206    5.1828    0.3609    0.3068
   74.0000    4.9838    4.6207    5.1819    0.3631    0.3053
   75.0000    4.9771    4.6194    5.1855    0.3577    0.3100
   76.0000    4.9795    4.6192    5.1825    0.3603    0.3072
   77.0000    4.9800    4.6173    5.1833    0.3626    0.3054
   78.0000    4.9828    4.6174    5.1800    0.3654    0.3030
   79.0000    4.9878    4.6202    5.1851    0.3676    0.3002
   80.0000    4.9898    4.6200    5.1817    0.3698    0.2985
   81.0000    4.9817    4.6181    5.1830    0.3636    0.3051
   82.0000    4.9865    4.6199    5.1864    0.3666    0.3023
   83.0000    4.9880    4.6278    5.1879    0.3602    0.3067
   84.0000    4.9841    4.6215    5.1866    0.3626    0.3051
   85.0000    4.9885    4.6234    5.1891    0.3651    0.3020
   86.0000    4.9863    4.6189    5.1822    0.3673    0.3013
   87.0000    4.9827    4.6213    5.1839    0.3613    0.3064
   88.0000    4.9853    4.6215    5.1845    0.3639    0.3043
   89.0000    4.9879    4.6216    5.1834    0.3663    0.3027
   90.0000    4.9837    4.6236    5.1904    0.3601    0.3077
   91.0000    4.9768    4.6222    5.1843    0.3546    0.3125
   92.0000    4.9854    4.6289    5.1957    0.3566    0.3096
   93.0000    4.9920    4.6335    5.2007    0.3586    0.3079
   94.0000    4.9934    4.6409    5.2039    0.3524    0.3127
   95.0000    5.0181    4.6692    5.2074    0.3489    0.3086
   96.0000    5.0747    4.7302    5.2091    0.3445    0.3032
   97.0000    5.1248    4.7938    5.2112    0.3309    0.3008
   98.0000    5.2717    4.9506    5.2105    0.3212    0.2905
   99.0000    5.4271    5.1275    5.2111    0.2995    0.2759
  100.0000    5.4864    5.2122    5.2122    0.2743    0.2743
