         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000   29.8572  -25.2773    0.0027    0.0254
    2.0000   30.1801  -25.9602    0.0024    0.0246
    3.0000   31.1903  -28.5920    0.0023    0.0245
    4.0000  -14.1176   24.5317    0.0020    0.0241
    5.0000  -11.1683   21.5516    0.0020    0.0244
    6.0000   -7.1615   19.2238    0.0019    0.0257
    7.0000   -6.4987   17.2433    0.0019    0.0264
    8.0000   -5.6224   15.6410    0.0019    0.0254
    9.0000   -6.0684   14.5181    0.0019    0.0257
   10.0000   -7.9656   13.0978    0.0019    0.0259
   11.0000   -9.2217   12.2739    0.0019    0.0259
   12.0000   -7.0800   11.5428    0.0019    0.0262
   13.0000   -7.0625   11.1444    0.0019    0.0262
   14.0000   -7.0306   10.9709    0.0019    0.0262
   15.0000   -8.7952   12.4535    0.0019    0.0265
   16.0000   -8.9123   12.2717    0.0019    0.0265
   17.0000   -8.4620   11.5850    0.0019    0.0264
   18.0000   -8.4926   11.0137    0.0019    0.0265
   19.0000   -7.9416   10.3910    0.0019    0.0264
   20.0000   -7.1477    9.8937    0.0019    0.0264
   21.0000   -5.9478    8.3775    0.0019    0.0263
   22.0000   -6.0376    8.4005    0.0019    0.0265
   23.0000   -5.2988    7.8882    0.0019    0.0265
   24.0000   -4.8417    7.3501    0.0019    0.0265
   25.0000   -3.5139    6.0931    0.0019    0.0265
   26.0000   -3.2035    5.9311    0.0019    0.0265
   27.0000   -3.5745    6.1669    0.0019    0.0265
   28.0000   -2.9651    5.5727    0.0019    0.0265
   29.0000   -2.7819    5.3355    0.0019    0.0265
   30.0000   -2.5743    5.0526    0.0019    0.0265
   31.0000   -2.1439    4.6951    0.0019    0.0265
   32.0000   -3.0737    5.5411    0.0019    0.0265
   33.0000   -2.3187    4.8672    0.0019    0.0264
   34.0000   -1.4137    4.0282    0.0019    0.0265
   35.0000   -0.3293    3.0720    0.0019    0.0265
   36.0000    0.0282    2.7557    0.0020    0.0265
   37.0000    0.0353    2.6886    0.0021    0.0265
   38.0000    0.0563    2.5711    0.0022    0.0265
   39.0000    0.0844    2.3742    0.0024    0.0265
   40.0000    0.1996    2.1748    0.0025    0.0265
   41.0000    0.2296    2.0558    0.0026    0.0265
   42.0000    0.2255    1.9745    0.0025    0.0265
   43.0000    0.2367    1.9088    0.0025    0.0265
   44.0000    0.2463    1.8839    0.0025    0.0265
   45.0000    0.2543    1.8603    0.0025    0.0264
   46.0000    0.2592    1.8487    0.0024    0.0264
   47.0000    0.2630    1.8429    0.0024    0.0262
   48.0000    0.2321    1.8928    0.0024    0.0261
   49.0000    0.2360    1.8910    0.0024    0.0260
   50.0000    0.2047    1.9427    0.0024    0.0260
   51.0000    0.2049    1.9478    0.0024    0.0260
   52.0000    0.2184    1.9333    0.0024    0.0262
   53.0000    0.2245    1.9280    0.0023    0.0261
   54.0000    0.1980    1.9726    0.0023    0.0261
   55.0000    0.2084    1.9515    0.0023    0.0262
   56.0000    0.2172    1.9441    0.0023    0.0261
   57.0000    0.1872    1.9912    0.0023    0.0261
   58.0000    0.2019    1.9723    0.0023    0.0262
   59.0000    0.1648    2.0230    0.0023    0.0262
   60.0000    0.1844    1.9969    0.0023    0.0262
   61.0000    0.1935    1.9804    0.0023    0.0263
   62.0000    0.1694    2.0197    0.0023    0.0263
   63.0000    0.1853    1.9961    0.0023    0.0262
   64.0000    0.1938    1.9822    0.0023    0.0263
   65.0000    0.2098    1.9587    0.0023    0.0263
   66.0000    0.2190    1.9453    0.0023    0.0262
   67.0000    0.2299    1.9298    0.0023    0.0261
   68.0000    0.2354    1.9195    0.0023    0.0263
   69.0000    0.2435    1.9096    0.0023    0.0263
   70.0000    0.2112    1.9569    0.0023    0.0263
   71.0000    0.2414    1.9251    0.0023    0.0263
   72.0000    0.1845    2.0021    0.0023    0.0263
   73.0000    0.1879    1.9950    0.0023    0.0263
   74.0000    0.1984    1.9775    0.0023    0.0262
   75.0000    0.1738    2.0166    0.0023    0.0262
   76.0000    0.1882    1.9910    0.0023    0.0263
   77.0000    0.1993    1.9749    0.0023    0.0262
   78.0000    0.2108    1.9558    0.0023    0.0262
   79.0000    0.2206    1.9428    0.0023    0.0262
   80.0000    0.2288    1.9282    0.0023    0.0263
   81.0000    0.1995    1.9721    0.0023    0.0262
   82.0000    0.2102    1.9559    0.0023    0.0262
   83.0000    0.1872    1.9927    0.0023    0.0263
   84.0000    0.1954    1.9799    0.0023    0.0263
   85.0000    0.2093    1.9605    0.0023    0.0263
   86.0000    0.2174    1.9479    0.0023    0.0263
   87.0000    0.1891    1.9907    0.0023    0.0262
   88.0000    0.1993    1.9735    0.0023    0.0262
   89.0000    0.2065    1.9625    0.0023    0.0262
   90.0000    0.1809    2.0019    0.0023    0.0262
   91.0000    0.1575    2.0383    0.0023    0.0263
   92.0000    0.1675    2.0228    0.0023    0.0262
   93.0000    0.1739    2.0132    0.0023    0.0264
   94.0000    0.1434    2.0580    0.0023    0.0264
   95.0000    0.1601    2.0449    0.0023    0.0264
   96.0000    0.1530    2.0558    0.0024    0.0265
   97.0000    0.1484    2.0774    0.0024    0.0265
   98.0000    0.0960    2.1543    0.0025    0.0265
   99.0000    0.1036    2.1716    0.0027    0.0265
  100.0000    0.2016    1.8111    0.0030    0.0265
