         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0475    0.0377    0.0267    1.4142    0.1541    0.3395
    2.0000    0.0477    0.0376    0.0265    1.4170    0.1534    0.3393
    3.0000    0.0479    0.0374    0.0263    1.4200    0.1527    0.3391
    4.0000    0.0481    0.0372    0.0261    1.4231    0.1521    0.3384
    5.0000    0.0483    0.0370    0.0259    1.4262    0.1513    0.3379
    6.0000    0.0485    0.0367    0.0257    1.4295    0.1505    0.3372
    7.0000    0.0487    0.0364    0.0254    1.4329    0.1496    0.3363
    8.0000    0.0489    0.0362    0.0252    1.4362    0.1488    0.3355
    9.0000    0.0490    0.0359    0.0249    1.4395    0.1480    0.3342
   10.0000    0.0492    0.0356    0.0247    1.4430    0.1471    0.3334
   11.0000    0.0493    0.0353    0.0244    1.4462    0.1463    0.3323
   12.0000    0.0495    0.0351    0.0242    1.4492    0.1456    0.3315
   13.0000    0.0495    0.0349    0.0240    1.4520    0.1450    0.3308
   14.0000    0.0496    0.0348    0.0239    1.4545    0.1445    0.3300
   15.0000    0.0492    0.0346    0.0238    1.4543    0.1467    0.3256
   16.0000    0.0492    0.0344    0.0236    1.4573    0.1460    0.3246
   17.0000    0.0493    0.0341    0.0233    1.4609    0.1450    0.3237
   18.0000    0.0494    0.0337    0.0230    1.4648    0.1439    0.3223
   19.0000    0.0495    0.0333    0.0227    1.4689    0.1428    0.3207
   20.0000    0.0496    0.0329    0.0224    1.4730    0.1418    0.3188
   21.0000    0.0498    0.0324    0.0220    1.4769    0.1412    0.3169
   22.0000    0.0498    0.0320    0.0216    1.4804    0.1407    0.3142
   23.0000    0.0498    0.0317    0.0215    1.4799    0.1437    0.3097
   24.0000    0.0499    0.0317    0.0214    1.4809    0.1441    0.3096
   25.0000    0.0503    0.0317    0.0214    1.4825    0.1440    0.3107
   26.0000    0.0502    0.0316    0.0214    1.4805    0.1474    0.3071
   27.0000    0.0502    0.0316    0.0213    1.4815    0.1476    0.3068
   28.0000    0.0504    0.0316    0.0213    1.4830    0.1472    0.3076
   29.0000    0.0505    0.0316    0.0213    1.4847    0.1468    0.3083
   30.0000    0.0506    0.0316    0.0212    1.4864    0.1463    0.3091
   31.0000    0.0507    0.0315    0.0212    1.4882    0.1458    0.3099
   32.0000    0.0503    0.0316    0.0212    1.4868    0.1486    0.3062
   33.0000    0.0506    0.0315    0.0212    1.4888    0.1483    0.3071
   34.0000    0.0509    0.0315    0.0211    1.4909    0.1481    0.3082
   35.0000    0.0513    0.0314    0.0211    1.4896    0.1521    0.3050
   36.0000    0.0519    0.0312    0.0209    1.4913    0.1535    0.3053
   37.0000    0.0533    0.0310    0.0207    1.4947    0.1541    0.3079
   38.0000    0.0551    0.0306    0.0204    1.4990    0.1549    0.3118
   39.0000    0.0567    0.0303    0.0202    1.5010    0.1589    0.3115
   40.0000    0.0584    0.0301    0.0200    1.5068    0.1597    0.3146
   41.0000    0.0585    0.0300    0.0199    1.5131    0.1598    0.3148
   42.0000    0.0581    0.0301    0.0198    1.5199    0.1598    0.3139
   43.0000    0.0581    0.0301    0.0197    1.5285    0.1588    0.3148
   44.0000    0.0580    0.0301    0.0196    1.5375    0.1581    0.3153
   45.0000    0.0579    0.0302    0.0195    1.5468    0.1574    0.3157
   46.0000    0.0578    0.0302    0.0194    1.5563    0.1568    0.3161
   47.0000    0.0576    0.0302    0.0193    1.5655    0.1563    0.3163
   48.0000    0.0571    0.0303    0.0193    1.5713    0.1588    0.3126
   49.0000    0.0570    0.0303    0.0192    1.5795    0.1582    0.3129
   50.0000    0.0566    0.0303    0.0192    1.5836    0.1609    0.3092
   51.0000    0.0566    0.0303    0.0191    1.5897    0.1603    0.3099
   52.0000    0.0565    0.0304    0.0190    1.5943    0.1596    0.3104
   53.0000    0.0565    0.0304    0.0190    1.5971    0.1591    0.3110
   54.0000    0.0563    0.0304    0.0190    1.5951    0.1615    0.3079
   55.0000    0.0564    0.0304    0.0190    1.5961    0.1604    0.3092
   56.0000    0.0565    0.0304    0.0190    1.5969    0.1597    0.3103
   57.0000    0.0562    0.0304    0.0191    1.5943    0.1622    0.3070
   58.0000    0.0563    0.0304    0.0190    1.5953    0.1612    0.3082
   59.0000    0.0559    0.0304    0.0191    1.5925    0.1638    0.3047
   60.0000    0.0561    0.0304    0.0191    1.5939    0.1626    0.3065
   61.0000    0.0562    0.0304    0.0190    1.5953    0.1612    0.3081
   62.0000    0.0559    0.0304    0.0191    1.5924    0.1640    0.3046
   63.0000    0.0561    0.0304    0.0191    1.5936    0.1629    0.3061
   64.0000    0.0562    0.0304    0.0191    1.5946    0.1619    0.3074
   65.0000    0.0563    0.0304    0.0190    1.5953    0.1612    0.3082
   66.0000    0.0564    0.0304    0.0190    1.5961    0.1604    0.3092
   67.0000    0.0565    0.0304    0.0190    1.5971    0.1595    0.3105
   68.0000    0.0566    0.0304    0.0190    1.5979    0.1587    0.3114
   69.0000    0.0567    0.0303    0.0190    1.5988    0.1579    0.3125
   70.0000    0.0564    0.0304    0.0190    1.5959    0.1607    0.3090
   71.0000    0.0567    0.0303    0.0190    1.5960    0.1608    0.3096
   72.0000    0.0561    0.0304    0.0191    1.5926    0.1640    0.3050
   73.0000    0.0560    0.0304    0.0191    1.5931    0.1633    0.3055
   74.0000    0.0561    0.0304    0.0191    1.5940    0.1624    0.3067
   75.0000    0.0559    0.0304    0.0191    1.5917    0.1647    0.3037
   76.0000    0.0560    0.0304    0.0191    1.5929    0.1636    0.3052
   77.0000    0.0561    0.0304    0.0191    1.5938    0.1626    0.3064
   78.0000    0.0562    0.0304    0.0190    1.5950    0.1615    0.3078
   79.0000    0.0564    0.0304    0.0190    1.5960    0.1606    0.3091
   80.0000    0.0565    0.0304    0.0190    1.5968    0.1597    0.3102
   81.0000    0.0561    0.0304    0.0191    1.5941    0.1623    0.3068
   82.0000    0.0563    0.0304    0.0190    1.5954    0.1611    0.3083
   83.0000    0.0561    0.0304    0.0191    1.5931    0.1633    0.3056
   84.0000    0.0561    0.0304    0.0191    1.5938    0.1626    0.3064
   85.0000    0.0563    0.0304    0.0190    1.5950    0.1615    0.3079
   86.0000    0.0563    0.0304    0.0190    1.5958    0.1608    0.3088
   87.0000    0.0561    0.0304    0.0191    1.5933    0.1632    0.3057
   88.0000    0.0562    0.0304    0.0191    1.5943    0.1621    0.3070
   89.0000    0.0563    0.0304    0.0190    1.5952    0.1613    0.3081
   90.0000    0.0560    0.0304    0.0191    1.5928    0.1637    0.3051
