         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.6152    4.2040    5.1070    0.4113    0.2703
    2.0000    4.6151    4.2039    5.1795    0.4113    0.2700
    3.0000    4.6149    4.2036    5.2086    0.4113    0.2690
    4.0000    4.6145    4.2036    5.2079    0.4110    0.2684
    5.0000    4.6147    4.2036    5.2089    0.4112    0.2668
    6.0000    4.6149    4.2036    5.2100    0.4113    0.2660
    7.0000    4.6144    4.2036    5.2052    0.4109    0.2651
    8.0000    4.6149    4.2036    5.2086    0.4113    0.2646
    9.0000    4.6148    4.2036    5.2033    0.4113    0.2658
   10.0000    4.6147    4.2036    5.2069    0.4111    0.2647
   11.0000    4.6148    4.2036    5.2083    0.4113    0.2621
   12.0000    4.6149    4.2036    5.1960    0.4113    0.2605
   13.0000    4.6148    4.2036    5.2092    0.4113    0.2603
   14.0000    4.6148    4.2036    5.1936    0.4112    0.2597
   15.0000    4.6148    4.2036    5.1971    0.4113    0.2579
   16.0000    4.6146    4.2036    5.2094    0.4110    0.2570
   17.0000    4.6145    4.2036    5.2046    0.4109    0.2565
   18.0000    4.6146    4.2036    5.2097    0.4111    0.2555
   19.0000    4.6132    4.2036    5.2093    0.4096    0.2523
   20.0000    4.6093    4.2041    5.2108    0.4052    0.2446
   21.0000    4.6023    4.2043    5.2105    0.3980    0.2365
   22.0000    4.6101    4.2129    5.2075    0.3972    0.2426
   23.0000    4.6146    4.2178    5.2067    0.3968    0.2464
   24.0000    4.6100    4.2332    5.2113    0.3767    0.2014
   25.0000    4.6192    4.2557    5.2113    0.3635    0.1935
   26.0000    4.6448    4.2895    5.2112    0.3554    0.2125
   27.0000    4.6846    4.3417    5.2113    0.3429    0.2062
   28.0000    4.7035    4.3726    5.2114    0.3309    0.2075
   29.0000    4.7550    4.4446    5.2114    0.3104    0.1987
   30.0000    4.8387    4.5368    5.2113    0.3019    0.1913
   31.0000    4.9057    4.6085    5.2100    0.2972    0.1933
   32.0000    4.9510    4.6828    5.2113    0.2682    0.1829
   33.0000    5.0399    4.7952    5.2114    0.2448    0.1748
   34.0000    5.0829    4.8440    5.2114    0.2389    0.1800
