         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0186    0.6855    0.9195   -0.8084   -0.8057    0.0027    0.6534    0.0534    0.1014
    2.0000    1.0371    0.6897    0.9204   -0.8070   -0.8016    0.0054    0.6579    0.0528    0.0999
    3.0000    1.0557    0.6939    0.9213   -0.8056   -0.7975    0.0081    0.6625    0.0522    0.0984
    4.0000    1.0742    0.6983    0.9222   -0.8042   -0.7934    0.0108    0.6673    0.0516    0.0968
    5.0000    1.0928    0.7028    0.9233   -0.8028   -0.7893    0.0134    0.6720    0.0509    0.0953
    6.0000    1.1114    0.7072    0.9243   -0.8013   -0.7852    0.0161    0.6768    0.0502    0.0937
    7.0000    1.1299    0.7117    0.9252   -0.7999   -0.7811    0.0188    0.6817    0.0495    0.0921
    8.0000    1.1485    0.7161    0.9262   -0.7984   -0.7770    0.0214    0.6865    0.0488    0.0905
    9.0000    1.1670    0.7206    0.9270   -0.7969   -0.7728    0.0241    0.6913    0.0483    0.0888
   10.0000    1.1856    0.7250    0.9280   -0.7955   -0.7687    0.0267    0.6960    0.0476    0.0873
   11.0000    1.2041    0.7294    0.9291   -0.7940   -0.7646    0.0293    0.7008    0.0468    0.0858
   12.0000    1.2227    0.7339    0.9302   -0.7925   -0.7605    0.0319    0.7056    0.0461    0.0843
   13.0000    1.2413    0.7383    0.9311   -0.7910   -0.7564    0.0345    0.7104    0.0454    0.0827
   14.0000    1.2598    0.7428    0.9321   -0.7895   -0.7523    0.0371    0.7153    0.0447    0.0811
   15.0000    1.2784    0.7472    0.9332   -0.7880   -0.7482    0.0397    0.7201    0.0440    0.0796
   16.0000    1.2969    0.7517    0.9342   -0.7864   -0.7441    0.0423    0.7250    0.0433    0.0780
   17.0000    1.3155    0.7562    0.9352   -0.7849   -0.7399    0.0448    0.7299    0.0426    0.0764
   18.0000    1.3340    0.7607    0.9362   -0.7834   -0.7358    0.0474    0.7348    0.0419    0.0748
   19.0000    1.3526    0.7623    0.9366   -0.7819   -0.7317    0.0499    0.7366    0.0416    0.0742
   20.0000    1.3712    0.7623    0.9364   -0.7804   -0.7277    0.0524    0.7366    0.0417    0.0740
   21.0000    1.3897    0.7623    0.9361   -0.7789   -0.7237    0.0547    0.7366    0.0420    0.0737
   22.0000    1.4083    0.7623    0.9358   -0.7774   -0.7197    0.0572    0.7366    0.0422    0.0735
   23.0000    1.4269    0.7623    0.9357   -0.7761   -0.7158    0.0596    0.7366    0.0423    0.0733
   24.0000    1.4456    0.7623    0.9355   -0.7749   -0.7120    0.0616    0.7366    0.0424    0.0731
   25.0000    1.4644    0.7623    0.9348   -0.7736   -0.7084    0.0636    0.7366    0.0429    0.0726
   26.0000    1.4834    0.7623    0.9336   -0.7724   -0.7048    0.0657    0.7366    0.0437    0.0719
   27.0000    1.5025    0.7623    0.9329   -0.7711   -0.7014    0.0678    0.7365    0.0442    0.0715
   28.0000    1.5218    0.7623    0.9319   -0.7696   -0.6981    0.0698    0.7365    0.0449    0.0709
   29.0000    1.5415    0.7623    0.9308   -0.7678   -0.6950    0.0718    0.7365    0.0457    0.0702
   30.0000    1.5615    0.7623    0.9304   -0.7655   -0.6920    0.0737    0.7365    0.0459    0.0698
   31.0000    1.5818    0.7622    0.9299   -0.7626   -0.6890    0.0757    0.7365    0.0462    0.0694
   32.0000    1.6025    0.7622    0.9282   -0.7591   -0.6863    0.0775    0.7364    0.0475    0.0684
   33.0000    1.6237    0.7620    0.9269   -0.7551   -0.6838    0.0792    0.7362    0.0484    0.0675
   34.0000    1.6451    0.7617    0.9260   -0.7505   -0.6815    0.0810    0.7358    0.0490    0.0669
   35.0000    1.6668    0.7611    0.9256   -0.7455   -0.6791    0.0829    0.7352    0.0492    0.0666
   36.0000    1.6889    0.7599    0.9253   -0.7401   -0.6766    0.0848    0.7339    0.0495    0.0666
   37.0000    1.7113    0.7581    0.9249   -0.7346   -0.6741    0.0867    0.7319    0.0498    0.0668
   38.0000    1.7339    0.7563    0.9243   -0.7291   -0.6716    0.0887    0.7300    0.0501    0.0669
   39.0000    1.7563    0.7551    0.9235   -0.7237   -0.6690    0.0907    0.7287    0.0507    0.0667
   40.0000    1.7789    0.7545    0.9228   -0.7187   -0.6665    0.0927    0.7280    0.0512    0.0662
   41.0000    1.8014    0.7544    0.9222   -0.7143   -0.6640    0.0947    0.7279    0.0516    0.0657
   42.0000    1.8243    0.7548    0.9218   -0.7106   -0.6616    0.0967    0.7284    0.0518    0.0651
   43.0000    1.8473    0.7557    0.9218   -0.7077   -0.6593    0.0985    0.7293    0.0519    0.0645
