         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0488    0.0375    0.0263    1.4260    0.1447    0.3502
    2.0000    0.0489    0.0372    0.0260    1.4295    0.1442    0.3485
    3.0000    0.0491    0.0369    0.0258    1.4333    0.1436    0.3470
    4.0000    0.0492    0.0366    0.0255    1.4369    0.1431    0.3452
    5.0000    0.0493    0.0363    0.0252    1.4409    0.1424    0.3438
    6.0000    0.0494    0.0360    0.0249    1.4448    0.1418    0.3421
    7.0000    0.0495    0.0357    0.0246    1.4486    0.1412    0.3403
    8.0000    0.0496    0.0354    0.0244    1.4525    0.1406    0.3386
    9.0000    0.0495    0.0351    0.0241    1.4561    0.1403    0.3362
   10.0000    0.0496    0.0348    0.0238    1.4601    0.1396    0.3346
   11.0000    0.0497    0.0344    0.0235    1.4644    0.1387    0.3333
   12.0000    0.0498    0.0341    0.0232    1.4685    0.1380    0.3316
   13.0000    0.0498    0.0338    0.0229    1.4725    0.1374    0.3296
   14.0000    0.0498    0.0334    0.0226    1.4766    0.1368    0.3277
   15.0000    0.0498    0.0331    0.0223    1.4808    0.1360    0.3260
   16.0000    0.0498    0.0327    0.0220    1.4850    0.1354    0.3240
   17.0000    0.0497    0.0324    0.0218    1.4891    0.1347    0.3220
   18.0000    0.0497    0.0320    0.0215    1.4934    0.1340    0.3200
   19.0000    0.0497    0.0319    0.0213    1.4963    0.1338    0.3194
   20.0000    0.0499    0.0319    0.0213    1.4983    0.1343    0.3194
   21.0000    0.0502    0.0318    0.0212    1.4999    0.1351    0.3192
   22.0000    0.0500    0.0318    0.0212    1.5016    0.1356    0.3184
   23.0000    0.0499    0.0318    0.0212    1.5032    0.1359    0.3179
   24.0000    0.0513    0.0316    0.0210    1.5047    0.1372    0.3200
   25.0000    0.0517    0.0315    0.0209    1.5052    0.1391    0.3191
   26.0000    0.0515    0.0314    0.0209    1.5048    0.1415    0.3164
   27.0000    0.0520    0.0313    0.0208    1.5054    0.1433    0.3158
   28.0000    0.0524    0.0312    0.0207    1.5058    0.1456    0.3143
   29.0000    0.0532    0.0311    0.0206    1.5064    0.1487    0.3133
   30.0000    0.0538    0.0309    0.0205    1.5092    0.1500    0.3134
   31.0000    0.0542    0.0309    0.0204    1.5127    0.1513    0.3133
   32.0000    0.0554    0.0306    0.0202    1.5146    0.1559    0.3116
   33.0000    0.0566    0.0304    0.0200    1.5182    0.1596    0.3108
   34.0000    0.0571    0.0303    0.0199    1.5234    0.1618    0.3100
   35.0000    0.0576    0.0302    0.0198    1.5304    0.1627    0.3106
   36.0000    0.0583    0.0302    0.0197    1.5379    0.1635    0.3118
   37.0000    0.0587    0.0303    0.0196    1.5457    0.1639    0.3134
   38.0000    0.0590    0.0304    0.0196    1.5532    0.1646    0.3143
   39.0000    0.0595    0.0304    0.0195    1.5599    0.1663    0.3146
   40.0000    0.0604    0.0303    0.0193    1.5663    0.1682    0.3148
   41.0000    0.0602    0.0303    0.0193    1.5721    0.1692    0.3136
   42.0000    0.0616    0.0300    0.0191    1.5771    0.1714    0.3143
   43.0000    0.0624    0.0299    0.0189    1.5816    0.1725    0.3144
   44.0000    0.0620    0.0298    0.0188    1.5867    0.1707    0.3148
   45.0000    0.0631    0.0296    0.0186    1.5904    0.1697    0.3176
   46.0000    0.0630    0.0296    0.0186    1.5917    0.1689    0.3178
   47.0000    0.0631    0.0295    0.0185    1.5933    0.1675    0.3188
   48.0000    0.0634    0.0294    0.0184    1.5928    0.1687    0.3180
   49.0000    0.0633    0.0294    0.0184    1.5940    0.1675    0.3186
   50.0000    0.0636    0.0293    0.0184    1.5936    0.1684    0.3182
   51.0000    0.0638    0.0292    0.0183    1.5929    0.1694    0.3175
   52.0000    0.0640    0.0292    0.0183    1.5926    0.1700    0.3172
   53.0000    0.0642    0.0291    0.0183    1.5918    0.1711    0.3165
   54.0000    0.0644    0.0291    0.0183    1.5909    0.1722    0.3156
   55.0000    0.0650    0.0290    0.0182    1.5901    0.1737    0.3154
