         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0094    0.6889    0.9150   -0.8092   -0.8083    0.0011    0.6571    0.0565    0.0976
    1.0000    1.0188    0.6959    0.9156   -0.8084   -0.8067    0.0022    0.6646    0.0561    0.0948
    1.5000    1.0284    0.7030    0.9166   -0.8070   -0.8052    0.0034    0.6723    0.0555    0.0920
    2.0000    1.0379    0.7106    0.9164   -0.8043   -0.8038    0.0045    0.6804    0.0556    0.0883
    2.5000    1.0471    0.7187    0.9175   -0.7997   -0.8022    0.0057    0.6892    0.0548    0.0849
    3.0000    1.0562    0.7273    0.9189   -0.7931   -0.8004    0.0070    0.6986    0.0539    0.0813
    3.5000    1.0657    0.7362    0.9201   -0.7852   -0.7987    0.0083    0.7082    0.0531    0.0774
    4.0000    1.0754    0.7445    0.9218   -0.7768   -0.7970    0.0098    0.7172    0.0518    0.0740
    4.5000    1.0854    0.7518    0.9231   -0.7690   -0.7952    0.0113    0.7250    0.0509    0.0710
    5.0000    1.0958    0.7574    0.9250   -0.7626   -0.7934    0.0129    0.7312    0.0496    0.0691
    5.5000    1.1065    0.7615    0.9244   -0.7576   -0.7917    0.0144    0.7357    0.0501    0.0666
    6.0000    1.1174    0.7642    0.9249   -0.7541   -0.7901    0.0160    0.7386    0.0498    0.0655
    6.5000    1.1285    0.7660    0.9243   -0.7519   -0.7884    0.0175    0.7405    0.0501    0.0643
    7.0000    1.1399    0.7670    0.9250   -0.7507   -0.7868    0.0190    0.7417    0.0496    0.0642
    7.5000    1.1516    0.7676    0.9262   -0.7501   -0.7854    0.0205    0.7422    0.0488    0.0645
    8.0000    1.1633    0.7678    0.9262   -0.7498   -0.7840    0.0218    0.7425    0.0488    0.0643
    8.5000    1.1750    0.7679    0.9262   -0.7497   -0.7826    0.0232    0.7427    0.0488    0.0643
    9.0000    1.1868    0.7680    0.9263   -0.7496   -0.7813    0.0246    0.7427    0.0488    0.0643
    9.5000    1.1985    0.7680    0.9263   -0.7496   -0.7799    0.0260    0.7428    0.0488    0.0643
   10.0000    1.2102    0.7680    0.9263   -0.7496   -0.7785    0.0273    0.7428    0.0488    0.0643
   10.5000    1.2219    0.7681    0.9263   -0.7495   -0.7771    0.0287    0.7428    0.0488    0.0642
   11.0000    1.2336    0.7681    0.9263   -0.7495   -0.7758    0.0301    0.7428    0.0488    0.0642
   11.5000    1.2454    0.7681    0.9263   -0.7495   -0.7744    0.0315    0.7428    0.0488    0.0642
   12.0000    1.2571    0.7681    0.9263   -0.7495   -0.7730    0.0329    0.7428    0.0488    0.0642
   12.5000    1.2688    0.7681    0.9263   -0.7495   -0.7716    0.0342    0.7428    0.0488    0.0642
   13.0000    1.2805    0.7681    0.9263   -0.7495   -0.7702    0.0356    0.7428    0.0488    0.0642
   13.5000    1.2923    0.7681    0.9263   -0.7495   -0.7689    0.0370    0.7428    0.0488    0.0642
   14.0000    1.3040    0.7681    0.9263   -0.7495   -0.7675    0.0384    0.7428    0.0488    0.0642
   14.5000    1.3157    0.7681    0.9263   -0.7495   -0.7661    0.0398    0.7428    0.0488    0.0642
   15.0000    1.3274    0.7681    0.9263   -0.7495   -0.7647    0.0411    0.7428    0.0488    0.0642
   15.5000    1.3391    0.7681    0.9263   -0.7495   -0.7633    0.0425    0.7428    0.0488    0.0642
   16.0000    1.3509    0.7681    0.9263   -0.7495   -0.7620    0.0439    0.7428    0.0488    0.0642
   16.5000    1.3626    0.7681    0.9263   -0.7495   -0.7606    0.0453    0.7428    0.0488    0.0642
   17.0000    1.3743    0.7681    0.9263   -0.7495   -0.7592    0.0466    0.7428    0.0488    0.0642
   17.5000    1.3860    0.7681    0.9263   -0.7495   -0.7578    0.0480    0.7428    0.0488    0.0642
   18.0000    1.3978    0.7681    0.9263   -0.7495   -0.7565    0.0494    0.7428    0.0488    0.0642
   18.5000    1.4095    0.7681    0.9263   -0.7495   -0.7551    0.0508    0.7428    0.0488    0.0642
   19.0000    1.4212    0.7681    0.9263   -0.7495   -0.7537    0.0522    0.7428    0.0488    0.0642
   19.5000    1.4329    0.7681    0.9263   -0.7495   -0.7523    0.0535    0.7428    0.0488    0.0642
   20.0000    1.4446    0.7681    0.9263   -0.7495   -0.7509    0.0549    0.7428    0.0488    0.0642
   20.5000    1.4564    0.7681    0.9263   -0.7495   -0.7496    0.0563    0.7428    0.0488    0.0642
   21.0000    1.4681    0.7681    0.9263   -0.7495   -0.7482    0.0577    0.7428    0.0488    0.0642
