         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000    0.4789    1.8803    0.0011    0.0301
    1.0000    0.9359    1.8597    0.0011    0.0287
    1.5000    0.9463    1.8129    0.0018    0.0277
    2.0000    0.5172    1.7558    0.0019    0.0278
    2.5000    0.9574    1.7253    0.0011    0.0264
    3.0000    0.4594    1.6844    0.0011    0.0260
    3.5000    0.3856    1.6620    0.0011    0.0261
    4.0000    0.3919    1.6433    0.0011    0.0259
    4.5000    0.3387    1.6227    0.0011    0.0252
    5.0000    0.2741    1.6049    0.0011    0.0241
    5.5000    0.2528    1.5899    0.0011    0.0247
    6.0000    0.2300    1.5790    0.0011    0.0241
    6.5000    0.2084    1.5708    0.0011    0.0239
    7.0000    0.2061    1.5674    0.0011    0.0232
    7.5000    0.1901    1.5682    0.0011    0.0228
    8.0000    0.1680    1.5860    0.0011    0.0229
    8.5000    0.1476    1.6142    0.0011    0.0229
    9.0000    0.1312    1.6415    0.0012    0.0232
    9.5000    0.1341    1.6675    0.0013    0.0239
   10.0000    0.1412    1.6911    0.0014    0.0238
   10.5000    0.1475    1.7112    0.0015    0.0237
   11.0000    0.1550    1.7287    0.0016    0.0236
   11.5000    0.1624    1.7436    0.0018    0.0234
   12.0000    0.1700    1.7559    0.0019    0.0230
   12.5000    0.1855    1.7667    0.0020    0.0224
   13.0000    0.1848    1.7762    0.0021    0.0222
   13.5000    0.1903    1.7845    0.0022    0.0220
   14.0000    0.1920    1.7917    0.0023    0.0221
   14.5000    0.1940    1.7980    0.0023    0.0223
   15.0000    0.1951    1.8032    0.0024    0.0224
   15.5000    0.1955    1.8073    0.0024    0.0228
   16.0000    0.1965    1.8104    0.0025    0.0233
   16.5000    0.1978    1.8114    0.0027    0.0244
   17.0000    0.2000    1.8110    0.0028    0.0258
   17.5000    0.2008    1.8110    0.0030    0.0265
   18.0000    0.2013    1.8111    0.0030    0.0265
   18.5000    0.2015    1.8111    0.0030    0.0265
   19.0000    0.2015    1.8111    0.0030    0.0265
   19.5000    0.2016    1.8111    0.0030    0.0265
   20.0000    0.2016    1.8111    0.0030    0.0265
   20.5000    0.2016    1.8111    0.0030    0.0265
   21.0000    0.2016    1.8111    0.0030    0.0265
   21.5000    0.2016    1.8111    0.0030    0.0265
   22.0000    0.2016    1.8111    0.0030    0.0265
   22.5000    0.2016    1.8111    0.0030    0.0265
   23.0000    0.2016    1.8111    0.0030    0.0265
   23.5000    0.2016    1.8111    0.0030    0.0265
   24.0000    0.2016    1.8111    0.0030    0.0265
   24.5000    0.2016    1.8111    0.0030    0.0265
   25.0000    0.2016    1.8111    0.0030    0.0265
   25.5000    0.2016    1.8111    0.0030    0.0265
   26.0000    0.2016    1.8111    0.0030    0.0265
   26.5000    0.2016    1.8111    0.0030    0.0265
   27.0000    0.2016    1.8111    0.0030    0.0265
   27.5000    0.2016    1.8111    0.0030    0.0265
   28.0000    0.2016    1.8111    0.0030    0.0265
   28.5000    0.2016    1.8111    0.0030    0.0265
   29.0000    0.2016    1.8111    0.0030    0.0265
   29.5000    0.2016    1.8111    0.0030    0.0265
   30.0000    0.2016    1.8111    0.0030    0.0265
   30.5000    0.2016    1.8111    0.0030    0.0265
   31.0000    0.2016    1.8111    0.0030    0.0265
   31.5000    0.2016    1.8111    0.0030    0.0265
   32.0000    0.2016    1.8111    0.0030    0.0265
   32.5000    0.2016    1.8111    0.0030    0.0265
   33.0000    0.2016    1.8111    0.0030    0.0265
   33.5000    0.2016    1.8111    0.0030    0.0265
   34.0000    0.2016    1.8111    0.0030    0.0265
   34.5000    0.2016    1.8111    0.0030    0.0265
   35.0000    0.2016    1.8111    0.0030    0.0265
   35.5000    0.2016    1.8111    0.0030    0.0265
   36.0000    0.2016    1.8111    0.0030    0.0265
   36.5000    0.2016    1.8111    0.0030    0.0265
   37.0000    0.2016    1.8111    0.0030    0.0265
   37.5000    0.2016    1.8111    0.0030    0.0265
   38.0000    0.2016    1.8111    0.0030    0.0265
   38.5000    0.2016    1.8111    0.0030    0.0265
   39.0000    0.2016    1.8111    0.0030    0.0265
   39.5000    0.2016    1.8111    0.0030    0.0265
   40.0000    0.2016    1.8111    0.0030    0.0265
   40.5000    0.2016    1.8111    0.0030    0.0265
   41.0000    0.2016    1.8111    0.0030    0.0265
   41.5000    0.2016    1.8111    0.0030    0.0265
   42.0000    0.2016    1.8111    0.0030    0.0265
   42.5000    0.2016    1.8111    0.0030    0.0265
   43.0000    0.2016    1.8111    0.0030    0.0265
   43.5000    0.2016    1.8111    0.0030    0.0265
   44.0000    0.2016    1.8111    0.0030    0.0265
   44.5000    0.2016    1.8111    0.0030    0.0265
   45.0000    0.2016    1.8111    0.0030    0.0265
   45.5000    0.2016    1.8111    0.0030    0.0265
   46.0000    0.2016    1.8111    0.0030    0.0265
   46.5000    0.2016    1.8111    0.0030    0.0265
   47.0000    0.2016    1.8111    0.0030    0.0265
   47.5000    0.2016    1.8111    0.0030    0.0265
   48.0000    0.2016    1.8111    0.0030    0.0265
   48.5000    0.2016    1.8111    0.0030    0.0265
   49.0000    0.2016    1.8111    0.0030    0.0265
   49.5000    0.2016    1.8111    0.0030    0.0265
   50.0000    0.2016    1.8111    0.0030    0.0265
   50.5000    0.2016    1.8111    0.0030    0.0265
   51.0000    0.2016    1.8111    0.0030    0.0265
   51.5000    0.2016    1.8111    0.0030    0.0265
   52.0000    0.2016    1.8111    0.0030    0.0265
   52.5000    0.2016    1.8111    0.0030    0.0265
   53.0000    0.2016    1.8111    0.0030    0.0265
   53.5000    0.2016    1.8111    0.0030    0.0265
   54.0000    0.2016    1.8111    0.0030    0.0265
   54.5000    0.2016    1.8111    0.0030    0.0265
   55.0000    0.2016    1.8111    0.0030    0.0265
   55.5000    0.2016    1.8111    0.0030    0.0265
   56.0000    0.2016    1.8111    0.0030    0.0265
   56.5000    0.2016    1.8111    0.0030    0.0265
   57.0000    0.2016    1.8111    0.0030    0.0265
   57.5000    0.2016    1.8111    0.0030    0.0265
   58.0000    0.2016    1.8111    0.0030    0.0265
   58.5000    0.2016    1.8111    0.0030    0.0265
   59.0000    0.2016    1.8111    0.0030    0.0265
   59.5000    0.2016    1.8111    0.0030    0.0265
   60.0000    0.2016    1.8111    0.0030    0.0265
   60.5000    0.2016    1.8111    0.0030    0.0265
   61.0000    0.2016    1.8111    0.0030    0.0265
   61.5000    0.2016    1.8111    0.0030    0.0265
   62.0000    0.2016    1.8111    0.0030    0.0265
   62.5000    0.2016    1.8111    0.0030    0.0265
   63.0000    0.2016    1.8111    0.0030    0.0265
   63.5000    0.2016    1.8111    0.0030    0.0265
   64.0000    0.2016    1.8111    0.0030    0.0265
   64.5000    0.2016    1.8111    0.0030    0.0265
   65.0000    0.2016    1.8111    0.0030    0.0265
   65.5000    0.2016    1.8111    0.0030    0.0265
   66.0000    0.2016    1.8111    0.0030    0.0265
   66.5000    0.2016    1.8111    0.0030    0.0265
   67.0000    0.2016    1.8111    0.0030    0.0265
   67.5000    0.2016    1.8111    0.0030    0.0265
   68.0000    0.2016    1.8111    0.0030    0.0265
   68.5000    0.2016    1.8111    0.0030    0.0265
   69.0000    0.2016    1.8111    0.0030    0.0265
   69.5000    0.2016    1.8111    0.0030    0.0265
   70.0000    0.2016    1.8111    0.0030    0.0265
   70.5000    0.2016    1.8111    0.0030    0.0265
   71.0000    0.2016    1.8111    0.0030    0.0265
   71.5000    0.2016    1.8111    0.0030    0.0265
   72.0000    0.2016    1.8111    0.0030    0.0265
   72.5000    0.2016    1.8111    0.0030    0.0265
   73.0000    0.2016    1.8111    0.0030    0.0265
   73.5000    0.2016    1.8111    0.0030    0.0265
   74.0000    0.2016    1.8111    0.0030    0.0265
   74.5000    0.2016    1.8111    0.0030    0.0265
   75.0000    0.2016    1.8111    0.0030    0.0265
   75.5000    0.2016    1.8111    0.0030    0.0265
   76.0000    0.2016    1.8111    0.0030    0.0265
