         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0072    0.6866    0.9190   -0.8092   -0.8078    0.0013    0.6547    0.0538    0.1007
    1.0000    1.0161    0.6914    0.9198   -0.8085   -0.8058    0.0027    0.6598    0.0533    0.0990
    1.5000    1.0254    0.6953    0.9206   -0.8079   -0.8038    0.0041    0.6640    0.0527    0.0976
    2.0000    1.0326    0.7006    0.9220   -0.8072   -0.8018    0.0054    0.6697    0.0518    0.0959
    2.5000    1.0395    0.7072    0.9229   -0.8065   -0.7999    0.0066    0.6768    0.0511    0.0935
    3.0000    1.0465    0.7132    0.9233   -0.8059   -0.7980    0.0079    0.6833    0.0508    0.0910
    3.5000    1.0534    0.7194    0.9243   -0.8052   -0.7962    0.0090    0.6900    0.0501    0.0887
    4.0000    1.0604    0.7255    0.9248   -0.8046   -0.7944    0.0102    0.6966    0.0498    0.0862
    4.5000    1.0674    0.7316    0.9255   -0.8040   -0.7925    0.0115    0.7032    0.0493    0.0838
    5.0000    1.0743    0.7373    0.9263   -0.8034   -0.7908    0.0127    0.7094    0.0488    0.0816
    5.5000    1.0813    0.7429    0.9274   -0.8027   -0.7889    0.0139    0.7155    0.0480    0.0796
    6.0000    1.0883    0.7480    0.9284   -0.8020   -0.7871    0.0151    0.7210    0.0473    0.0778
    6.5000    1.0953    0.7528    0.9295   -0.8011   -0.7853    0.0164    0.7262    0.0466    0.0762
    7.0000    1.1023    0.7570    0.9302   -0.7997   -0.7834    0.0176    0.7308    0.0461    0.0745
    7.5000    1.1094    0.7608    0.9304   -0.7978   -0.7816    0.0190    0.7349    0.0460    0.0728
    8.0000    1.1165    0.7623    0.9291   -0.7953   -0.7798    0.0204    0.7365    0.0468    0.0713
    8.5000    1.1238    0.7623    0.9292   -0.7917   -0.7779    0.0218    0.7366    0.0468    0.0711
    9.0000    1.1314    0.7623    0.9288   -0.7870   -0.7762    0.0232    0.7366    0.0471    0.0705
    9.5000    1.1393    0.7623    0.9282   -0.7812   -0.7745    0.0246    0.7366    0.0474    0.0698
   10.0000    1.1475    0.7623    0.9259   -0.7743   -0.7728    0.0260    0.7366    0.0491    0.0682
   10.5000    1.1560    0.7623    0.9258   -0.7666   -0.7710    0.0274    0.7366    0.0491    0.0676
   11.0000    1.1649    0.7623    0.9254   -0.7585   -0.7693    0.0290    0.7366    0.0494    0.0669
   11.5000    1.1741    0.7623    0.9234   -0.7503   -0.7676    0.0305    0.7366    0.0508    0.0653
   12.0000    1.1836    0.7623    0.9236   -0.7423   -0.7659    0.0321    0.7366    0.0506    0.0649
   12.5000    1.1933    0.7623    0.9240   -0.7347   -0.7642    0.0337    0.7366    0.0503    0.0646
   13.0000    1.2033    0.7623    0.9224   -0.7279   -0.7625    0.0353    0.7366    0.0515    0.0634
   13.5000    1.2135    0.7623    0.9223   -0.7221   -0.7608    0.0369    0.7366    0.0515    0.0630
   14.0000    1.2237    0.7623    0.9233   -0.7172   -0.7591    0.0385    0.7366    0.0508    0.0632
   14.5000    1.2340    0.7623    0.9222   -0.7134   -0.7574    0.0401    0.7366    0.0516    0.0624
   15.0000    1.2444    0.7623    0.9226   -0.7104   -0.7557    0.0417    0.7366    0.0513    0.0624
   15.5000    1.2550    0.7623    0.9232   -0.7083   -0.7541    0.0432    0.7366    0.0509    0.0625
   16.0000    1.2659    0.7623    0.9221   -0.7069   -0.7524    0.0448    0.7366    0.0517    0.0619
