         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.5750    0.8764   -0.7433   -0.7433    0.0000    0.5356    0.0826    0.1202
    1.0000    1.0118    0.5838    0.8827   -0.7428   -0.7403    0.0025    0.5448    0.0783    0.1199
    2.0000    1.0239    0.5922    0.8845   -0.7423   -0.7373    0.0050    0.5537    0.0772    0.1174
    3.0000    1.0363    0.6003    0.8862   -0.7418   -0.7343    0.0075    0.5623    0.0760    0.1150
    4.0000    1.0490    0.6081    0.8879   -0.7413   -0.7313    0.0100    0.5705    0.0749    0.1127
    5.0000    1.0619    0.6151    0.8894   -0.7407   -0.7283    0.0125    0.5779    0.0739    0.1106
    6.0000    1.0750    0.6210    0.8907   -0.7402   -0.7252    0.0150    0.5842    0.0730    0.1089
    7.0000    1.0883    0.6260    0.8919   -0.7397   -0.7222    0.0175    0.5895    0.0722    0.1074
    8.0000    1.1017    0.6303    0.8928   -0.7392   -0.7192    0.0199    0.5941    0.0716    0.1061
    9.0000    1.1152    0.6340    0.8936   -0.7386   -0.7162    0.0224    0.5981    0.0710    0.1049
   10.0000    1.1289    0.6374    0.8944   -0.7381   -0.7132    0.0249    0.6016    0.0705    0.1039
   11.0000    1.1426    0.6404    0.8950   -0.7376   -0.7102    0.0274    0.6049    0.0701    0.1029
   12.0000    1.1565    0.6432    0.8957   -0.7370   -0.7071    0.0299    0.6079    0.0696    0.1021
   13.0000    1.1704    0.6459    0.8962   -0.7365   -0.7041    0.0324    0.6107    0.0692    0.1012
   14.0000    1.1844    0.6484    0.8968   -0.7360   -0.7011    0.0349    0.6134    0.0688    0.1004
   15.0000    1.1984    0.6508    0.8974   -0.7354   -0.6981    0.0373    0.6159    0.0685    0.0997
   16.0000    1.2126    0.6530    0.8979   -0.7349   -0.6951    0.0398    0.6183    0.0681    0.0989
   17.0000    1.2267    0.6552    0.8983   -0.7344   -0.6921    0.0423    0.6206    0.0678    0.0983
   18.0000    1.2410    0.6572    0.8988   -0.7338   -0.6890    0.0448    0.6228    0.0675    0.0976
   19.0000    1.2553    0.6592    0.8992   -0.7333   -0.6860    0.0473    0.6249    0.0672    0.0970
   20.0000    1.2697    0.6610    0.8996   -0.7328   -0.6830    0.0498    0.6269    0.0669    0.0964
   21.0000    1.2841    0.6630    0.9001   -0.7322   -0.6800    0.0522    0.6290    0.0666    0.0958
   22.0000    1.2986    0.6648    0.9005   -0.7317   -0.6770    0.0547    0.6309    0.0663    0.0952
   23.0000    1.3131    0.6666    0.9009   -0.7312   -0.6740    0.0572    0.6328    0.0661    0.0946
   24.0000    1.3277    0.6683    0.9013   -0.7306   -0.6709    0.0597    0.6346    0.0658    0.0941
   25.0000    1.3423    0.6699    0.9017   -0.7301   -0.6679    0.0622    0.6364    0.0655    0.0935
   26.0000    1.3569    0.6715    0.9020   -0.7295   -0.6649    0.0646    0.6381    0.0653    0.0930
   27.0000    1.3716    0.6731    0.9024   -0.7290   -0.6619    0.0671    0.6398    0.0651    0.0925
   28.0000    1.3863    0.6745    0.9027   -0.7285   -0.6589    0.0696    0.6413    0.0649    0.0920
   29.0000    1.4011    0.6760    0.9030   -0.7279   -0.6559    0.0721    0.6429    0.0646    0.0915
   30.0000    1.4159    0.6775    0.9034   -0.7274   -0.6528    0.0746    0.6445    0.0644    0.0910
   31.0000    1.4307    0.6788    0.9037   -0.7269   -0.6498    0.0770    0.6459    0.0642    0.0906
   32.0000    1.4456    0.6802    0.9040   -0.7263   -0.6468    0.0795    0.6474    0.0640    0.0901
   33.0000    1.4605    0.6814    0.9042   -0.7258   -0.6438    0.0820    0.6487    0.0638    0.0897
   34.0000    1.4754    0.6827    0.9045   -0.7253   -0.6408    0.0845    0.6501    0.0636    0.0893
   35.0000    1.4903    0.6839    0.9048   -0.7247   -0.6378    0.0869    0.6514    0.0634    0.0889
   36.0000    1.5053    0.6851    0.9051   -0.7242   -0.6347    0.0894    0.6527    0.0632    0.0884
   37.0000    1.5203    0.6863    0.9054   -0.7236   -0.6317    0.0919    0.6540    0.0630    0.0880
   38.0000    1.5353    0.6875    0.9056   -0.7231   -0.6287    0.0944    0.6552    0.0629    0.0877
   39.0000    1.5503    0.6886    0.9059   -0.7226   -0.6257    0.0969    0.6564    0.0627    0.0873
   40.0000    1.5654    0.6897    0.9061   -0.7220   -0.6227    0.0993    0.6576    0.0625    0.0869
   41.0000    1.5805    0.6907    0.9064   -0.7215   -0.6197    0.1018    0.6587    0.0623    0.0865
   42.0000    1.5956    0.6918    0.9066   -0.7209   -0.6166    0.1043    0.6598    0.0622    0.0862
   43.0000    1.6107    0.6928    0.9069   -0.7204   -0.6136    0.1068    0.6609    0.0620    0.0859
   44.0000    1.6259    0.6938    0.9071   -0.7199   -0.6106    0.1092    0.6620    0.0619    0.0855
   45.0000    1.6411    0.6948    0.9073   -0.7193   -0.6076    0.1117    0.6631    0.0617    0.0852
   46.0000    1.6562    0.6957    0.9075   -0.7188   -0.6046    0.1142    0.6641    0.0616    0.0848
   47.0000    1.6714    0.6967    0.9077   -0.7182   -0.6016    0.1167    0.6652    0.0614    0.0845
   48.0000    1.6867    0.6976    0.9079   -0.7177   -0.5985    0.1191    0.6662    0.0613    0.0842
   49.0000    1.7019    0.6985    0.9081   -0.7172   -0.5955    0.1216    0.6672    0.0611    0.0838
   50.0000    1.7171    0.6994    0.9084   -0.7166   -0.5925    0.1241    0.6681    0.0610    0.0835
   51.0000    1.7324    0.7003    0.9085   -0.7161   -0.5895    0.1266    0.6690    0.0609    0.0832
   52.0000    1.7477    0.7012    0.9087   -0.7155   -0.5865    0.1290    0.6700    0.0607    0.0829
   53.0000    1.7630    0.7021    0.9090   -0.7150   -0.5835    0.1315    0.6710    0.0606    0.0826
   54.0000    1.7783    0.7030    0.9091   -0.7144   -0.5804    0.1340    0.6719    0.0605    0.0823
   55.0000    1.7936    0.7038    0.9093   -0.7139   -0.5774    0.1365    0.6728    0.0603    0.0820
   56.0000    1.8090    0.7046    0.9095   -0.7134   -0.5744    0.1389    0.6737    0.0602    0.0817
   57.0000    1.8243    0.7055    0.9097   -0.7128   -0.5714    0.1414    0.6746    0.0601    0.0814
   58.0000    1.8397    0.7063    0.9099   -0.7123   -0.5684    0.1439    0.6755    0.0599    0.0811
   59.0000    1.8551    0.7071    0.9101   -0.7117   -0.5654    0.1464    0.6764    0.0598    0.0808
   60.0000    1.8705    0.7079    0.9102   -0.7112   -0.5623    0.1488    0.6772    0.0597    0.0805
   61.0000    1.8859    0.7087    0.9104   -0.7107   -0.5593    0.1513    0.6781    0.0596    0.0803
   62.0000    1.9013    0.7094    0.9106   -0.7101   -0.5563    0.1538    0.6789    0.0594    0.0800
   63.0000    1.9167    0.7097    0.9106   -0.7096   -0.5533    0.1563    0.6792    0.0594    0.0799
   64.0000    1.9321    0.7097    0.9106   -0.7090   -0.5503    0.1587    0.6792    0.0594    0.0798
   65.0000    1.9475    0.7097    0.9106   -0.7085   -0.5473    0.1612    0.6792    0.0595    0.0798
   66.0000    1.9629    0.7097    0.9106   -0.7079   -0.5442    0.1637    0.6792    0.0595    0.0797
   67.0000    1.9783    0.7097    0.9106   -0.7074   -0.5412    0.1662    0.6792    0.0595    0.0797
   68.0000    1.9937    0.7097    0.9105   -0.7068   -0.5382    0.1686    0.6792    0.0595    0.0796
   69.0000    2.0090    0.7097    0.9105   -0.7063   -0.5352    0.1711    0.6792    0.0595    0.0795
   70.0000    2.0244    0.7097    0.9105   -0.7057   -0.5322    0.1736    0.6792    0.0595    0.0795
   71.0000    2.0398    0.7097    0.9105   -0.7051   -0.5292    0.1761    0.6792    0.0595    0.0794
   72.0000    2.0551    0.7097    0.9104   -0.7046   -0.5261    0.1786    0.6792    0.0596    0.0794
   73.0000    2.0705    0.7097    0.9104   -0.7040   -0.5231    0.1810    0.6792    0.0596    0.0793
   74.0000    2.0859    0.7097    0.9104   -0.7033   -0.5201    0.1835    0.6792    0.0596    0.0793
   75.0000    2.1012    0.7097    0.9104   -0.7027   -0.5171    0.1860    0.6792    0.0596    0.0792
   76.0000    2.1165    0.7097    0.9104   -0.7020   -0.5141    0.1885    0.6792    0.0596    0.0791
   77.0000    2.1319    0.7097    0.9103   -0.7013   -0.5111    0.1909    0.6792    0.0596    0.0791
   78.0000    2.1472    0.7097    0.9103   -0.7005   -0.5080    0.1934    0.6792    0.0596    0.0790
   79.0000    2.1625    0.7097    0.9103   -0.6997   -0.5050    0.1959    0.6792    0.0597    0.0789
   80.0000    2.1779    0.7097    0.9102   -0.6988   -0.5020    0.1984    0.6792    0.0597    0.0788
   81.0000    2.1932    0.7097    0.9102   -0.6978   -0.4990    0.2009    0.6792    0.0597    0.0787
   82.0000    2.2085    0.7097    0.9102   -0.6968   -0.4960    0.2033    0.6792    0.0597    0.0786
   83.0000    2.2238    0.7097    0.9101   -0.6956   -0.4930    0.2058    0.6792    0.0598    0.0785
   84.0000    2.2391    0.7097    0.9101   -0.6944   -0.4899    0.2083    0.6792    0.0598    0.0784
   85.0000    2.2545    0.7097    0.9100   -0.6930   -0.4869    0.2108    0.6792    0.0598    0.0783
   86.0000    2.2698    0.7097    0.9100   -0.6915   -0.4839    0.2132    0.6792    0.0599    0.0781
   87.0000    2.2851    0.7097    0.9099   -0.6898   -0.4809    0.2157    0.6792    0.0599    0.0780
   88.0000    2.3005    0.7097    0.9099   -0.6881   -0.4779    0.2182    0.6792    0.0600    0.0778
