         t       p_N       p_I     eps_N     eps_I
    0.0000    0.6016    2.4415    0.0088    0.0358
    1.0000    0.6717    2.4176    0.0082    0.0433
    2.0000    0.6642    2.3407    0.0085    0.0433
    3.0000    0.6556    2.2683    0.0087    0.0432
    4.0000    0.6528    2.1943    0.0089    0.0431
    5.0000    0.6441    2.1326    0.0092    0.0420
    6.0000    0.6389    2.0782    0.0094    0.0400
    7.0000    0.6331    2.0330    0.0095    0.0383
    8.0000    0.6292    1.9936    0.0097    0.0370
    9.0000    0.6283    1.9678    0.0098    0.0360
   10.0000    0.6256    1.9496    0.0099    0.0354
   11.0000    0.6246    1.9353    0.0100    0.0350
   12.0000    0.6220    1.9257    0.0100    0.0347
   13.0000    0.6226    1.9161    0.0101    0.0345
   14.0000    0.6199    1.9086    0.0102    0.0343
   15.0000    0.6217    1.8976    0.0102    0.0342
   16.0000    0.6192    1.8905    0.0103    0.0341
   17.0000    0.6178    1.8848    0.0104    0.0340
   18.0000    0.6204    1.8762    0.0104    0.0339
   19.0000    0.6172    1.8734    0.0105    0.0338
   20.0000    0.6141    1.8858    0.0105    0.0338
   21.0000    0.6169    1.8766    0.0105    0.0341
   22.0000    0.6149    1.8722    0.0106    0.0340
   23.0000    0.6154    1.8662    0.0106    0.0339
   24.0000    0.6125    1.8628    0.0107    0.0339
   25.0000    0.6110    1.8590    0.0107    0.0338
   26.0000    0.6129    1.8529    0.0107    0.0338
   27.0000    0.6114    1.8528    0.0108    0.0338
   28.0000    0.6096    1.8509    0.0108    0.0338
   29.0000    0.6080    1.8480    0.0108    0.0338
   30.0000    0.6100    1.8424    0.0109    0.0338
   31.0000    0.6097    1.8388    0.0109    0.0337
   32.0000    0.6097    1.8353    0.0109    0.0337
   33.0000    0.6093    1.8327    0.0109    0.0337
   34.0000    0.6090    1.8306    0.0110    0.0337
   35.0000    0.6084    1.8284    0.0110    0.0337
   36.0000    0.6088    1.8254    0.0110    0.0337
   37.0000    0.6077    1.8236    0.0110    0.0337
   38.0000    0.6082    1.8204    0.0111    0.0337
   39.0000    0.6062    1.8195    0.0111    0.0337
   40.0000    0.6078    1.8160    0.0111    0.0337
   41.0000    0.6066    1.8145    0.0111    0.0337
   42.0000    0.6063    1.8128    0.0111    0.0337
   43.0000    0.6043    1.8123    0.0112    0.0336
   44.0000    0.6079    1.8073    0.0112    0.0337
   45.0000    0.6056    1.8069    0.0112    0.0337
   46.0000    0.6037    1.8069    0.0112    0.0336
   47.0000    0.6038    1.8048    0.0112    0.0337
   48.0000    0.6030    1.8030    0.0112    0.0336
   49.0000    0.6044    1.7998    0.0112    0.0337
   50.0000    0.6024    1.7999    0.0113    0.0336
   51.0000    0.6031    1.8071    0.0113    0.0337
   52.0000    0.6029    1.8049    0.0113    0.0338
   53.0000    0.6035    1.8027    0.0113    0.0337
   54.0000    0.6027    1.8009    0.0113    0.0337
   55.0000    0.6037    1.7980    0.0113    0.0337
   56.0000    0.6026    1.7967    0.0113    0.0337
   57.0000    0.6018    1.7974    0.0113    0.0337
   58.0000    0.5995    1.7981    0.0114    0.0337
   59.0000    0.6021    1.7941    0.0114    0.0337
   60.0000    0.6021    1.7925    0.0114    0.0338
   61.0000    0.6015    1.7912    0.0114    0.0337
   62.0000    0.6027    1.7887    0.0114    0.0338
   63.0000    0.6010    1.7952    0.0114    0.0337
   64.0000    0.6023    1.8029    0.0114    0.0337
   65.0000    0.6038    1.8101    0.0114    0.0339
   66.0000    0.6040    1.8185    0.0114    0.0339
   67.0000    0.6061    1.8247    0.0114    0.0341
   68.0000    0.6052    1.8337    0.0114    0.0341
   69.0000    0.6081    1.8356    0.0114    0.0342
   70.0000    0.6070    1.8389    0.0114    0.0342
   71.0000    0.6069    1.8410    0.0114    0.0342
   72.0000    0.6074    1.8423    0.0114    0.0342
   73.0000    0.6086    1.8434    0.0114    0.0342
   74.0000    0.6072    1.8467    0.0114    0.0343
   75.0000    0.6097    1.8461    0.0113    0.0342
   76.0000    0.6073    1.8491    0.0113    0.0342
   77.0000    0.5998    1.8563    0.0113    0.0342
   78.0000    0.6085    1.8496    0.0113    0.0342
   79.0000    0.6101    1.8491    0.0113    0.0342
   80.0000    0.6087    1.8513    0.0113    0.0341
   81.0000    0.6092    1.8514    0.0113    0.0341
   82.0000    0.6098    1.8516    0.0113    0.0341
   83.0000    0.6105    1.8517    0.0113    0.0342
   84.0000    0.6112    1.8517    0.0113    0.0342
   85.0000    0.6117    1.8518    0.0113    0.0341
   86.0000    0.6102    1.8537    0.0113    0.0341
   87.0000    0.6115    1.8530    0.0113    0.0341
   88.0000    0.6128    1.8522    0.0113    0.0341
   89.0000    0.6132    1.8524    0.0113    0.0341
   90.0000    0.6158    1.8500    0.0114    0.0341
   91.0000    0.6139    1.8516    0.0114    0.0340
   92.0000    0.6160    1.8498    0.0114    0.0340
   93.0000    0.6173    1.8490    0.0114    0.0341
   94.0000    0.6177    1.8480    0.0114    0.0341
   95.0000    0.6205    1.8449    0.0115    0.0341
   96.0000    0.6207    1.8434    0.0115    0.0342
   97.0000    0.6207    1.8424    0.0116    0.0342
   98.0000    0.6226    1.8389    0.0117    0.0344
   99.0000    0.6237    1.8361    0.0118    0.0345
  100.0000    0.6101    1.7127    0.0126    0.0354
