         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0389    0.0464    0.0330    1.4073    0.1820    0.3435
    1.0000    0.0383    0.0464    0.0327    1.4192    0.1735    0.3450
    2.0000    0.0390    0.0460    0.0323    1.4230    0.1726    0.3423
    3.0000    0.0397    0.0456    0.0319    1.4267    0.1717    0.3396
    4.0000    0.0403    0.0452    0.0316    1.4305    0.1709    0.3372
    5.0000    0.0408    0.0448    0.0312    1.4339    0.1701    0.3349
    6.0000    0.0413    0.0444    0.0309    1.4370    0.1694    0.3330
    7.0000    0.0416    0.0441    0.0307    1.4398    0.1688    0.3314
    8.0000    0.0419    0.0439    0.0304    1.4423    0.1683    0.3300
    9.0000    0.0422    0.0437    0.0302    1.4445    0.1679    0.3287
   10.0000    0.0424    0.0435    0.0301    1.4466    0.1675    0.3275
   11.0000    0.0426    0.0433    0.0299    1.4485    0.1672    0.3265
   12.0000    0.0428    0.0431    0.0297    1.4505    0.1668    0.3255
   13.0000    0.0429    0.0430    0.0296    1.4523    0.1665    0.3245
   14.0000    0.0431    0.0428    0.0294    1.4541    0.1662    0.3237
   15.0000    0.0432    0.0427    0.0293    1.4559    0.1659    0.3229
   16.0000    0.0433    0.0425    0.0292    1.4575    0.1657    0.3220
   17.0000    0.0434    0.0424    0.0291    1.4592    0.1654    0.3213
   18.0000    0.0436    0.0423    0.0289    1.4608    0.1652    0.3205
   19.0000    0.0436    0.0422    0.0288    1.4623    0.1650    0.3198
   20.0000    0.0437    0.0420    0.0287    1.4639    0.1647    0.3191
   21.0000    0.0438    0.0419    0.0286    1.4654    0.1645    0.3184
   22.0000    0.0439    0.0418    0.0285    1.4670    0.1643    0.3177
   23.0000    0.0440    0.0417    0.0284    1.4684    0.1641    0.3170
   24.0000    0.0441    0.0416    0.0283    1.4701    0.1638    0.3165
   25.0000    0.0442    0.0415    0.0282    1.4715    0.1637    0.3158
   26.0000    0.0442    0.0414    0.0281    1.4729    0.1635    0.3152
   27.0000    0.0443    0.0413    0.0280    1.4743    0.1633    0.3146
   28.0000    0.0443    0.0412    0.0279    1.4757    0.1632    0.3140
   29.0000    0.0444    0.0411    0.0278    1.4771    0.1630    0.3134
   30.0000    0.0445    0.0410    0.0277    1.4785    0.1628    0.3129
   31.0000    0.0445    0.0409    0.0276    1.4799    0.1626    0.3124
   32.0000    0.0446    0.0408    0.0276    1.4813    0.1625    0.3119
   33.0000    0.0446    0.0407    0.0275    1.4825    0.1623    0.3113
   34.0000    0.0447    0.0407    0.0274    1.4839    0.1622    0.3108
   35.0000    0.0447    0.0406    0.0273    1.4853    0.1620    0.3104
   36.0000    0.0447    0.0405    0.0273    1.4864    0.1619    0.3098
   37.0000    0.0448    0.0404    0.0272    1.4877    0.1618    0.3094
   38.0000    0.0448    0.0404    0.0271    1.4891    0.1616    0.3089
   39.0000    0.0448    0.0403    0.0270    1.4903    0.1615    0.3084
   40.0000    0.0449    0.0402    0.0270    1.4916    0.1614    0.3080
   41.0000    0.0449    0.0401    0.0269    1.4928    0.1612    0.3076
   42.0000    0.0450    0.0401    0.0268    1.4942    0.1611    0.3072
   43.0000    0.0450    0.0400    0.0267    1.4953    0.1609    0.3068
   44.0000    0.0450    0.0399    0.0267    1.4966    0.1608    0.3063
   45.0000    0.0450    0.0399    0.0266    1.4978    0.1607    0.3059
   46.0000    0.0451    0.0398    0.0266    1.4990    0.1606    0.3055
   47.0000    0.0451    0.0397    0.0265    1.5002    0.1606    0.3050
   48.0000    0.0451    0.0397    0.0264    1.5014    0.1604    0.3047
   49.0000    0.0451    0.0396    0.0264    1.5027    0.1603    0.3043
   50.0000    0.0451    0.0396    0.0263    1.5038    0.1602    0.3039
   51.0000    0.0452    0.0395    0.0262    1.5050    0.1601    0.3035
   52.0000    0.0452    0.0394    0.0262    1.5062    0.1600    0.3030
   53.0000    0.0452    0.0394    0.0261    1.5074    0.1599    0.3028
   54.0000    0.0452    0.0393    0.0261    1.5086    0.1598    0.3024
   55.0000    0.0452    0.0393    0.0260    1.5098    0.1596    0.3020
   56.0000    0.0452    0.0392    0.0259    1.5109    0.1595    0.3016
   57.0000    0.0453    0.0391    0.0259    1.5121    0.1594    0.3013
   58.0000    0.0453    0.0391    0.0258    1.5133    0.1594    0.3009
   59.0000    0.0453    0.0390    0.0258    1.5144    0.1593    0.3005
   60.0000    0.0453    0.0390    0.0257    1.5155    0.1592    0.3001
   61.0000    0.0453    0.0389    0.0257    1.5168    0.1591    0.2999
   62.0000    0.0453    0.0389    0.0256    1.5179    0.1590    0.2995
   63.0000    0.0453    0.0389    0.0256    1.5187    0.1590    0.2993
   64.0000    0.0453    0.0389    0.0256    1.5196    0.1590    0.2992
   65.0000    0.0452    0.0389    0.0256    1.5203    0.1590    0.2992
   66.0000    0.0452    0.0389    0.0256    1.5211    0.1591    0.2991
   67.0000    0.0452    0.0389    0.0255    1.5219    0.1591    0.2990
