         t       p_N       p_I     eps_N     eps_I
    0.0000    0.6016    2.4415    0.0088    0.0358
    1.0000    0.6468    2.2900    0.0088    0.0486
    2.0000    0.6370    2.2049    0.0091    0.0486
    3.0000    0.6293    2.1221    0.0094    0.0486
    4.0000    0.6214    2.0429    0.0097    0.0486
    5.0000    0.6146    1.9654    0.0100    0.0486
    6.0000    0.6042    1.8930    0.0102    0.0486
    7.0000    0.5966    1.8202    0.0105    0.0486
    8.0000    0.5888    1.7488    0.0107    0.0485
    9.0000    0.5838    1.6913    0.0109    0.0484
   10.0000    0.5829    1.6803    0.0111    0.0426
   11.0000    0.5806    1.6599    0.0112    0.0417
   12.0000    0.5792    1.6580    0.0113    0.0381
   13.0000    0.5793    1.6567    0.0114    0.0383
   14.0000    0.5785    1.6560    0.0114    0.0390
   15.0000    0.5767    1.6555    0.0115    0.0396
   16.0000    0.5769    1.6544    0.0116    0.0405
   17.0000    0.5774    1.6445    0.0117    0.0414
   18.0000    0.5735    1.6373    0.0118    0.0407
   19.0000    0.5730    1.6271    0.0118    0.0394
   20.0000    0.5724    1.6259    0.0119    0.0379
   21.0000    0.5711    1.6503    0.0119    0.0381
   22.0000    0.5680    1.6239    0.0120    0.0448
   23.0000    0.5700    1.6225    0.0121    0.0394
   24.0000    0.5658    1.6178    0.0121    0.0405
   25.0000    0.5659    1.6090    0.0122    0.0399
   26.0000    0.5668    1.6018    0.0122    0.0387
   27.0000    0.5651    1.6077    0.0123    0.0378
   28.0000    0.5644    1.6187    0.0123    0.0395
   29.0000    0.5606    1.5986    0.0124    0.0430
   30.0000    0.5619    1.5999    0.0124    0.0389
   31.0000    0.5612    1.5926    0.0125    0.0401
   32.0000    0.5580    1.5886    0.0125    0.0394
   33.0000    0.5616    1.5823    0.0125    0.0386
   34.0000    0.5593    1.5913    0.0126    0.0384
   35.0000    0.5593    1.5948    0.0126    0.0405
   36.0000    0.5574    1.5757    0.0127    0.0424
   37.0000    0.5573    1.5836    0.0127    0.0386
   38.0000    0.5562    1.5756    0.0128    0.0406
   39.0000    0.5573    1.5723    0.0128    0.0392
   40.0000    0.5564    1.5929    0.0129    0.0399
   41.0000    0.5560    1.5788    0.0130    0.0427
   42.0000    0.5549    1.5660    0.0130    0.0421
   43.0000    0.5554    1.5796    0.0131    0.0390
   44.0000    0.5555    1.5804    0.0132    0.0420
   45.0000    0.5569    1.6008    0.0133    0.0414
   46.0000    0.5589    1.6234    0.0134    0.0459
   47.0000    0.5610    1.6397    0.0134    0.0478
   48.0000    0.5639    1.6409    0.0135    0.0481
   49.0000    0.5647    1.6496    0.0136    0.0481
   50.0000    0.5652    1.6503    0.0137    0.0483
   51.0000    0.5660    1.6484    0.0137    0.0482
   52.0000    0.5666    1.6461    0.0138    0.0481
   53.0000    0.5669    1.6410    0.0139    0.0482
   54.0000    0.5665    1.6379    0.0139    0.0480
   55.0000    0.5673    1.6328    0.0140    0.0477
   56.0000    0.5670    1.6276    0.0140    0.0476
   57.0000    0.5667    1.6237    0.0140    0.0467
   58.0000    0.5688    1.6173    0.0140    0.0464
   59.0000    0.5672    1.6144    0.0141    0.0449
   60.0000    0.5664    1.6116    0.0141    0.0438
   61.0000    0.5681    1.6065    0.0141    0.0430
   62.0000    0.5680    1.6033    0.0141    0.0420
   63.0000    0.5680    1.6014    0.0141    0.0410
   64.0000    0.5664    1.6006    0.0141    0.0408
   65.0000    0.5675    1.5977    0.0141    0.0403
   66.0000    0.5675    1.5968    0.0141    0.0398
   67.0000    0.5674    1.5955    0.0141    0.0395
   68.0000    0.5690    1.5930    0.0141    0.0392
   69.0000    0.5667    1.5945    0.0141    0.0391
   70.0000    0.5676    1.5930    0.0141    0.0391
   71.0000    0.5671    1.5930    0.0141    0.0391
   72.0000    0.5677    1.5924    0.0141    0.0391
   73.0000    0.5677    1.5922    0.0141    0.0393
   74.0000    0.5678    1.5923    0.0141    0.0393
   75.0000    0.5674    1.5930    0.0141    0.0393
   76.0000    0.5676    1.5931    0.0141    0.0395
   77.0000    0.5675    1.5934    0.0141    0.0396
   78.0000    0.5684    1.5928    0.0141    0.0396
   79.0000    0.5686    1.5928    0.0141    0.0396
   80.0000    0.5680    1.5934    0.0141    0.0395
   81.0000    0.5667    1.5945    0.0141    0.0398
   82.0000    0.5684    1.5931    0.0141    0.0396
   83.0000    0.5674    1.5941    0.0141    0.0398
   84.0000    0.5674    1.5941    0.0141    0.0396
   85.0000    0.5678    1.5937    0.0141    0.0397
   86.0000    0.5684    1.5932    0.0141    0.0396
   87.0000    0.5675    1.5940    0.0141    0.0397
   88.0000    0.5670    1.5944    0.0141    0.0396
   89.0000    0.5679    1.5936    0.0141    0.0397
   90.0000    0.5692    1.5925    0.0141    0.0396
   91.0000    0.5682    1.5933    0.0141    0.0396
   92.0000    0.5658    1.5954    0.0141    0.0397
   93.0000    0.5680    1.5935    0.0141    0.0397
   94.0000    0.5661    1.5951    0.0141    0.0396
   95.0000    0.5680    1.5935    0.0141    0.0398
   96.0000    0.5696    1.5921    0.0141    0.0397
   97.0000    0.5688    1.5928    0.0141    0.0398
   98.0000    0.5683    1.5933    0.0141    0.0396
   99.0000    0.5676    1.5939    0.0141    0.0396
  100.0000    0.5677    1.5938    0.0141    0.0397
