         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0389    0.0464    0.0330    1.4073    0.1820    0.3435
    1.0000    0.0399    0.0459    0.0325    1.4113    0.1808    0.3404
    2.0000    0.0407    0.0454    0.0320    1.4151    0.1797    0.3374
    3.0000    0.0415    0.0448    0.0316    1.4188    0.1786    0.3345
    4.0000    0.0422    0.0443    0.0312    1.4225    0.1776    0.3317
    5.0000    0.0429    0.0439    0.0308    1.4260    0.1765    0.3289
    6.0000    0.0435    0.0434    0.0303    1.4295    0.1755    0.3262
    7.0000    0.0441    0.0429    0.0299    1.4329    0.1745    0.3236
    8.0000    0.0446    0.0424    0.0295    1.4363    0.1735    0.3210
    9.0000    0.0451    0.0419    0.0291    1.4395    0.1726    0.3185
   10.0000    0.0454    0.0416    0.0289    1.4416    0.1719    0.3169
   11.0000    0.0456    0.0413    0.0286    1.4435    0.1714    0.3154
   12.0000    0.0458    0.0412    0.0285    1.4447    0.1710    0.3145
   13.0000    0.0459    0.0410    0.0284    1.4459    0.1706    0.3136
   14.0000    0.0461    0.0408    0.0282    1.4472    0.1702    0.3126
   15.0000    0.0462    0.0406    0.0280    1.4486    0.1698    0.3115
   16.0000    0.0464    0.0404    0.0278    1.4501    0.1694    0.3104
   17.0000    0.0466    0.0401    0.0276    1.4517    0.1689    0.3091
   18.0000    0.0467    0.0399    0.0275    1.4532    0.1684    0.3080
   19.0000    0.0468    0.0397    0.0273    1.4544    0.1681    0.3070
   20.0000    0.0469    0.0396    0.0272    1.4553    0.1678    0.3064
   21.0000    0.0470    0.0395    0.0271    1.4561    0.1675    0.3057
   22.0000    0.0472    0.0391    0.0268    1.4583    0.1669    0.3040
   23.0000    0.0473    0.0390    0.0267    1.4594    0.1665    0.3032
   24.0000    0.0474    0.0388    0.0265    1.4607    0.1661    0.3022
   25.0000    0.0475    0.0386    0.0264    1.4618    0.1658    0.3013
   26.0000    0.0475    0.0385    0.0263    1.4626    0.1655    0.3007
   27.0000    0.0476    0.0384    0.0262    1.4633    0.1653    0.3001
   28.0000    0.0476    0.0382    0.0261    1.4643    0.1650    0.2994
   29.0000    0.0478    0.0380    0.0259    1.4660    0.1645    0.2981
   30.0000    0.0478    0.0378    0.0258    1.4668    0.1642    0.2975
   31.0000    0.0479    0.0377    0.0257    1.4679    0.1639    0.2966
   32.0000    0.0480    0.0375    0.0256    1.4687    0.1636    0.2960
   33.0000    0.0480    0.0374    0.0255    1.4694    0.1634    0.2955
   34.0000    0.0481    0.0373    0.0254    1.4700    0.1632    0.2950
   35.0000    0.0481    0.0372    0.0253    1.4710    0.1629    0.2943
   36.0000    0.0483    0.0369    0.0251    1.4724    0.1625    0.2933
   37.0000    0.0483    0.0368    0.0250    1.4729    0.1624    0.2930
   38.0000    0.0484    0.0367    0.0249    1.4739    0.1622    0.2923
   39.0000    0.0486    0.0366    0.0248    1.4744    0.1620    0.2920
   40.0000    0.0487    0.0364    0.0247    1.4751    0.1619    0.2917
   41.0000    0.0489    0.0362    0.0245    1.4766    0.1616    0.2907
   42.0000    0.0490    0.0360    0.0244    1.4775    0.1614    0.2903
   43.0000    0.0492    0.0359    0.0243    1.4777    0.1615    0.2904
   44.0000    0.0494    0.0358    0.0242    1.4781    0.1615    0.2903
   45.0000    0.0496    0.0358    0.0242    1.4781    0.1617    0.2906
   46.0000    0.0498    0.0357    0.0242    1.4781    0.1618    0.2909
   47.0000    0.0500    0.0357    0.0241    1.4781    0.1620    0.2913
   48.0000    0.0502    0.0356    0.0241    1.4781    0.1622    0.2916
   49.0000    0.0504    0.0356    0.0241    1.4781    0.1624    0.2920
   50.0000    0.0506    0.0355    0.0240    1.4781    0.1626    0.2923
   51.0000    0.0508    0.0355    0.0240    1.4781    0.1628    0.2926
   52.0000    0.0510    0.0355    0.0240    1.4781    0.1629    0.2929
   53.0000    0.0511    0.0354    0.0240    1.4781    0.1631    0.2931
   54.0000    0.0513    0.0354    0.0239    1.4781    0.1632    0.2934
   55.0000    0.0514    0.0354    0.0239    1.4781    0.1633    0.2936
   56.0000    0.0515    0.0353    0.0239    1.4781    0.1634    0.2938
   57.0000    0.0516    0.0353    0.0239    1.4781    0.1635    0.2939
   58.0000    0.0517    0.0353    0.0239    1.4781    0.1636    0.2940
   59.0000    0.0517    0.0353    0.0239    1.4781    0.1636    0.2941
   60.0000    0.0518    0.0353    0.0239    1.4781    0.1637    0.2942
   61.0000    0.0518    0.0353    0.0239    1.4781    0.1637    0.2943
   62.0000    0.0519    0.0353    0.0239    1.4781    0.1637    0.2943
   63.0000    0.0519    0.0353    0.0239    1.4781    0.1638    0.2944
   64.0000    0.0519    0.0353    0.0239    1.4781    0.1638    0.2944
   65.0000    0.0519    0.0353    0.0239    1.4781    0.1638    0.2945
   66.0000    0.0519    0.0353    0.0239    1.4781    0.1638    0.2945
   67.0000    0.0519    0.0353    0.0239    1.4781    0.1638    0.2945
   68.0000    0.0519    0.0353    0.0238    1.4781    0.1638    0.2945
   69.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   70.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   71.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   72.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   73.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   74.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   75.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   76.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   77.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   78.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   79.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   80.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   81.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   82.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   83.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   84.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   85.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   86.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   87.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   88.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   89.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   90.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   91.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   92.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   93.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   94.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   95.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   96.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   97.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   98.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
   99.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
  100.0000    0.0519    0.0352    0.0238    1.4781    0.1638    0.2945
