         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0486    0.0371    0.0260    1.4270    0.1450    0.3456
    2.0000    0.0492    0.0360    0.0251    1.4355    0.1427    0.3403
    3.0000    0.0496    0.0348    0.0241    1.4438    0.1405    0.3343
    4.0000    0.0499    0.0336    0.0231    1.4527    0.1379    0.3286
    5.0000    0.0500    0.0324    0.0222    1.4616    0.1354    0.3223
    6.0000    0.0499    0.0321    0.0219    1.4652    0.1349    0.3209
    7.0000    0.0499    0.0321    0.0219    1.4673    0.1349    0.3209
    8.0000    0.0499    0.0322    0.0219    1.4693    0.1349    0.3206
    9.0000    0.0498    0.0322    0.0219    1.4714    0.1349    0.3205
   10.0000    0.0497    0.0322    0.0218    1.4734    0.1350    0.3202
   11.0000    0.0497    0.0322    0.0218    1.4755    0.1350    0.3201
   12.0000    0.0496    0.0322    0.0218    1.4777    0.1350    0.3199
   13.0000    0.0496    0.0322    0.0218    1.4799    0.1350    0.3198
   14.0000    0.0495    0.0322    0.0217    1.4823    0.1351    0.3197
   15.0000    0.0495    0.0322    0.0217    1.4848    0.1352    0.3194
   16.0000    0.0495    0.0322    0.0217    1.4879    0.1351    0.3196
   17.0000    0.0495    0.0322    0.0216    1.4911    0.1354    0.3192
   18.0000    0.0496    0.0322    0.0215    1.4954    0.1354    0.3195
   19.0000    0.0497    0.0322    0.0214    1.5004    0.1356    0.3196
   20.0000    0.0499    0.0321    0.0213    1.5065    0.1359    0.3199
   21.0000    0.0503    0.0320    0.0212    1.5137    0.1363    0.3205
   22.0000    0.0507    0.0319    0.0210    1.5211    0.1377    0.3201
   23.0000    0.0517    0.0317    0.0208    1.5292    0.1394    0.3209
   24.0000    0.0527    0.0315    0.0205    1.5356    0.1435    0.3193
   25.0000    0.0535    0.0313    0.0203    1.5401    0.1492    0.3153
   26.0000    0.0546    0.0310    0.0201    1.5460    0.1537    0.3135
