         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000   -9.3201   19.6601    0.0019    0.0431
    2.0000   -3.7445   14.0179    0.0019    0.0597
    3.0000   -1.1649   11.3016    0.0019    0.0597
    4.0000    0.1662    9.7833    0.0019    0.0597
    5.0000   -6.0286    8.2891    0.0019    0.0597
    6.0000   -6.1951    8.3022    0.0019    0.0595
    7.0000   -6.2468    8.4073    0.0019    0.0595
    8.0000   -6.4759    8.7669    0.0019    0.0596
    9.0000   -6.5928    9.0199    0.0019    0.0594
   10.0000   -6.9528    9.4229    0.0019    0.0595
   11.0000   -7.2260    9.6925    0.0019    0.0595
   12.0000   -7.5223    9.9954    0.0019    0.0596
   13.0000   -7.6615   10.1544    0.0019    0.0595
   14.0000   -7.8989   10.4099    0.0019    0.0593
   15.0000   -8.2312   10.7391    0.0019    0.0592
   16.0000   -7.9956   10.5339    0.0019    0.0595
   17.0000   -8.2091   10.7453    0.0019    0.0596
   18.0000   -7.5467   10.1334    0.0019    0.0596
   19.0000   -6.8006    9.4431    0.0019    0.0596
   20.0000   -5.6394    8.3240    0.0019    0.0595
   21.0000   -3.8808    6.6885    0.0019    0.0595
   22.0000   -2.4970    5.3518    0.0019    0.0593
   23.0000    0.0536    3.0010    0.0019    0.0587
   24.0000    0.1130    2.8374    0.0020    0.0576
   25.0000    0.0552    2.7530    0.0021    0.0535
   26.0000    0.0507    2.6265    0.0022    0.0457
   27.0000    0.1044    2.3680    0.0023    0.0398
   28.0000    0.2142    2.2013    0.0024    0.0345
   29.0000    0.1897    2.1221    0.0025    0.0320
   30.0000    0.2109    2.0300    0.0024    0.0293
   31.0000    0.1690    2.0525    0.0024    0.0280
   32.0000    0.1461    2.0586    0.0024    0.0276
   33.0000    0.1289    2.0635    0.0024    0.0271
   34.0000   -0.0133    2.2521    0.0024    0.0270
   35.0000   -0.0210    2.2417    0.0026    0.0280
   36.0000    0.1141    2.1140    0.0027    0.0278
   37.0000    0.4027    1.8127    0.0029    0.0273
   38.0000    0.2807    1.8138    0.0030    0.0265
   39.0000    0.2538    1.8149    0.0030    0.0265
   40.0000    0.2083    1.8159    0.0030    0.0265
   41.0000    0.2033    1.8166    0.0030    0.0265
   42.0000    0.2029    1.8171    0.0030    0.0265
   43.0000    0.2026    1.8174    0.0030    0.0265
   44.0000    0.2025    1.8177    0.0030    0.0266
   45.0000    0.2025    1.8178    0.0030    0.0266
   46.0000    0.2024    1.8179    0.0030    0.0266
   47.0000    0.2024    1.8179    0.0030    0.0266
   48.0000    0.2024    1.8180    0.0030    0.0266
   49.0000    0.2024    1.8180    0.0030    0.0266
   50.0000    0.2024    1.8180    0.0030    0.0266
   51.0000    0.2024    1.8180    0.0030    0.0266
   52.0000    0.2024    1.8180    0.0030    0.0266
   53.0000    0.2024    1.8180    0.0030    0.0266
   54.0000    0.2024    1.8180    0.0030    0.0266
   55.0000    0.2024    1.8180    0.0030    0.0266
   56.0000    0.2024    1.8180    0.0030    0.0266
   57.0000    0.2024    1.8180    0.0030    0.0266
   58.0000    0.2024    1.8180    0.0030    0.0266
   59.0000    0.2024    1.8180    0.0030    0.0266
   60.0000    0.2024    1.8180    0.0030    0.0266
   61.0000    0.2024    1.8180    0.0030    0.0266
   62.0000    0.2024    1.8180    0.0030    0.0266
   63.0000    0.2024    1.8180    0.0030    0.0266
   64.0000    0.2024    1.8180    0.0030    0.0266
   65.0000    0.2024    1.8180    0.0030    0.0266
   66.0000    0.2024    1.8180    0.0030    0.0266
   67.0000    0.2024    1.8180    0.0030    0.0266
   68.0000    0.2024    1.8180    0.0030    0.0266
   69.0000    0.2024    1.8180    0.0030    0.0266
   70.0000    0.2024    1.8180    0.0030    0.0266
   71.0000    0.2024    1.8180    0.0030    0.0266
   72.0000    0.2024    1.8180    0.0030    0.0266
   73.0000    0.2024    1.8180    0.0030    0.0266
   74.0000    0.2024    1.8180    0.0030    0.0266
   75.0000    0.2024    1.8180    0.0030    0.0266
   76.0000    0.2024    1.8180    0.0030    0.0266
   77.0000    0.2024    1.8180    0.0030    0.0266
   78.0000    0.2024    1.8180    0.0030    0.0266
   79.0000    0.2024    1.8180    0.0030    0.0266
   80.0000    0.2024    1.8180    0.0030    0.0266
   81.0000    0.2024    1.8180    0.0030    0.0266
   82.0000    0.2024    1.8180    0.0030    0.0266
   83.0000    0.2024    1.8180    0.0030    0.0266
   84.0000    0.2024    1.8180    0.0030    0.0266
   85.0000    0.2024    1.8180    0.0030    0.0266
   86.0000    0.2024    1.8180    0.0030    0.0266
   87.0000    0.2024    1.8180    0.0030    0.0266
   88.0000    0.2024    1.8180    0.0030    0.0266
   89.0000    0.2024    1.8180    0.0030    0.0266
   90.0000    0.2024    1.8180    0.0030    0.0266
   91.0000    0.2024    1.8180    0.0030    0.0266
   92.0000    0.2024    1.8180    0.0030    0.0266
   93.0000    0.2024    1.8180    0.0030    0.0266
   94.0000    0.2024    1.8180    0.0030    0.0266
   95.0000    0.2024    1.8180    0.0030    0.0266
   96.0000    0.2024    1.8180    0.0030    0.0266
   97.0000    0.2024    1.8180    0.0030    0.0266
   98.0000    0.2024    1.8180    0.0030    0.0266
   99.0000    0.2024    1.8180    0.0030    0.0266
  100.0000    0.2024    1.8180    0.0030    0.0266
