         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0485    0.0371    0.0260    1.4265    0.1452    0.3453
    2.0000    0.0492    0.0360    0.0251    1.4351    0.1428    0.3402
    3.0000    0.0496    0.0348    0.0241    1.4439    0.1404    0.3345
    4.0000    0.0499    0.0336    0.0231    1.4528    0.1379    0.3284
    5.0000    0.0500    0.0324    0.0221    1.4617    0.1354    0.3221
    6.0000    0.0499    0.0318    0.0217    1.4666    0.1343    0.3194
    7.0000    0.0499    0.0319    0.0217    1.4687    0.1344    0.3193
    8.0000    0.0499    0.0319    0.0217    1.4709    0.1343    0.3193
    9.0000    0.0498    0.0319    0.0216    1.4730    0.1343    0.3191
   10.0000    0.0498    0.0319    0.0216    1.4751    0.1344    0.3190
   11.0000    0.0496    0.0319    0.0216    1.4770    0.1346    0.3183
   12.0000    0.0496    0.0319    0.0216    1.4793    0.1344    0.3185
   13.0000    0.0496    0.0319    0.0215    1.4815    0.1345    0.3184
   14.0000    0.0495    0.0319    0.0215    1.4838    0.1345    0.3183
   15.0000    0.0495    0.0319    0.0215    1.4863    0.1345    0.3182
   16.0000    0.0495    0.0319    0.0214    1.4890    0.1345    0.3180
   17.0000    0.0495    0.0319    0.0214    1.4921    0.1346    0.3179
   18.0000    0.0494    0.0319    0.0214    1.4949    0.1355    0.3169
   19.0000    0.0496    0.0319    0.0213    1.5002    0.1348    0.3181
   20.0000    0.0498    0.0319    0.0212    1.5055    0.1351    0.3182
   21.0000    0.0501    0.0318    0.0210    1.5119    0.1354    0.3188
   22.0000    0.0504    0.0317    0.0209    1.5187    0.1364    0.3184
   23.0000    0.0512    0.0316    0.0207    1.5278    0.1364    0.3206
   24.0000    0.0520    0.0314    0.0205    1.5340    0.1403    0.3186
   25.0000    0.0531    0.0311    0.0202    1.5395    0.1452    0.3166
   26.0000    0.0535    0.0310    0.0201    1.5437    0.1509    0.3118
   27.0000    0.0545    0.0307    0.0199    1.5490    0.1558    0.3092
   28.0000    0.0553    0.0305    0.0197    1.5528    0.1619    0.3052
   29.0000    0.0571    0.0302    0.0194    1.5607    0.1640    0.3072
   30.0000    0.0564    0.0303    0.0194    1.5642    0.1683    0.3014
   31.0000    0.0566    0.0303    0.0192    1.5721    0.1675    0.3026
   32.0000    0.0565    0.0303    0.0192    1.5788    0.1667    0.3033
   33.0000    0.0569    0.0302    0.0191    1.5839    0.1665    0.3043
   34.0000    0.0575    0.0301    0.0190    1.5870    0.1672    0.3052
   35.0000    0.0572    0.0302    0.0190    1.5877    0.1682    0.3034
   36.0000    0.0582    0.0300    0.0189    1.5875    0.1703    0.3037
   37.0000    0.0615    0.0295    0.0185    1.5894    0.1714    0.3099
   38.0000    0.0615    0.0295    0.0185    1.5895    0.1714    0.3099
   39.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   40.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   41.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   42.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   43.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   44.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   45.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   46.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   47.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   48.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   49.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   50.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   51.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   52.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   53.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   54.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   55.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   56.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   57.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   58.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   59.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   60.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   61.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   62.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   63.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   64.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   65.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   66.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   67.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   68.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   69.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   70.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   71.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   72.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   73.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   74.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   75.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   76.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   77.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   78.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   79.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   80.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   81.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   82.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   83.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   84.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   85.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   86.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   87.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   88.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   89.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   90.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   91.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   92.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   93.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   94.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   95.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   96.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   97.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   98.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   99.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
  100.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
