         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0486    0.0371    0.0260    1.4274    0.1446    0.3456
    2.0000    0.0493    0.0359    0.0250    1.4365    0.1421    0.3402
    3.0000    0.0497    0.0346    0.0240    1.4457    0.1397    0.3338
    4.0000    0.0499    0.0333    0.0229    1.4553    0.1371    0.3274
    5.0000    0.0500    0.0320    0.0218    1.4656    0.1344    0.3206
    6.0000    0.0501    0.0313    0.0213    1.4723    0.1335    0.3175
    7.0000    0.0504    0.0313    0.0212    1.4766    0.1340    0.3176
    8.0000    0.0510    0.0312    0.0210    1.4822    0.1346    0.3186
    9.0000    0.0516    0.0310    0.0208    1.4879    0.1368    0.3180
   10.0000    0.0530    0.0307    0.0205    1.4965    0.1375    0.3209
   11.0000    0.0536    0.0306    0.0204    1.4994    0.1449    0.3149
   12.0000    0.0550    0.0302    0.0201    1.5048    0.1498    0.3134
   13.0000    0.0569    0.0299    0.0198    1.5115    0.1532    0.3146
   14.0000    0.0578    0.0297    0.0196    1.5145    0.1589    0.3110
   15.0000    0.0580    0.0296    0.0195    1.5203    0.1596    0.3108
   16.0000    0.0579    0.0297    0.0194    1.5252    0.1592    0.3108
   17.0000    0.0575    0.0297    0.0195    1.5276    0.1598    0.3092
   18.0000    0.0573    0.0297    0.0195    1.5267    0.1625    0.3063
   19.0000    0.0573    0.0297    0.0195    1.5273    0.1619    0.3067
   20.0000    0.0574    0.0297    0.0195    1.5280    0.1612    0.3077
   21.0000    0.0571    0.0297    0.0195    1.5257    0.1635    0.3047
   22.0000    0.0574    0.0297    0.0195    1.5267    0.1626    0.3063
   23.0000    0.0591    0.0294    0.0193    1.5268    0.1640    0.3089
   24.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   25.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   26.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   27.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   28.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   29.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   30.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   31.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   32.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   33.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   34.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   35.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
