         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0186    0.6926    0.9204   -0.8085   -0.8057    0.0028    0.6610    0.0528    0.0988
    2.0000    1.0371    0.7094    0.9243   -0.8071   -0.8016    0.0055    0.6791    0.0501    0.0933
    3.0000    1.0558    0.7264    0.9282   -0.8056   -0.7975    0.0083    0.6976    0.0475    0.0877
    4.0000    1.0747    0.7435    0.9321   -0.8040   -0.7933    0.0110    0.7160    0.0447    0.0820
    5.0000    1.0932    0.7605    0.9361   -0.8020   -0.7892    0.0136    0.7346    0.0420    0.0763
    6.0000    1.1118    0.7680    0.9378   -0.7996   -0.7851    0.0163    0.7428    0.0408    0.0736
    7.0000    1.1304    0.7680    0.9377   -0.7965   -0.7810    0.0189    0.7428    0.0409    0.0733
    8.0000    1.1491    0.7680    0.9376   -0.7926   -0.7769    0.0215    0.7428    0.0409    0.0729
    9.0000    1.1681    0.7680    0.9368   -0.7878   -0.7728    0.0242    0.7428    0.0415    0.0722
   10.0000    1.1877    0.7680    0.9370   -0.7822   -0.7688    0.0267    0.7428    0.0414    0.0719
   11.0000    1.2077    0.7680    0.9337   -0.7762   -0.7649    0.0295    0.7428    0.0436    0.0698
   12.0000    1.2283    0.7680    0.9319   -0.7703   -0.7612    0.0323    0.7428    0.0449    0.0685
   13.0000    1.2495    0.7681    0.9311   -0.7648   -0.7575    0.0352    0.7428    0.0455    0.0676
   14.0000    1.2708    0.7681    0.9288   -0.7599   -0.7539    0.0381    0.7428    0.0470    0.0662
   15.0000    1.2920    0.7681    0.9286   -0.7558   -0.7503    0.0411    0.7428    0.0472    0.0658
   16.0000    1.3131    0.7681    0.9287   -0.7527   -0.7467    0.0441    0.7428    0.0471    0.0656
   17.0000    1.3341    0.7681    0.9283   -0.7507   -0.7431    0.0472    0.7428    0.0474    0.0653
   18.0000    1.3552    0.7681    0.9270   -0.7497   -0.7396    0.0503    0.7428    0.0483    0.0646
   19.0000    1.3762    0.7681    0.9272   -0.7495   -0.7360    0.0534    0.7428    0.0481    0.0647
   20.0000    1.3972    0.7681    0.9276   -0.7495   -0.7325    0.0565    0.7428    0.0479    0.0649
   21.0000    1.4182    0.7681    0.9264   -0.7495   -0.7290    0.0596    0.7428    0.0487    0.0643
   22.0000    1.4394    0.7681    0.9269   -0.7495   -0.7254    0.0627    0.7428    0.0483    0.0646
   23.0000    1.4612    0.7681    0.9270   -0.7495   -0.7222    0.0653    0.7428    0.0483    0.0646
   24.0000    1.4847    0.7681    0.9263   -0.7495   -0.7194    0.0681    0.7428    0.0488    0.0642
   25.0000    1.5081    0.7681    0.9263   -0.7495   -0.7166    0.0708    0.7428    0.0488    0.0642
   26.0000    1.5315    0.7681    0.9263   -0.7495   -0.7139    0.0736    0.7428    0.0488    0.0642
   27.0000    1.5550    0.7681    0.9263   -0.7495   -0.7111    0.0763    0.7428    0.0488    0.0642
   28.0000    1.5784    0.7681    0.9263   -0.7495   -0.7084    0.0791    0.7428    0.0488    0.0642
   29.0000    1.6019    0.7681    0.9263   -0.7495   -0.7056    0.0819    0.7428    0.0488    0.0642
   30.0000    1.6253    0.7681    0.9263   -0.7495   -0.7029    0.0846    0.7428    0.0488    0.0642
   31.0000    1.6488    0.7681    0.9263   -0.7495   -0.7001    0.0874    0.7428    0.0488    0.0642
   32.0000    1.6722    0.7681    0.9263   -0.7495   -0.6973    0.0901    0.7428    0.0488    0.0642
   33.0000    1.6957    0.7681    0.9263   -0.7495   -0.6946    0.0929    0.7428    0.0488    0.0642
   34.0000    1.7191    0.7681    0.9263   -0.7495   -0.6918    0.0956    0.7428    0.0488    0.0642
   35.0000    1.7425    0.7681    0.9263   -0.7495   -0.6891    0.0984    0.7428    0.0488    0.0642
   36.0000    1.7660    0.7681    0.9263   -0.7495   -0.6863    0.1012    0.7428    0.0488    0.0642
   37.0000    1.7894    0.7681    0.9263   -0.7495   -0.6836    0.1039    0.7428    0.0488    0.0642
   38.0000    1.8129    0.7681    0.9263   -0.7495   -0.6808    0.1067    0.7428    0.0488    0.0642
   39.0000    1.8363    0.7681    0.9263   -0.7495   -0.6781    0.1094    0.7428    0.0488    0.0642
   40.0000    1.8598    0.7681    0.9263   -0.7495   -0.6753    0.1122    0.7428    0.0488    0.0642
   41.0000    1.8832    0.7681    0.9263   -0.7495   -0.6725    0.1149    0.7428    0.0488    0.0642
   42.0000    1.9066    0.7681    0.9263   -0.7495   -0.6698    0.1177    0.7428    0.0488    0.0642
   43.0000    1.9301    0.7681    0.9263   -0.7495   -0.6670    0.1204    0.7428    0.0488    0.0642
   44.0000    1.9535    0.7681    0.9263   -0.7495   -0.6643    0.1232    0.7428    0.0488    0.0642
   45.0000    1.9770    0.7681    0.9263   -0.7495   -0.6615    0.1260    0.7428    0.0488    0.0642
   46.0000    2.0004    0.7681    0.9263   -0.7495   -0.6588    0.1287    0.7428    0.0488    0.0642
   47.0000    2.0239    0.7681    0.9263   -0.7495   -0.6560    0.1315    0.7428    0.0488    0.0642
   48.0000    2.0473    0.7681    0.9263   -0.7495   -0.6532    0.1342    0.7428    0.0488    0.0642
   49.0000    2.0708    0.7681    0.9263   -0.7495   -0.6505    0.1370    0.7428    0.0488    0.0642
   50.0000    2.0942    0.7681    0.9263   -0.7495   -0.6477    0.1397    0.7428    0.0488    0.0642
   51.0000    2.1176    0.7681    0.9263   -0.7495   -0.6450    0.1425    0.7428    0.0488    0.0642
   52.0000    2.1411    0.7681    0.9263   -0.7495   -0.6422    0.1453    0.7428    0.0488    0.0642
   53.0000    2.1645    0.7681    0.9263   -0.7495   -0.6395    0.1480    0.7428    0.0488    0.0642
   54.0000    2.1880    0.7681    0.9263   -0.7495   -0.6367    0.1508    0.7428    0.0488    0.0642
   55.0000    2.2114    0.7681    0.9263   -0.7495   -0.6339    0.1535    0.7428    0.0488    0.0642
   56.0000    2.2349    0.7681    0.9263   -0.7495   -0.6312    0.1563    0.7428    0.0488    0.0642
   57.0000    2.2583    0.7681    0.9263   -0.7495   -0.6284    0.1590    0.7428    0.0488    0.0642
   58.0000    2.2817    0.7681    0.9263   -0.7495   -0.6257    0.1618    0.7428    0.0488    0.0642
   59.0000    2.3052    0.7681    0.9263   -0.7495   -0.6229    0.1646    0.7428    0.0488    0.0642
   60.0000    2.3286    0.7681    0.9263   -0.7495   -0.6202    0.1673    0.7428    0.0488    0.0642
   61.0000    2.3521    0.7681    0.9263   -0.7495   -0.6174    0.1701    0.7428    0.0488    0.0642
   62.0000    2.3755    0.7681    0.9263   -0.7495   -0.6147    0.1728    0.7428    0.0488    0.0642
   63.0000    2.3990    0.7681    0.9263   -0.7495   -0.6119    0.1756    0.7428    0.0488    0.0642
   64.0000    2.4224    0.7681    0.9263   -0.7495   -0.6091    0.1783    0.7428    0.0488    0.0642
   65.0000    2.4459    0.7681    0.9263   -0.7495   -0.6064    0.1811    0.7428    0.0488    0.0642
   66.0000    2.4693    0.7681    0.9263   -0.7495   -0.6036    0.1838    0.7428    0.0488    0.0642
   67.0000    2.4927    0.7681    0.9263   -0.7495   -0.6009    0.1866    0.7428    0.0488    0.0642
   68.0000    2.5162    0.7681    0.9263   -0.7495   -0.5981    0.1894    0.7428    0.0488    0.0642
   69.0000    2.5396    0.7681    0.9263   -0.7495   -0.5954    0.1921    0.7428    0.0488    0.0642
   70.0000    2.5631    0.7681    0.9263   -0.7495   -0.5926    0.1949    0.7428    0.0488    0.0642
   71.0000    2.5865    0.7681    0.9263   -0.7495   -0.5898    0.1976    0.7428    0.0488    0.0642
   72.0000    2.6100    0.7681    0.9263   -0.7495   -0.5871    0.2004    0.7428    0.0488    0.0642
   73.0000    2.6334    0.7681    0.9263   -0.7495   -0.5843    0.2031    0.7428    0.0488    0.0642
   74.0000    2.6568    0.7681    0.9263   -0.7495   -0.5816    0.2059    0.7428    0.0488    0.0642
   75.0000    2.6803    0.7681    0.9263   -0.7495   -0.5788    0.2087    0.7428    0.0488    0.0642
   76.0000    2.7037    0.7681    0.9263   -0.7495   -0.5761    0.2114    0.7428    0.0488    0.0642
   77.0000    2.7272    0.7681    0.9263   -0.7495   -0.5733    0.2142    0.7428    0.0488    0.0642
   78.0000    2.7506    0.7681    0.9263   -0.7495   -0.5705    0.2169    0.7428    0.0488    0.0642
   79.0000    2.7741    0.7681    0.9263   -0.7495   -0.5678    0.2197    0.7428    0.0488    0.0642
   80.0000    2.7975    0.7681    0.9263   -0.7495   -0.5650    0.2224    0.7428    0.0488    0.0642
   81.0000    2.8210    0.7681    0.9263   -0.7495   -0.5623    0.2252    0.7428    0.0488    0.0642
   82.0000    2.8444    0.7681    0.9263   -0.7495   -0.5595    0.2280    0.7428    0.0488    0.0642
   83.0000    2.8678    0.7681    0.9263   -0.7495   -0.5568    0.2307    0.7428    0.0488    0.0642
   84.0000    2.8913    0.7681    0.9263   -0.7495   -0.5540    0.2335    0.7428    0.0488    0.0642
   85.0000    2.9147    0.7681    0.9263   -0.7495   -0.5512    0.2362    0.7428    0.0488    0.0642
   86.0000    2.9382    0.7681    0.9263   -0.7495   -0.5485    0.2390    0.7428    0.0488    0.0642
   87.0000    2.9616    0.7681    0.9263   -0.7495   -0.5457    0.2417    0.7428    0.0488    0.0642
   88.0000    2.9851    0.7681    0.9263   -0.7495   -0.5430    0.2445    0.7428    0.0488    0.0642
   89.0000    3.0085    0.7681    0.9263   -0.7495   -0.5402    0.2473    0.7428    0.0488    0.0642
   90.0000    3.0319    0.7681    0.9263   -0.7495   -0.5375    0.2500    0.7428    0.0488    0.0642
   91.0000    3.0554    0.7681    0.9263   -0.7495   -0.5347    0.2528    0.7428    0.0488    0.0642
   92.0000    3.0788    0.7681    0.9263   -0.7495   -0.5320    0.2555    0.7428    0.0488    0.0642
   93.0000    3.1023    0.7681    0.9263   -0.7495   -0.5292    0.2583    0.7428    0.0488    0.0642
   94.0000    3.1257    0.7681    0.9263   -0.7495   -0.5264    0.2610    0.7428    0.0488    0.0642
   95.0000    3.1492    0.7681    0.9263   -0.7495   -0.5237    0.2638    0.7428    0.0488    0.0642
   96.0000    3.1726    0.7681    0.9263   -0.7495   -0.5209    0.2665    0.7428    0.0488    0.0642
   97.0000    3.1961    0.7681    0.9263   -0.7495   -0.5182    0.2693    0.7428    0.0488    0.0642
   98.0000    3.2195    0.7681    0.9263   -0.7495   -0.5154    0.2721    0.7428    0.0488    0.0642
   99.0000    3.2429    0.7681    0.9263   -0.7495   -0.5127    0.2748    0.7428    0.0488    0.0642
  100.0000    1.0000    0.7681    0.9263   -0.7495   -0.8098    0.0000    0.7428    0.0488    0.0642
