         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0186    0.6918    0.9199   -0.8086   -0.8057    0.0028    0.6603    0.0532    0.0989
    2.0000    1.0371    0.7076    0.9236   -0.8073   -0.8016    0.0056    0.6773    0.0506    0.0937
    3.0000    1.0557    0.7239    0.9274   -0.8059   -0.7975    0.0083    0.6948    0.0480    0.0884
    4.0000    1.0744    0.7400    0.9312   -0.8045   -0.7934    0.0110    0.7123    0.0454    0.0831
    5.0000    1.0930    0.7559    0.9349   -0.8031   -0.7893    0.0137    0.7296    0.0428    0.0778
    6.0000    1.1115    0.7623    0.9364   -0.8017   -0.7852    0.0163    0.7366    0.0418    0.0756
    7.0000    1.1301    0.7623    0.9364   -0.8002   -0.7811    0.0190    0.7366    0.0418    0.0754
    8.0000    1.1487    0.7623    0.9364   -0.7988   -0.7769    0.0216    0.7366    0.0418    0.0753
    9.0000    1.1672    0.7623    0.9364   -0.7973   -0.7728    0.0243    0.7366    0.0418    0.0752
   10.0000    1.1858    0.7623    0.9363   -0.7958   -0.7687    0.0269    0.7366    0.0418    0.0751
   11.0000    1.2043    0.7623    0.9362   -0.7944   -0.7646    0.0296    0.7366    0.0419    0.0749
   12.0000    1.2229    0.7623    0.9362   -0.7929   -0.7605    0.0323    0.7366    0.0419    0.0748
   13.0000    1.2414    0.7623    0.9362   -0.7914   -0.7564    0.0349    0.7366    0.0419    0.0747
   14.0000    1.2600    0.7623    0.9362   -0.7898   -0.7523    0.0376    0.7366    0.0419    0.0746
   15.0000    1.2786    0.7623    0.9362   -0.7881   -0.7482    0.0402    0.7366    0.0419    0.0744
   16.0000    1.2971    0.7623    0.9361   -0.7862   -0.7440    0.0429    0.7366    0.0419    0.0743
   17.0000    1.3157    0.7623    0.9361   -0.7841   -0.7399    0.0455    0.7366    0.0420    0.0741
   18.0000    1.3342    0.7623    0.9356   -0.7816   -0.7358    0.0482    0.7366    0.0423    0.0737
   19.0000    1.3528    0.7623    0.9360   -0.7786   -0.7317    0.0509    0.7366    0.0420    0.0736
   20.0000    1.3714    0.7623    0.9360   -0.7750   -0.7276    0.0535    0.7366    0.0421    0.0733
   21.0000    1.3899    0.7623    0.9360   -0.7707   -0.7235    0.0561    0.7366    0.0421    0.0730
   22.0000    1.4085    0.7623    0.9356   -0.7657   -0.7194    0.0588    0.7366    0.0424    0.0725
   23.0000    1.4272    0.7623    0.9359   -0.7601   -0.7153    0.0614    0.7366    0.0421    0.0722
   24.0000    1.4463    0.7623    0.9343   -0.7541   -0.7114    0.0640    0.7366    0.0432    0.0710
   25.0000    1.4657    0.7623    0.9324   -0.7481   -0.7076    0.0665    0.7366    0.0445    0.0696
   26.0000    1.4855    0.7623    0.9298   -0.7422   -0.7040    0.0693    0.7366    0.0463    0.0679
   27.0000    1.5058    0.7623    0.9279   -0.7363   -0.7003    0.0722    0.7366    0.0476    0.0666
   28.0000    1.5264    0.7623    0.9254   -0.7306   -0.6968    0.0752    0.7366    0.0494    0.0650
   29.0000    1.5473    0.7623    0.9251   -0.7252   -0.6933    0.0781    0.7366    0.0496    0.0645
   30.0000    1.5681    0.7623    0.9228   -0.7201   -0.6899    0.0813    0.7366    0.0512    0.0631
   31.0000    1.5891    0.7623    0.9232   -0.7156   -0.6865    0.0845    0.7366    0.0509    0.0630
   32.0000    1.6101    0.7623    0.9236   -0.7118   -0.6831    0.0876    0.7366    0.0506    0.0630
   33.0000    1.6315    0.7623    0.9238   -0.7088   -0.6796    0.0907    0.7366    0.0505    0.0629
   34.0000    1.6532    0.7623    0.9238   -0.7068   -0.6763    0.0937    0.7366    0.0505    0.0627
   35.0000    1.6750    0.7623    0.9232   -0.7056   -0.6730    0.0968    0.7366    0.0509    0.0624
   36.0000    1.6974    0.7623    0.9226   -0.7050   -0.6699    0.0998    0.7366    0.0513    0.0620
   37.0000    1.7204    0.7623    0.9233   -0.7047   -0.6671    0.1025    0.7366    0.0509    0.0624
   38.0000    1.7435    0.7623    0.9233   -0.7046   -0.6644    0.1053    0.7366    0.0509    0.0623
