         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.4648    4.2036    5.2120    0.2612    0.2694
    2.0000    4.4648    4.2036    5.2115    0.2612    0.2695
    3.0000    4.4648    4.2036    5.2064    0.2612    0.2680
    4.0000    4.4648    4.2036    5.2093    0.2612    0.2665
    5.0000    4.4648    4.2036    5.2079    0.2612    0.2668
    6.0000    4.4648    4.2036    5.2104    0.2612    0.2676
    7.0000    4.4648    4.2036    5.1993    0.2612    0.2684
    8.0000    4.4649    4.2036    5.2110    0.2612    0.2677
    9.0000    4.4650    4.2037    5.2096    0.2613    0.2674
   10.0000    4.4656    4.2042    5.2064    0.2613    0.2674
   11.0000    4.4672    4.2056    5.2108    0.2616    0.2675
   12.0000    4.4726    4.2101    5.2115    0.2625    0.2696
   13.0000    4.4906    4.2251    5.2095    0.2654    0.2675
   14.0000    4.5468    4.2727    5.2070    0.2742    0.2675
   15.0000    4.6341    4.3601    5.1984    0.2740    0.2677
   16.0000    4.7319    4.4577    5.1578    0.2742    0.2666
   17.0000    4.8410    4.5670    5.1916    0.2740    0.2664
   18.0000    4.9558    4.6817    5.2108    0.2741    0.2663
   19.0000    5.0651    4.7909    5.2116    0.2742    0.2667
   20.0000    5.1651    4.8909    5.2105    0.2742    0.2663
   21.0000    5.2553    4.9811    5.2106    0.2742    0.2665
   22.0000    5.3277    5.0536    5.2094    0.2741    0.2676
   23.0000    5.3853    5.1112    5.2052    0.2741    0.2667
   24.0000    5.4283    5.1542    5.2005    0.2741    0.2668
   25.0000    5.4544    5.1805    5.1849    0.2739    0.2676
   26.0000    5.4772    5.2031    5.1484    0.2742    0.2672
   27.0000    5.4852    5.2110    5.0945    0.2742    0.2677
   28.0000    5.4864    5.2122    4.9715    0.2743    0.2682
   29.0000    5.4864    5.2122    4.8270    0.2743    0.2678
   30.0000    5.4864    5.2122    4.7500    0.2743    0.2678
   31.0000    5.4864    5.2122    4.6465    0.2743    0.2677
   32.0000    5.4864    5.2122    4.6126    0.2743    0.2672
   33.0000    5.4864    5.2122    4.6248    0.2743    0.2670
   34.0000    5.4864    5.2122    4.6448    0.2743    0.2683
   35.0000    5.4864    5.2122    4.6431    0.2743    0.2676
   36.0000    5.4864    5.2122    4.6857    0.2743    0.2686
   37.0000    5.4864    5.2122    4.6430    0.2743    0.2677
   38.0000    5.4864    5.2122    4.6440    0.2743    0.2682
   39.0000    5.4864    5.2122    4.6501    0.2743    0.2686
   40.0000    5.4864    5.2122    4.6253    0.2743    0.2686
   41.0000    5.4864    5.2122    4.6022    0.2743    0.2671
   42.0000    5.4864    5.2122    4.6233    0.2743    0.2673
   43.0000    5.4864    5.2122    4.5924    0.2743    0.2667
   44.0000    5.4864    5.2122    4.6642    0.2743    0.2692
   45.0000    5.4864    5.2122    4.6158    0.2743    0.2672
   46.0000    5.4864    5.2122    4.5941    0.2743    0.2671
   47.0000    5.4864    5.2122    4.5465    0.2743    0.2669
   48.0000    5.4864    5.2122    4.5442    0.2743    0.2674
   49.0000    5.4864    5.2122    4.5496    0.2743    0.2664
   50.0000    5.4864    5.2122    4.5746    0.2743    0.2677
   51.0000    5.4864    5.2122    4.6065    0.2743    0.2672
   52.0000    5.4864    5.2122    4.6508    0.2743    0.2677
   53.0000    5.4864    5.2122    4.6044    0.2743    0.2665
   54.0000    5.4864    5.2122    4.6035    0.2743    0.2668
   55.0000    5.4864    5.2122    4.6306    0.2743    0.2682
   56.0000    5.4864    5.2122    4.6249    0.2743    0.2679
   57.0000    5.4864    5.2122    4.6122    0.2743    0.2683
   58.0000    5.4864    5.2122    4.5569    0.2743    0.2679
   59.0000    5.4864    5.2122    4.5653    0.2743    0.2658
   60.0000    5.4864    5.2122    4.5899    0.2743    0.2674
   61.0000    5.4864    5.2122    4.5758    0.2743    0.2672
   62.0000    5.4864    5.2122    4.5908    0.2743    0.2672
   63.0000    5.4864    5.2122    4.5818    0.2743    0.2668
   64.0000    5.4864    5.2122    4.6204    0.2743    0.2676
   65.0000    5.4864    5.2122    4.6506    0.2743    0.2687
   66.0000    5.4864    5.2122    4.5868    0.2743    0.2666
   67.0000    5.4864    5.2122    4.5900    0.2743    0.2685
   68.0000    5.4864    5.2122    4.5811    0.2743    0.2668
   69.0000    5.4864    5.2122    4.6159    0.2743    0.2686
   70.0000    5.4864    5.2122    4.5995    0.2743    0.2676
   71.0000    5.4864    5.2122    4.6166    0.2743    0.2674
   72.0000    5.4864    5.2122    4.6562    0.2743    0.2672
   73.0000    5.4864    5.2122    4.6523    0.2743    0.2681
   74.0000    5.4864    5.2122    4.5989    0.2743    0.2671
   75.0000    5.4864    5.2122    4.6186    0.2743    0.2675
   76.0000    5.4864    5.2122    4.6580    0.2743    0.2684
   77.0000    5.4864    5.2122    4.6526    0.2743    0.2682
   78.0000    5.4864    5.2122    4.6004    0.2743    0.2668
   79.0000    5.4864    5.2122    4.6018    0.2743    0.2673
   80.0000    5.4864    5.2122    4.5806    0.2743    0.2669
   81.0000    5.4864    5.2122    4.5949    0.2743    0.2676
   82.0000    5.4864    5.2122    4.6334    0.2743    0.2673
   83.0000    5.4864    5.2122    4.6518    0.2743    0.2682
   84.0000    5.4864    5.2122    4.6371    0.2743    0.2671
   85.0000    5.4864    5.2122    4.6068    0.2743    0.2674
   86.0000    5.4864    5.2122    4.6239    0.2743    0.2676
   87.0000    5.4864    5.2122    4.6309    0.2743    0.2673
   88.0000    5.4864    5.2122    4.6502    0.2743    0.2682
   89.0000    5.4864    5.2122    4.5954    0.2743    0.2681
   90.0000    5.4864    5.2122    4.5594    0.2743    0.2665
   91.0000    5.4864    5.2122    4.6069    0.2743    0.2677
   92.0000    5.4864    5.2122    4.6236    0.2743    0.2676
   93.0000    5.4864    5.2122    4.6236    0.2743    0.2678
   94.0000    5.4864    5.2122    4.6008    0.2743    0.2682
   95.0000    5.4864    5.2122    4.6235    0.2743    0.2676
   96.0000    5.4864    5.2122    4.6198    0.2743    0.2679
   97.0000    5.4864    5.2122    4.6161    0.2743    0.2677
   98.0000    5.4864    5.2122    4.5903    0.2743    0.2668
   99.0000    5.4864    5.2122    4.7981    0.2743    0.2670
  100.0000    5.4864    5.2122    5.2122    0.2743    0.2743
