         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0186    0.6862    0.9072   -0.8098   -0.8072    0.0027    0.6543    0.0619    0.0946
    2.0000    1.0371    0.6907    0.9082   -0.8069   -0.8046    0.0054    0.6590    0.0612    0.0929
    3.0000    1.0557    0.6951    0.9050   -0.7045   -0.8020    0.0081    0.6638    0.0634    0.0806
    4.0000    1.0742    0.6996    0.9063   -0.7045   -0.7994    0.0107    0.6686    0.0625    0.0795
    5.0000    1.0928    0.7040    0.9074   -0.7045   -0.7968    0.0134    0.6734    0.0618    0.0782
    6.0000    1.1113    0.7085    0.9085   -0.7045   -0.7942    0.0161    0.6782    0.0610    0.0770
    7.0000    1.1299    0.7129    0.9096   -0.7045   -0.7916    0.0188    0.6830    0.0603    0.0757
    8.0000    1.1485    0.7175    0.9108   -0.7045   -0.7889    0.0214    0.6879    0.0594    0.0745
    9.0000    1.1670    0.7223    0.9121   -0.7045   -0.7863    0.0241    0.6931    0.0586    0.0732
   10.0000    1.1856    0.7273    0.9134   -0.7045   -0.7837    0.0268    0.6985    0.0577    0.0718
   11.0000    1.2042    0.7327    0.9148   -0.7045   -0.7811    0.0295    0.7044    0.0567    0.0703
   12.0000    1.2227    0.7385    0.9163   -0.7045   -0.7785    0.0322    0.7107    0.0557    0.0687
   13.0000    1.2414    0.7447    0.9183   -0.7045   -0.7758    0.0348    0.7174    0.0543    0.0672
   14.0000    1.2603    0.7510    0.9207   -0.7045   -0.7731    0.0375    0.7242    0.0527    0.0657
   15.0000    1.2795    0.7568    0.9222   -0.7045   -0.7703    0.0402    0.7305    0.0516    0.0641
   16.0000    1.2992    0.7615    0.9236   -0.7045   -0.7676    0.0429    0.7357    0.0507    0.0628
   17.0000    1.3193    0.7623    0.9238   -0.7045   -0.7649    0.0455    0.7366    0.0505    0.0626
   18.0000    1.3400    0.7623    0.9238   -0.7045   -0.7621    0.0482    0.7366    0.0505    0.0626
   19.0000    1.3612    0.7623    0.9238   -0.7045   -0.7594    0.0508    0.7366    0.0505    0.0626
   20.0000    1.3828    0.7623    0.9238   -0.7045   -0.7566    0.0535    0.7366    0.0505    0.0626
   21.0000    1.4047    0.7623    0.9238   -0.7045   -0.7539    0.0562    0.7366    0.0505    0.0626
   22.0000    1.4271    0.7623    0.9237   -0.7045   -0.7512    0.0588    0.7366    0.0506    0.0626
   23.0000    1.4496    0.7623    0.9238   -0.7045   -0.7484    0.0615    0.7365    0.0505    0.0626
   24.0000    1.4724    0.7623    0.9238   -0.7045   -0.7457    0.0642    0.7365    0.0505    0.0626
   25.0000    1.4952    0.7623    0.9237   -0.7045   -0.7429    0.0669    0.7365    0.0506    0.0625
   26.0000    1.5182    0.7623    0.9237   -0.7045   -0.7402    0.0695    0.7365    0.0505    0.0626
   27.0000    1.5412    0.7622    0.9237   -0.7045   -0.7375    0.0722    0.7365    0.0506    0.0626
   28.0000    1.5642    0.7622    0.9236   -0.7045   -0.7347    0.0749    0.7364    0.0506    0.0626
   29.0000    1.5872    0.7622    0.9237   -0.7045   -0.7320    0.0776    0.7364    0.0506    0.0626
   30.0000    1.6103    0.7622    0.9237   -0.7045   -0.7292    0.0802    0.7364    0.0506    0.0626
   31.0000    1.6333    0.7622    0.9237   -0.7045   -0.7265    0.0829    0.7365    0.0506    0.0626
   32.0000    1.6563    0.7623    0.9237   -0.7045   -0.7237    0.0856    0.7365    0.0505    0.0626
   33.0000    1.6793    0.7623    0.9238   -0.7045   -0.7210    0.0883    0.7365    0.0505    0.0626
   34.0000    1.7023    0.7623    0.9237   -0.7045   -0.7183    0.0909    0.7365    0.0506    0.0625
   35.0000    1.7253    0.7623    0.9237   -0.7045   -0.7155    0.0936    0.7365    0.0505    0.0626
   36.0000    1.7483    0.7623    0.9237   -0.7045   -0.7128    0.0963    0.7366    0.0506    0.0625
   37.0000    1.7713    0.7623    0.9237   -0.7045   -0.7100    0.0990    0.7366    0.0506    0.0625
   38.0000    1.7943    0.7623    0.9237   -0.7045   -0.7073    0.1017    0.7366    0.0506    0.0625
   39.0000    1.8174    0.7623    0.9237   -0.7045   -0.7045    0.1044    0.7366    0.0506    0.0625
   40.0000    1.8404    0.7623    0.9237   -0.7045   -0.7018    0.1070    0.7366    0.0506    0.0625
   41.0000    1.8634    0.7623    0.9238   -0.7045   -0.6991    0.1097    0.7366    0.0505    0.0626
   42.0000    1.8864    0.7623    0.9237   -0.7045   -0.6963    0.1124    0.7366    0.0505    0.0626
   43.0000    1.9094    0.7623    0.9238   -0.7045   -0.6936    0.1151    0.7366    0.0505    0.0626
   44.0000    1.9324    0.7623    0.9236   -0.7045   -0.6908    0.1177    0.7366    0.0506    0.0625
   45.0000    1.9554    0.7623    0.9237   -0.7045   -0.6881    0.1204    0.7366    0.0505    0.0626
   46.0000    1.9784    0.7623    0.9238   -0.7045   -0.6853    0.1231    0.7366    0.0505    0.0626
   47.0000    2.0014    0.7623    0.9238   -0.7045   -0.6826    0.1258    0.7366    0.0505    0.0626
   48.0000    2.0245    0.7623    0.9237   -0.7045   -0.6799    0.1284    0.7366    0.0505    0.0626
   49.0000    2.0475    0.7623    0.9238   -0.7045   -0.6771    0.1311    0.7366    0.0505    0.0626
   50.0000    2.0705    0.7623    0.9237   -0.7045   -0.6744    0.1338    0.7366    0.0505    0.0625
   51.0000    2.0935    0.7623    0.9238   -0.7045   -0.6716    0.1364    0.7366    0.0505    0.0626
   52.0000    2.1165    0.7623    0.9237   -0.7045   -0.6689    0.1391    0.7366    0.0506    0.0625
   53.0000    2.1395    0.7623    0.9238   -0.7045   -0.6661    0.1418    0.7366    0.0505    0.0626
   54.0000    2.1625    0.7623    0.9238   -0.7045   -0.6634    0.1445    0.7366    0.0505    0.0626
   55.0000    2.1855    0.7623    0.9237   -0.7045   -0.6607    0.1471    0.7366    0.0506    0.0625
   56.0000    2.2085    0.7623    0.9237   -0.7045   -0.6579    0.1498    0.7366    0.0506    0.0625
   57.0000    2.2315    0.7623    0.9237   -0.7045   -0.6552    0.1525    0.7366    0.0506    0.0625
