         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0521    0.0364    0.0260    1.4019    0.1693    0.3327
    2.0000    0.0521    0.0361    0.0257    1.4078    0.1686    0.3309
    3.0000    0.0489    0.0363    0.0234    1.5534    0.1730    0.3167
    4.0000    0.0491    0.0360    0.0232    1.5559    0.1722    0.3154
    5.0000    0.0493    0.0357    0.0229    1.5581    0.1716    0.3137
    6.0000    0.0494    0.0355    0.0227    1.5602    0.1711    0.3120
    7.0000    0.0494    0.0351    0.0225    1.5623    0.1705    0.3102
    8.0000    0.0496    0.0348    0.0223    1.5648    0.1698    0.3087
    9.0000    0.0497    0.0345    0.0220    1.5673    0.1691    0.3070
   10.0000    0.0499    0.0341    0.0217    1.5699    0.1684    0.3053
   11.0000    0.0501    0.0337    0.0214    1.5728    0.1676    0.3035
   12.0000    0.0504    0.0332    0.0211    1.5757    0.1670    0.3013
   13.0000    0.0508    0.0327    0.0207    1.5797    0.1657    0.3003
   14.0000    0.0512    0.0322    0.0203    1.5844    0.1636    0.2996
   15.0000    0.0518    0.0316    0.0199    1.5875    0.1633    0.2984
   16.0000    0.0527    0.0310    0.0195    1.5903    0.1631    0.2980
   17.0000    0.0537    0.0308    0.0194    1.5907    0.1639    0.2993
   18.0000    0.0548    0.0306    0.0192    1.5907    0.1648    0.3010
   19.0000    0.0559    0.0304    0.0191    1.5907    0.1658    0.3028
   20.0000    0.0571    0.0302    0.0190    1.5907    0.1667    0.3045
   21.0000    0.0581    0.0300    0.0189    1.5907    0.1676    0.3061
   22.0000    0.0590    0.0299    0.0188    1.5906    0.1685    0.3072
   23.0000    0.0598    0.0297    0.0187    1.5907    0.1690    0.3085
   24.0000    0.0604    0.0296    0.0186    1.5906    0.1695    0.3094
   25.0000    0.0608    0.0296    0.0186    1.5905    0.1700    0.3099
   26.0000    0.0612    0.0295    0.0186    1.5906    0.1702    0.3105
   27.0000    0.0614    0.0295    0.0185    1.5905    0.1704    0.3108
   28.0000    0.0615    0.0295    0.0185    1.5904    0.1706    0.3109
   29.0000    0.0616    0.0295    0.0185    1.5905    0.1706    0.3112
   30.0000    0.0617    0.0295    0.0185    1.5905    0.1707    0.3112
   31.0000    0.0617    0.0294    0.0185    1.5905    0.1707    0.3113
   32.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3114
   33.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3115
   34.0000    0.0617    0.0294    0.0185    1.5905    0.1708    0.3112
   35.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3113
   36.0000    0.0617    0.0294    0.0185    1.5904    0.1708    0.3111
   37.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3113
   38.0000    0.0617    0.0294    0.0185    1.5905    0.1708    0.3112
   39.0000    0.0617    0.0294    0.0185    1.5904    0.1708    0.3111
   40.0000    0.0617    0.0294    0.0185    1.5904    0.1708    0.3111
   41.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3114
   42.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3114
   43.0000    0.0618    0.0294    0.0185    1.5907    0.1706    0.3115
   44.0000    0.0617    0.0294    0.0185    1.5904    0.1709    0.3110
   45.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3114
   46.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3114
   47.0000    0.0618    0.0294    0.0185    1.5907    0.1706    0.3115
   48.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3114
   49.0000    0.0618    0.0294    0.0185    1.5907    0.1705    0.3116
   50.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3113
   51.0000    0.0618    0.0294    0.0185    1.5906    0.1706    0.3114
   52.0000    0.0618    0.0294    0.0185    1.5906    0.1707    0.3113
