         t         r       w_H       w_L      w_HL      s_LH      s_LL
   62.0000    0.0631    0.0293    0.0183    1.5993    0.1622    0.3228
   63.0000    0.0640    0.0292    0.0183    1.5992    0.1629    0.3240
   64.0000    0.0642    0.0292    0.0182    1.5994    0.1628    0.3246
   65.0000    0.0631    0.0293    0.0183    1.5992    0.1623    0.3227
   66.0000    0.0639    0.0292    0.0183    1.5993    0.1628    0.3240
   67.0000    0.0641    0.0292    0.0183    1.5994    0.1628    0.3243
   68.0000    0.0642    0.0292    0.0182    1.5993    0.1630    0.3243
   69.0000    0.0640    0.0292    0.0183    1.5993    0.1628    0.3242
   70.0000    0.0627    0.0294    0.0184    1.5989    0.1624    0.3218
   71.0000    0.0642    0.0292    0.0182    1.5994    0.1629    0.3244
   72.0000    0.0632    0.0293    0.0183    1.5993    0.1623    0.3230
   73.0000    0.0632    0.0293    0.0183    1.5993    0.1622    0.3229
   74.0000    0.0636    0.0293    0.0183    1.5992    0.1626    0.3234
   75.0000    0.0633    0.0293    0.0183    1.5978    0.1640    0.3213
   76.0000    0.0636    0.0293    0.0183    1.5992    0.1626    0.3235
   77.0000    0.0641    0.0292    0.0183    1.5991    0.1630    0.3241
   78.0000    0.0642    0.0292    0.0182    1.5993    0.1630    0.3243
   79.0000    0.0628    0.0294    0.0184    1.5992    0.1621    0.3223
   80.0000    0.0643    0.0292    0.0182    1.5994    0.1629    0.3247
   81.0000    0.0621    0.0295    0.0184    1.5987    0.1621    0.3207
   82.0000    0.0631    0.0293    0.0183    1.5993    0.1622    0.3228
   83.0000    0.0641    0.0292    0.0183    1.5993    0.1628    0.3242
   84.0000    0.0628    0.0294    0.0184    1.5992    0.1621    0.3223
   85.0000    0.0642    0.0292    0.0182    1.5993    0.1630    0.3244
   86.0000    0.0643    0.0292    0.0182    1.5992    0.1631    0.3244
   87.0000    0.0630    0.0293    0.0183    1.5992    0.1622    0.3226
   88.0000    0.0630    0.0293    0.0184    1.5985    0.1630    0.3218
   89.0000    0.0634    0.0293    0.0183    1.5993    0.1624    0.3233
   90.0000    0.0631    0.0293    0.0183    1.5986    0.1630    0.3220
   91.0000    0.0630    0.0293    0.0183    1.5992    0.1622    0.3226
   92.0000    0.0640    0.0292    0.0183    1.5993    0.1628    0.3241
   93.0000    0.0638    0.0292    0.0183    1.5994    0.1626    0.3239
   94.0000    0.0627    0.0294    0.0184    1.5974    0.1639    0.3201
   95.0000    0.0628    0.0294    0.0184    1.5990    0.1623    0.3221
   96.0000    0.0625    0.0294    0.0184    1.5995    0.1615    0.3221
   97.0000    0.0638    0.0292    0.0183    1.6002    0.1617    0.3248
   98.0000    0.0642    0.0292    0.0182    1.5997    0.1625    0.3249
   99.0000    0.0646    0.0291    0.0182    1.5994    0.1632    0.3251
  100.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
