         t         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
   81.0000    0.0378    0.0943    0.2080    0.6577    0.0356    0.0163 1087.2165 1005.4317    1.1859
   82.0000    0.0382    0.0943    0.2116    0.6732    0.0356    0.0163 1087.2115 1005.4271    1.1859
   83.0000    0.0386    0.0943    0.2156    0.6865    0.0357    0.0163 1087.2158 1005.4311    1.1859
   84.0000    0.0381    0.0943    0.2103    0.6686    0.0358    0.0164 1087.2309 1005.4450    1.1859
   85.0000    0.0387    0.0943    0.2164    0.6885    0.0359    0.0164 1087.2282 1005.4425    1.1859
   86.0000    0.0388    0.0943    0.2168    0.6897    0.0360    0.0165 1087.2431 1005.4563    1.1859
   87.0000    0.0382    0.0943    0.2112    0.6715    0.0360    0.0165 1087.2573 1005.4694    1.1859
   88.0000    0.0382    0.0943    0.2121    0.6696    0.0361    0.0165 1087.2522 1005.4647    1.1859
   89.0000    0.0384    0.0943    0.2128    0.6774    0.0362    0.0165 1087.2489 1005.4617    1.1859
   90.0000    0.0382    0.0943    0.2125    0.6713    0.0362    0.0166 1087.2464 1005.4594    1.1859
   91.0000    0.0382    0.0943    0.2112    0.6717    0.0363    0.0166 1087.2417 1005.4550    1.1859
   92.0000    0.0386    0.0943    0.2154    0.6859    0.0364    0.0166 1087.2311 1005.4452    1.1859
   93.0000    0.0385    0.0943    0.2144    0.6833    0.0365    0.0167 1087.2328 1005.4468    1.1859
   94.0000    0.0380    0.0943    0.2124    0.6625    0.0365    0.0167 1087.2294 1005.4437    1.1859
   95.0000    0.0381    0.0943    0.2105    0.6680    0.0366    0.0167 1087.2186 1005.4337    1.1859
   96.0000    0.0379    0.0943    0.2082    0.6644    0.0366    0.0167 1087.2007 1005.4171    1.1859
   97.0000    0.0386    0.0943    0.2133    0.6854    0.0367    0.0168 1087.1752 1005.3935    1.1859
   98.0000    0.0387    0.0943    0.2158    0.6902    0.0368    0.0168 1087.1637 1005.3829    1.1859
   99.0000    0.0389    0.0943    0.2181    0.6949    0.0369    0.0169 1087.1582 1005.3778    1.1859
  100.0000    0.0375    0.0943    0.2183    0.6272    0.0369    0.0169 1087.1576 1005.3773    1.1859
