         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0188    0.6933    0.9095   -0.8098   -0.8072    0.0026    0.6619    0.0603    0.0927
    2.0000    1.0377    0.7032    0.9119   -0.8098   -0.8046    0.0052    0.6725    0.0587    0.0897
    3.0000    1.0567    0.7114    0.9139   -0.8098   -0.8020    0.0078    0.6814    0.0573    0.0871
    4.0000    1.0759    0.7183    0.9156   -0.8098   -0.7994    0.0104    0.6888    0.0562    0.0849
    5.0000    1.0952    0.7239    0.9170   -0.8098   -0.7968    0.0131    0.6949    0.0552    0.0832
    6.0000    1.1147    0.7284    0.9181   -0.8098   -0.7942    0.0157    0.6997    0.0544    0.0818
    7.0000    1.1345    0.7329    0.9192   -0.8098   -0.7916    0.0183    0.7046    0.0536    0.0804
    8.0000    1.1547    0.7378    0.9205   -0.8098   -0.7889    0.0209    0.7099    0.0528    0.0788
    9.0000    1.1754    0.7429    0.9217   -0.8098   -0.7863    0.0235    0.7154    0.0519    0.0772
   10.0000    1.1966    0.7471    0.9228   -0.8098   -0.7837    0.0261    0.7200    0.0512    0.0759
   11.0000    1.2184    0.7509    0.9238   -0.8098   -0.7811    0.0287    0.7241    0.0505    0.0747
   12.0000    1.2408    0.7545    0.9247   -0.8098   -0.7785    0.0313    0.7280    0.0499    0.0736
   13.0000    1.2637    0.7582    0.9257   -0.8098   -0.7759    0.0340    0.7320    0.0492    0.0724
   14.0000    1.2870    0.7621    0.9267   -0.8098   -0.7733    0.0366    0.7363    0.0485    0.0712
   15.0000    1.3107    0.7662    0.9278   -0.8098   -0.7707    0.0392    0.7407    0.0477    0.0699
   16.0000    1.3346    0.7701    0.9288   -0.8098   -0.7680    0.0418    0.7451    0.0470    0.0686
   17.0000    1.3587    0.7734    0.9297   -0.8098   -0.7654    0.0444    0.7486    0.0464    0.0676
   18.0000    1.3829    0.7758    0.9303   -0.8098   -0.7628    0.0470    0.7512    0.0460    0.0669
   19.0000    1.4071    0.7773    0.9307   -0.8098   -0.7602    0.0496    0.7529    0.0457    0.0664
   20.0000    1.4314    0.7783    0.9310   -0.8098   -0.7576    0.0522    0.7540    0.0455    0.0660
   21.0000    1.4558    0.7789    0.9312   -0.8098   -0.7550    0.0549    0.7546    0.0454    0.0659
   22.0000    1.4801    0.7792    0.9312   -0.8098   -0.7524    0.0575    0.7550    0.0453    0.0658
   23.0000    1.5045    0.7794    0.9313   -0.8098   -0.7498    0.0601    0.7552    0.0453    0.0657
   24.0000    1.5288    0.7795    0.9313   -0.8098   -0.7472    0.0627    0.7553    0.0453    0.0657
   25.0000    1.5532    0.7795    0.9313   -0.8098   -0.7445    0.0653    0.7553    0.0453    0.0657
   26.0000    1.5775    0.7796    0.9313   -0.8098   -0.7419    0.0679    0.7553    0.0453    0.0657
   27.0000    1.6019    0.7796    0.9313   -0.8098   -0.7393    0.0705    0.7553    0.0453    0.0657
   28.0000    1.6263    0.7796    0.9313   -0.8098   -0.7367    0.0731    0.7553    0.0453    0.0657
   29.0000    1.6506    0.7796    0.9313   -0.8098   -0.7341    0.0758    0.7554    0.0453    0.0657
   30.0000    1.6750    0.7796    0.9313   -0.8098   -0.7315    0.0784    0.7554    0.0453    0.0657
   31.0000    1.6993    0.7796    0.9313   -0.8098   -0.7289    0.0810    0.7554    0.0453    0.0657
   32.0000    1.7237    0.7796    0.9313   -0.8098   -0.7263    0.0836    0.7554    0.0453    0.0657
   33.0000    1.7481    0.7796    0.9313   -0.8098   -0.7236    0.0862    0.7554    0.0453    0.0657
   34.0000    1.7724    0.7796    0.9313   -0.8098   -0.7210    0.0888    0.7554    0.0453    0.0657
   35.0000    1.7968    0.7796    0.9313   -0.8098   -0.7184    0.0914    0.7554    0.0453    0.0657
   36.0000    1.8211    0.7796    0.9313   -0.8098   -0.7158    0.0940    0.7554    0.0453    0.0657
   37.0000    1.8455    0.7796    0.9313   -0.8098   -0.7132    0.0967    0.7554    0.0453    0.0657
   38.0000    1.8698    0.7796    0.9313   -0.8098   -0.7106    0.0993    0.7554    0.0453    0.0657
   39.0000    1.8942    0.7796    0.9313   -0.8098   -0.7080    0.1019    0.7554    0.0453    0.0657
   40.0000    1.9186    0.7796    0.9313   -0.8098   -0.7054    0.1045    0.7554    0.0453    0.0657
   41.0000    1.9429    0.7796    0.9313   -0.8098   -0.7027    0.1071    0.7554    0.0453    0.0657
   42.0000    1.9673    0.7796    0.9313   -0.8098   -0.7001    0.1097    0.7554    0.0453    0.0657
   43.0000    1.9916    0.7796    0.9313   -0.8098   -0.6975    0.1123    0.7554    0.0453    0.0657
   44.0000    2.0160    0.7796    0.9313   -0.8098   -0.6949    0.1149    0.7554    0.0453    0.0657
   45.0000    2.0404    0.7796    0.9313   -0.8098   -0.6923    0.1176    0.7554    0.0453    0.0657
   46.0000    2.0647    0.7796    0.9313   -0.8098   -0.6897    0.1202    0.7554    0.0453    0.0657
   47.0000    2.0891    0.7796    0.9313   -0.8098   -0.6871    0.1228    0.7554    0.0453    0.0657
   48.0000    2.1134    0.7796    0.9313   -0.8098   -0.6845    0.1254    0.7554    0.0453    0.0657
   49.0000    2.1378    0.7796    0.9313   -0.8098   -0.6818    0.1280    0.7554    0.0453    0.0657
   50.0000    2.1622    0.7796    0.9313   -0.8098   -0.6792    0.1306    0.7554    0.0453    0.0657
   51.0000    2.1865    0.7796    0.9313   -0.8098   -0.6766    0.1332    0.7554    0.0453    0.0657
   52.0000    2.2109    0.7796    0.9313   -0.8098   -0.6740    0.1358    0.7554    0.0453    0.0657
   53.0000    2.2352    0.7796    0.9313   -0.8098   -0.6714    0.1385    0.7554    0.0453    0.0657
