         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0492    0.0368    0.0259    1.4227    0.1497    0.3412
    2.0000    0.0498    0.0357    0.0250    1.4297    0.1482    0.3359
    3.0000    0.0501    0.0347    0.0242    1.4383    0.1451    0.3316
    4.0000    0.0504    0.0337    0.0233    1.4461    0.1429    0.3263
    5.0000    0.0505    0.0326    0.0224    1.4541    0.1406    0.3209
    6.0000    0.0505    0.0315    0.0215    1.4622    0.1382    0.3156
    7.0000    0.0504    0.0312    0.0213    1.4652    0.1382    0.3136
    8.0000    0.0506    0.0312    0.0213    1.4678    0.1379    0.3143
    9.0000    0.0507    0.0312    0.0212    1.4706    0.1381    0.3145
   10.0000    0.0510    0.0311    0.0211    1.4740    0.1386    0.3146
   11.0000    0.0514    0.0310    0.0210    1.4782    0.1392    0.3151
   12.0000    0.0520    0.0309    0.0208    1.4835    0.1400    0.3157
   13.0000    0.0529    0.0307    0.0206    1.4888    0.1420    0.3160
   14.0000    0.0541    0.0305    0.0204    1.4943    0.1448    0.3162
   15.0000    0.0552    0.0302    0.0202    1.4991    0.1486    0.3151
   16.0000    0.0563    0.0300    0.0200    1.5044    0.1519    0.3146
   17.0000    0.0572    0.0298    0.0198    1.5086    0.1557    0.3128
   18.0000    0.0590    0.0295    0.0195    1.5124    0.1599    0.3128
   19.0000    0.0595    0.0294    0.0194    1.5153    0.1633    0.3106
   20.0000    0.0590    0.0294    0.0194    1.5189    0.1639    0.3087
   21.0000    0.0593    0.0294    0.0193    1.5214    0.1649    0.3083
   22.0000    0.0595    0.0294    0.0193    1.5233    0.1654    0.3083
   23.0000    0.0596    0.0293    0.0192    1.5246    0.1656    0.3085
   24.0000    0.0605    0.0292    0.0191    1.5239    0.1680    0.3082
   25.0000    0.0624    0.0289    0.0189    1.5253    0.1681    0.3122
   26.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
