         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.5874    4.2036    7.2932    0.3839    0.2809
    2.0000    4.5873    4.2036    7.2945    0.3837    0.2776
    3.0000    4.5874    4.2036    7.2942    0.3838    0.2755
    4.0000    4.5874    4.2036    7.2978    0.3839    0.2727
    5.0000    4.5875    4.2036    7.2943    0.3839    0.2690
    6.0000    4.5875    4.2036    7.2938    0.3839    0.2674
    7.0000    4.5874    4.2036    7.2917    0.3839    0.2679
    8.0000    4.5875    4.2036    7.2878    0.3839    0.2668
    9.0000    4.5875    4.2036    7.2930    0.3839    0.2672
   10.0000    4.5875    4.2036    7.2855    0.3839    0.2670
   11.0000    4.5875    4.2036    7.2922    0.3839    0.2672
   12.0000    4.5871    4.2036    7.2835    0.3836    0.2660
   13.0000    4.5874    4.2036    7.2893    0.3838    0.2675
   14.0000    4.5875    4.2036    7.2895    0.3839    0.2670
   15.0000    4.5873    4.2036    7.2931    0.3837    0.2659
   16.0000    4.5873    4.2036    7.2892    0.3838    0.2665
   17.0000    4.5870    4.2036    7.2709    0.3834    0.2669
   18.0000    4.5875    4.2036    7.2797    0.3839    0.2676
   19.0000    4.5875    4.2036    7.2931    0.3840    0.2666
   20.0000    4.5867    4.2036    7.2584    0.3832    0.2676
   21.0000    4.5872    4.2036    7.2854    0.3836    0.2675
   22.0000    4.5874    4.2036    7.2934    0.3839    0.2671
   23.0000    4.5871    4.2036    7.2910    0.3835    0.2683
   24.0000    4.5875    4.2036    7.2864    0.3839    0.2664
   25.0000    4.5875    4.2036    7.2861    0.3839    0.2672
   26.0000    4.5874    4.2036    7.2947    0.3838    0.2671
   27.0000    4.5872    4.2036    7.2923    0.3836    0.2694
   28.0000    4.5875    4.2036    7.2911    0.3839    0.2670
   29.0000    4.5873    4.2036    7.2912    0.3838    0.2682
   30.0000    4.5874    4.2036    7.2822    0.3838    0.2668
   31.0000    4.5875    4.2037    7.2952    0.3838    0.2671
   32.0000    4.5879    4.2040    7.2935    0.3839    0.2675
   33.0000    4.5883    4.2044    7.2907    0.3839    0.2673
   34.0000    4.5898    4.2064    7.2947    0.3834    0.2671
   35.0000    4.5932    4.2097    7.2889    0.3835    0.2676
   36.0000    4.6061    4.2226    7.2673    0.3835    0.2677
   37.0000    4.6460    4.2637    7.2397    0.3823    0.2669
   38.0000    4.7358    4.3559    7.1285    0.3799    0.2625
   39.0000    4.7924    4.4224    6.8199    0.3700    0.2516
   40.0000    4.9440    4.6012    6.6098    0.3427    0.2473
   41.0000    5.0343    4.6964    6.2711    0.3379    0.2512
   42.0000    5.0835    4.7436    6.0059    0.3399    0.2653
   43.0000    5.1980    4.8665    5.9133    0.3315    0.2606
