         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.5862    4.2036    7.2703    0.3827    0.2833
    2.0000    4.5873    4.2036    7.2820    0.3838    0.2774
    3.0000    4.5872    4.2036    7.2905    0.3837    0.2751
    4.0000    4.5873    4.2036    7.2944    0.3837    0.2710
    5.0000    4.5874    4.2036    7.2929    0.3839    0.2690
    6.0000    4.5875    4.2036    7.2908    0.3839    0.2655
    7.0000    4.5865    4.2036    7.2937    0.3830    0.2655
    8.0000    4.5872    4.2036    7.2815    0.3837    0.2667
    9.0000    4.5874    4.2036    7.2914    0.3838    0.2660
   10.0000    4.5867    4.2036    7.2791    0.3832    0.2649
   11.0000    4.5874    4.2036    7.2900    0.3839    0.2660
   12.0000    4.5857    4.2036    7.2866    0.3821    0.2647
   13.0000    4.5873    4.2036    7.2765    0.3837    0.2652
   14.0000    4.5874    4.2036    7.2866    0.3839    0.2663
   15.0000    4.5873    4.2036    7.2700    0.3837    0.2659
   16.0000    4.5873    4.2036    7.2881    0.3838    0.2661
   17.0000    4.5874    4.2036    7.2820    0.3839    0.2661
   18.0000    4.5874    4.2036    7.2881    0.3838    0.2663
   19.0000    4.5874    4.2036    7.2701    0.3838    0.2661
   20.0000    4.5875    4.2036    7.2875    0.3839    0.2661
   21.0000    4.5869    4.2036    7.2814    0.3833    0.2670
   22.0000    4.5872    4.2036    7.2897    0.3836    0.2666
   23.0000    4.5873    4.2036    7.2915    0.3838    0.2657
   24.0000    4.5874    4.2036    7.2909    0.3839    0.2663
   25.0000    4.5875    4.2036    7.2902    0.3839    0.2658
   26.0000    4.5871    4.2036    7.2916    0.3836    0.2670
   27.0000    4.5874    4.2036    7.2842    0.3838    0.2668
   28.0000    4.5874    4.2036    7.2910    0.3838    0.2669
   29.0000    4.5874    4.2036    7.2837    0.3838    0.2667
   30.0000    4.5874    4.2036    7.2866    0.3838    0.2677
   31.0000    4.5875    4.2037    7.2927    0.3838    0.2668
   32.0000    4.5877    4.2039    7.2909    0.3839    0.2664
   33.0000    4.5881    4.2046    7.2920    0.3835    0.2668
   34.0000    4.5907    4.2072    7.2858    0.3836    0.2676
   35.0000    4.5957    4.2122    7.2752    0.3834    0.2676
   36.0000    4.6086    4.2251    7.1949    0.3834    0.2661
   37.0000    4.6467    4.2640    7.1959    0.3828    0.2654
   38.0000    4.7582    4.3777    7.0671    0.3805    0.2596
   39.0000    4.8861    4.5186    6.8253    0.3675    0.2556
   40.0000    4.9430    4.5920    6.4744    0.3510    0.2440
