         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0188    0.6934    0.9095   -0.8098   -0.8072    0.0026    0.6619    0.0603    0.0927
    2.0000    1.0378    0.7032    0.9119   -0.8098   -0.8046    0.0052    0.6725    0.0587    0.0897
    3.0000    1.0569    0.7115    0.9139   -0.8098   -0.8020    0.0078    0.6815    0.0573    0.0871
    4.0000    1.0761    0.7184    0.9156   -0.8098   -0.7994    0.0104    0.6889    0.0561    0.0849
    5.0000    1.0955    0.7240    0.9170   -0.8098   -0.7968    0.0131    0.6949    0.0552    0.0832
    6.0000    1.1152    0.7284    0.9181   -0.8098   -0.7942    0.0157    0.6997    0.0544    0.0818
    7.0000    1.1352    0.7330    0.9193   -0.8098   -0.7916    0.0183    0.7047    0.0536    0.0803
    8.0000    1.1557    0.7380    0.9205   -0.8098   -0.7889    0.0209    0.7101    0.0528    0.0788
    9.0000    1.1768    0.7430    0.9218   -0.8098   -0.7863    0.0235    0.7156    0.0519    0.0772
   10.0000    1.1984    0.7472    0.9229   -0.8098   -0.7837    0.0261    0.7201    0.0511    0.0759
   11.0000    1.2206    0.7510    0.9238   -0.8098   -0.7811    0.0287    0.7242    0.0505    0.0747
   12.0000    1.2434    0.7547    0.9248   -0.8098   -0.7785    0.0313    0.7283    0.0498    0.0735
   13.0000    1.2666    0.7587    0.9258   -0.8098   -0.7759    0.0340    0.7326    0.0491    0.0723
   14.0000    1.2902    0.7627    0.9269   -0.8098   -0.7733    0.0366    0.7369    0.0484    0.0710
   15.0000    1.3141    0.7667    0.9279   -0.8098   -0.7707    0.0392    0.7413    0.0476    0.0697
   16.0000    1.3382    0.7700    0.9288   -0.8098   -0.7680    0.0418    0.7449    0.0470    0.0687
   17.0000    1.3624    0.7725    0.9294   -0.8098   -0.7654    0.0444    0.7476    0.0466    0.0679
   18.0000    1.3867    0.7741    0.9299   -0.8098   -0.7628    0.0470    0.7494    0.0463    0.0674
   19.0000    1.4111    0.7752    0.9302   -0.8098   -0.7602    0.0496    0.7506    0.0461    0.0670
   20.0000    1.4354    0.7758    0.9303   -0.8098   -0.7576    0.0522    0.7512    0.0460    0.0668
   21.0000    1.4598    0.7761    0.9304   -0.8098   -0.7550    0.0549    0.7516    0.0459    0.0667
   22.0000    1.4842    0.7763    0.9305   -0.8098   -0.7524    0.0575    0.7518    0.0459    0.0667
   23.0000    1.5085    0.7764    0.9305   -0.8098   -0.7498    0.0601    0.7519    0.0459    0.0667
   24.0000    1.5329    0.7764    0.9305   -0.8098   -0.7472    0.0627    0.7519    0.0459    0.0666
   25.0000    1.5573    0.7764    0.9305   -0.8098   -0.7445    0.0653    0.7519    0.0459    0.0666
   26.0000    1.5817    0.7764    0.9305   -0.8098   -0.7419    0.0679    0.7519    0.0459    0.0666
   27.0000    1.6060    0.7765    0.9305   -0.8098   -0.7393    0.0705    0.7519    0.0459    0.0666
   28.0000    1.6304    0.7765    0.9305   -0.8098   -0.7367    0.0731    0.7519    0.0459    0.0666
   29.0000    1.6548    0.7765    0.9305   -0.8098   -0.7341    0.0758    0.7519    0.0459    0.0666
   30.0000    1.6791    0.7765    0.9305   -0.8098   -0.7315    0.0784    0.7519    0.0459    0.0666
   31.0000    1.7035    0.7765    0.9305   -0.8098   -0.7289    0.0810    0.7519    0.0459    0.0666
   32.0000    1.7279    0.7765    0.9305   -0.8098   -0.7263    0.0836    0.7519    0.0459    0.0666
   33.0000    1.7522    0.7765    0.9305   -0.8098   -0.7236    0.0862    0.7519    0.0459    0.0666
   34.0000    1.7766    0.7765    0.9305   -0.8098   -0.7210    0.0888    0.7519    0.0459    0.0666
   35.0000    1.8010    0.7765    0.9305   -0.8098   -0.7184    0.0914    0.7519    0.0459    0.0666
   36.0000    1.8254    0.7765    0.9305   -0.8098   -0.7158    0.0940    0.7519    0.0459    0.0666
   37.0000    1.8497    0.7765    0.9305   -0.8098   -0.7132    0.0967    0.7519    0.0459    0.0666
   38.0000    1.8741    0.7765    0.9305   -0.8098   -0.7106    0.0993    0.7519    0.0459    0.0666
   39.0000    1.8985    0.7765    0.9305   -0.8098   -0.7080    0.1019    0.7519    0.0459    0.0666
   40.0000    1.9228    0.7765    0.9305   -0.8098   -0.7054    0.1045    0.7519    0.0459    0.0666
   41.0000    1.9472    0.7765    0.9305   -0.8098   -0.7027    0.1071    0.7519    0.0459    0.0666
   42.0000    1.9716    0.7765    0.9305   -0.8098   -0.7001    0.1097    0.7519    0.0459    0.0666
   43.0000    1.9960    0.7765    0.9305   -0.8098   -0.6975    0.1123    0.7519    0.0459    0.0666
   44.0000    2.0203    0.7765    0.9305   -0.8098   -0.6949    0.1149    0.7519    0.0459    0.0666
   45.0000    2.0447    0.7765    0.9305   -0.8098   -0.6923    0.1176    0.7519    0.0459    0.0666
   46.0000    2.0691    0.7765    0.9305   -0.8098   -0.6897    0.1202    0.7519    0.0459    0.0666
   47.0000    2.0934    0.7765    0.9305   -0.8098   -0.6871    0.1228    0.7519    0.0459    0.0666
   48.0000    2.1178    0.7765    0.9305   -0.8098   -0.6845    0.1254    0.7519    0.0459    0.0666
   49.0000    2.1422    0.7765    0.9305   -0.8098   -0.6818    0.1280    0.7519    0.0459    0.0666
   50.0000    2.1666    0.7765    0.9305   -0.8098   -0.6792    0.1306    0.7519    0.0459    0.0666
   51.0000    2.1909    0.7765    0.9305   -0.8098   -0.6766    0.1332    0.7519    0.0459    0.0666
   52.0000    2.2153    0.7765    0.9305   -0.8098   -0.6740    0.1358    0.7519    0.0459    0.0666
   53.0000    2.2397    0.7765    0.9305   -0.8098   -0.6714    0.1385    0.7519    0.0459    0.0666
   54.0000    2.2640    0.7765    0.9305   -0.8098   -0.6688    0.1411    0.7519    0.0459    0.0666
   55.0000    2.2884    0.7765    0.9305   -0.8098   -0.6662    0.1437    0.7519    0.0459    0.0666
   56.0000    2.3128    0.7765    0.9305   -0.8098   -0.6636    0.1463    0.7519    0.0459    0.0666
   57.0000    2.3371    0.7765    0.9305   -0.8098   -0.6609    0.1489    0.7519    0.0459    0.0666
   58.0000    2.3615    0.7765    0.9305   -0.8098   -0.6583    0.1515    0.7519    0.0459    0.0666
   59.0000    2.3859    0.7765    0.9305   -0.8098   -0.6557    0.1541    0.7519    0.0459    0.0666
   60.0000    2.4103    0.7765    0.9305   -0.8098   -0.6531    0.1567    0.7519    0.0459    0.0666
   61.0000    2.4346    0.7765    0.9305   -0.8098   -0.6505    0.1594    0.7519    0.0459    0.0666
   62.0000    2.4590    0.7765    0.9305   -0.8098   -0.6479    0.1620    0.7519    0.0459    0.0666
   63.0000    2.4834    0.7765    0.9305   -0.8098   -0.6453    0.1646    0.7519    0.0459    0.0666
   64.0000    2.5077    0.7765    0.9305   -0.8098   -0.6427    0.1672    0.7519    0.0459    0.0666
   65.0000    2.5321    0.7765    0.9305   -0.8098   -0.6400    0.1698    0.7519    0.0459    0.0666
   66.0000    2.5565    0.7765    0.9305   -0.8098   -0.6374    0.1724    0.7519    0.0459    0.0666
   67.0000    2.5809    0.7765    0.9305   -0.8098   -0.6348    0.1750    0.7519    0.0459    0.0666
   68.0000    2.6052    0.7765    0.9305   -0.8098   -0.6322    0.1776    0.7519    0.0459    0.0666
   69.0000    2.6296    0.7765    0.9305   -0.8098   -0.6296    0.1803    0.7519    0.0459    0.0666
   70.0000    2.6540    0.7765    0.9305   -0.8098   -0.6270    0.1829    0.7519    0.0459    0.0666
   71.0000    2.6783    0.7765    0.9305   -0.8098   -0.6244    0.1855    0.7519    0.0459    0.0666
   72.0000    2.7027    0.7765    0.9305   -0.8098   -0.6218    0.1881    0.7519    0.0459    0.0666
   73.0000    2.7271    0.7765    0.9305   -0.8098   -0.6191    0.1907    0.7519    0.0459    0.0666
   74.0000    2.7514    0.7765    0.9305   -0.8098   -0.6165    0.1933    0.7519    0.0459    0.0666
   75.0000    2.7758    0.7765    0.9305   -0.8098   -0.6139    0.1959    0.7519    0.0459    0.0666
   76.0000    2.8002    0.7765    0.9305   -0.8098   -0.6113    0.1985    0.7519    0.0459    0.0666
   77.0000    2.8246    0.7765    0.9305   -0.8098   -0.6087    0.2012    0.7519    0.0459    0.0666
   78.0000    2.8489    0.7765    0.9305   -0.8098   -0.6061    0.2038    0.7519    0.0459    0.0666
   79.0000    2.8733    0.7765    0.9305   -0.8098   -0.6035    0.2064    0.7519    0.0459    0.0666
   80.0000    2.8977    0.7765    0.9305   -0.8098   -0.6009    0.2090    0.7519    0.0459    0.0666
   81.0000    2.9220    0.7765    0.9305   -0.8098   -0.5982    0.2116    0.7519    0.0459    0.0666
   82.0000    2.9464    0.7765    0.9305   -0.8098   -0.5956    0.2142    0.7519    0.0459    0.0666
   83.0000    2.9708    0.7765    0.9305   -0.8098   -0.5930    0.2168    0.7519    0.0459    0.0666
   84.0000    2.9952    0.7765    0.9305   -0.8098   -0.5904    0.2194    0.7519    0.0459    0.0666
   85.0000    3.0195    0.7765    0.9305   -0.8098   -0.5878    0.2221    0.7519    0.0459    0.0666
   86.0000    3.0439    0.7765    0.9305   -0.8098   -0.5852    0.2247    0.7519    0.0459    0.0666
   87.0000    3.0683    0.7765    0.9305   -0.8098   -0.5826    0.2273    0.7519    0.0459    0.0666
   88.0000    3.0926    0.7765    0.9305   -0.8098   -0.5800    0.2299    0.7519    0.0459    0.0666
   89.0000    3.1170    0.7765    0.9305   -0.8098   -0.5773    0.2325    0.7519    0.0459    0.0666
   90.0000    3.1414    0.7765    0.9305   -0.8098   -0.5747    0.2351    0.7519    0.0459    0.0666
   91.0000    3.1658    0.7765    0.9305   -0.8098   -0.5721    0.2377    0.7519    0.0459    0.0666
   92.0000    3.1901    0.7765    0.9305   -0.8098   -0.5695    0.2403    0.7519    0.0459    0.0666
   93.0000    3.2145    0.7765    0.9305   -0.8098   -0.5669    0.2430    0.7519    0.0459    0.0666
   94.0000    3.2389    0.7765    0.9305   -0.8098   -0.5643    0.2456    0.7519    0.0459    0.0666
   95.0000    3.2632    0.7765    0.9305   -0.8098   -0.5617    0.2482    0.7519    0.0459    0.0666
   96.0000    3.2876    0.7765    0.9305   -0.8098   -0.5591    0.2508    0.7519    0.0459    0.0666
   97.0000    3.3120    0.7765    0.9305   -0.8098   -0.5564    0.2534    0.7519    0.0459    0.0666
   98.0000    3.3363    0.7765    0.9305   -0.8098   -0.5538    0.2560    0.7519    0.0459    0.0666
   99.0000    3.3607    0.7765    0.9305   -0.8098   -0.5512    0.2586    0.7519    0.0459    0.0666
  100.0000    1.0000    0.7765    0.9305   -0.8098   -0.8098    0.0000    0.7519    0.0459    0.0666
