         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.4776    4.2036    5.1840    0.2741    0.2732
    2.0000    4.4777    4.2036    5.1731    0.2741    0.2726
    3.0000    4.4778    4.2036    5.1947    0.2742    0.2726
    4.0000    4.4809    4.2068    5.2094    0.2741    0.2721
    5.0000    4.4982    4.2240    5.2107    0.2742    0.2715
    6.0000    4.5128    4.2386    5.2101    0.2742    0.2709
    7.0000    4.5281    4.2540    5.2090    0.2742    0.2703
    8.0000    4.5431    4.2689    5.2086    0.2742    0.2695
    9.0000    4.5567    4.2825    5.2098    0.2742    0.2688
   10.0000    4.5711    4.2969    5.2059    0.2742    0.2678
   11.0000    4.5850    4.3108    5.2044    0.2741    0.2671
   12.0000    4.5963    4.3221    5.2047    0.2742    0.2665
   13.0000    4.6081    4.3339    5.2088    0.2742    0.2657
   14.0000    4.6185    4.3443    5.2080    0.2742    0.2646
   15.0000    4.6273    4.3531    5.2060    0.2742    0.2643
   16.0000    4.6397    4.3655    5.2010    0.2742    0.2642
   17.0000    4.6476    4.3734    5.2062    0.2742    0.2631
   18.0000    4.6509    4.3767    5.2014    0.2742    0.2628
   19.0000    4.6557    4.3815    5.2062    0.2742    0.2628
   20.0000    4.6595    4.3853    5.1926    0.2742    0.2628
   21.0000    4.6635    4.3893    5.2069    0.2742    0.2624
   22.0000    4.6666    4.3926    5.2073    0.2740    0.2625
   23.0000    4.6707    4.3965    5.2079    0.2742    0.2624
   24.0000    4.6740    4.3998    5.2094    0.2742    0.2624
   25.0000    4.6735    4.3993    5.2078    0.2742    0.2627
   26.0000    4.6758    4.4016    5.2088    0.2742    0.2622
   27.0000    4.6752    4.4010    5.2002    0.2741    0.2623
   28.0000    4.6754    4.4013    5.2093    0.2742    0.2622
   29.0000    4.6736    4.3995    5.2069    0.2741    0.2631
   30.0000    4.6746    4.4005    5.2074    0.2742    0.2628
   31.0000    4.6729    4.3990    5.2078    0.2739    0.2626
   32.0000    4.6742    4.4001    5.2083    0.2742    0.2622
   33.0000    4.6732    4.3991    5.2081    0.2741    0.2629
   34.0000    4.6718    4.3976    5.2066    0.2742    0.2626
   35.0000    4.6724    4.3982    5.2097    0.2742    0.2624
   36.0000    4.6727    4.3986    5.2087    0.2741    0.2627
