         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0517    0.0365    0.0260    1.4030    0.1678    0.3333
    2.0000    0.0518    0.0362    0.0258    1.4049    0.1671    0.3319
    3.0000    0.0520    0.0359    0.0255    1.4068    0.1666    0.3304
    4.0000    0.0521    0.0356    0.0253    1.4088    0.1659    0.3289
    5.0000    0.0523    0.0353    0.0251    1.4108    0.1653    0.3274
    6.0000    0.0524    0.0350    0.0248    1.4128    0.1646    0.3259
    7.0000    0.0525    0.0347    0.0246    1.4148    0.1639    0.3245
    8.0000    0.0526    0.0344    0.0243    1.4168    0.1633    0.3231
    9.0000    0.0527    0.0341    0.0241    1.4188    0.1626    0.3216
   10.0000    0.0528    0.0339    0.0238    1.4209    0.1619    0.3202
   11.0000    0.0529    0.0336    0.0236    1.4228    0.1613    0.3188
   12.0000    0.0530    0.0333    0.0234    1.4248    0.1606    0.3174
   13.0000    0.0530    0.0330    0.0231    1.4267    0.1599    0.3160
   14.0000    0.0531    0.0327    0.0229    1.4288    0.1592    0.3147
   15.0000    0.0531    0.0324    0.0226    1.4307    0.1586    0.3132
   16.0000    0.0531    0.0321    0.0224    1.4325    0.1580    0.3117
   17.0000    0.0531    0.0318    0.0222    1.4345    0.1574    0.3103
   18.0000    0.0531    0.0315    0.0220    1.4364    0.1567    0.3089
   19.0000    0.0531    0.0313    0.0217    1.4383    0.1562    0.3073
   20.0000    0.0530    0.0310    0.0215    1.4400    0.1556    0.3059
   21.0000    0.0530    0.0310    0.0215    1.4402    0.1556    0.3059
   22.0000    0.0530    0.0310    0.0215    1.4403    0.1556    0.3059
   23.0000    0.0530    0.0310    0.0215    1.4405    0.1556    0.3059
   24.0000    0.0530    0.0310    0.0215    1.4407    0.1556    0.3059
   25.0000    0.0530    0.0310    0.0215    1.4408    0.1556    0.3058
   26.0000    0.0530    0.0310    0.0215    1.4410    0.1556    0.3059
   27.0000    0.0530    0.0310    0.0215    1.4412    0.1556    0.3059
   28.0000    0.0530    0.0310    0.0215    1.4413    0.1556    0.3059
   29.0000    0.0530    0.0310    0.0215    1.4414    0.1557    0.3057
   30.0000    0.0530    0.0310    0.0215    1.4416    0.1557    0.3057
   31.0000    0.0530    0.0310    0.0215    1.4418    0.1557    0.3057
   32.0000    0.0530    0.0310    0.0215    1.4420    0.1556    0.3058
   33.0000    0.0530    0.0310    0.0215    1.4421    0.1557    0.3057
   34.0000    0.0530    0.0310    0.0215    1.4423    0.1557    0.3057
   35.0000    0.0530    0.0310    0.0215    1.4425    0.1557    0.3057
   36.0000    0.0530    0.0310    0.0215    1.4426    0.1557    0.3057
   37.0000    0.0530    0.0310    0.0215    1.4428    0.1557    0.3057
   38.0000    0.0530    0.0310    0.0215    1.4430    0.1557    0.3057
   39.0000    0.0530    0.0310    0.0215    1.4432    0.1556    0.3057
   40.0000    0.0530    0.0310    0.0215    1.4434    0.1556    0.3057
   41.0000    0.0530    0.0310    0.0215    1.4436    0.1557    0.3057
   42.0000    0.0530    0.0310    0.0215    1.4439    0.1557    0.3056
   43.0000    0.0529    0.0310    0.0215    1.4441    0.1558    0.3055
   44.0000    0.0530    0.0310    0.0215    1.4445    0.1557    0.3057
   45.0000    0.0530    0.0310    0.0215    1.4450    0.1558    0.3057
   46.0000    0.0530    0.0310    0.0214    1.4456    0.1558    0.3056
   47.0000    0.0530    0.0310    0.0214    1.4464    0.1559    0.3056
   48.0000    0.0531    0.0310    0.0214    1.4473    0.1559    0.3056
   49.0000    0.0531    0.0310    0.0214    1.4486    0.1560    0.3057
   50.0000    0.0532    0.0310    0.0214    1.4502    0.1562    0.3057
   51.0000    0.0533    0.0310    0.0213    1.4522    0.1563    0.3058
   52.0000    0.0534    0.0309    0.0213    1.4546    0.1565    0.3058
   53.0000    0.0535    0.0309    0.0212    1.4574    0.1568    0.3059
   54.0000    0.0536    0.0309    0.0211    1.4608    0.1571    0.3059
   55.0000    0.0538    0.0308    0.0211    1.4648    0.1575    0.3060
   56.0000    0.0541    0.0308    0.0210    1.4695    0.1578    0.3063
   57.0000    0.0543    0.0307    0.0208    1.4747    0.1584    0.3064
   58.0000    0.0546    0.0307    0.0207    1.4805    0.1588    0.3066
   59.0000    0.0549    0.0306    0.0206    1.4867    0.1595    0.3067
   60.0000    0.0553    0.0306    0.0205    1.4935    0.1600    0.3072
   61.0000    0.0557    0.0305    0.0203    1.5005    0.1607    0.3074
   62.0000    0.0562    0.0304    0.0202    1.5077    0.1615    0.3076
   63.0000    0.0566    0.0303    0.0200    1.5153    0.1621    0.3081
   64.0000    0.0571    0.0302    0.0199    1.5226    0.1629    0.3084
   65.0000    0.0575    0.0301    0.0197    1.5297    0.1637    0.3086
   66.0000    0.0580    0.0301    0.0196    1.5365    0.1646    0.3090
   67.0000    0.0586    0.0300    0.0194    1.5427    0.1658    0.3090
   68.0000    0.0591    0.0299    0.0193    1.5484    0.1670    0.3090
   69.0000    0.0596    0.0298    0.0192    1.5536    0.1681    0.3089
   70.0000    0.0599    0.0297    0.0191    1.5584    0.1691    0.3087
   71.0000    0.0602    0.0297    0.0190    1.5628    0.1699    0.3085
