         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000   -0.5579    2.9924    0.0019    0.0261
    2.0000   -0.2611    2.6778    0.0019    0.0262
    3.0000   -0.0511    2.4407    0.0019    0.0261
    4.0000    0.1619    2.2001    0.0019    0.0264
    5.0000    0.1688    2.1392    0.0019    0.0265
    6.0000    0.1021    2.1333    0.0019    0.0265
    7.0000    0.0941    2.0794    0.0020    0.0265
    8.0000    0.1487    1.9787    0.0020    0.0265
    9.0000    0.1224    1.9486    0.0020    0.0265
   10.0000    0.1535    1.8987    0.0020    0.0265
   11.0000    0.1567    1.8739    0.0020    0.0265
   12.0000    0.1609    1.8466    0.0020    0.0264
   13.0000    0.2176    1.7804    0.0020    0.0265
   14.0000    0.1651    1.7992    0.0020    0.0265
   15.0000    0.1599    1.7881    0.0021    0.0265
   16.0000    0.1561    1.8268    0.0021    0.0265
   17.0000    0.1492    1.8161    0.0021    0.0264
   18.0000    0.1554    1.7979    0.0021    0.0265
   19.0000    0.1518    1.7885    0.0021    0.0264
   20.0000    0.1312    1.8039    0.0021    0.0265
   21.0000    0.1379    1.8574    0.0021    0.0263
   22.0000    0.1858    1.8769    0.0021    0.0265
   23.0000    0.1526    1.9638    0.0021    0.0265
   24.0000    0.1549    2.0226    0.0021    0.0265
   25.0000    0.1469    2.0397    0.0021    0.0265
   26.0000    0.1870    2.0156    0.0021    0.0265
   27.0000    0.1530    2.0536    0.0021    0.0265
   28.0000    0.1579    2.0574    0.0021    0.0264
   29.0000    0.1540    2.0625    0.0021    0.0265
   30.0000    0.0999    2.1086    0.0021    0.0265
   31.0000    0.1545    2.0650    0.0021    0.0265
   32.0000    0.1054    2.1072    0.0021    0.0265
   33.0000    0.1523    2.0687    0.0021    0.0265
   34.0000    0.1436    2.0729    0.0021    0.0265
   35.0000    0.1575    2.0608    0.0021    0.0265
   36.0000    0.1471    2.0749    0.0021    0.0265
   37.0000    0.1435    2.0764    0.0021    0.0265
   38.0000    0.0477    2.1596    0.0021    0.0265
   39.0000    0.1399    2.0795    0.0021    0.0265
   40.0000    0.1437    2.0757    0.0021    0.0265
   41.0000    0.1206    2.1001    0.0021    0.0265
   42.0000   -0.0255    2.2274    0.0021    0.0265
   43.0000    0.1600    2.0615    0.0021    0.0265
   44.0000    0.1741    2.0523    0.0021    0.0265
   45.0000    0.1364    2.0817    0.0021    0.0265
   46.0000    0.1490    2.0743    0.0021    0.0265
   47.0000    0.1284    2.0935    0.0021    0.0265
   48.0000    0.1310    2.0918    0.0021    0.0265
   49.0000    0.1468    2.0742    0.0021    0.0265
   50.0000    0.1432    2.0768    0.0021    0.0265
   51.0000    0.1195    2.1022    0.0021    0.0265
   52.0000    0.1400    2.0851    0.0021    0.0264
   53.0000    0.1395    2.0845    0.0022    0.0265
   54.0000    0.1677    2.0614    0.0022    0.0265
   55.0000    0.1369    2.0871    0.0022    0.0265
   56.0000    0.1290    2.0855    0.0022    0.0265
   57.0000    0.2134    2.0211    0.0022    0.0265
   58.0000    0.1293    2.0849    0.0023    0.0265
   59.0000    0.1046    2.1042    0.0023    0.0265
   60.0000    0.1160    2.0867    0.0023    0.0265
   61.0000    0.1164    2.0759    0.0024    0.0265
   62.0000    0.1697    2.0269    0.0024    0.0265
   63.0000    0.1223    2.0609    0.0025    0.0265
   64.0000    0.1243    2.0466    0.0025    0.0265
   65.0000    0.1302    2.0347    0.0025    0.0265
   66.0000    0.1274    2.0246    0.0026    0.0265
   67.0000    0.1675    1.9777    0.0027    0.0265
   68.0000    0.1123    2.0122    0.0027    0.0265
   69.0000    0.1666    1.9474    0.0028    0.0265
   70.0000    0.1902    1.9093    0.0028    0.0265
   71.0000    0.1752    1.9104    0.0028    0.0264
   72.0000    0.1755    1.8918    0.0029    0.0265
   73.0000    0.3371    1.7434    0.0029    0.0264
   74.0000    0.1678    1.8852    0.0029    0.0263
   75.0000    0.1844    1.8636    0.0029    0.0263
   76.0000    0.1700    1.8680    0.0029    0.0261
   77.0000    0.1856    1.8451    0.0029    0.0256
   78.0000    0.3468    1.6938    0.0030    0.0241
   79.0000    0.4228    1.6196    0.0030    0.0217
   80.0000    0.5401    1.5092    0.0030    0.0198
   81.0000    0.6273    1.4174    0.0030    0.0185
   82.0000    0.6529    1.3743    0.0030    0.0180
   83.0000    0.6822    1.3364    0.0030    0.0179
   84.0000    0.7093    1.2989    0.0030    0.0180
   85.0000    0.7144    1.2846    0.0030    0.0178
   86.0000    0.7236    1.2686    0.0030    0.0179
   87.0000    0.7486    1.2430    0.0030    0.0180
   88.0000    0.7295    1.2548    0.0030    0.0181
   89.0000    0.7560    1.2312    0.0030    0.0179
   90.0000    0.8005    1.1905    0.0030    0.0179
   91.0000    0.7581    1.2249    0.0030    0.0179
   92.0000    0.7914    1.1953    0.0030    0.0178
   93.0000    0.7400    1.2408    0.0030    0.0178
   94.0000    0.7510    1.2254    0.0030    0.0180
   95.0000    0.7595    1.2205    0.0030    0.0181
   96.0000    0.7484    1.2264    0.0030    0.0179
   97.0000    0.7864    1.1967    0.0030    0.0179
   98.0000    0.7424    1.2336    0.0030    0.0178
   99.0000    0.7397    1.2389    0.0030    0.0181
  100.0000    0.2016    1.8111    0.0030    0.0265
