         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0466    0.0375    0.0267    1.4029    0.1645    0.3245
    1.0000    0.0458    0.0373    0.0266    1.4041    0.1643    0.3200
    1.5000    0.0449    0.0372    0.0265    1.4055    0.1636    0.3157
    2.0000    0.0446    0.0370    0.0263    1.4046    0.1659    0.3100
    2.5000    0.0445    0.0367    0.0261    1.4040    0.1681    0.3048
    3.0000    0.0448    0.0363    0.0258    1.4080    0.1659    0.3050
    3.5000    0.0452    0.0360    0.0255    1.4124    0.1636    0.3056
    4.0000    0.0449    0.0357    0.0253    1.4117    0.1659    0.3000
    4.5000    0.0453    0.0354    0.0250    1.4162    0.1634    0.3007
    5.0000    0.0455    0.0350    0.0247    1.4204    0.1613    0.3009
    5.5000    0.0458    0.0347    0.0243    1.4246    0.1592    0.3011
    6.0000    0.0461    0.0343    0.0240    1.4290    0.1571    0.3011
    6.5000    0.0458    0.0340    0.0238    1.4293    0.1593    0.2957
    7.0000    0.0461    0.0336    0.0234    1.4345    0.1573    0.2957
    7.5000    0.0464    0.0332    0.0231    1.4407    0.1552    0.2962
    8.0000    0.0462    0.0329    0.0228    1.4434    0.1576    0.2909
    8.5000    0.0467    0.0325    0.0224    1.4516    0.1559    0.2916
    9.0000    0.0471    0.0324    0.0222    1.4595    0.1551    0.2933
    9.5000    0.0473    0.0323    0.0221    1.4648    0.1587    0.2901
   10.0000    0.0481    0.0322    0.0218    1.4759    0.1583    0.2927
   10.5000    0.0492    0.0320    0.0215    1.4886    0.1581    0.2957
   11.0000    0.0506    0.0317    0.0211    1.5021    0.1584    0.2990
   11.5000    0.0517    0.0314    0.0208    1.5117    0.1633    0.2969
   12.0000    0.0529    0.0312    0.0205    1.5214    0.1680    0.2952
   12.5000    0.0541    0.0310    0.0202    1.5346    0.1683    0.2978
   13.0000    0.0548    0.0308    0.0199    1.5474    0.1675    0.3003
   13.5000    0.0546    0.0309    0.0198    1.5580    0.1667    0.3006
