         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0074    0.6868    0.9094   -0.8095   -0.8079    0.0016    0.6549    0.0604    0.0955
    1.0000    1.0148    0.6918    0.9075   -0.8092   -0.8061    0.0031    0.6602    0.0617    0.0923
    1.5000    1.0223    0.6966    0.9085   -0.8088   -0.8043    0.0047    0.6654    0.0610    0.0907
    2.0000    1.0297    0.7014    0.9098   -0.8085   -0.8024    0.0064    0.6706    0.0601    0.0892
    2.5000    1.0371    0.7061    0.9120   -0.8083   -0.8005    0.0080    0.6756    0.0586    0.0883
    3.0000    1.0445    0.7108    0.9112   -0.8080   -0.7987    0.0097    0.6807    0.0591    0.0858
    3.5000    1.0520    0.7154    0.9133   -0.8077   -0.7969    0.0113    0.6857    0.0577    0.0848
    4.0000    1.0594    0.7201    0.9153   -0.8074   -0.7950    0.0129    0.6907    0.0564    0.0838
    4.5000    1.0668    0.7247    0.9147   -0.8071   -0.7932    0.0146    0.6957    0.0568    0.0814
    5.0000    1.0742    0.7293    0.9166   -0.8067   -0.7913    0.0162    0.7007    0.0554    0.0804
    5.5000    1.0817    0.7339    0.9161   -0.8063   -0.7895    0.0178    0.7057    0.0558    0.0780
    6.0000    1.0891    0.7386    0.9177   -0.8058   -0.7877    0.0195    0.7107    0.0547    0.0767
    6.5000    1.0965    0.7431    0.9198   -0.8050   -0.7859    0.0211    0.7157    0.0533    0.0757
    7.0000    1.1039    0.7476    0.9218   -0.8039   -0.7840    0.0227    0.7205    0.0519    0.0747
    7.5000    1.1113    0.7520    0.9231   -0.8022   -0.7822    0.0243    0.7253    0.0510    0.0733
    8.0000    1.1188    0.7563    0.9234   -0.7997   -0.7804    0.0259    0.7300    0.0508    0.0713
    8.5000    1.1262    0.7603    0.9228   -0.7963   -0.7786    0.0276    0.7344    0.0512    0.0690
    9.0000    1.1336    0.7623    0.9242   -0.7918   -0.7768    0.0292    0.7366    0.0502    0.0685
    9.5000    1.1411    0.7623    0.9247   -0.7862   -0.7749    0.0308    0.7366    0.0499    0.0684
   10.0000    1.1487    0.7623    0.9229   -0.7795   -0.7732    0.0325    0.7366    0.0511    0.0670
   10.5000    1.1565    0.7623    0.9235   -0.7718   -0.7713    0.0341    0.7366    0.0507    0.0668
   11.0000    1.1647    0.7623    0.9240   -0.7634   -0.7695    0.0358    0.7366    0.0503    0.0665
   11.5000    1.1735    0.7623    0.9246   -0.7547   -0.7677    0.0374    0.7366    0.0499    0.0662
   12.0000    1.1827    0.7623    0.9226   -0.7461   -0.7659    0.0390    0.7366    0.0513    0.0647
   12.5000    1.1922    0.7623    0.9232   -0.7378   -0.7640    0.0407    0.7366    0.0509    0.0644
   13.0000    1.2018    0.7623    0.9237   -0.7304   -0.7622    0.0423    0.7366    0.0506    0.0642
   13.5000    1.2114    0.7623    0.9220   -0.7238   -0.7604    0.0439    0.7366    0.0517    0.0629
   14.0000    1.2212    0.7623    0.9228   -0.7184   -0.7586    0.0455    0.7366    0.0512    0.0630
   14.5000    1.2310    0.7623    0.9233   -0.7140   -0.7567    0.0472    0.7366    0.0509    0.0629
   15.0000    1.2411    0.7623    0.9239   -0.7107   -0.7549    0.0488    0.7366    0.0504    0.0630
   15.5000    1.2513    0.7623    0.9223   -0.7083   -0.7531    0.0504    0.7366    0.0515    0.0621
   16.0000    1.2621    0.7623    0.9230   -0.7068   -0.7514    0.0519    0.7366    0.0510    0.0624
   16.5000    1.2734    0.7623    0.9235   -0.7058   -0.7498    0.0534    0.7366    0.0507    0.0625
   17.0000    1.2849    0.7623    0.9233   -0.7053   -0.7484    0.0548    0.7366    0.0508    0.0624
   17.5000    1.2964    0.7623    0.9233   -0.7050   -0.7470    0.0562    0.7366    0.0508    0.0624
   18.0000    1.3079    0.7623    0.9233   -0.7048   -0.7457    0.0575    0.7366    0.0509    0.0624
   18.5000    1.3194    0.7623    0.9233   -0.7047   -0.7443    0.0589    0.7365    0.0509    0.0624
   19.0000    1.3309    0.7623    0.9233   -0.7046   -0.7429    0.0603    0.7365    0.0509    0.0624
   19.5000    1.3424    0.7623    0.9233   -0.7046   -0.7415    0.0617    0.7366    0.0509    0.0623
   20.0000    1.3539    0.7623    0.9233   -0.7045   -0.7402    0.0630    0.7366    0.0509    0.0623
   20.5000    1.3654    0.7623    0.9233   -0.7045   -0.7388    0.0644    0.7366    0.0509    0.0623
   21.0000    1.3770    0.7623    0.9233   -0.7045   -0.7374    0.0658    0.7366    0.0509    0.0623
   21.5000    1.3885    0.7623    0.9233   -0.7045   -0.7361    0.0671    0.7366    0.0509    0.0623
   22.0000    1.4000    0.7623    0.9233   -0.7045   -0.7347    0.0685    0.7366    0.0509    0.0623
   22.5000    1.4115    0.7623    0.9233   -0.7045   -0.7333    0.0699    0.7366    0.0509    0.0623
   23.0000    1.4230    0.7623    0.9233   -0.7045   -0.7319    0.0713    0.7366    0.0509    0.0623
   23.5000    1.4345    0.7623    0.9233   -0.7045   -0.7306    0.0726    0.7366    0.0509    0.0623
   24.0000    1.4460    0.7623    0.9233   -0.7045   -0.7292    0.0740    0.7366    0.0509    0.0623
   24.5000    1.4575    0.7623    0.9233   -0.7045   -0.7278    0.0754    0.7366    0.0509    0.0623
   25.0000    1.4690    0.7623    0.9233   -0.7045   -0.7265    0.0767    0.7366    0.0509    0.0623
   25.5000    1.4805    0.7623    0.9233   -0.7045   -0.7251    0.0781    0.7366    0.0509    0.0623
   26.0000    1.4920    0.7623    0.9233   -0.7045   -0.7237    0.0795    0.7366    0.0509    0.0623
   26.5000    1.5035    0.7623    0.9233   -0.7045   -0.7223    0.0809    0.7366    0.0509    0.0623
   27.0000    1.5150    0.7623    0.9233   -0.7045   -0.7210    0.0822    0.7366    0.0509    0.0623
   27.5000    1.5265    0.7623    0.9233   -0.7045   -0.7196    0.0836    0.7366    0.0509    0.0623
   28.0000    1.5380    0.7623    0.9233   -0.7045   -0.7182    0.0850    0.7366    0.0509    0.0623
   28.5000    1.5495    0.7623    0.9233   -0.7045   -0.7169    0.0863    0.7366    0.0509    0.0623
   29.0000    1.5610    0.7623    0.9233   -0.7045   -0.7155    0.0877    0.7366    0.0509    0.0623
   29.5000    1.5725    0.7623    0.9233   -0.7045   -0.7141    0.0891    0.7366    0.0509    0.0623
   30.0000    1.5840    0.7623    0.9233   -0.7045   -0.7127    0.0905    0.7366    0.0509    0.0623
   30.5000    1.5956    0.7623    0.9233   -0.7045   -0.7114    0.0918    0.7366    0.0509    0.0623
   31.0000    1.6071    0.7623    0.9233   -0.7045   -0.7100    0.0932    0.7366    0.0509    0.0623
   31.5000    1.6186    0.7623    0.9233   -0.7045   -0.7086    0.0946    0.7366    0.0509    0.0623
   32.0000    1.6301    0.7623    0.9233   -0.7045   -0.7073    0.0959    0.7366    0.0509    0.0623
   32.5000    1.6416    0.7623    0.9233   -0.7045   -0.7059    0.0973    0.7366    0.0509    0.0623
   33.0000    1.6531    0.7623    0.9233   -0.7045   -0.7045    0.0987    0.7366    0.0509    0.0623
   33.5000    1.6646    0.7623    0.9233   -0.7045   -0.7031    0.1001    0.7366    0.0509    0.0623
   34.0000    1.6761    0.7623    0.9233   -0.7045   -0.7018    0.1014    0.7366    0.0509    0.0623
   34.5000    1.6876    0.7623    0.9233   -0.7045   -0.7004    0.1028    0.7366    0.0509    0.0623
   35.0000    1.6991    0.7623    0.9233   -0.7045   -0.6990    0.1042    0.7366    0.0509    0.0623
   35.5000    1.7106    0.7623    0.9233   -0.7045   -0.6977    0.1055    0.7366    0.0509    0.0623
   36.0000    1.7221    0.7623    0.9233   -0.7045   -0.6963    0.1069    0.7366    0.0509    0.0623
   36.5000    1.7336    0.7623    0.9233   -0.7045   -0.6949    0.1083    0.7366    0.0509    0.0623
   37.0000    1.7451    0.7623    0.9233   -0.7045   -0.6935    0.1097    0.7366    0.0509    0.0623
   37.5000    1.7566    0.7623    0.9233   -0.7045   -0.6922    0.1110    0.7366    0.0509    0.0623
   38.0000    1.7681    0.7623    0.9233   -0.7045   -0.6908    0.1124    0.7366    0.0509    0.0623
   38.5000    1.7796    0.7623    0.9233   -0.7045   -0.6894    0.1138    0.7366    0.0509    0.0623
   39.0000    1.7911    0.7623    0.9233   -0.7045   -0.6881    0.1151    0.7366    0.0509    0.0623
   39.5000    1.8026    0.7623    0.9233   -0.7045   -0.6867    0.1165    0.7366    0.0509    0.0623
   40.0000    1.8142    0.7623    0.9233   -0.7045   -0.6853    0.1179    0.7366    0.0509    0.0623
   40.5000    1.8257    0.7623    0.9233   -0.7045   -0.6839    0.1193    0.7366    0.0509    0.0623
   41.0000    1.8372    0.7623    0.9233   -0.7045   -0.6826    0.1206    0.7366    0.0509    0.0623
   41.5000    1.8487    0.7623    0.9233   -0.7045   -0.6812    0.1220    0.7366    0.0509    0.0623
   42.0000    1.8602    0.7623    0.9233   -0.7045   -0.6798    0.1234    0.7366    0.0509    0.0623
   42.5000    1.8717    0.7623    0.9233   -0.7045   -0.6785    0.1247    0.7366    0.0509    0.0623
   43.0000    1.8832    0.7623    0.9233   -0.7045   -0.6771    0.1261    0.7366    0.0509    0.0623
   43.5000    1.8947    0.7623    0.9233   -0.7045   -0.6757    0.1275    0.7366    0.0509    0.0623
   44.0000    1.9062    0.7623    0.9233   -0.7045   -0.6743    0.1289    0.7366    0.0509    0.0623
   44.5000    1.9177    0.7623    0.9233   -0.7045   -0.6730    0.1302    0.7366    0.0509    0.0623
   45.0000    1.9292    0.7623    0.9233   -0.7045   -0.6716    0.1316    0.7366    0.0509    0.0623
   45.5000    1.9407    0.7623    0.9233   -0.7045   -0.6702    0.1330    0.7366    0.0509    0.0623
   46.0000    1.9522    0.7623    0.9233   -0.7045   -0.6689    0.1343    0.7366    0.0509    0.0623
   46.5000    1.9637    0.7623    0.9233   -0.7045   -0.6675    0.1357    0.7366    0.0509    0.0623
   47.0000    1.9752    0.7623    0.9233   -0.7045   -0.6661    0.1371    0.7366    0.0509    0.0623
   47.5000    1.9867    0.7623    0.9233   -0.7045   -0.6647    0.1385    0.7366    0.0509    0.0623
   48.0000    1.9982    0.7623    0.9233   -0.7045   -0.6634    0.1398    0.7366    0.0509    0.0623
   48.5000    2.0097    0.7623    0.9233   -0.7045   -0.6620    0.1412    0.7366    0.0509    0.0623
   49.0000    2.0213    0.7623    0.9233   -0.7045   -0.6606    0.1426    0.7366    0.0509    0.0623
   49.5000    2.0328    0.7623    0.9233   -0.7045   -0.6593    0.1439    0.7366    0.0509    0.0623
   50.0000    2.0443    0.7623    0.9233   -0.7045   -0.6579    0.1453    0.7366    0.0509    0.0623
   50.5000    2.0558    0.7623    0.9233   -0.7045   -0.6565    0.1467    0.7366    0.0509    0.0623
   51.0000    2.0673    0.7623    0.9233   -0.7045   -0.6551    0.1480    0.7366    0.0509    0.0623
   51.5000    2.0788    0.7623    0.9233   -0.7045   -0.6538    0.1494    0.7366    0.0509    0.0623
   52.0000    2.0903    0.7623    0.9233   -0.7045   -0.6524    0.1508    0.7366    0.0509    0.0623
   52.5000    2.1018    0.7623    0.9233   -0.7045   -0.6510    0.1522    0.7366    0.0509    0.0623
   53.0000    2.1133    0.7623    0.9233   -0.7045   -0.6497    0.1535    0.7366    0.0509    0.0623
   53.5000    2.1248    0.7623    0.9233   -0.7045   -0.6483    0.1549    0.7366    0.0509    0.0623
   54.0000    2.1363    0.7623    0.9233   -0.7045   -0.6469    0.1563    0.7366    0.0509    0.0623
   54.5000    2.1478    0.7623    0.9233   -0.7045   -0.6455    0.1576    0.7366    0.0509    0.0623
   55.0000    2.1593    0.7623    0.9233   -0.7045   -0.6442    0.1590    0.7366    0.0509    0.0623
   55.5000    2.1708    0.7623    0.9233   -0.7045   -0.6428    0.1604    0.7366    0.0509    0.0623
   56.0000    2.1823    0.7623    0.9233   -0.7045   -0.6414    0.1618    0.7366    0.0509    0.0623
   56.5000    2.1938    0.7623    0.9233   -0.7045   -0.6401    0.1631    0.7366    0.0509    0.0623
   57.0000    2.2053    0.7623    0.9233   -0.7045   -0.6387    0.1645    0.7366    0.0509    0.0623
   57.5000    2.2168    0.7623    0.9233   -0.7045   -0.6373    0.1659    0.7366    0.0509    0.0623
   58.0000    2.2283    0.7623    0.9233   -0.7045   -0.6359    0.1672    0.7366    0.0509    0.0623
   58.5000    2.2399    0.7623    0.9233   -0.7045   -0.6346    0.1686    0.7366    0.0509    0.0623
   59.0000    2.2514    0.7623    0.9233   -0.7045   -0.6332    0.1700    0.7366    0.0509    0.0623
   59.5000    2.2629    0.7623    0.9233   -0.7045   -0.6318    0.1714    0.7366    0.0509    0.0623
   60.0000    2.2744    0.7623    0.9233   -0.7045   -0.6305    0.1727    0.7366    0.0509    0.0623
   60.5000    2.2859    0.7623    0.9233   -0.7045   -0.6291    0.1741    0.7366    0.0509    0.0623
   61.0000    2.2974    0.7623    0.9233   -0.7045   -0.6277    0.1755    0.7366    0.0509    0.0623
   61.5000    2.3089    0.7623    0.9233   -0.7045   -0.6264    0.1768    0.7366    0.0509    0.0623
   62.0000    2.3204    0.7623    0.9233   -0.7045   -0.6250    0.1782    0.7366    0.0509    0.0623
   62.5000    2.3319    0.7623    0.9233   -0.7045   -0.6236    0.1796    0.7366    0.0509    0.0623
   63.0000    2.3434    0.7623    0.9233   -0.7045   -0.6222    0.1810    0.7366    0.0509    0.0623
   63.5000    2.3549    0.7623    0.9233   -0.7045   -0.6209    0.1823    0.7366    0.0509    0.0623
   64.0000    2.3664    0.7623    0.9233   -0.7045   -0.6195    0.1837    0.7366    0.0509    0.0623
   64.5000    2.3779    0.7623    0.9233   -0.7045   -0.6181    0.1851    0.7366    0.0509    0.0623
   65.0000    2.3894    0.7623    0.9233   -0.7045   -0.6168    0.1864    0.7366    0.0509    0.0623
   65.5000    2.4009    0.7623    0.9233   -0.7045   -0.6154    0.1878    0.7366    0.0509    0.0623
   66.0000    2.4124    0.7623    0.9233   -0.7045   -0.6140    0.1892    0.7366    0.0509    0.0623
   66.5000    2.4239    0.7623    0.9233   -0.7045   -0.6126    0.1906    0.7366    0.0509    0.0623
   67.0000    2.4354    0.7623    0.9233   -0.7045   -0.6113    0.1919    0.7366    0.0509    0.0623
   67.5000    2.4469    0.7623    0.9233   -0.7045   -0.6099    0.1933    0.7366    0.0509    0.0623
   68.0000    2.4585    0.7623    0.9233   -0.7045   -0.6085    0.1947    0.7366    0.0509    0.0623
   68.5000    2.4700    0.7623    0.9233   -0.7045   -0.6072    0.1960    0.7366    0.0509    0.0623
   69.0000    2.4815    0.7623    0.9233   -0.7045   -0.6058    0.1974    0.7366    0.0509    0.0623
   69.5000    2.4930    0.7623    0.9233   -0.7045   -0.6044    0.1988    0.7366    0.0509    0.0623
   70.0000    2.5045    0.7623    0.9233   -0.7045   -0.6030    0.2002    0.7366    0.0509    0.0623
   70.5000    2.5160    0.7623    0.9233   -0.7045   -0.6017    0.2015    0.7366    0.0509    0.0623
   71.0000    2.5275    0.7623    0.9233   -0.7045   -0.6003    0.2029    0.7366    0.0509    0.0623
   71.5000    2.5390    0.7623    0.9233   -0.7045   -0.5989    0.2043    0.7366    0.0509    0.0623
   72.0000    2.5505    0.7623    0.9233   -0.7045   -0.5976    0.2056    0.7366    0.0509    0.0623
   72.5000    2.5620    0.7623    0.9233   -0.7045   -0.5962    0.2070    0.7366    0.0509    0.0623
   73.0000    2.5735    0.7623    0.9233   -0.7045   -0.5948    0.2084    0.7366    0.0509    0.0623
   73.5000    2.5850    0.7623    0.9233   -0.7045   -0.5934    0.2098    0.7366    0.0509    0.0623
   74.0000    2.5965    0.7623    0.9233   -0.7045   -0.5921    0.2111    0.7366    0.0509    0.0623
   74.5000    2.6080    0.7623    0.9233   -0.7045   -0.5907    0.2125    0.7366    0.0509    0.0623
   75.0000    2.6195    0.7623    0.9233   -0.7045   -0.5893    0.2139    0.7366    0.0509    0.0623
   75.5000    2.6310    0.7623    0.9233   -0.7045   -0.5880    0.2152    0.7366    0.0509    0.0623
   76.0000    2.6425    0.7623    0.9233   -0.7045   -0.5866    0.2166    0.7366    0.0509    0.0623
   76.5000    2.6540    0.7623    0.9233   -0.7045   -0.5852    0.2180    0.7366    0.0509    0.0623
   77.0000    2.6656    0.7623    0.9233   -0.7045   -0.5838    0.2194    0.7366    0.0509    0.0623
   77.5000    2.6771    0.7623    0.9233   -0.7045   -0.5825    0.2207    0.7366    0.0509    0.0623
   78.0000    2.6886    0.7623    0.9233   -0.7045   -0.5811    0.2221    0.7366    0.0509    0.0623
   78.5000    2.7001    0.7623    0.9233   -0.7045   -0.5797    0.2235    0.7366    0.0509    0.0623
   79.0000    2.7116    0.7623    0.9233   -0.7045   -0.5784    0.2248    0.7366    0.0509    0.0623
   79.5000    2.7231    0.7623    0.9233   -0.7045   -0.5770    0.2262    0.7366    0.0509    0.0623
   80.0000    2.7346    0.7623    0.9233   -0.7045   -0.5756    0.2276    0.7366    0.0509    0.0623
   80.5000    2.7461    0.7623    0.9233   -0.7045   -0.5742    0.2290    0.7366    0.0509    0.0623
   81.0000    2.7576    0.7623    0.9233   -0.7045   -0.5729    0.2303    0.7366    0.0509    0.0623
   81.5000    2.7691    0.7623    0.9233   -0.7045   -0.5715    0.2317    0.7366    0.0509    0.0623
   82.0000    2.7806    0.7623    0.9233   -0.7045   -0.5701    0.2331    0.7366    0.0509    0.0623
   82.5000    2.7921    0.7623    0.9233   -0.7045   -0.5688    0.2344    0.7366    0.0509    0.0623
   83.0000    2.8036    0.7623    0.9233   -0.7045   -0.5674    0.2358    0.7366    0.0509    0.0623
   83.5000    2.8151    0.7623    0.9233   -0.7045   -0.5660    0.2372    0.7366    0.0509    0.0623
   84.0000    2.8266    0.7623    0.9233   -0.7045   -0.5646    0.2386    0.7366    0.0509    0.0623
   84.5000    2.8381    0.7623    0.9233   -0.7045   -0.5633    0.2399    0.7366    0.0509    0.0623
   85.0000    2.8496    0.7623    0.9233   -0.7045   -0.5619    0.2413    0.7366    0.0509    0.0623
   85.5000    2.8611    0.7623    0.9233   -0.7045   -0.5605    0.2427    0.7366    0.0509    0.0623
   86.0000    2.8726    0.7623    0.9233   -0.7045   -0.5592    0.2440    0.7366    0.0509    0.0623
   86.5000    2.8842    0.7623    0.9233   -0.7045   -0.5578    0.2454    0.7366    0.0509    0.0623
   87.0000    2.8957    0.7623    0.9233   -0.7045   -0.5564    0.2468    0.7366    0.0509    0.0623
   87.5000    2.9072    0.7623    0.9233   -0.7045   -0.5550    0.2482    0.7366    0.0509    0.0623
   88.0000    2.9187    0.7623    0.9233   -0.7045   -0.5537    0.2495    0.7366    0.0509    0.0623
   88.5000    2.9302    0.7623    0.9233   -0.7045   -0.5523    0.2509    0.7366    0.0509    0.0623
   89.0000    2.9417    0.7623    0.9233   -0.7045   -0.5509    0.2523    0.7366    0.0509    0.0623
   89.5000    2.9532    0.7623    0.9233   -0.7045   -0.5496    0.2536    0.7366    0.0509    0.0623
   90.0000    2.9647    0.7623    0.9233   -0.7045   -0.5482    0.2550    0.7366    0.0509    0.0623
   90.5000    2.9762    0.7623    0.9233   -0.7045   -0.5468    0.2564    0.7366    0.0509    0.0623
   91.0000    2.9877    0.7623    0.9233   -0.7045   -0.5454    0.2578    0.7366    0.0509    0.0623
   91.5000    2.9992    0.7623    0.9233   -0.7045   -0.5441    0.2591    0.7366    0.0509    0.0623
   92.0000    3.0107    0.7623    0.9233   -0.7045   -0.5427    0.2605    0.7366    0.0509    0.0623
   92.5000    3.0222    0.7623    0.9233   -0.7045   -0.5413    0.2619    0.7366    0.0509    0.0623
   93.0000    3.0337    0.7623    0.9233   -0.7045   -0.5400    0.2632    0.7366    0.0509    0.0623
   93.5000    3.0452    0.7623    0.9233   -0.7045   -0.5386    0.2646    0.7366    0.0509    0.0623
   94.0000    3.0567    0.7623    0.9233   -0.7045   -0.5372    0.2660    0.7366    0.0509    0.0623
   94.5000    3.0682    0.7623    0.9233   -0.7045   -0.5358    0.2674    0.7366    0.0509    0.0623
   95.0000    3.0797    0.7623    0.9233   -0.7045   -0.5345    0.2687    0.7366    0.0509    0.0623
   95.5000    3.0912    0.7623    0.9233   -0.7045   -0.5331    0.2701    0.7366    0.0509    0.0623
   96.0000    3.1028    0.7623    0.9233   -0.7045   -0.5317    0.2715    0.7366    0.0509    0.0623
   96.5000    3.1143    0.7623    0.9233   -0.7045   -0.5304    0.2728    0.7366    0.0509    0.0623
   97.0000    3.1258    0.7623    0.9233   -0.7045   -0.5290    0.2742    0.7366    0.0509    0.0623
   97.5000    3.1373    0.7623    0.9233   -0.7045   -0.5276    0.2756    0.7366    0.0509    0.0623
   98.0000    3.1488    0.7623    0.9233   -0.7045   -0.5262    0.2770    0.7366    0.0509    0.0623
   98.5000    3.1603    0.7623    0.9233   -0.7045   -0.5249    0.2783    0.7366    0.0509    0.0623
   99.0000    3.1718    0.7623    0.9233   -0.7045   -0.5235    0.2797    0.7366    0.0509    0.0623
   99.5000    3.1833    0.7623    0.9233   -0.7045   -0.5221    0.2811    0.7366    0.0509    0.0623
  100.0000    1.0000    0.7623    0.9233   -0.7045   -0.8098    0.0000    0.7366    0.0509    0.0623
