         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0107    0.6887    0.9084   -0.8098   -0.8085    0.0013    0.6569    0.0611    0.0942
    1.0000    1.0212    0.6961    0.9102   -0.8098   -0.8072    0.0026    0.6648    0.0599    0.0919
    1.5000    1.0317    0.7045    0.9122   -0.8098   -0.8059    0.0039    0.6739    0.0585    0.0893
    2.0000    1.0424    0.7143    0.9146   -0.8098   -0.8046    0.0052    0.6844    0.0568    0.0862
    2.5000    1.0533    0.7254    0.9173   -0.8098   -0.8033    0.0065    0.6964    0.0549    0.0827
    3.0000    1.0646    0.7370    0.9203   -0.8098   -0.8020    0.0078    0.7090    0.0529    0.0791
    3.5000    1.0762    0.7482    0.9231   -0.8098   -0.8007    0.0091    0.7212    0.0510    0.0755
    4.0000    1.0880    0.7581    0.9257   -0.8098   -0.7994    0.0104    0.7319    0.0492    0.0724
    4.5000    1.0999    0.7659    0.9277   -0.8098   -0.7981    0.0118    0.7404    0.0478    0.0700
    5.0000    1.1120    0.7715    0.9292   -0.8098   -0.7968    0.0131    0.7465    0.0468    0.0682
    5.5000    1.1241    0.7751    0.9301   -0.8098   -0.7955    0.0144    0.7505    0.0461    0.0671
    6.0000    1.1362    0.7773    0.9307   -0.8098   -0.7942    0.0157    0.7529    0.0457    0.0664
    6.5000    1.1484    0.7785    0.9310   -0.8098   -0.7929    0.0170    0.7541    0.0455    0.0660
    7.0000    1.1606    0.7791    0.9312   -0.8098   -0.7916    0.0183    0.7548    0.0454    0.0658
    7.5000    1.1727    0.7794    0.9313   -0.8098   -0.7903    0.0196    0.7551    0.0453    0.0657
    8.0000    1.1849    0.7795    0.9313   -0.8098   -0.7889    0.0209    0.7552    0.0453    0.0657
    8.5000    1.1971    0.7795    0.9313   -0.8098   -0.7876    0.0222    0.7553    0.0453    0.0657
    9.0000    1.2093    0.7796    0.9313   -0.8098   -0.7863    0.0235    0.7553    0.0453    0.0657
    9.5000    1.2215    0.7796    0.9313   -0.8098   -0.7850    0.0248    0.7553    0.0453    0.0657
   10.0000    1.2336    0.7796    0.9313   -0.8098   -0.7837    0.0261    0.7553    0.0453    0.0657
   10.5000    1.2458    0.7796    0.9313   -0.8098   -0.7824    0.0274    0.7554    0.0453    0.0657
   11.0000    1.2580    0.7796    0.9313   -0.8098   -0.7811    0.0287    0.7554    0.0453    0.0657
   11.5000    1.2702    0.7796    0.9313   -0.8098   -0.7798    0.0300    0.7554    0.0453    0.0657
   12.0000    1.2824    0.7796    0.9313   -0.8098   -0.7785    0.0313    0.7554    0.0453    0.0657
   12.5000    1.2945    0.7796    0.9313   -0.8098   -0.7772    0.0327    0.7554    0.0453    0.0657
   13.0000    1.3067    0.7796    0.9313   -0.8098   -0.7759    0.0340    0.7554    0.0453    0.0657
   13.5000    1.3189    0.7796    0.9313   -0.8098   -0.7746    0.0353    0.7554    0.0453    0.0657
   14.0000    1.3311    0.7796    0.9313   -0.8098   -0.7733    0.0366    0.7554    0.0453    0.0657
   14.5000    1.3433    0.7796    0.9313   -0.8098   -0.7720    0.0379    0.7554    0.0453    0.0657
   15.0000    1.3554    0.7796    0.9313   -0.8098   -0.7707    0.0392    0.7554    0.0453    0.0657
   15.5000    1.3676    0.7796    0.9313   -0.8098   -0.7694    0.0405    0.7554    0.0453    0.0657
   16.0000    1.3798    0.7796    0.9313   -0.8098   -0.7680    0.0418    0.7554    0.0453    0.0657
   16.5000    1.3920    0.7796    0.9313   -0.8098   -0.7667    0.0431    0.7554    0.0453    0.0657
   17.0000    1.4042    0.7796    0.9313   -0.8098   -0.7654    0.0444    0.7554    0.0453    0.0657
   17.5000    1.4163    0.7796    0.9313   -0.8098   -0.7641    0.0457    0.7554    0.0453    0.0657
   18.0000    1.4285    0.7796    0.9313   -0.8098   -0.7628    0.0470    0.7554    0.0453    0.0657
   18.5000    1.4407    0.7796    0.9313   -0.8098   -0.7615    0.0483    0.7554    0.0453    0.0657
   19.0000    1.4529    0.7796    0.9313   -0.8098   -0.7602    0.0496    0.7554    0.0453    0.0657
   19.5000    1.4651    0.7796    0.9313   -0.8098   -0.7589    0.0509    0.7554    0.0453    0.0657
   20.0000    1.4772    0.7796    0.9313   -0.8098   -0.7576    0.0522    0.7554    0.0453    0.0657
   20.5000    1.4894    0.7796    0.9313   -0.8098   -0.7563    0.0536    0.7554    0.0453    0.0657
   21.0000    1.5016    0.7796    0.9313   -0.8098   -0.7550    0.0549    0.7554    0.0453    0.0657
   21.5000    1.5138    0.7796    0.9313   -0.8098   -0.7537    0.0562    0.7554    0.0453    0.0657
   22.0000    1.5260    0.7796    0.9313   -0.8098   -0.7524    0.0575    0.7554    0.0453    0.0657
   22.5000    1.5381    0.7796    0.9313   -0.8098   -0.7511    0.0588    0.7554    0.0453    0.0657
   23.0000    1.5503    0.7796    0.9313   -0.8098   -0.7498    0.0601    0.7554    0.0453    0.0657
   23.5000    1.5625    0.7796    0.9313   -0.8098   -0.7485    0.0614    0.7554    0.0453    0.0657
   24.0000    1.5747    0.7796    0.9313   -0.8098   -0.7472    0.0627    0.7554    0.0453    0.0657
   24.5000    1.5869    0.7796    0.9313   -0.8098   -0.7458    0.0640    0.7554    0.0453    0.0657
   25.0000    1.5990    0.7796    0.9313   -0.8098   -0.7445    0.0653    0.7554    0.0453    0.0657
   25.5000    1.6112    0.7796    0.9313   -0.8098   -0.7432    0.0666    0.7554    0.0453    0.0657
   26.0000    1.6234    0.7796    0.9313   -0.8098   -0.7419    0.0679    0.7554    0.0453    0.0657
   26.5000    1.6356    0.7796    0.9313   -0.8098   -0.7406    0.0692    0.7554    0.0453    0.0657
   27.0000    1.6478    0.7796    0.9313   -0.8098   -0.7393    0.0705    0.7554    0.0453    0.0657
   27.5000    1.6599    0.7796    0.9313   -0.8098   -0.7380    0.0718    0.7554    0.0453    0.0657
   28.0000    1.6721    0.7796    0.9313   -0.8098   -0.7367    0.0731    0.7554    0.0453    0.0657
