         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0526    0.0362    0.0258    1.4041    0.1681    0.3336
    1.0000    0.0530    0.0357    0.0253    1.4072    0.1672    0.3312
    1.5000    0.0537    0.0350    0.0248    1.4109    0.1664    0.3288
    2.0000    0.0547    0.0342    0.0242    1.4153    0.1657    0.3264
    2.5000    0.0561    0.0332    0.0234    1.4202    0.1651    0.3240
    3.0000    0.0578    0.0321    0.0225    1.4255    0.1646    0.3219
    3.5000    0.0595    0.0310    0.0216    1.4305    0.1643    0.3201
    4.0000    0.0610    0.0300    0.0209    1.4349    0.1640    0.3186
    4.5000    0.0621    0.0292    0.0203    1.4383    0.1639    0.3176
    5.0000    0.0630    0.0287    0.0199    1.4406    0.1638    0.3169
    5.5000    0.0635    0.0284    0.0197    1.4421    0.1638    0.3165
    6.0000    0.0638    0.0282    0.0195    1.4430    0.1638    0.3163
    6.5000    0.0640    0.0281    0.0194    1.4435    0.1638    0.3162
    7.0000    0.0641    0.0280    0.0194    1.4437    0.1638    0.3162
    7.5000    0.0641    0.0280    0.0194    1.4438    0.1638    0.3161
    8.0000    0.0641    0.0280    0.0194    1.4438    0.1637    0.3161
    8.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
    9.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
    9.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   10.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   10.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   11.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   11.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   12.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   12.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   13.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   13.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   14.0000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
   14.5000    0.0641    0.0280    0.0194    1.4439    0.1637    0.3161
