         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0105    0.6887    0.9084   -0.8098   -0.8085    0.0013    0.6569    0.0611    0.0942
    1.0000    1.0210    0.6961    0.9102   -0.8098   -0.8072    0.0026    0.6649    0.0599    0.0919
    1.5000    1.0314    0.7046    0.9122   -0.8098   -0.8059    0.0039    0.6741    0.0585    0.0892
    2.0000    1.0421    0.7146    0.9147   -0.8098   -0.8046    0.0052    0.6848    0.0568    0.0861
    2.5000    1.0531    0.7258    0.9175   -0.8098   -0.8033    0.0065    0.6969    0.0549    0.0826
    3.0000    1.0645    0.7375    0.9204   -0.8098   -0.8020    0.0078    0.7095    0.0529    0.0789
    3.5000    1.0761    0.7484    0.9232   -0.8098   -0.8007    0.0091    0.7214    0.0509    0.0755
    4.0000    1.0879    0.7577    0.9256   -0.8098   -0.7994    0.0104    0.7315    0.0493    0.0726
    4.5000    1.0999    0.7648    0.9274   -0.8098   -0.7981    0.0118    0.7393    0.0480    0.0703
    5.0000    1.1120    0.7698    0.9287   -0.8098   -0.7968    0.0131    0.7447    0.0471    0.0687
    5.5000    1.1241    0.7729    0.9296   -0.8098   -0.7955    0.0144    0.7481    0.0465    0.0678
    6.0000    1.1363    0.7747    0.9300   -0.8098   -0.7942    0.0157    0.7500    0.0462    0.0672
    6.5000    1.1484    0.7756    0.9303   -0.8098   -0.7929    0.0170    0.7510    0.0460    0.0669
    7.0000    1.1606    0.7761    0.9304   -0.8098   -0.7916    0.0183    0.7515    0.0459    0.0668
    7.5000    1.1728    0.7763    0.9305   -0.8098   -0.7903    0.0196    0.7518    0.0459    0.0667
    8.0000    1.1850    0.7764    0.9305   -0.8098   -0.7889    0.0209    0.7519    0.0459    0.0667
    8.5000    1.1972    0.7764    0.9305   -0.8098   -0.7876    0.0222    0.7519    0.0459    0.0666
    9.0000    1.2094    0.7764    0.9305   -0.8098   -0.7863    0.0235    0.7519    0.0459    0.0666
    9.5000    1.2216    0.7765    0.9305   -0.8098   -0.7850    0.0248    0.7519    0.0459    0.0666
   10.0000    1.2337    0.7765    0.9305   -0.8098   -0.7837    0.0261    0.7519    0.0459    0.0666
   10.5000    1.2459    0.7765    0.9305   -0.8098   -0.7824    0.0274    0.7519    0.0459    0.0666
   11.0000    1.2581    0.7765    0.9305   -0.8098   -0.7811    0.0287    0.7519    0.0459    0.0666
   11.5000    1.2703    0.7765    0.9305   -0.8098   -0.7798    0.0300    0.7519    0.0459    0.0666
   12.0000    1.2825    0.7765    0.9305   -0.8098   -0.7785    0.0313    0.7519    0.0459    0.0666
   12.5000    1.2947    0.7765    0.9305   -0.8098   -0.7772    0.0327    0.7519    0.0459    0.0666
   13.0000    1.3069    0.7765    0.9305   -0.8098   -0.7759    0.0340    0.7519    0.0459    0.0666
   13.5000    1.3190    0.7765    0.9305   -0.8098   -0.7746    0.0353    0.7519    0.0459    0.0666
   14.0000    1.3312    0.7765    0.9305   -0.8098   -0.7733    0.0366    0.7519    0.0459    0.0666
   14.5000    1.3434    0.7765    0.9305   -0.8098   -0.7720    0.0379    0.7519    0.0459    0.0666
   15.0000    1.3556    0.7765    0.9305   -0.8098   -0.7707    0.0392    0.7519    0.0459    0.0666
   15.5000    1.3678    0.7765    0.9305   -0.8098   -0.7694    0.0405    0.7519    0.0459    0.0666
   16.0000    1.3800    0.7765    0.9305   -0.8098   -0.7680    0.0418    0.7519    0.0459    0.0666
   16.5000    1.3922    0.7765    0.9305   -0.8098   -0.7667    0.0431    0.7519    0.0459    0.0666
   17.0000    1.4043    0.7765    0.9305   -0.8098   -0.7654    0.0444    0.7519    0.0459    0.0666
   17.5000    1.4165    0.7765    0.9305   -0.8098   -0.7641    0.0457    0.7519    0.0459    0.0666
