         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.4892    4.2280    5.5133    0.2612    0.2612
    2.0000    4.5120    4.2507    5.5127    0.2612    0.2612
    3.0000    4.5341    4.2729    5.5122    0.2612    0.2612
    4.0000    4.5579    4.2967    5.5093    0.2612    0.2612
    5.0000    4.5866    4.3253    5.5101    0.2612    0.2612
    6.0000    4.6282    4.3669    5.5071    0.2612    0.2612
    7.0000    4.6846    4.4233    5.5035    0.2612    0.2612
    8.0000    4.7591    4.4979    5.4998    0.2612    0.2612
    9.0000    4.8547    4.5935    5.4910    0.2612    0.2612
   10.0000    4.9699    4.7086    5.4791    0.2612    0.2612
   11.0000    5.0955    4.8343    5.4475    0.2612    0.2612
   12.0000    5.2260    4.9647    5.4349    0.2612    0.2612
   13.0000    5.3517    5.0904    5.3611    0.2612    0.2612
   14.0000    5.4636    5.2024    5.2877    0.2612    0.2612
   15.0000    5.5558    5.2946    5.1766    0.2612    0.2612
   16.0000    5.6281    5.3668    5.1312    0.2612    0.2612
   17.0000    5.6820    5.4208    5.2031    0.2612    0.2612
   18.0000    5.7188    5.4575    5.2525    0.2612    0.2612
   19.0000    5.7429    5.4816    5.2982    0.2612    0.2612
   20.0000    5.7582    5.4970    5.3658    0.2612    0.2612
   21.0000    5.7675    5.5063    5.4176    0.2612    0.2612
   22.0000    5.7728    5.5115    5.4525    0.2612    0.2612
   23.0000    5.7757    5.5145    5.4747    0.2612    0.2612
   24.0000    5.7774    5.5161    5.4908    0.2612    0.2612
   25.0000    5.7780    5.5168    5.4960    0.2612    0.2612
   26.0000    5.7784    5.5172    5.5006    0.2612    0.2612
   27.0000    5.7787    5.5174    5.5044    0.2612    0.2612
   28.0000    5.7787    5.5175    5.5011    0.2612    0.2612
   29.0000    5.7787    5.5175    5.4993    0.2612    0.2612
   30.0000    5.7788    5.5176    5.5081    0.2612    0.2612
   31.0000    5.7788    5.5175    5.5042    0.2612    0.2612
   32.0000    5.7788    5.5176    5.5073    0.2612    0.2612
   33.0000    5.7788    5.5176    5.5048    0.2612    0.2612
   34.0000    5.7786    5.5174    5.5023    0.2612    0.2612
   35.0000    5.7787    5.5175    5.5001    0.2612    0.2612
   36.0000    5.7788    5.5176    5.5075    0.2612    0.2612
   37.0000    5.7787    5.5175    5.5033    0.2612    0.2612
   38.0000    5.7788    5.5176    5.5066    0.2612    0.2612
   39.0000    5.7788    5.5175    5.5019    0.2612    0.2612
   40.0000    5.7788    5.5175    5.5043    0.2612    0.2612
   41.0000    5.7788    5.5176    5.5091    0.2612    0.2612
   42.0000    5.7788    5.5176    5.5048    0.2612    0.2612
   43.0000    5.7788    5.5175    5.5051    0.2612    0.2612
   44.0000    5.7788    5.5175    5.5028    0.2612    0.2612
   45.0000    5.7788    5.5175    5.5041    0.2612    0.2612
   46.0000    5.7788    5.5175    5.5015    0.2612    0.2612
   47.0000    5.7788    5.5175    5.5037    0.2612    0.2612
   48.0000    5.7788    5.5175    5.5026    0.2612    0.2612
   49.0000    5.7788    5.5175    5.5030    0.2612    0.2612
   50.0000    5.7787    5.5175    5.5043    0.2612    0.2612
   51.0000    5.7787    5.5175    5.5052    0.2612    0.2612
   52.0000    5.7788    5.5175    5.5043    0.2612    0.2612
   53.0000    5.7788    5.5176    5.5062    0.2612    0.2612
   54.0000    5.7788    5.5176    5.5052    0.2612    0.2612
   55.0000    5.7788    5.5175    5.5028    0.2612    0.2612
   56.0000    5.7788    5.5175    5.5003    0.2612    0.2612
   57.0000    5.7788    5.5175    5.5015    0.2612    0.2612
   58.0000    5.7787    5.5175    5.5053    0.2612    0.2612
   59.0000    5.7787    5.5175    5.5052    0.2612    0.2612
   60.0000    5.7787    5.5175    5.5006    0.2612    0.2612
   61.0000    5.7788    5.5176    5.5051    0.2612    0.2612
   62.0000    5.7788    5.5175    5.5058    0.2612    0.2612
   63.0000    5.7788    5.5175    5.5054    0.2612    0.2612
   64.0000    5.7788    5.5175    5.5049    0.2612    0.2612
   65.0000    5.7788    5.5176    5.5085    0.2612    0.2612
   66.0000    5.7788    5.5176    5.5097    0.2612    0.2612
   67.0000    5.7788    5.5176    5.5057    0.2612    0.2612
   68.0000    5.7788    5.5176    5.5051    0.2612    0.2612
   69.0000    5.7788    5.5176    5.5060    0.2612    0.2612
   70.0000    5.7787    5.5174    5.5011    0.2612    0.2612
   71.0000    5.7788    5.5175    5.5041    0.2612    0.2612
   72.0000    5.7788    5.5176    5.5063    0.2612    0.2612
   73.0000    5.7788    5.5176    5.5062    0.2612    0.2612
   74.0000    5.7788    5.5176    5.5059    0.2612    0.2612
   75.0000    5.7788    5.5175    5.5050    0.2612    0.2612
   76.0000    5.7788    5.5175    5.5039    0.2612    0.2612
   77.0000    5.7787    5.5174    5.5029    0.2612    0.2612
   78.0000    5.7788    5.5175    5.5056    0.2612    0.2612
   79.0000    5.7787    5.5175    5.4991    0.2612    0.2612
   80.0000    5.7787    5.5175    5.5038    0.2612    0.2612
   81.0000    5.7788    5.5175    5.5065    0.2612    0.2612
   82.0000    5.7788    5.5176    5.5071    0.2612    0.2612
   83.0000    5.7788    5.5175    5.5048    0.2612    0.2612
   84.0000    5.7788    5.5175    5.5041    0.2612    0.2612
   85.0000    5.7788    5.5176    5.5087    0.2612    0.2612
   86.0000    5.7788    5.5176    5.5038    0.2612    0.2612
   87.0000    5.7788    5.5176    5.5053    0.2612    0.2612
   88.0000    5.7788    5.5176    5.5057    0.2612    0.2612
   89.0000    5.7788    5.5175    5.5020    0.2612    0.2612
   90.0000    5.7787    5.5175    5.5031    0.2612    0.2612
   91.0000    5.7787    5.5175    5.5023    0.2612    0.2612
   92.0000    5.7788    5.5175    5.4989    0.2612    0.2612
   93.0000    5.7788    5.5176    5.5038    0.2612    0.2612
   94.0000    5.7788    5.5175    5.5043    0.2612    0.2612
   95.0000    5.7788    5.5176    5.5082    0.2612    0.2612
   96.0000    5.7788    5.5175    5.5032    0.2612    0.2612
   97.0000    5.7788    5.5176    5.5092    0.2612    0.2612
   98.0000    5.7788    5.5176    5.5084    0.2612    0.2612
   99.0000    5.7788    5.5175    5.5042    0.2612    0.2612
  100.0000    5.7789    5.5177    5.5177    0.2612    0.2612
