         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000   -0.5333    2.9696    0.0019    0.0261
    2.0000   -0.2775    2.6911    0.0019    0.0262
    3.0000   -0.0444    2.4338    0.0019    0.0262
    4.0000    0.1593    2.2011    0.0019    0.0263
    5.0000    0.1561    2.1492    0.0019    0.0265
    6.0000    0.0795    2.1538    0.0019    0.0265
    7.0000    0.1534    2.0318    0.0020    0.0265
    8.0000    0.1569    1.9706    0.0020    0.0265
    9.0000    0.7872    1.3875    0.0020    0.0265
   10.0000    0.1584    1.8961    0.0020    0.0265
   11.0000    0.4168    1.6536    0.0020    0.0265
   12.0000    0.1568    1.8498    0.0020    0.0265
   13.0000    0.1357    1.8475    0.0020    0.0265
   14.0000    0.1512    1.8133    0.0020    0.0264
   15.0000    0.1688    1.7951    0.0021    0.0265
   16.0000    0.1476    1.8323    0.0021    0.0265
   17.0000    0.1521    1.8161    0.0021    0.0265
   18.0000    0.1499    1.8057    0.0021    0.0265
   19.0000    0.1364    1.8018    0.0021    0.0265
   20.0000    0.1399    1.7999    0.0021    0.0265
   21.0000    0.1604    1.8351    0.0021    0.0265
   22.0000    0.1976    1.8628    0.0021    0.0265
   23.0000    0.1426    1.9687    0.0021    0.0265
   24.0000    0.1412    2.0318    0.0021    0.0265
   25.0000    0.1507    2.0353    0.0021    0.0265
   26.0000    0.1562    2.0353    0.0021    0.0265
   27.0000    0.1500    2.0532    0.0021    0.0265
   28.0000    0.1626    2.0534    0.0021    0.0265
   29.0000    0.2222    1.9994    0.0021    0.0265
   30.0000    0.1546    2.0618    0.0021    0.0264
   31.0000    0.1541    2.0609    0.0021    0.0265
   32.0000    0.1601    2.0575    0.0021    0.0265
   33.0000    0.2158    2.0107    0.0021    0.0264
   34.0000    0.1552    2.0636    0.0021    0.0265
   35.0000    0.1644    2.0584    0.0021    0.0265
   36.0000    0.1581    2.0464    0.0021    0.0265
   37.0000    0.1499    2.0711    0.0021    0.0265
   38.0000    0.1508    2.0658    0.0021    0.0265
   39.0000    0.1602    2.0586    0.0021    0.0265
   40.0000    0.1549    2.0625    0.0021    0.0265
   41.0000    0.1554    2.0641    0.0021    0.0265
   42.0000    0.1148    2.0972    0.0021    0.0265
   43.0000    0.2133    2.0156    0.0021    0.0265
   44.0000    0.1861    2.0341    0.0021    0.0265
   45.0000    0.1364    2.0790    0.0021    0.0265
   46.0000    0.1210    2.0949    0.0021    0.0265
   47.0000    0.1476    2.0742    0.0021    0.0265
   48.0000    0.1443    2.0811    0.0021    0.0265
   49.0000    0.1280    2.0990    0.0021    0.0265
   50.0000    0.2092    2.0274    0.0021    0.0265
   51.0000    0.0782    2.1644    0.0021    0.0265
   52.0000    0.0788    2.1554    0.0022    0.0264
   53.0000    0.0968    2.1524    0.0022    0.0265
   54.0000    0.0737    2.1778    0.0023    0.0265
   55.0000    0.0541    2.1818    0.0024    0.0265
   56.0000    0.0648    2.1551    0.0025    0.0265
   57.0000    0.0997    2.1046    0.0025    0.0265
   58.0000    0.1250    2.0559    0.0026    0.0265
   59.0000    0.1111    2.0486    0.0026    0.0265
   60.0000   -0.0039    2.1457    0.0027    0.0265
   61.0000    0.0934    2.0822    0.0028    0.0263
   62.0000    0.0961    2.0965    0.0028    0.0262
   63.0000    0.3874    1.8367    0.0029    0.0255
   64.0000    0.8780    1.3962    0.0030    0.0235
   65.0000    1.2975    0.9901    0.0030    0.0190
   66.0000    1.6562    0.6294    0.0030    0.0183
   67.0000    1.9317    0.3083    0.0030    0.0187
   68.0000    2.1084    0.0695    0.0030    0.0198
   69.0000    1.4462    0.5441    0.0030    0.0204
   70.0000    2.1822   -0.1549    0.0030    0.0207
   71.0000    2.2582   -0.2890    0.0030    0.0227
   72.0000    1.6214    0.2073    0.0030    0.0244
   73.0000    1.5578    0.2829    0.0030    0.0182
   74.0000    1.9057   -0.0616    0.0030    0.0222
   75.0000    1.6679    0.1016    0.0030    0.0199
   76.0000    2.2281   -0.2269    0.0030    0.0203
   77.0000    1.8508   -0.0168    0.0030    0.0238
   78.0000    2.0856   -0.1761    0.0030    0.0241
   79.0000    2.3761   -0.4028    0.0030    0.0251
   80.0000    2.8432   -0.8332    0.0030    0.0265
   81.0000    2.8822   -0.8662    0.0030    0.0265
   82.0000    2.6068   -0.6700    0.0030    0.0265
   83.0000    2.3814   -0.5530    0.0030    0.0265
   84.0000    2.2839   -0.5280    0.0030    0.0265
   85.0000    2.5279   -0.7546    0.0030    0.0265
   86.0000    2.8534   -1.0099    0.0030    0.0265
   87.0000    3.0040   -1.1227    0.0030    0.0265
   88.0000    3.1327   -1.2172    0.0030    0.0265
   89.0000    2.9983   -1.1202    0.0030    0.0265
   90.0000    2.7531   -0.9558    0.0030    0.0265
   91.0000    2.7877   -0.9976    0.0030    0.0265
   92.0000    3.0769   -1.2385    0.0030    0.0265
   93.0000    2.9691   -1.1562    0.0030    0.0265
   94.0000    2.7977   -1.0082    0.0030    0.0265
   95.0000    2.7975   -1.0244    0.0030    0.0265
   96.0000    2.6742   -0.9333    0.0030    0.0265
   97.0000    2.3024   -0.6410    0.0030    0.0265
   98.0000    1.5682   -0.0074    0.0030    0.0265
   99.0000    0.2346    1.1346    0.0030    0.0228
  100.0000    0.2016    1.8111    0.0030    0.0265
