         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    1.0000    0.2516    2.0728    0.0019    0.0297
    2.0000    0.1555    2.0918    0.0019    0.0297
    3.0000    0.1561    2.0248    0.0020    0.0297
    4.0000    0.1527    1.9601    0.0020    0.0297
    5.0000    0.1535    1.8900    0.0020    0.0296
    6.0000    0.1072    1.8968    0.0020    0.0296
    7.0000    0.0869    1.8834    0.0021    0.0296
    8.0000    0.1564    1.7892    0.0021    0.0296
    9.0000    0.1467    1.7712    0.0022    0.0295
   10.0000    0.1682    1.7840    0.0023    0.0294
   11.0000    0.1670    1.7728    0.0024    0.0293
   12.0000    0.1262    1.8026    0.0025    0.0290
   13.0000    0.1743    1.7540    0.0027    0.0288
   14.0000    0.1833    1.7318    0.0028    0.0281
   15.0000    0.1819    1.6920    0.0029    0.0273
   16.0000    0.1148    1.7142    0.0030    0.0262
   17.0000    0.1996    1.5950    0.0031    0.0257
   18.0000    0.1942    1.6447    0.0032    0.0264
   19.0000    0.1912    1.6562    0.0032    0.0269
   20.0000    0.1938    1.6722    0.0033    0.0274
   21.0000    0.1856    1.6995    0.0033    0.0281
   22.0000    0.1922    1.7092    0.0033    0.0287
   23.0000    0.1935    1.7184    0.0033    0.0290
   24.0000    0.1938    1.7276    0.0033    0.0293
   25.0000    0.2596    1.6696    0.0033    0.0294
   26.0000    0.1939    1.7334    0.0033    0.0295
   27.0000    0.1937    1.7362    0.0033    0.0295
   28.0000    0.1945    1.7355    0.0033    0.0296
   29.0000    0.2443    1.6901    0.0033    0.0296
   30.0000    0.1937    1.7372    0.0033    0.0295
   31.0000    0.1934    1.7369    0.0033    0.0296
   32.0000    0.1972    1.7339    0.0033    0.0296
   33.0000    0.1928    1.7379    0.0033    0.0296
   34.0000    0.1890    1.7387    0.0033    0.0296
   35.0000    0.1920    1.7368    0.0033    0.0296
   36.0000    0.1937    1.7372    0.0033    0.0295
   37.0000    0.1938    1.7368    0.0033    0.0296
   38.0000    0.1939    1.7372    0.0033    0.0296
   39.0000    0.2155    1.7176    0.0033    0.0296
   40.0000    0.1940    1.7369    0.0033    0.0296
   41.0000    0.1934    1.7371    0.0033    0.0296
   42.0000    0.1941    1.7369    0.0033    0.0296
   43.0000    0.1937    1.7365    0.0033    0.0296
   44.0000    0.1936    1.7369    0.0033    0.0296
   45.0000    0.2285    1.7048    0.0033    0.0296
   46.0000    0.2511    1.6851    0.0033    0.0296
   47.0000    0.1929    1.7370    0.0033    0.0296
   48.0000    0.2269    1.7069    0.0033    0.0296
   49.0000    0.1934    1.7372    0.0033    0.0296
   50.0000    0.2222    1.7110    0.0033    0.0296
   51.0000    0.1934    1.7353    0.0033    0.0296
   52.0000    0.1938    1.7369    0.0033    0.0296
   53.0000    0.2483    1.6881    0.0033    0.0296
   54.0000    0.2063    1.7262    0.0033    0.0296
   55.0000    0.1935    1.7370    0.0033    0.0296
   56.0000    0.1933    1.7376    0.0033    0.0296
   57.0000    0.1938    1.7370    0.0033    0.0295
   58.0000    0.1914    1.7377    0.0033    0.0296
   59.0000    0.2031    1.7274    0.0033    0.0296
   60.0000    0.1934    1.7368    0.0033    0.0296
   61.0000    0.1976    1.7340    0.0033    0.0295
   62.0000    0.2107    1.7220    0.0033    0.0296
   63.0000    0.2149    1.7179    0.0033    0.0296
   64.0000    0.2347    1.7000    0.0033    0.0296
   65.0000    0.1938    1.7357    0.0033    0.0296
   66.0000    0.1948    1.7359    0.0033    0.0296
   67.0000    0.1935    1.7367    0.0033    0.0296
   68.0000    0.1932    1.7375    0.0033    0.0296
   69.0000    0.1937    1.7372    0.0033    0.0296
   70.0000    0.1932    1.7362    0.0033    0.0296
   71.0000    0.2186    1.7139    0.0033    0.0296
   72.0000    0.1935    1.7376    0.0033    0.0296
   73.0000    0.1937    1.7371    0.0033    0.0296
   74.0000    0.1935    1.7368    0.0033    0.0296
   75.0000    0.1937    1.7369    0.0033    0.0296
   76.0000    0.1937    1.7376    0.0033    0.0296
   77.0000    0.1940    1.7344    0.0033    0.0296
   78.0000    0.1940    1.7364    0.0033    0.0296
   79.0000    0.1945    1.7360    0.0033    0.0296
   80.0000    0.1935    1.7362    0.0033    0.0295
   81.0000    0.2237    1.7094    0.0033    0.0296
   82.0000    0.1939    1.7364    0.0033    0.0296
   83.0000    0.2000    1.7315    0.0033    0.0296
   84.0000    0.1940    1.7362    0.0033    0.0296
   85.0000    0.1937    1.7337    0.0033    0.0296
   86.0000    0.1935    1.7376    0.0033    0.0296
   87.0000    0.1935    1.7376    0.0033    0.0296
   88.0000    0.1930    1.7373    0.0033    0.0296
   89.0000    0.2117    1.7205    0.0033    0.0296
   90.0000    0.1937    1.7370    0.0033    0.0296
   91.0000    0.1937    1.7353    0.0033    0.0296
   92.0000    0.3501    1.5964    0.0033    0.0296
   93.0000    0.2262    1.7081    0.0033    0.0295
   94.0000    0.1937    1.7368    0.0033    0.0296
   95.0000    0.2021    1.7297    0.0033    0.0296
   96.0000    0.1934    1.7369    0.0033    0.0296
   97.0000    0.1933    1.7379    0.0033    0.0296
   98.0000    0.1931    1.7381    0.0033    0.0296
   99.0000    0.1937    1.7358    0.0033    0.0296
  100.0000    0.1936    1.7387    0.0033    0.0297
