         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0517    0.0365    0.0260    1.4031    0.1677    0.3334
    2.0000    0.0518    0.0362    0.0258    1.4050    0.1671    0.3319
    3.0000    0.0520    0.0359    0.0255    1.4068    0.1666    0.3304
    4.0000    0.0522    0.0356    0.0253    1.4088    0.1659    0.3290
    5.0000    0.0523    0.0353    0.0250    1.4108    0.1652    0.3275
    6.0000    0.0524    0.0350    0.0248    1.4128    0.1646    0.3259
    7.0000    0.0525    0.0347    0.0246    1.4148    0.1639    0.3245
    8.0000    0.0527    0.0344    0.0243    1.4169    0.1633    0.3231
    9.0000    0.0528    0.0341    0.0241    1.4189    0.1626    0.3217
   10.0000    0.0528    0.0339    0.0238    1.4208    0.1620    0.3202
   11.0000    0.0529    0.0336    0.0236    1.4228    0.1612    0.3189
   12.0000    0.0530    0.0333    0.0234    1.4248    0.1606    0.3174
   13.0000    0.0530    0.0330    0.0231    1.4268    0.1599    0.3161
   14.0000    0.0531    0.0327    0.0229    1.4287    0.1593    0.3146
   15.0000    0.0531    0.0324    0.0227    1.4306    0.1587    0.3133
   16.0000    0.0531    0.0321    0.0224    1.4327    0.1579    0.3120
   17.0000    0.0531    0.0318    0.0222    1.4346    0.1573    0.3106
   18.0000    0.0532    0.0315    0.0220    1.4366    0.1566    0.3092
   19.0000    0.0531    0.0313    0.0217    1.4386    0.1560    0.3078
   20.0000    0.0531    0.0310    0.0215    1.4406    0.1552    0.3066
   21.0000    0.0531    0.0310    0.0215    1.4407    0.1553    0.3064
   22.0000    0.0531    0.0310    0.0215    1.4409    0.1553    0.3064
   23.0000    0.0531    0.0310    0.0215    1.4410    0.1554    0.3063
   24.0000    0.0531    0.0310    0.0215    1.4413    0.1553    0.3065
   25.0000    0.0531    0.0310    0.0215    1.4414    0.1554    0.3063
   26.0000    0.0531    0.0310    0.0215    1.4417    0.1553    0.3064
   27.0000    0.0531    0.0310    0.0215    1.4419    0.1554    0.3063
   28.0000    0.0531    0.0310    0.0215    1.4422    0.1553    0.3064
   29.0000    0.0531    0.0310    0.0215    1.4422    0.1554    0.3062
   30.0000    0.0531    0.0310    0.0215    1.4424    0.1554    0.3062
   31.0000    0.0531    0.0310    0.0215    1.4427    0.1553    0.3063
   32.0000    0.0530    0.0310    0.0215    1.4428    0.1555    0.3061
   33.0000    0.0530    0.0310    0.0215    1.4430    0.1555    0.3061
   34.0000    0.0531    0.0310    0.0215    1.4433    0.1554    0.3062
   35.0000    0.0531    0.0310    0.0215    1.4435    0.1554    0.3062
   36.0000    0.0530    0.0310    0.0215    1.4436    0.1555    0.3061
   37.0000    0.0530    0.0310    0.0215    1.4438    0.1555    0.3061
   38.0000    0.0530    0.0310    0.0215    1.4440    0.1555    0.3061
   39.0000    0.0530    0.0310    0.0215    1.4443    0.1555    0.3060
   40.0000    0.0530    0.0310    0.0215    1.4445    0.1555    0.3061
   41.0000    0.0530    0.0310    0.0215    1.4448    0.1554    0.3061
   42.0000    0.0530    0.0310    0.0215    1.4450    0.1555    0.3061
   43.0000    0.0530    0.0310    0.0214    1.4453    0.1554    0.3061
   44.0000    0.0530    0.0310    0.0214    1.4456    0.1554    0.3061
   45.0000    0.0530    0.0310    0.0214    1.4458    0.1555    0.3059
   46.0000    0.0530    0.0310    0.0214    1.4463    0.1555    0.3060
   47.0000    0.0530    0.0310    0.0214    1.4467    0.1556    0.3059
   48.0000    0.0530    0.0310    0.0214    1.4473    0.1556    0.3060
   49.0000    0.0531    0.0310    0.0214    1.4481    0.1556    0.3060
   50.0000    0.0531    0.0310    0.0214    1.4489    0.1558    0.3059
   51.0000    0.0533    0.0309    0.0213    1.4499    0.1561    0.3061
   52.0000    0.0533    0.0309    0.0213    1.4513    0.1562    0.3060
   53.0000    0.0546    0.0307    0.0211    1.4523    0.1577    0.3077
   54.0000    0.0553    0.0306    0.0210    1.4533    0.1591    0.3079
   55.0000    0.0553    0.0306    0.0210    1.4538    0.1603    0.3068
   56.0000    0.0560    0.0304    0.0209    1.4543    0.1622    0.3066
   57.0000    0.0563    0.0304    0.0209    1.4556    0.1630    0.3064
   58.0000    0.0572    0.0302    0.0207    1.4564    0.1655    0.3060
   59.0000    0.0577    0.0301    0.0206    1.4584    0.1671    0.3059
   60.0000    0.0579    0.0301    0.0206    1.4612    0.1682    0.3055
   61.0000    0.0585    0.0301    0.0206    1.4637    0.1703    0.3054
   62.0000    0.0591    0.0302    0.0206    1.4670    0.1718    0.3067
   63.0000    0.0603    0.0302    0.0205    1.4709    0.1738    0.3088
   64.0000    0.0607    0.0303    0.0205    1.4757    0.1749    0.3100
   65.0000    0.0612    0.0304    0.0205    1.4810    0.1761    0.3109
   66.0000    0.0617    0.0304    0.0205    1.4870    0.1771    0.3116
   67.0000    0.0621    0.0304    0.0204    1.4934    0.1781    0.3121
   68.0000    0.0624    0.0304    0.0203    1.5001    0.1790    0.3122
   69.0000    0.0620    0.0305    0.0202    1.5065    0.1799    0.3103
   70.0000    0.0629    0.0303    0.0200    1.5142    0.1804    0.3117
   71.0000    0.0632    0.0302    0.0198    1.5218    0.1804    0.3120
   72.0000    0.0625    0.0302    0.0198    1.5280    0.1810    0.3095
   73.0000    0.0625    0.0302    0.0196    1.5364    0.1793    0.3105
   74.0000    0.0630    0.0300    0.0194    1.5432    0.1792    0.3110
   75.0000    0.0628    0.0299    0.0193    1.5499    0.1783    0.3109
   76.0000    0.0633    0.0298    0.0191    1.5563    0.1776    0.3120
   77.0000    0.0630    0.0298    0.0190    1.5621    0.1764    0.3121
   78.0000    0.0633    0.0296    0.0189    1.5669    0.1760    0.3124
   79.0000    0.0636    0.0295    0.0188    1.5711    0.1758    0.3128
   80.0000    0.0643    0.0293    0.0186    1.5736    0.1771    0.3126
   81.0000    0.0643    0.0293    0.0186    1.5761    0.1772    0.3121
   82.0000    0.0640    0.0293    0.0185    1.5787    0.1765    0.3117
   83.0000    0.0638    0.0293    0.0185    1.5808    0.1761    0.3114
   84.0000    0.0637    0.0292    0.0185    1.5825    0.1758    0.3114
   85.0000    0.0641    0.0292    0.0184    1.5843    0.1755    0.3123
   86.0000    0.0645    0.0291    0.0183    1.5844    0.1767    0.3119
   87.0000    0.0647    0.0290    0.0183    1.5849    0.1771    0.3118
   88.0000    0.0649    0.0290    0.0183    1.5847    0.1780    0.3112
   89.0000    0.0647    0.0290    0.0183    1.5853    0.1777    0.3110
   90.0000    0.0644    0.0290    0.0183    1.5855    0.1775    0.3104
   91.0000    0.0645    0.0290    0.0183    1.5862    0.1770    0.3111
   92.0000    0.0649    0.0289    0.0182    1.5856    0.1783    0.3108
   93.0000    0.0647    0.0289    0.0183    1.5855    0.1783    0.3102
   94.0000    0.0645    0.0290    0.0183    1.5860    0.1777    0.3103
   95.0000    0.0644    0.0290    0.0183    1.5860    0.1777    0.3102
   96.0000    0.0643    0.0290    0.0183    1.5856    0.1781    0.3095
   97.0000    0.0638    0.0291    0.0183    1.5861    0.1772    0.3094
   98.0000    0.0629    0.0292    0.0184    1.5864    0.1761    0.3085
   99.0000    0.0619    0.0294    0.0185    1.5874    0.1742    0.3081
  100.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
