         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    1.0000    4.4778    4.2036    5.1820    0.2742    0.2731
    2.0000    4.4777    4.2036    5.1845    0.2741    0.2728
    3.0000    4.4778    4.2036    5.1941    0.2742    0.2727
    4.0000    4.4818    4.2078    5.2101    0.2740    0.2717
    5.0000    4.4990    4.2248    5.2087    0.2742    0.2713
    6.0000    4.5139    4.2397    5.2093    0.2742    0.2710
    7.0000    4.5293    4.2554    5.2090    0.2740    0.2703
    8.0000    4.5424    4.2682    5.2087    0.2741    0.2694
    9.0000    4.5550    4.2808    5.2086    0.2742    0.2684
   10.0000    4.5706    4.2963    5.2077    0.2742    0.2683
   11.0000    4.5863    4.3123    5.2067    0.2739    0.2666
   12.0000    4.5962    4.3221    5.2053    0.2741    0.2664
   13.0000    4.6093    4.3351    5.2034    0.2742    0.2655
   14.0000    4.6175    4.3434    5.2046    0.2741    0.2650
   15.0000    4.6298    4.3560    5.2053    0.2738    0.2639
   16.0000    4.6426    4.3684    5.2061    0.2742    0.2626
   17.0000    4.6499    4.3758    5.2059    0.2742    0.2622
   18.0000    4.6578    4.3836    5.2081    0.2742    0.2612
   19.0000    4.6638    4.3896    5.2071    0.2742    0.2605
   20.0000    4.6707    4.3965    5.2055    0.2742    0.2589
   21.0000    4.6723    4.3980    5.2071    0.2742    0.2599
   22.0000    4.6770    4.4028    5.2063    0.2742    0.2597
   23.0000    4.6788    4.4052    5.2093    0.2736    0.2599
   24.0000    4.6845    4.4102    5.2065    0.2742    0.2593
   25.0000    4.6821    4.4079    5.2083    0.2742    0.2602
   26.0000    4.6838    4.4096    5.2089    0.2742    0.2593
   27.0000    4.6837    4.4094    5.2086    0.2742    0.2598
   28.0000    4.6841    4.4099    5.2056    0.2742    0.2592
   29.0000    4.6818    4.4076    5.1987    0.2742    0.2602
   30.0000    4.6825    4.4083    5.2071    0.2742    0.2599
   31.0000    4.6831    4.4089    5.2089    0.2742    0.2592
   32.0000    4.6794    4.4054    5.2010    0.2740    0.2605
   33.0000    4.6800    4.4059    5.2079    0.2741    0.2602
   34.0000    4.6821    4.4079    5.2095    0.2742    0.2599
   35.0000    4.6826    4.4085    5.2078    0.2741    0.2597
   36.0000    4.6790    4.4047    5.2067    0.2742    0.2600
   37.0000    4.6795    4.4053    5.2081    0.2742    0.2601
   38.0000    4.6801    4.4059    5.2091    0.2742    0.2600
   39.0000    4.6776    4.4034    5.2085    0.2742    0.2601
   40.0000    4.6794    4.4056    5.2090    0.2738    0.2594
   41.0000    4.6784    4.4042    5.2075    0.2742    0.2598
   42.0000    4.6802    4.4061    5.2091    0.2741    0.2594
   43.0000    4.6797    4.4055    5.2080    0.2742    0.2592
   44.0000    4.6777    4.4036    5.2097    0.2741    0.2594
   45.0000    4.6770    4.4029    5.2089    0.2741    0.2599
   46.0000    4.6785    4.4043    5.2091    0.2742    0.2598
   47.0000    4.6804    4.4064    5.2078    0.2741    0.2598
   48.0000    4.6882    4.4143    5.2083    0.2740    0.2591
   49.0000    4.7016    4.4281    5.2092    0.2735    0.2583
   50.0000    4.7000    4.4269    5.2081    0.2731    0.2588
   51.0000    4.7618    4.4930    5.2008    0.2688    0.2521
   52.0000    4.7717    4.5026    5.2045    0.2691    0.2538
   53.0000    4.8856    4.6410    5.2093    0.2446    0.2160
   54.0000    4.9354    4.7074    5.2105    0.2280    0.2001
   55.0000    4.9812    4.7570    5.2097    0.2243    0.2077
   56.0000    5.0183    4.8120    5.2090    0.2063    0.1979
   57.0000    5.0488    4.8459    5.2075    0.2029    0.1944
   58.0000    5.0924    4.9133    5.2086    0.1791    0.1803
   59.0000    5.1463    4.9781    5.2053    0.1682    0.1751
   60.0000    5.2038    5.0376    5.1903    0.1662    0.1837
   61.0000    5.2617    5.1067    5.1792    0.1551    0.1765
   62.0000    5.3102    5.1609    5.1126    0.1492    0.1706
   63.0000    5.3433    5.2122    4.9074    0.1311    0.1331
   64.0000    5.3432    5.2121    4.4106    0.1311    0.1308
   65.0000    5.3436    5.2121    4.3341    0.1314    0.1314
   66.0000    5.3436    5.2121    4.3759    0.1315    0.1325
   67.0000    5.3440    5.2122    4.4986    0.1319    0.1340
