         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    1.0000    1.0186    0.6861    0.9078   -0.8098   -0.8071    0.0027    0.6541    0.0615    0.0950
    2.0000    1.0371    0.6904    0.9089   -0.8098   -0.8044    0.0055    0.6588    0.0608    0.0937
    3.0000    1.0557    0.6947    0.9099   -0.8098   -0.8016    0.0082    0.6634    0.0600    0.0923
    4.0000    1.0743    0.6991    0.9110   -0.8098   -0.7989    0.0109    0.6681    0.0593    0.0910
    5.0000    1.0929    0.7035    0.9121   -0.8098   -0.7961    0.0136    0.6729    0.0585    0.0896
    6.0000    1.1116    0.7079    0.9132   -0.8097   -0.7934    0.0163    0.6776    0.0578    0.0883
    7.0000    1.1304    0.7122    0.9143   -0.8097   -0.7907    0.0190    0.6822    0.0570    0.0870
    8.0000    1.1493    0.7164    0.9154   -0.8097   -0.7879    0.0217    0.6867    0.0563    0.0857
    9.0000    1.1681    0.7205    0.9165   -0.8096   -0.7852    0.0244    0.6912    0.0555    0.0844
   10.0000    1.1871    0.7246    0.9175   -0.8096   -0.7824    0.0271    0.6956    0.0548    0.0831
   11.0000    1.2062    0.7286    0.9186   -0.8095   -0.7797    0.0298    0.7000    0.0541    0.0819
   12.0000    1.2252    0.7326    0.9196   -0.8094   -0.7770    0.0324    0.7042    0.0534    0.0807
   13.0000    1.2444    0.7365    0.9207   -0.8093   -0.7742    0.0351    0.7085    0.0526    0.0795
   14.0000    1.2635    0.7403    0.9217   -0.8093   -0.7715    0.0377    0.7126    0.0520    0.0783
   15.0000    1.2828    0.7441    0.9227   -0.8092   -0.7687    0.0404    0.7167    0.0513    0.0771
   16.0000    1.3021    0.7478    0.9237   -0.8091   -0.7660    0.0430    0.7208    0.0505    0.0760
   17.0000    1.3214    0.7515    0.9247   -0.8089   -0.7632    0.0456    0.7248    0.0499    0.0748
   18.0000    1.3407    0.7552    0.9257   -0.8088   -0.7605    0.0482    0.7288    0.0492    0.0737
   19.0000    1.3601    0.7589    0.9267   -0.8087   -0.7578    0.0508    0.7328    0.0485    0.0725
   20.0000    1.3795    0.7623    0.9277   -0.8085   -0.7550    0.0534    0.7366    0.0478    0.0715
   21.0000    1.3989    0.7623    0.9276   -0.8084   -0.7523    0.0560    0.7366    0.0479    0.0714
   22.0000    1.4184    0.7623    0.9276   -0.8083   -0.7495    0.0586    0.7366    0.0479    0.0714
   23.0000    1.4378    0.7623    0.9276   -0.8081   -0.7468    0.0612    0.7366    0.0479    0.0714
   24.0000    1.4573    0.7623    0.9276   -0.8080   -0.7441    0.0638    0.7366    0.0478    0.0714
   25.0000    1.4768    0.7623    0.9276   -0.8078   -0.7413    0.0664    0.7366    0.0479    0.0714
   26.0000    1.4962    0.7623    0.9276   -0.8077   -0.7386    0.0690    0.7366    0.0479    0.0714
   27.0000    1.5157    0.7623    0.9276   -0.8075   -0.7358    0.0716    0.7366    0.0479    0.0714
   28.0000    1.5352    0.7623    0.9276   -0.8074   -0.7331    0.0742    0.7366    0.0479    0.0714
   29.0000    1.5546    0.7623    0.9275   -0.8072   -0.7303    0.0768    0.7366    0.0479    0.0713
   30.0000    1.5741    0.7623    0.9275   -0.8071   -0.7276    0.0794    0.7366    0.0479    0.0713
   31.0000    1.5935    0.7623    0.9276   -0.8070   -0.7249    0.0820    0.7366    0.0479    0.0713
   32.0000    1.6130    0.7623    0.9275   -0.8068   -0.7221    0.0846    0.7366    0.0479    0.0713
   33.0000    1.6324    0.7623    0.9275   -0.8067   -0.7194    0.0872    0.7366    0.0479    0.0713
   34.0000    1.6519    0.7623    0.9275   -0.8065   -0.7166    0.0898    0.7366    0.0479    0.0713
   35.0000    1.6714    0.7623    0.9275   -0.8064   -0.7139    0.0924    0.7366    0.0479    0.0712
   36.0000    1.6908    0.7623    0.9275   -0.8062   -0.7112    0.0950    0.7366    0.0479    0.0712
   37.0000    1.7103    0.7623    0.9275   -0.8061   -0.7084    0.0976    0.7366    0.0479    0.0712
   38.0000    1.7297    0.7623    0.9275   -0.8059   -0.7057    0.1002    0.7366    0.0479    0.0712
   39.0000    1.7492    0.7623    0.9275   -0.8058   -0.7029    0.1028    0.7366    0.0479    0.0712
   40.0000    1.7686    0.7623    0.9275   -0.8056   -0.7002    0.1054    0.7366    0.0479    0.0712
   41.0000    1.7881    0.7623    0.9275   -0.8055   -0.6975    0.1080    0.7366    0.0479    0.0712
   42.0000    1.8075    0.7623    0.9275   -0.8053   -0.6947    0.1106    0.7366    0.0479    0.0712
   43.0000    1.8270    0.7623    0.9275   -0.8051   -0.6920    0.1132    0.7366    0.0479    0.0712
   44.0000    1.8464    0.7623    0.9275   -0.8049   -0.6892    0.1158    0.7366    0.0479    0.0711
   45.0000    1.8658    0.7623    0.9275   -0.8047   -0.6865    0.1184    0.7366    0.0480    0.0711
   46.0000    1.8853    0.7623    0.9275   -0.8044   -0.6837    0.1210    0.7366    0.0479    0.0711
   47.0000    1.9047    0.7623    0.9275   -0.8040   -0.6810    0.1236    0.7366    0.0480    0.0710
   48.0000    1.9242    0.7623    0.9275   -0.8036   -0.6783    0.1261    0.7366    0.0480    0.0710
   49.0000    1.9438    0.7623    0.9275   -0.8031   -0.6755    0.1287    0.7366    0.0480    0.0710
   50.0000    1.9633    0.7623    0.9274   -0.8024   -0.6728    0.1313    0.7366    0.0480    0.0709
   51.0000    1.9831    0.7623    0.9273   -0.8016   -0.6701    0.1338    0.7366    0.0481    0.0708
   52.0000    2.0030    0.7623    0.9273   -0.8007   -0.6674    0.1364    0.7366    0.0481    0.0707
   53.0000    2.0235    0.7623    0.9271   -0.7997   -0.6650    0.1385    0.7366    0.0482    0.0705
   54.0000    2.0443    0.7623    0.9267   -0.7985   -0.6627    0.1405    0.7366    0.0485    0.0702
   55.0000    2.0653    0.7623    0.9261   -0.7974   -0.6605    0.1426    0.7366    0.0489    0.0699
   56.0000    2.0865    0.7623    0.9255   -0.7963   -0.6584    0.1446    0.7365    0.0493    0.0695
   57.0000    2.1079    0.7623    0.9252   -0.7951   -0.6564    0.1465    0.7365    0.0495    0.0693
   58.0000    2.1296    0.7622    0.9244   -0.7934   -0.6546    0.1483    0.7364    0.0501    0.0687
   59.0000    2.1516    0.7620    0.9238   -0.7914   -0.6529    0.1501    0.7362    0.0505    0.0684
   60.0000    2.1738    0.7615    0.9233   -0.7888   -0.6512    0.1519    0.7357    0.0509    0.0682
   61.0000    2.1964    0.7602    0.9222   -0.7858   -0.6497    0.1537    0.7342    0.0516    0.0680
   62.0000    2.2192    0.7576    0.9213   -0.7822   -0.6482    0.1554    0.7315    0.0522    0.0684
   63.0000    2.2422    0.7550    0.9202   -0.7783   -0.6469    0.1567    0.7285    0.0530    0.0688
   64.0000    2.2652    0.7526    0.9194   -0.7740   -0.6456    0.1580    0.7260    0.0535    0.0691
   65.0000    2.2882    0.7507    0.9187   -0.7695   -0.6442    0.1594    0.7239    0.0540    0.0692
   66.0000    2.3112    0.7493    0.9180   -0.7647   -0.6429    0.1607    0.7223    0.0545    0.0692
   67.0000    2.3342    0.7483    0.9175   -0.7597   -0.6416    0.1620    0.7213    0.0548    0.0690
   68.0000    2.3572    0.7478    0.9172   -0.7547   -0.6403    0.1634    0.7208    0.0551    0.0687
   69.0000    2.3802    0.7478    0.9165   -0.7498   -0.6388    0.1653    0.7207    0.0555    0.0681
   70.0000    2.4033    0.7481    0.9167   -0.7449   -0.6374    0.1670    0.7211    0.0554    0.0677
   71.0000    2.4263    0.7488    0.9170   -0.7402   -0.6359    0.1686    0.7218    0.0552    0.0672
   72.0000    2.4493    0.7496    0.9166   -0.7357   -0.6342    0.1707    0.7227    0.0554    0.0664
   73.0000    2.4723    0.7507    0.9176   -0.7314   -0.6324    0.1729    0.7239    0.0548    0.0662
   74.0000    2.4953    0.7518    0.9181   -0.7276   -0.6306    0.1749    0.7251    0.0544    0.0657
   75.0000    2.5183    0.7530    0.9187   -0.7240   -0.6286    0.1771    0.7264    0.0540    0.0652
   76.0000    2.5413    0.7542    0.9194   -0.7208   -0.6266    0.1792    0.7277    0.0535    0.0649
   77.0000    2.5643    0.7553    0.9201   -0.7180   -0.6245    0.1814    0.7289    0.0530    0.0646
   78.0000    2.5873    0.7564    0.9206   -0.7155   -0.6223    0.1836    0.7301    0.0527    0.0642
   79.0000    2.6104    0.7574    0.9210   -0.7134   -0.6202    0.1858    0.7312    0.0524    0.0639
   80.0000    2.6334    0.7582    0.9209   -0.7116   -0.6181    0.1878    0.7321    0.0525    0.0633
   81.0000    2.6564    0.7590    0.9210   -0.7101   -0.6161    0.1899    0.7329    0.0525    0.0630
   82.0000    2.6794    0.7597    0.9213   -0.7089   -0.6139    0.1921    0.7336    0.0522    0.0628
   83.0000    2.7024    0.7602    0.9215   -0.7079   -0.6117    0.1944    0.7343    0.0521    0.0626
   84.0000    2.7254    0.7607    0.9217   -0.7071   -0.6094    0.1967    0.7348    0.0519    0.0625
   85.0000    2.7484    0.7611    0.9221   -0.7065   -0.6072    0.1988    0.7352    0.0517    0.0624
   86.0000    2.7714    0.7614    0.9218   -0.7059   -0.6051    0.2009    0.7355    0.0519    0.0621
   87.0000    2.7944    0.7616    0.9217   -0.7056   -0.6030    0.2030    0.7358    0.0519    0.0620
   88.0000    2.8175    0.7618    0.9214   -0.7053   -0.6009    0.2051    0.7360    0.0521    0.0617
