         t         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
    0.0000    0.0497    0.1249    0.2292    0.6389    0.0351    0.0161 1038.4398  960.3242    1.1859
    1.0000    0.0490    0.1249    0.2253    0.6284    0.0351    0.0161 1039.2004  961.0275    1.1859
    2.0000    0.0488    0.1249    0.2253    0.6288    0.0351    0.0161 1039.9673  961.7367    1.1859
    3.0000    0.0486    0.1249    0.2253    0.6287    0.0351    0.0160 1040.7405  962.4518    1.1859
    4.0000    0.0484    0.1249    0.2254    0.6296    0.0351    0.0160 1041.5200  963.1727    1.1859
    5.0000    0.0482    0.1249    0.2253    0.6300    0.0351    0.0160 1042.3013  963.8952    1.1859
    6.0000    0.0480    0.1249    0.2253    0.6304    0.0351    0.0160 1043.0708  964.6068    1.1859
    7.0000    0.0478    0.1249    0.2254    0.6311    0.0351    0.0160 1043.8307  965.3096    1.1859
    8.0000    0.0475    0.1249    0.2253    0.6318    0.0350    0.0160 1044.5805  966.0029    1.1859
    9.0000    0.0473    0.1249    0.2253    0.6326    0.0350    0.0160 1045.3225  966.6891    1.1859
   10.0000    0.0471    0.1249    0.2253    0.6328    0.0350    0.0160 1046.0571  967.3685    1.1859
   11.0000    0.0469    0.1249    0.2254    0.6342    0.0350    0.0160 1046.7811  968.0380    1.1859
   12.0000    0.0467    0.1249    0.2253    0.6344    0.0350    0.0160 1047.4944  968.6977    1.1859
   13.0000    0.0465    0.1249    0.2253    0.6352    0.0350    0.0160 1048.2030  969.3530    1.1859
   14.0000    0.0462    0.1249    0.2253    0.6356    0.0350    0.0160 1048.9036  970.0008    1.1859
   15.0000    0.0460    0.1249    0.2254    0.6366    0.0349    0.0160 1049.6011  970.6459    1.1859
   16.0000    0.0458    0.1249    0.2253    0.6377    0.0349    0.0160 1050.2914  971.2843    1.1859
   17.0000    0.0456    0.1249    0.2253    0.6381    0.0349    0.0160 1050.9740  971.9155    1.1859
   18.0000    0.0454    0.1249    0.2252    0.6389    0.0349    0.0159 1051.6545  972.5448    1.1859
   19.0000    0.0452    0.1249    0.2252    0.6395    0.0348    0.0159 1052.3323  973.1717    1.1859
   20.0000    0.0450    0.1249    0.2252    0.6408    0.0348    0.0159 1053.0096  973.7980    1.1859
   21.0000    0.0449    0.1249    0.2252    0.6400    0.0347    0.0159 1053.6854  974.4230    1.1859
   22.0000    0.0449    0.1249    0.2252    0.6401    0.0347    0.0159 1054.3655  975.0519    1.1859
   23.0000    0.0449    0.1249    0.2254    0.6400    0.0347    0.0159 1055.0464  975.6815    1.1859
   24.0000    0.0449    0.1249    0.2252    0.6405    0.0346    0.0158 1055.7314  976.3150    1.1859
   25.0000    0.0449    0.1249    0.2252    0.6397    0.0346    0.0158 1056.4163  976.9484    1.1859
   26.0000    0.0449    0.1249    0.2252    0.6405    0.0345    0.0158 1057.1097  977.5897    1.1859
   27.0000    0.0449    0.1249    0.2252    0.6401    0.0345    0.0158 1057.8073  978.2348    1.1859
