         t       p_N       p_I     eps_N     eps_I
    0.0000    0.1526    2.2220    0.0019    0.0280
    0.5000   -9.9292   14.7535    0.0019    0.0472
    1.0000   -7.2845   12.1082    0.0019    0.0520
    1.5000   -5.8497   10.6394    0.0019    0.0520
    2.0000   -4.6574    9.4103    0.0019    0.0517
    2.5000   -4.0024    8.6876    0.0019    0.0519
    3.0000   -4.9233    7.5636    0.0019    0.0519
    3.5000   -4.4391    6.9413    0.0019    0.0518
    4.0000   -3.9436    6.3527    0.0019    0.0519
    4.5000   -3.5403    5.8892    0.0019    0.0519
    5.0000   -3.2836    5.5277    0.0019    0.0517
    5.5000   -3.0174    5.1862    0.0019    0.0517
    6.0000   -3.1452    5.2996    0.0019    0.0515
    6.5000   -3.0112    5.2291    0.0019    0.0520
    7.0000   -3.0085    5.3038    0.0019    0.0518
    7.5000   -3.0164    5.3892    0.0019    0.0519
    8.0000   -3.0625    5.4881    0.0019    0.0519
    8.5000   -2.9656    5.3946    0.0019    0.0519
    9.0000   -3.0867    5.5139    0.0019    0.0517
    9.5000   -3.2302    5.6582    0.0019    0.0517
   10.0000   -3.3016    5.7298    0.0019    0.0519
   10.5000   -3.3401    5.7593    0.0019    0.0519
   11.0000   -3.3208    5.7559    0.0019    0.0519
   11.5000   -3.4527    5.8870    0.0019    0.0517
   12.0000   -3.6690    6.1046    0.0019    0.0519
   12.5000   -3.6261    6.0559    0.0019    0.0519
   13.0000   -3.7082    6.1382    0.0019    0.0517
   13.5000   -3.8862    6.3207    0.0019    0.0519
   14.0000   -3.7353    6.1855    0.0019    0.0520
   14.5000   -4.1712    6.5993    0.0019    0.0518
   15.0000   -4.0687    6.5178    0.0019    0.0519
   15.5000   -4.5123    6.9380    0.0019    0.0520
   16.0000   -4.4812    6.9079    0.0019    0.0518
   16.5000   -4.7087    7.1507    0.0019    0.0519
   17.0000   -4.9674    7.3936    0.0019    0.0519
   17.5000   -4.7688    7.2405    0.0019    0.0519
   18.0000   -5.9128    8.3308    0.0019    0.0519
   18.5000   -6.4335    8.8438    0.0019    0.0517
   19.0000   -7.2140    9.6104    0.0019    0.0519
   19.5000   -8.2121   10.5968    0.0019    0.0520
   20.0000   -9.0224   11.4210    0.0019    0.0518
   20.5000   -4.6651    7.3549    0.0019    0.0520
   21.0000   -8.1977   10.7532    0.0019    0.0515
   21.5000   -7.8583   10.4740    0.0019    0.0514
   22.0000   -4.4325    7.2298    0.0019    0.0519
   22.5000   -2.0264    4.6999    0.0019    0.0517
   23.0000    0.0245    2.9883    0.0020    0.0506
   23.5000    0.0770    2.8930    0.0021    0.0496
   24.0000    0.0879    2.6401    0.0022    0.0475
   24.5000    0.0420    2.5091    0.0023    0.0409
   25.0000    0.1481    2.2270    0.0024    0.0362
   25.5000    0.1623    2.1608    0.0025    0.0318
   26.0000    0.1893    2.0594    0.0025    0.0301
   26.5000    0.1883    2.0099    0.0025    0.0286
   27.0000    0.1710    1.9983    0.0026    0.0278
   27.5000    0.1669    1.9866    0.0025    0.0272
   28.0000    0.1211    2.0338    0.0026    0.0271
   28.5000    0.0897    2.0614    0.0026    0.0269
   29.0000    0.0785    2.0666    0.0026    0.0270
   29.5000    0.3719    1.8116    0.0027    0.0272
   30.0000    0.3211    1.8132    0.0030    0.0265
   30.5000    0.2825    1.8141    0.0030    0.0265
   31.0000    0.2578    1.8150    0.0030    0.0265
   31.5000    0.2041    1.8157    0.0030    0.0265
   32.0000    0.2036    1.8164    0.0030    0.0265
   32.5000    0.2032    1.8168    0.0030    0.0265
   33.0000    0.2030    1.8171    0.0030    0.0265
   33.5000    0.2027    1.8174    0.0030    0.0265
   34.0000    0.2026    1.8176    0.0030    0.0265
   34.5000    0.2025    1.8178    0.0030    0.0266
   35.0000    0.2025    1.8178    0.0030    0.0266
   35.5000    0.2025    1.8179    0.0030    0.0266
   36.0000    0.2024    1.8179    0.0030    0.0266
   36.5000    0.2024    1.8180    0.0030    0.0266
   37.0000    0.2024    1.8180    0.0030    0.0266
   37.5000    0.2024    1.8180    0.0030    0.0266
   38.0000    0.2024    1.8180    0.0030    0.0266
   38.5000    0.2024    1.8180    0.0030    0.0266
   39.0000    0.2024    1.8180    0.0030    0.0266
   39.5000    0.2024    1.8180    0.0030    0.0266
   40.0000    0.2024    1.8180    0.0030    0.0266
   40.5000    0.2024    1.8180    0.0030    0.0266
   41.0000    0.2024    1.8180    0.0030    0.0266
   41.5000    0.2024    1.8180    0.0030    0.0266
   42.0000    0.2024    1.8180    0.0030    0.0266
   42.5000    0.2024    1.8180    0.0030    0.0266
   43.0000    0.2024    1.8180    0.0030    0.0266
   43.5000    0.2024    1.8180    0.0030    0.0266
   44.0000    0.2024    1.8180    0.0030    0.0266
   44.5000    0.2024    1.8180    0.0030    0.0266
   45.0000    0.2024    1.8180    0.0030    0.0266
   45.5000    0.2024    1.8180    0.0030    0.0266
   46.0000    0.2024    1.8180    0.0030    0.0266
   46.5000    0.2024    1.8180    0.0030    0.0266
   47.0000    0.2024    1.8180    0.0030    0.0266
   47.5000    0.2024    1.8180    0.0030    0.0266
   48.0000    0.2024    1.8180    0.0030    0.0266
   48.5000    0.2024    1.8180    0.0030    0.0266
   49.0000    0.2024    1.8180    0.0030    0.0266
   49.5000    0.2024    1.8180    0.0030    0.0266
   50.0000    0.2024    1.8180    0.0030    0.0266
   50.5000    0.2024    1.8180    0.0030    0.0266
   51.0000    0.2024    1.8180    0.0030    0.0266
   51.5000    0.2024    1.8180    0.0030    0.0266
   52.0000    0.2024    1.8180    0.0030    0.0266
   52.5000    0.2024    1.8180    0.0030    0.0266
   53.0000    0.2024    1.8180    0.0030    0.0266
   53.5000    0.2024    1.8180    0.0030    0.0266
   54.0000    0.2024    1.8180    0.0030    0.0266
   54.5000    0.2024    1.8180    0.0030    0.0266
   55.0000    0.2024    1.8180    0.0030    0.0266
   55.5000    0.2024    1.8180    0.0030    0.0266
   56.0000    0.2024    1.8180    0.0030    0.0266
   56.5000    0.2024    1.8180    0.0030    0.0266
   57.0000    0.2024    1.8180    0.0030    0.0266
   57.5000    0.2024    1.8180    0.0030    0.0266
   58.0000    0.2024    1.8180    0.0030    0.0266
   58.5000    0.2024    1.8180    0.0030    0.0266
   59.0000    0.2024    1.8180    0.0030    0.0266
   59.5000    0.2024    1.8180    0.0030    0.0266
   60.0000    0.2024    1.8180    0.0030    0.0266
   60.5000    0.2024    1.8180    0.0030    0.0266
   61.0000    0.2024    1.8180    0.0030    0.0266
   61.5000    0.2024    1.8180    0.0030    0.0266
   62.0000    0.2024    1.8180    0.0030    0.0266
   62.5000    0.2024    1.8180    0.0030    0.0266
   63.0000    0.2024    1.8180    0.0030    0.0266
   63.5000    0.2024    1.8180    0.0030    0.0266
   64.0000    0.2024    1.8180    0.0030    0.0266
   64.5000    0.2024    1.8180    0.0030    0.0266
   65.0000    0.2024    1.8180    0.0030    0.0266
   65.5000    0.2024    1.8180    0.0030    0.0266
   66.0000    0.2024    1.8180    0.0030    0.0266
   66.5000    0.2024    1.8180    0.0030    0.0266
   67.0000    0.2024    1.8180    0.0030    0.0266
   67.5000    0.2024    1.8180    0.0030    0.0266
   68.0000    0.2024    1.8180    0.0030    0.0266
   68.5000    0.2024    1.8180    0.0030    0.0266
   69.0000    0.2024    1.8180    0.0030    0.0266
   69.5000    0.2024    1.8180    0.0030    0.0266
   70.0000    0.2024    1.8180    0.0030    0.0266
   70.5000    0.2024    1.8180    0.0030    0.0266
   71.0000    0.2024    1.8180    0.0030    0.0266
   71.5000    0.2024    1.8180    0.0030    0.0266
   72.0000    0.2024    1.8180    0.0030    0.0266
   72.5000    0.2024    1.8180    0.0030    0.0266
   73.0000    0.2024    1.8180    0.0030    0.0266
   73.5000    0.2024    1.8180    0.0030    0.0266
   74.0000    0.2024    1.8180    0.0030    0.0266
   74.5000    0.2024    1.8180    0.0030    0.0266
   75.0000    0.2024    1.8180    0.0030    0.0266
   75.5000    0.2024    1.8180    0.0030    0.0266
   76.0000    0.2024    1.8180    0.0030    0.0266
   76.5000    0.2024    1.8180    0.0030    0.0266
   77.0000    0.2024    1.8180    0.0030    0.0266
   77.5000    0.2024    1.8180    0.0030    0.0266
   78.0000    0.2024    1.8180    0.0030    0.0266
   78.5000    0.2024    1.8180    0.0030    0.0266
   79.0000    0.2024    1.8180    0.0030    0.0266
   79.5000    0.2024    1.8180    0.0030    0.0266
   80.0000    0.2024    1.8180    0.0030    0.0266
   80.5000    0.2024    1.8180    0.0030    0.0266
   81.0000    0.2024    1.8180    0.0030    0.0266
   81.5000    0.2024    1.8180    0.0030    0.0266
   82.0000    0.2024    1.8180    0.0030    0.0266
   82.5000    0.2024    1.8180    0.0030    0.0266
   83.0000    0.2024    1.8180    0.0030    0.0266
   83.5000    0.2024    1.8180    0.0030    0.0266
   84.0000    0.2024    1.8180    0.0030    0.0266
   84.5000    0.2024    1.8180    0.0030    0.0266
   85.0000    0.2024    1.8180    0.0030    0.0266
   85.5000    0.2024    1.8180    0.0030    0.0266
   86.0000    0.2024    1.8180    0.0030    0.0266
   86.5000    0.2024    1.8180    0.0030    0.0266
   87.0000    0.2024    1.8180    0.0030    0.0266
   87.5000    0.2024    1.8180    0.0030    0.0266
   88.0000    0.2024    1.8180    0.0030    0.0266
   88.5000    0.2024    1.8180    0.0030    0.0266
   89.0000    0.2024    1.8180    0.0030    0.0266
   89.5000    0.2024    1.8180    0.0030    0.0266
   90.0000    0.2024    1.8180    0.0030    0.0266
   90.5000    0.2024    1.8180    0.0030    0.0266
   91.0000    0.2024    1.8180    0.0030    0.0266
   91.5000    0.2024    1.8180    0.0030    0.0266
   92.0000    0.2024    1.8180    0.0030    0.0266
   92.5000    0.2024    1.8180    0.0030    0.0266
   93.0000    0.2024    1.8180    0.0030    0.0266
   93.5000    0.2024    1.8180    0.0030    0.0266
