         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    0.5000    0.0489    0.0372    0.0262    1.4192    0.1508    0.3429
    1.0000    0.0493    0.0367    0.0258    1.4232    0.1495    0.3410
    1.5000    0.0495    0.0362    0.0254    1.4267    0.1486    0.3387
    2.0000    0.0497    0.0357    0.0250    1.4297    0.1482    0.3357
    2.5000    0.0499    0.0353    0.0246    1.4338    0.1468    0.3336
    3.0000    0.0501    0.0348    0.0242    1.4378    0.1455    0.3316
    3.5000    0.0503    0.0343    0.0238    1.4415    0.1445    0.3291
    4.0000    0.0504    0.0338    0.0234    1.4453    0.1434    0.3266
    4.5000    0.0505    0.0332    0.0229    1.4491    0.1423    0.3240
    5.0000    0.0505    0.0327    0.0225    1.4530    0.1412    0.3213
    5.5000    0.0506    0.0322    0.0221    1.4569    0.1400    0.3188
    6.0000    0.0505    0.0320    0.0219    1.4587    0.1397    0.3174
    6.5000    0.0505    0.0320    0.0219    1.4597    0.1396    0.3176
    7.0000    0.0505    0.0320    0.0219    1.4605    0.1396    0.3176
    7.5000    0.0505    0.0320    0.0219    1.4613    0.1396    0.3175
    8.0000    0.0504    0.0320    0.0219    1.4621    0.1397    0.3173
    8.5000    0.0505    0.0320    0.0219    1.4631    0.1396    0.3175
    9.0000    0.0504    0.0320    0.0218    1.4639    0.1396    0.3174
    9.5000    0.0504    0.0320    0.0218    1.4646    0.1397    0.3172
   10.0000    0.0504    0.0320    0.0218    1.4655    0.1397    0.3171
   10.5000    0.0503    0.0320    0.0218    1.4663    0.1397    0.3171
   11.0000    0.0503    0.0320    0.0218    1.4672    0.1397    0.3171
   11.5000    0.0503    0.0320    0.0218    1.4680    0.1397    0.3170
   12.0000    0.0502    0.0320    0.0218    1.4687    0.1399    0.3166
   12.5000    0.0503    0.0320    0.0218    1.4697    0.1398    0.3168
   13.0000    0.0502    0.0320    0.0218    1.4706    0.1398    0.3167
   13.5000    0.0502    0.0320    0.0218    1.4715    0.1399    0.3165
   14.0000    0.0502    0.0320    0.0217    1.4728    0.1397    0.3168
   14.5000    0.0501    0.0320    0.0217    1.4737    0.1400    0.3162
   15.0000    0.0501    0.0320    0.0217    1.4754    0.1398    0.3165
   15.5000    0.0500    0.0321    0.0217    1.4768    0.1400    0.3159
   16.0000    0.0500    0.0321    0.0217    1.4791    0.1399    0.3161
   16.5000    0.0500    0.0321    0.0216    1.4816    0.1399    0.3160
   17.0000    0.0499    0.0321    0.0216    1.4847    0.1398    0.3158
   17.5000    0.0499    0.0321    0.0216    1.4879    0.1404    0.3152
   18.0000    0.0497    0.0321    0.0215    1.4927    0.1399    0.3152
   18.5000    0.0496    0.0321    0.0215    1.4980    0.1400    0.3149
   19.0000    0.0494    0.0322    0.0214    1.5039    0.1401    0.3144
   19.5000    0.0492    0.0322    0.0213    1.5105    0.1402    0.3138
   20.0000    0.0491    0.0322    0.0212    1.5178    0.1404    0.3132
   20.5000    0.0498    0.0321    0.0210    1.5275    0.1395    0.3161
   21.0000    0.0492    0.0322    0.0210    1.5340    0.1412    0.3126
   21.5000    0.0492    0.0322    0.0209    1.5414    0.1424    0.3113
   22.0000    0.0498    0.0320    0.0207    1.5486    0.1442    0.3111
   22.5000    0.0505    0.0319    0.0205    1.5550    0.1465    0.3106
   23.0000    0.0516    0.0316    0.0203    1.5602    0.1498    0.3102
   23.5000    0.0531    0.0313    0.0200    1.5634    0.1550    0.3088
   24.0000    0.0542    0.0311    0.0198    1.5676    0.1580    0.3083
   24.5000    0.0552    0.0309    0.0196    1.5716    0.1602    0.3085
   25.0000    0.0569    0.0305    0.0194    1.5725    0.1657    0.3070
   25.5000    0.0574    0.0304    0.0193    1.5763    0.1665    0.3075
   26.0000    0.0579    0.0303    0.0192    1.5797    0.1670    0.3081
   26.5000    0.0580    0.0303    0.0192    1.5807    0.1691    0.3064
   27.0000    0.0577    0.0304    0.0192    1.5834    0.1685    0.3062
   27.5000    0.0579    0.0303    0.0191    1.5862    0.1676    0.3075
   28.0000    0.0577    0.0303    0.0191    1.5849    0.1703    0.3045
   28.5000    0.0579    0.0303    0.0191    1.5869    0.1692    0.3059
   29.0000    0.0584    0.0302    0.0190    1.5882    0.1689    0.3074
   29.5000    0.0615    0.0297    0.0187    1.5879    0.1720    0.3113
   30.0000    0.0615    0.0297    0.0187    1.5879    0.1720    0.3113
   30.5000    0.0615    0.0297    0.0187    1.5879    0.1720    0.3113
   31.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   31.5000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   32.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   32.5000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   33.0000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   33.5000    0.0615    0.0297    0.0187    1.5880    0.1720    0.3113
   34.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   34.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   35.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   35.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   36.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   36.5000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
   37.0000    0.0615    0.0297    0.0187    1.5881    0.1720    0.3113
