         t         g       g_N       g_I      g_hH      g_hL
    0.0000    4.4648    4.2036    4.2036    0.2612    0.2612
    0.5000    4.5872    4.2036    7.2890    0.3837    0.2822
    1.0000    4.5874    4.2036    7.2750    0.3838    0.2804
    1.5000    4.5872    4.2036    7.2898    0.3837    0.2796
    2.0000    4.5874    4.2036    7.2930    0.3838    0.2790
    2.5000    4.5873    4.2036    7.2933    0.3838    0.2773
    3.0000    4.5874    4.2036    7.2908    0.3839    0.2746
    3.5000    4.5873    4.2036    7.2890    0.3838    0.2733
    4.0000    4.5874    4.2036    7.2930    0.3839    0.2731
    4.5000    4.5874    4.2036    7.2825    0.3839    0.2704
    5.0000    4.5862    4.2036    7.2897    0.3827    0.2682
    5.5000    4.5872    4.2036    7.2872    0.3836    0.2678
    6.0000    4.5874    4.2036    7.2822    0.3839    0.2666
    6.5000    4.5874    4.2036    7.2792    0.3839    0.2659
    7.0000    4.5874    4.2036    7.2844    0.3839    0.2660
    7.5000    4.5875    4.2036    7.2867    0.3839    0.2674
    8.0000    4.5875    4.2036    7.2842    0.3839    0.2658
    8.5000    4.5874    4.2036    7.2899    0.3839    0.2658
    9.0000    4.5874    4.2036    7.2883    0.3839    0.2654
    9.5000    4.5871    4.2036    7.2469    0.3836    0.2664
   10.0000    4.5874    4.2036    7.2899    0.3838    0.2663
   10.5000    4.5875    4.2036    7.2911    0.3839    0.2661
   11.0000    4.5875    4.2036    7.2902    0.3839    0.2659
   11.5000    4.5874    4.2036    7.2918    0.3839    0.2659
   12.0000    4.5872    4.2036    7.2892    0.3837    0.2639
   12.5000    4.5838    4.2036    7.2785    0.3802    0.2679
   13.0000    4.5874    4.2036    7.2864    0.3838    0.2666
   13.5000    4.5874    4.2036    7.2876    0.3838    0.2654
   14.0000    4.5874    4.2036    7.2810    0.3838    0.2662
   14.5000    4.5874    4.2036    7.2838    0.3839    0.2665
   15.0000    4.5874    4.2036    7.2899    0.3839    0.2666
   15.5000    4.5865    4.2036    7.2816    0.3830    0.2671
   16.0000    4.5874    4.2036    7.2854    0.3839    0.2657
   16.5000    4.5874    4.2036    7.2878    0.3839    0.2670
   17.0000    4.5874    4.2036    7.2891    0.3839    0.2671
   17.5000    4.5875    4.2036    7.2779    0.3839    0.2659
   18.0000    4.5873    4.2036    7.2869    0.3838    0.2681
   18.5000    4.5875    4.2036    7.2874    0.3839    0.2662
   19.0000    4.5873    4.2037    7.2740    0.3836    0.2669
   19.5000    4.5874    4.2038    7.2863    0.3836    0.2663
   20.0000    4.5878    4.2046    7.2749    0.3832    0.2654
   20.5000    4.5859    4.2053    7.2833    0.3806    0.2610
   21.0000    4.5831    4.2079    7.2864    0.3752    0.2612
   21.5000    4.5875    4.2196    7.2863    0.3679    0.2558
   22.0000    4.5824    4.2377    7.2684    0.3447    0.2439
   22.5000    4.6135    4.2727    7.2378    0.3408    0.2570
   23.0000    4.7131    4.3760    7.1101    0.3371    0.2643
   23.5000    4.8307    4.4982    6.8964    0.3325    0.2743
   24.0000    4.9554    4.6277    6.3825    0.3277    0.2860
   24.5000    5.0665    4.7432    6.0654    0.3233    0.2898
   25.0000    5.1096    4.7757    5.6777    0.3339    0.3022
   25.5000    5.1345    4.8067    5.4730    0.3278    0.3063
   26.0000    5.1302    4.8064    5.3428    0.3238    0.3034
   26.5000    5.1421    4.8193    5.2615    0.3228    0.3007
   27.0000    5.1311    4.8106    5.2067    0.3205    0.3122
   27.5000    5.1571    4.8342    5.2016    0.3229    0.3093
   28.0000    5.2219    4.8985    5.2607    0.3234    0.3059
   28.5000    5.2119    4.8937    5.2073    0.3182    0.3097
   29.0000    5.2082    4.8874    5.1247    0.3207    0.3078
   29.5000    5.2025    4.8762    5.0214    0.3263    0.3065
   30.0000    5.4864    5.2121    5.2098    0.2743    0.2743
   30.5000    5.4864    5.2121    5.2130    0.2743    0.2743
   31.0000    5.4864    5.2121    5.2142    0.2743    0.2743
   31.5000    5.4864    5.2121    5.2152    0.2743    0.2743
   32.0000    5.4862    5.2119    5.2117    0.2743    0.2743
   32.5000    5.4863    5.2120    5.2121    0.2743    0.2743
   33.0000    5.4863    5.2120    5.2120    0.2743    0.2743
   33.5000    5.4863    5.2121    5.2139    0.2743    0.2743
   34.0000    5.4863    5.2121    5.2133    0.2743    0.2743
   34.5000    5.4864    5.2121    5.2123    0.2743    0.2743
   35.0000    5.4864    5.2121    5.2113    0.2743    0.2743
   35.5000    5.4864    5.2121    5.2126    0.2743    0.2743
   36.0000    5.4864    5.2122    5.2124    0.2743    0.2743
   36.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   37.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   37.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   38.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   38.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   39.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   39.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   40.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   40.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   41.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   41.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   42.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   42.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   43.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   43.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   44.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   44.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   45.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   45.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   46.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   46.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   47.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   47.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   48.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   48.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   49.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   49.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   50.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   50.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   51.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   51.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   52.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   52.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   53.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   53.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   54.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   54.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   55.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   55.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   56.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   56.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   57.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   57.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   58.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   58.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   59.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   59.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   60.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   60.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   61.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   61.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   62.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   62.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   63.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   63.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   64.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   64.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   65.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   65.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   66.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   66.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   67.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   67.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   68.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   68.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   69.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   69.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   70.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   70.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   71.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   71.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   72.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   72.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   73.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   73.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   74.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   74.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   75.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   75.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   76.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   76.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   77.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   77.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   78.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   78.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   79.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   79.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   80.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   80.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   81.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   81.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   82.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   82.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   83.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   83.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   84.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   84.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   85.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   85.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   86.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   86.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   87.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   87.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   88.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   88.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   89.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   89.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   90.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   90.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   91.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   91.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   92.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   92.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   93.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   93.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   94.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   94.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   95.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   95.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   96.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   96.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   97.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   97.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   98.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   98.5000    5.4864    5.2122    5.2122    0.2743    0.2743
   99.0000    5.4864    5.2122    5.2122    0.2743    0.2743
   99.5000    5.4864    5.2122    5.2122    0.2743    0.2743
  100.0000    5.4864    5.2122    5.2122    0.2743    0.2743
