         t         N         I         S      h_HL       h_H       h_L       Eta   Gamma_H   Gamma_L
    0.0000    1.0000    0.6818    0.9068   -0.8098   -0.8098    0.0000    0.6495    0.0622    0.0963
    0.5000    1.0093    0.6881    0.9169   -0.8093   -0.8079    0.0014    0.6563    0.0553    0.0989
    1.0000    1.0186    0.6953    0.9186   -0.8088   -0.8060    0.0028    0.6640    0.0541    0.0967
    1.5000    1.0278    0.7024    0.9201   -0.8083   -0.8041    0.0042    0.6716    0.0530    0.0943
    2.0000    1.0371    0.7095    0.9219   -0.8078   -0.8021    0.0056    0.6793    0.0518    0.0920
    2.5000    1.0464    0.7166    0.9235   -0.8072   -0.8002    0.0070    0.6870    0.0507    0.0897
    3.0000    1.0557    0.7237    0.9252   -0.8066   -0.7983    0.0083    0.6947    0.0495    0.0874
    3.5000    1.0650    0.7309    0.9269   -0.8061   -0.7963    0.0097    0.7024    0.0483    0.0850
    4.0000    1.0742    0.7380    0.9286   -0.8054   -0.7944    0.0110    0.7101    0.0472    0.0827
    4.5000    1.0835    0.7451    0.9303   -0.8046   -0.7925    0.0124    0.7178    0.0460    0.0803
    5.0000    1.0928    0.7521    0.9320   -0.8037   -0.7906    0.0137    0.7254    0.0448    0.0780
    5.5000    1.1021    0.7591    0.9337   -0.8024   -0.7886    0.0151    0.7330    0.0436    0.0757
    6.0000    1.1113    0.7661    0.9354   -0.8006   -0.7867    0.0164    0.7407    0.0425    0.0732
    6.5000    1.1206    0.7681    0.9360   -0.7983   -0.7848    0.0177    0.7428    0.0421    0.0725
    7.0000    1.1299    0.7681    0.9357   -0.7952   -0.7829    0.0190    0.7428    0.0422    0.0722
    7.5000    1.1392    0.7681    0.9356   -0.7915   -0.7810    0.0202    0.7428    0.0423    0.0718
    8.0000    1.1485    0.7681    0.9344   -0.7872   -0.7792    0.0215    0.7428    0.0431    0.0709
    8.5000    1.1579    0.7681    0.9332   -0.7825   -0.7774    0.0228    0.7428    0.0440    0.0699
    9.0000    1.1674    0.7681    0.9314   -0.7775   -0.7756    0.0242    0.7428    0.0452    0.0687
    9.5000    1.1771    0.7681    0.9294   -0.7725   -0.7740    0.0255    0.7428    0.0466    0.0673
   10.0000    1.1871    0.7681    0.9288   -0.7678   -0.7723    0.0269    0.7428    0.0471    0.0667
   10.5000    1.1973    0.7681    0.9282   -0.7636   -0.7706    0.0284    0.7428    0.0475    0.0661
   11.0000    1.2078    0.7681    0.9264   -0.7599   -0.7690    0.0299    0.7428    0.0487    0.0650
   11.5000    1.2186    0.7681    0.9261   -0.7568   -0.7673    0.0314    0.7428    0.0489    0.0646
   12.0000    1.2295    0.7681    0.9265   -0.7544   -0.7657    0.0329    0.7428    0.0486    0.0647
   12.5000    1.2404    0.7681    0.9268   -0.7526   -0.7641    0.0345    0.7428    0.0484    0.0647
   13.0000    1.2516    0.7681    0.9256   -0.7513   -0.7625    0.0360    0.7428    0.0493    0.0640
   13.5000    1.2629    0.7681    0.9263   -0.7505   -0.7609    0.0374    0.7428    0.0488    0.0643
   14.0000    1.2744    0.7681    0.9264   -0.7501   -0.7594    0.0389    0.7428    0.0487    0.0644
   14.5000    1.2862    0.7681    0.9257   -0.7498   -0.7580    0.0403    0.7428    0.0492    0.0640
   15.0000    1.2979    0.7681    0.9263   -0.7497   -0.7566    0.0417    0.7428    0.0488    0.0643
   15.5000    1.3096    0.7681    0.9263   -0.7496   -0.7552    0.0431    0.7428    0.0488    0.0643
   16.0000    1.3213    0.7681    0.9263   -0.7496   -0.7538    0.0444    0.7428    0.0488    0.0643
   16.5000    1.3330    0.7681    0.9263   -0.7496   -0.7525    0.0458    0.7428    0.0488    0.0643
   17.0000    1.3448    0.7681    0.9263   -0.7496   -0.7511    0.0472    0.7428    0.0488    0.0642
   17.5000    1.3565    0.7681    0.9263   -0.7496   -0.7497    0.0486    0.7428    0.0488    0.0642
   18.0000    1.3682    0.7681    0.9263   -0.7495   -0.7483    0.0500    0.7428    0.0488    0.0642
   18.5000    1.3799    0.7681    0.9263   -0.7495   -0.7470    0.0513    0.7428    0.0488    0.0642
   19.0000    1.3917    0.7681    0.9263   -0.7495   -0.7456    0.0527    0.7428    0.0488    0.0642
   19.5000    1.4034    0.7681    0.9263   -0.7495   -0.7442    0.0541    0.7428    0.0488    0.0642
   20.0000    1.4151    0.7681    0.9263   -0.7495   -0.7428    0.0555    0.7428    0.0488    0.0642
   20.5000    1.4268    0.7681    0.9263   -0.7495   -0.7414    0.0568    0.7428    0.0488    0.0642
   21.0000    1.4385    0.7681    0.9263   -0.7495   -0.7401    0.0582    0.7428    0.0488    0.0642
   21.5000    1.4503    0.7681    0.9263   -0.7495   -0.7387    0.0596    0.7428    0.0488    0.0642
   22.0000    1.4620    0.7681    0.9263   -0.7495   -0.7373    0.0610    0.7428    0.0488    0.0642
   22.5000    1.4737    0.7681    0.9263   -0.7495   -0.7359    0.0624    0.7428    0.0488    0.0642
   23.0000    1.4854    0.7681    0.9263   -0.7495   -0.7346    0.0637    0.7428    0.0488    0.0642
   23.5000    1.4972    0.7681    0.9263   -0.7495   -0.7332    0.0651    0.7428    0.0488    0.0642
   24.0000    1.5089    0.7681    0.9263   -0.7495   -0.7318    0.0665    0.7428    0.0488    0.0642
   24.5000    1.5206    0.7681    0.9263   -0.7495   -0.7304    0.0679    0.7428    0.0488    0.0642
   25.0000    1.5323    0.7681    0.9263   -0.7495   -0.7290    0.0693    0.7428    0.0488    0.0642
   25.5000    1.5440    0.7681    0.9263   -0.7495   -0.7277    0.0706    0.7428    0.0488    0.0642
   26.0000    1.5558    0.7681    0.9263   -0.7495   -0.7263    0.0720    0.7428    0.0488    0.0642
   26.5000    1.5675    0.7681    0.9263   -0.7495   -0.7249    0.0734    0.7428    0.0488    0.0642
   27.0000    1.5792    0.7681    0.9263   -0.7495   -0.7235    0.0748    0.7428    0.0488    0.0642
   27.5000    1.5909    0.7681    0.9263   -0.7495   -0.7221    0.0761    0.7428    0.0488    0.0642
   28.0000    1.6027    0.7681    0.9263   -0.7495   -0.7208    0.0775    0.7428    0.0488    0.0642
   28.5000    1.6144    0.7681    0.9263   -0.7495   -0.7194    0.0789    0.7428    0.0488    0.0642
   29.0000    1.6261    0.7681    0.9263   -0.7495   -0.7180    0.0803    0.7428    0.0488    0.0642
   29.5000    1.6378    0.7681    0.9263   -0.7495   -0.7166    0.0817    0.7428    0.0488    0.0642
   30.0000    1.6495    0.7681    0.9263   -0.7495   -0.7153    0.0830    0.7428    0.0488    0.0642
   30.5000    1.6613    0.7681    0.9263   -0.7495   -0.7139    0.0844    0.7428    0.0488    0.0642
   31.0000    1.6730    0.7681    0.9263   -0.7495   -0.7125    0.0858    0.7428    0.0488    0.0642
   31.5000    1.6847    0.7681    0.9263   -0.7495   -0.7111    0.0872    0.7428    0.0488    0.0642
   32.0000    1.6964    0.7681    0.9263   -0.7495   -0.7097    0.0885    0.7428    0.0488    0.0642
   32.5000    1.7081    0.7681    0.9263   -0.7495   -0.7084    0.0899    0.7428    0.0488    0.0642
   33.0000    1.7199    0.7681    0.9263   -0.7495   -0.7070    0.0913    0.7428    0.0488    0.0642
   33.5000    1.7316    0.7681    0.9263   -0.7495   -0.7056    0.0927    0.7428    0.0488    0.0642
   34.0000    1.7433    0.7681    0.9263   -0.7495   -0.7042    0.0941    0.7428    0.0488    0.0642
   34.5000    1.7550    0.7681    0.9263   -0.7495   -0.7029    0.0954    0.7428    0.0488    0.0642
   35.0000    1.7668    0.7681    0.9263   -0.7495   -0.7015    0.0968    0.7428    0.0488    0.0642
   35.5000    1.7785    0.7681    0.9263   -0.7495   -0.7001    0.0982    0.7428    0.0488    0.0642
   36.0000    1.7902    0.7681    0.9263   -0.7495   -0.6987    0.0996    0.7428    0.0488    0.0642
   36.5000    1.8019    0.7681    0.9263   -0.7495   -0.6973    0.1010    0.7428    0.0488    0.0642
   37.0000    1.8136    0.7681    0.9263   -0.7495   -0.6960    0.1023    0.7428    0.0488    0.0642
   37.5000    1.8254    0.7681    0.9263   -0.7495   -0.6946    0.1037    0.7428    0.0488    0.0642
   38.0000    1.8371    0.7681    0.9263   -0.7495   -0.6932    0.1051    0.7428    0.0488    0.0642
   38.5000    1.8488    0.7681    0.9263   -0.7495   -0.6918    0.1065    0.7428    0.0488    0.0642
   39.0000    1.8605    0.7681    0.9263   -0.7495   -0.6904    0.1078    0.7428    0.0488    0.0642
   39.5000    1.8723    0.7681    0.9263   -0.7495   -0.6891    0.1092    0.7428    0.0488    0.0642
   40.0000    1.8840    0.7681    0.9263   -0.7495   -0.6877    0.1106    0.7428    0.0488    0.0642
   40.5000    1.8957    0.7681    0.9263   -0.7495   -0.6863    0.1120    0.7428    0.0488    0.0642
   41.0000    1.9074    0.7681    0.9263   -0.7495   -0.6849    0.1134    0.7428    0.0488    0.0642
   41.5000    1.9191    0.7681    0.9263   -0.7495   -0.6836    0.1147    0.7428    0.0488    0.0642
   42.0000    1.9309    0.7681    0.9263   -0.7495   -0.6822    0.1161    0.7428    0.0488    0.0642
   42.5000    1.9426    0.7681    0.9263   -0.7495   -0.6808    0.1175    0.7428    0.0488    0.0642
   43.0000    1.9543    0.7681    0.9263   -0.7495   -0.6794    0.1189    0.7428    0.0488    0.0642
   43.5000    1.9660    0.7681    0.9263   -0.7495   -0.6780    0.1202    0.7428    0.0488    0.0642
   44.0000    1.9778    0.7681    0.9263   -0.7495   -0.6767    0.1216    0.7428    0.0488    0.0642
   44.5000    1.9895    0.7681    0.9263   -0.7495   -0.6753    0.1230    0.7428    0.0488    0.0642
   45.0000    2.0012    0.7681    0.9263   -0.7495   -0.6739    0.1244    0.7428    0.0488    0.0642
   45.5000    2.0129    0.7681    0.9263   -0.7495   -0.6725    0.1258    0.7428    0.0488    0.0642
   46.0000    2.0246    0.7681    0.9263   -0.7495   -0.6712    0.1271    0.7428    0.0488    0.0642
   46.5000    2.0364    0.7681    0.9263   -0.7495   -0.6698    0.1285    0.7428    0.0488    0.0642
   47.0000    2.0481    0.7681    0.9263   -0.7495   -0.6684    0.1299    0.7428    0.0488    0.0642
   47.5000    2.0598    0.7681    0.9263   -0.7495   -0.6670    0.1313    0.7428    0.0488    0.0642
