    number     Model      flag         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
         3         3         1    0.0786    0.1752    0.1909    0.6442    0.0591    0.0487  328.4695  316.0222    1.0394
         3         3         1    0.0794    0.1747    0.1914    0.6452    0.0595    0.0497  331.7144  320.0191    1.0365
         3         3         1    0.0802    0.1741    0.1919    0.6461    0.0599    0.0507  335.0063  324.0738    1.0337
         3         3         1    0.0810    0.1735    0.1924    0.6471    0.0603    0.0518  338.3476  328.1887    1.0310
         3         3         1    0.0818    0.1729    0.1929    0.6479    0.0607    0.0528  341.7399  332.3651    1.0282
         3         3         1    0.0827    0.1723    0.1933    0.6488    0.0611    0.0538  345.1851  336.6054    1.0255
         3         3         1    0.0835    0.1717    0.1937    0.6496    0.0614    0.0549  348.6852  340.9118    1.0228
         3         3         1    0.0843    0.1711    0.1941    0.6504    0.0618    0.0560  352.2421  345.2864    1.0201
         3         3         1    0.0851    0.1704    0.1944    0.6512    0.0622    0.0570  355.8578  349.7315    1.0175
         3         3         1    0.0859    0.1698    0.1948    0.6520    0.0625    0.0581  359.5345  354.2493    1.0149
         3         3         1    0.0867    0.1691    0.1951    0.6527    0.0629    0.0591  363.2744  358.8424    1.0124
         3         3         1    0.0875    0.1684    0.1954    0.6534    0.0632    0.0602  367.0796  363.5133    1.0098
         3         3         1    0.0883    0.1677    0.1956    0.6541    0.0636    0.0613  370.9524  368.2646    1.0073
         3         3         1    0.0892    0.1670    0.1959    0.6548    0.0639    0.0624  374.8952  373.0990    1.0048
         3         3         1    0.0900    0.1663    0.1961    0.6554    0.0642    0.0635  378.9104  378.0192    1.0024
         3         3         1    0.0908    0.1656    0.1963    0.6560    0.0645    0.0646  383.0007  383.0282    0.9999
         3         3         1    0.0916    0.1649    0.1965    0.6567    0.0649    0.0657  387.1686  388.1291    0.9975
         3         3         1    0.0924    0.1641    0.1966    0.6572    0.0652    0.0668  391.4167  393.3249    0.9951
         3         3         1    0.0932    0.1634    0.1968    0.6578    0.0655    0.0679  395.7481  398.6191    0.9928
         3         3         1    0.0940    0.1626    0.1969    0.6584    0.0658    0.0690  400.1654  404.0148    0.9905
         3         3         1    0.0948    0.1619    0.1970    0.6589    0.0661    0.0701  404.6720  409.5158    0.9882
         3         3         1    0.0956    0.1611    0.1971    0.6595    0.0664    0.0712  409.2707  415.1257    0.9859
         3         3         1    0.0964    0.1603    0.1972    0.6600    0.0666    0.0724  413.9651  420.8483    0.9836
         3         3         1    0.0973    0.1596    0.1973    0.6605    0.0669    0.0735  418.7584  426.6876    0.9814
         3         3         1    0.0981    0.1588    0.1974    0.6610    0.0672    0.0746  423.6543  432.6480    0.9792
         3         3         1    0.0989    0.1580    0.1974    0.6615    0.0675    0.0758  428.6565  438.7336    0.9770
         3         3         1    0.0997    0.1572    0.1974    0.6620    0.0677    0.0769  433.7689  444.9491    0.9749
         3         3         1    0.1005    0.1564    0.1975    0.6624    0.0680    0.0781  438.9955  451.2993    0.9727
         3         3         1    0.1013    0.1556    0.1975    0.6629    0.0682    0.0792  444.3406  457.7891    0.9706
         3         3         1    0.1021    0.1548    0.1975    0.6633    0.0685    0.0804  449.8086  464.4239    0.9685
         3         3         1    0.1029    0.1540    0.1974    0.6637    0.0688    0.0815  455.4041  471.2090    0.9665
         3         3         1    0.1037    0.1532    0.1974    0.6642    0.0690    0.0827  461.1320  478.1503    0.9644
         3         3         1    0.1046    0.1523    0.1974    0.6646    0.0692    0.0839  466.9976  485.2536    0.9624
         3         3         1    0.1054    0.1515    0.1973    0.6650    0.0695    0.0850  473.0060  492.5254    0.9604
         3         3         1    0.1062    0.1507    0.1972    0.6654    0.0697    0.0862  479.1629  499.9723    0.9584
         3         3         1    0.1070    0.1499    0.1972    0.6657    0.0699    0.0874  485.4742  507.6013    0.9564
         3         3         1    0.1078    0.1490    0.1971    0.6661    0.0702    0.0886  491.9461  515.4197    0.9545
         3         3         1    0.1086    0.1482    0.1970    0.6665    0.0704    0.0898  498.5850  523.4351    0.9525
         3         3         1    0.1095    0.1474    0.1969    0.6668    0.0706    0.0910  505.3980  531.6558    0.9506
         3         3         1    0.1103    0.1465    0.1968    0.6672    0.0708    0.0922  512.3922  540.0902    0.9487
         3         3         1    0.1111    0.1457    0.1967    0.6675    0.0710    0.0934  519.5753  548.7475    0.9468
         3         3         1    0.1119    0.1448    0.1965    0.6679    0.0713    0.0946  526.9552  557.6371    0.9450
         3         3         1    0.1127    0.1440    0.1964    0.6682    0.0715    0.0958  534.5405  566.7691    0.9431
         3         3         1    0.1135    0.1431    0.1962    0.6685    0.0717    0.0970  542.3403  576.1542    0.9413
         3         3         1    0.1144    0.1423    0.1961    0.6688    0.0719    0.0982  550.3639  585.8035    0.9395
         3         3         1    0.1152    0.1414    0.1959    0.6691    0.0721    0.0994  558.6215  595.7291    0.9377
         3         3         1    0.1160    0.1406    0.1957    0.6694    0.0723    0.1006  567.1237  605.9435    0.9359
         3         3         1    0.1168    0.1397    0.1956    0.6697    0.0725    0.1019  575.8818  616.4602    0.9342
         3         3         1    0.1177    0.1388    0.1954    0.6700    0.0727    0.1031  584.9079  627.2933    0.9324
         3         3         1    0.1185    0.1380    0.1952    0.6703    0.0728    0.1043  594.2147  638.4580    0.9307
         3         3         1    0.1193    0.1371    0.1950    0.6706    0.0730    0.1056  603.8158  649.9703    0.9290
         3         3         1    0.1201    0.1363    0.1948    0.6709    0.0732    0.1068  613.7256  661.8475    0.9273
         3         3         1    0.1210    0.1354    0.1945    0.6711    0.0734    0.1080  623.9596  674.1077    0.9256
         3         3         1    0.1218    0.1345    0.1943    0.6714    0.0736    0.1093  634.5341  686.7704    0.9239
         3         3         1    0.1226    0.1337    0.1941    0.6717    0.0738    0.1105  645.4668  699.8564    0.9223
         3         3         1    0.1234    0.1328    0.1938    0.6719    0.0739    0.1118  656.7765  713.3881    0.9206
         3         3         1    0.1243    0.1319    0.1936    0.6722    0.0741    0.1130  668.4830  727.3888    0.9190
         3         3         1    0.1251    0.1310    0.1934    0.6724    0.0743    0.1143  680.6082  741.8846    0.9174
         3         3         1    0.1259    0.1302    0.1931    0.6726    0.0744    0.1156  693.1752  756.9027    0.9158
         3         3         1    0.1268    0.1293    0.1928    0.6729    0.0746    0.1168  706.2086  772.4725    0.9142
         3         3         1    0.1276    0.1284    0.1926    0.6731    0.0748    0.1181  719.7353  788.6258    0.9126
         3         3         1    0.1284    0.1275    0.1923    0.6733    0.0749    0.1194  733.7843  805.3966    0.9111
         3         3         1    0.1293    0.1267    0.1920    0.6736    0.0751    0.1206  748.3864  822.8218    0.9095
         3         3         1    0.1301    0.1258    0.1917    0.6738    0.0752    0.1219  763.5754  840.9412    0.9080
         3         3         1    0.1309    0.1249    0.1914    0.6740    0.0754    0.1232  779.3875  859.7979    0.9065
         3         3         1    0.1318    0.1240    0.1912    0.6742    0.0756    0.1245  795.8623  879.4386    0.9050
         3         3         1    0.1326    0.1232    0.1909    0.6744    0.0757    0.1258  813.0426  899.9141    0.9035
         3         3         1    0.1335    0.1223    0.1906    0.6746    0.0759    0.1271  830.9749  921.2795    0.9020
         3         3         1    0.1343    0.1214    0.1902    0.6748    0.0760    0.1283  849.7101  943.5951    0.9005
         3         3         1    0.1351    0.1205    0.1899    0.6750    0.0761    0.1296  869.3036  966.9264    0.8990
         3         3         1    0.1360    0.1196    0.1896    0.6752    0.0763    0.1309  889.8161  991.3454    0.8976
         3         3         1    0.1368    0.1188    0.1893    0.6754    0.0764    0.1322  911.3140 1016.9310    0.8961
         3         3         1    0.1377    0.1179    0.1890    0.6756    0.0766    0.1335  933.8706 1043.7694    0.8947
         3         3         1    0.1385    0.1170    0.1886    0.6758    0.0767    0.1349  957.5660 1071.9561    0.8933
         3         3         1    0.1394    0.1161    0.1883    0.6760    0.0768    0.1362  982.4894 1101.5965    0.8919
         3         3         1    0.1402    0.1152    0.1880    0.6762    0.0770    0.1375 1008.7390 1132.8068    0.8905
         3         3         1    0.1411    0.1143    0.1876    0.6763    0.0771    0.1388 1036.4238 1165.7165    0.8891
         3         3         1    0.1419    0.1135    0.1873    0.6765    0.0772    0.1401 1065.6653 1200.4692    0.8877
         3         3         1    0.1427    0.1126    0.1869    0.6767    0.0774    0.1414 1096.5987 1237.2252    0.8863
         3         3         1    0.1436    0.1117    0.1866    0.6769    0.0775    0.1428 1129.3760 1276.1643    0.8850
         3         3         1    0.1444    0.1108    0.1862    0.6770    0.0776    0.1441 1164.1672 1317.4882    0.8836
         3         3         1    0.1453    0.1099    0.1858    0.6772    0.0777    0.1454 1201.1643 1361.4242    0.8823
         3         3         1    0.1461    0.1091    0.1855    0.6773    0.0779    0.1468 1240.5843 1408.2294    0.8810
         3         3         1    0.1470    0.1082    0.1851    0.6775    0.0780    0.1481 1282.6739 1458.1958    0.8796
         3         3         1    0.1478    0.1073    0.1847    0.6777    0.0781    0.1494 1327.7140 1511.6565    0.8783
         3         3         1    0.1487    0.1064    0.1843    0.6778    0.0782    0.1508 1376.0267 1568.9927    0.8770
         3         3         1    0.1496    0.1055    0.1840    0.6780    0.0783    0.1521 1427.9828 1630.6438    0.8757
         3         3         1    0.1504    0.1046    0.1836    0.6781    0.0785    0.1535 1484.0109 1697.1174    0.8744
         3         3         1    0.1513    0.1037    0.1832    0.6783    0.0786    0.1548 1544.6098 1769.0044    0.8732
         3         3         1    0.1521    0.1029    0.1828    0.6784    0.0787    0.1562 1610.3632 1846.9962    0.8719
         3         3         1    0.1530    0.1020    0.1824    0.6786    0.0788    0.1575 1681.9587 1931.9073    0.8706
         3         3         1    0.1538    0.1011    0.1820    0.6787    0.0789    0.1589 1760.2118 2024.7036    0.8694
         3         3         1    0.1547    0.1002    0.1816    0.6789    0.0790    0.1602 1846.0970 2126.5395    0.8681
         3         3         1    0.1556    0.0993    0.1812    0.6790    0.0791    0.1616 1940.7889 2238.8063    0.8669
         3         3         1    0.1564    0.0984    0.1808    0.6791    0.0792    0.1630 2045.7165 2363.1965    0.8657
         3         3         1    0.1573    0.0976    0.1804    0.6793    0.0793    0.1643 2162.6346 2501.7891    0.8644
         3         3         1    0.1581    0.0967    0.1800    0.6794    0.0794    0.1657 2293.7245 2657.1674    0.8632
         4         3         1    0.0266    0.0482    0.1192    0.6308    0.0365    0.0122  265.1982  213.0518    1.2448
         4         3         1    0.0281    0.0667    0.1141    0.6291    0.0347    0.0112  263.2608  210.1620    1.2527
         4         3         1    0.0271    0.0588    0.1140    0.6291    0.0350    0.0113  263.7644  210.4816    1.2531
         4         3         1    0.0483    0.1535    0.1636    0.5983    0.0410    0.0193  264.2538  227.3637    1.1623
         4         3         1    0.0490    0.1537    0.1655    0.6010    0.0417    0.0200  267.0424  230.4371    1.1589
         4         3         1    0.0497    0.1540    0.1673    0.6036    0.0424    0.0206  269.8427  233.5399    1.1554
         4         3         1    0.0504    0.1541    0.1691    0.6062    0.0430    0.0212  272.6564  236.6729    1.1520
         4         3         1    0.0511    0.1543    0.1707    0.6086    0.0436    0.0218  275.4852  239.8372    1.1486
         4         3         1    0.0518    0.1544    0.1723    0.6109    0.0443    0.0225  278.3308  243.0337    1.1452
         4         3         1    0.0525    0.1545    0.1739    0.6131    0.0449    0.0231  281.1948  246.2636    1.1418
         4         3         1    0.0532    0.1545    0.1754    0.6152    0.0455    0.0238  284.0790  249.5279    1.1385
         4         3         1    0.0539    0.1545    0.1768    0.6172    0.0460    0.0244  286.9851  252.8277    1.1351
         4         3         1    0.0546    0.1545    0.1782    0.6191    0.0466    0.0251  289.9147  256.1642    1.1318
         4         3         1    0.0553    0.1544    0.1795    0.6210    0.0472    0.0258  292.8696  259.5388    1.1284
         4         3         1    0.0560    0.1543    0.1808    0.6228    0.0477    0.0265  295.8514  262.9525    1.1251
         4         3         1    0.0567    0.1542    0.1820    0.6245    0.0482    0.0271  298.8617  266.4067    1.1218
         4         3         1    0.0573    0.1540    0.1832    0.6261    0.0488    0.0278  301.9024  269.9027    1.1186
         4         3         1    0.0580    0.1539    0.1844    0.6277    0.0493    0.0285  304.9752  273.4420    1.1153
         4         3         1    0.0587    0.1537    0.1854    0.6292    0.0498    0.0293  308.0819  277.0260    1.1121
         4         3         1    0.0257    0.0511    0.1142    0.6295    0.0342    0.0112  267.6751  214.3016    1.2491
         4         3         1    0.0600    0.1532    0.1875    0.6321    0.0507    0.0307  314.4033  284.3339    1.1058
         4         3         1    0.0607    0.1529    0.1884    0.6334    0.0512    0.0314  317.6218  288.0610    1.1026
         4         3         1    0.0613    0.1526    0.1894    0.6347    0.0517    0.0322  320.8812  291.8390    1.0995
         4         3         1    0.0620    0.1523    0.1902    0.6360    0.0521    0.0329  324.1834  295.6696    1.0964
         4         3         1    0.0627    0.1520    0.1911    0.6372    0.0526    0.0336  327.5302  299.5546    1.0934
         4         3         1    0.0633    0.1517    0.1919    0.6384    0.0530    0.0344  330.9236  303.4957    1.0904
         4         3         1    0.0640    0.1513    0.1927    0.6395    0.0534    0.0351  334.3654  307.4949    1.0874
         4         3         1    0.0646    0.1510    0.1934    0.6406    0.0538    0.0359  337.8577  311.5541    1.0844
         4         3         1    0.0653    0.1506    0.1941    0.6417    0.0542    0.0367  341.4025  315.6753    1.0815
         4         3         1    0.0659    0.1502    0.1948    0.6427    0.0546    0.0374  345.0019  319.8605    1.0786
         4         3         1    0.0666    0.1498    0.1955    0.6437    0.0550    0.0382  348.6579  324.1120    1.0757
         4         3         1    0.0672    0.1493    0.1961    0.6446    0.0554    0.0390  352.3729  328.4319    1.0729
         4         3         1    0.0679    0.1489    0.1967    0.6456    0.0558    0.0398  356.1490  332.8226    1.0701
         4         3         1    0.0685    0.1485    0.1973    0.6465    0.0562    0.0406  359.9885  337.2864    1.0673
         4         3         1    0.0692    0.1480    0.1978    0.6473    0.0565    0.0414  363.8939  341.8259    1.0646
         4         3         1    0.0698    0.1475    0.1983    0.6482    0.0569    0.0422  367.8675  346.4437    1.0618
         4         3         1    0.0705    0.1471    0.1988    0.6490    0.0573    0.0430  371.9118  351.1423    1.0591
         4         3         1    0.0711    0.1466    0.1993    0.6498    0.0576    0.0438  376.0296  355.9246    1.0565
         4         3         1    0.0718    0.1461    0.1998    0.6505    0.0579    0.0446  380.2236  360.7935    1.0539
         4         3         1    0.0724    0.1456    0.2002    0.6513    0.0583    0.0454  384.4963  365.7520    1.0512
         4         3         1    0.0731    0.1451    0.2006    0.6520    0.0586    0.0462  388.8508  370.8032    1.0487
         4         3         1    0.0737    0.1446    0.2010    0.6527    0.0589    0.0470  393.2901  375.9504    1.0461
         4         3         1    0.0744    0.1440    0.2013    0.6534    0.0592    0.0479  397.8173  381.1970    1.0436
         4         3         1    0.0750    0.1435    0.2017    0.6541    0.0596    0.0487  402.4357  386.5464    1.0411
         4         3         1    0.0756    0.1430    0.2020    0.6547    0.0599    0.0495  407.1486  392.0025    1.0386
         4         3         1    0.0763    0.1424    0.2023    0.6553    0.0602    0.0504  411.9593  397.5689    1.0362
         4         3         1    0.0769    0.1419    0.2026    0.6560    0.0605    0.0512  416.8717  403.2498    1.0338
         4         3         1    0.0776    0.1413    0.2029    0.6566    0.0607    0.0521  421.8896  409.0494    1.0314
         4         3         1    0.0782    0.1407    0.2032    0.6571    0.0610    0.0529  427.0168  414.9720    1.0290
         4         3         1    0.0789    0.1402    0.2034    0.6577    0.0613    0.0538  432.2576  421.0221    1.0267
         4         3         1    0.0795    0.1396    0.2036    0.6582    0.0616    0.0546  437.6161  427.2047    1.0244
         4         3         1    0.0801    0.1390    0.2039    0.6588    0.0619    0.0555  443.0970  433.5247    1.0221
         4         3         1    0.0808    0.1385    0.2041    0.6593    0.0621    0.0563  448.7050  439.9873    1.0198
         4         3         1    0.0814    0.1379    0.2042    0.6598    0.0624    0.0572  454.4450  446.5981    1.0176
         4         3         1    0.0821    0.1373    0.2044    0.6603    0.0627    0.0581  460.3221  453.3629    1.0154
         4         3         1    0.0827    0.1367    0.2046    0.6608    0.0629    0.0589  466.3419  460.2876    1.0132
         4         3         1    0.0834    0.1361    0.2047    0.6613    0.0632    0.0598  472.5100  467.3788    1.0110
         4         3         1    0.0840    0.1355    0.2049    0.6617    0.0634    0.0607  478.8324  474.6431    1.0088
         4         3         1    0.0846    0.1349    0.2050    0.6622    0.0637    0.0616  485.3154  482.0875    1.0067
         4         3         1    0.0853    0.1343    0.2051    0.6626    0.0639    0.0625  491.9655  489.7193    1.0046
         4         3         1    0.0859    0.1337    0.2052    0.6631    0.0642    0.0634  498.7900  497.5467    1.0025
         4         3         1    0.0866    0.1331    0.2053    0.6635    0.0644    0.0643  505.7954  505.5774    1.0004
         4         3         1    0.0872    0.1325    0.2054    0.6639    0.0646    0.0652  512.9912  513.8207    0.9984
         4         3         1    0.0879    0.1318    0.2054    0.6643    0.0649    0.0661  520.3838  522.2852    0.9964
         4         3         1    0.0885    0.1312    0.2055    0.6647    0.0651    0.0670  527.9826  530.9809    0.9944
         4         3         1    0.0892    0.1306    0.2055    0.6651    0.0653    0.0679  535.7966  539.9180    0.9924
         4         3         1    0.0898    0.1300    0.2056    0.6654    0.0655    0.0688  543.8355  549.1073    0.9904
         4         3         1    0.0905    0.1294    0.2056    0.6658    0.0657    0.0697  552.1095  558.5602    0.9885
         4         3         1    0.0911    0.1287    0.2056    0.6662    0.0660    0.0706  560.6293  568.2891    0.9865
         4         3         1    0.0918    0.1281    0.2056    0.6665    0.0662    0.0715  569.4066  578.3067    0.9846
         4         3         1    0.0924    0.1275    0.2056    0.6669    0.0664    0.0724  578.4536  588.6268    0.9827
         4         3         1    0.0930    0.1269    0.2056    0.6672    0.0666    0.0734  587.7832  599.2640    0.9808
         4         3         1    0.0937    0.1262    0.2056    0.6675    0.0668    0.0743  597.4093  610.2338    0.9790
         4         3         1    0.0943    0.1256    0.2056    0.6679    0.0670    0.0752  607.3463  621.5527    0.9771
         4         3         1    0.0950    0.1250    0.2055    0.6682    0.0672    0.0761  617.6105  633.2385    0.9753
         4         3         1    0.0956    0.1243    0.2055    0.6685    0.0674    0.0771  628.2181  645.3098    0.9735
         4         3         1    0.0963    0.1237    0.2055    0.6688    0.0676    0.0780  639.1873  657.7869    0.9717
         4         3         1    0.0970    0.1231    0.2054    0.6691    0.0678    0.0789  650.5370  670.6913    0.9700
         4         3         1    0.0976    0.1224    0.2053    0.6694    0.0680    0.0799  662.2880  684.0459    0.9682
         4         3         1    0.0983    0.1218    0.2053    0.6697    0.0681    0.0808  674.4620  697.8756    0.9665
         4         3         1    0.0989    0.1211    0.2052    0.6700    0.0683    0.0818  687.0829  712.2069    0.9647
         4         3         1    0.0996    0.1205    0.2051    0.6702    0.0685    0.0827  700.1759  727.0683    0.9630
         4         3         1    0.1002    0.1199    0.2050    0.6705    0.0687    0.0837  713.7684  742.4907    0.9613
         4         3         1    0.1009    0.1192    0.2049    0.6708    0.0689    0.0846  727.8899  758.5071    0.9596
         4         3         1    0.1015    0.1186    0.2048    0.6710    0.0691    0.0856  742.5723  775.1534    0.9580
         4         3         1    0.1022    0.1180    0.2047    0.6713    0.0692    0.0865  757.8500  792.4683    0.9563
         4         3         1    0.1028    0.1173    0.2046    0.6715    0.0694    0.0875  773.7603  810.4938    0.9547
         4         3         1    0.1035    0.1167    0.2045    0.6718    0.0696    0.0885  790.3436  829.2753    0.9531
         4         3         1    0.1042    0.1160    0.2044    0.6720    0.0697    0.0894  807.6440  848.8623    0.9514
         4         3         1    0.1048    0.1154    0.2042    0.6723    0.0699    0.0904  825.7094  869.3087    0.9498
         4         3         1    0.1055    0.1148    0.2041    0.6725    0.0701    0.0914  844.5919  890.6733    0.9483
         4         3         1    0.1061    0.1141    0.2039    0.6727    0.0702    0.0924  864.3487  913.0201    0.9467
         4         3         1    0.1068    0.1135    0.2038    0.6730    0.0704    0.0933  885.0423  936.4196    0.9451
         4         3         1    0.1075    0.1128    0.2036    0.6732    0.0705    0.0943  906.7414  960.9489    0.9436
         4         3         1    0.1081    0.1122    0.2035    0.6734    0.0707    0.0953  929.5188  986.6890    0.9421
         4         3         1    0.1088    0.1116    0.2033    0.6736    0.0709    0.0963  953.4656 1013.7452    0.9405
         4         3         1    0.1095    0.1109    0.2031    0.6738    0.0710    0.0973  978.6657 1042.2090    0.9390
         4         3         1    0.1101    0.1103    0.2030    0.6741    0.0712    0.0982 1005.2244 1072.1997    0.9375
         4         3         1    0.1108    0.1096    0.2028    0.6743    0.0713    0.0992 1033.2537 1103.8433    0.9361
         4         3         1    0.1115    0.1090    0.2026    0.6745    0.0715    0.1002 1062.8807 1137.2827    0.9346
         4         3         1    0.1121    0.1084    0.2024    0.6747    0.0716    0.1012 1094.2460 1172.6759    0.9331
         4         3         1    0.1128    0.1077    0.2022    0.6749    0.0718    0.1022 1127.5079 1210.2013    0.9317
         4         3         1    0.1135    0.1071    0.2020    0.6751    0.0719    0.1032 1162.8441 1250.0581    0.9302
         4         3         1    0.1141    0.1065    0.2018    0.6752    0.0720    0.1042 1200.4553 1292.4725    0.9288
         4         3         1    0.1148    0.1058    0.2016    0.6754    0.0722    0.1052 1240.5691 1337.7001    0.9274
         4         3         1    0.1155    0.1052    0.2014    0.6756    0.0723    0.1062 1283.4442 1386.0322    0.9260
         4         3         1    0.1161    0.1045    0.2012    0.6758    0.0725    0.1072 1329.3767 1437.8012    0.9246
         4         3         1    0.1168    0.1039    0.2010    0.6760    0.0726    0.1082 1378.7060 1493.3893    0.9232
         4         3         1    0.1175    0.1033    0.2008    0.6762    0.0727    0.1093 1431.8241 1553.2369    0.9218
         4         3         1    0.1182    0.1026    0.2006    0.6763    0.0729    0.1103 1489.1855 1617.8552    0.9205
         4         3         1    0.1188    0.1020    0.2003    0.6765    0.0730    0.1113 1551.3203 1687.8403    0.9191
         4         3         1    0.1195    0.1014    0.2001    0.6767    0.0731    0.1123 1618.8511 1763.8925    0.9178
         4         3         1    0.1202    0.1007    0.1999    0.6768    0.0733    0.1133 1692.5133 1846.8384    0.9164
         4         3         1    0.1209    0.1001    0.1996    0.6770    0.0734    0.1144 1773.1824 1937.6625    0.9151
         4         3         1    0.1215    0.0995    0.1994    0.6772    0.0735    0.1154 1861.9089 2037.5464    0.9138
         4         3         1    0.1222    0.0989    0.1992    0.6773    0.0736    0.1164 1959.9643 2147.9194    0.9125
         4         3         1    0.1229    0.0982    0.1989    0.6775    0.0738    0.1174 2068.9025 2270.5291    0.9112
         4         3         1    0.1236    0.0976    0.1987    0.6776    0.0739    0.1185 2190.6428 2407.5336    0.9099
         4         3         1    0.1242    0.0970    0.1984    0.6778    0.0740    0.1195 2327.5837 2561.6299    0.9086
         4         3         1    0.1249    0.0963    0.1981    0.6779    0.0741    0.1205 2482.7628 2736.2337    0.9074
         4         3         1    0.1256    0.0957    0.1979    0.6781    0.0743    0.1216 2660.0857 2935.7368    0.9061
         5         3         1    0.0308    0.0487    0.1802    0.6978    0.0411    0.0134 1424.9063 1139.2280    1.2508
         5         3         1    0.0439    0.1486    0.1632    0.5939    0.0392    0.0151  257.7169  213.1164    1.2093
         5         3         1    0.0446    0.1490    0.1654    0.5969    0.0399    0.0157  260.4688  216.0589    1.2055
         5         3         1    0.0453    0.1493    0.1674    0.5999    0.0406    0.0162  263.2267  219.0276    1.2018
         5         3         1    0.0460    0.1496    0.1694    0.6027    0.0413    0.0167  265.9912  222.0224    1.1980
         5         3         1    0.0230    0.0379    0.1194    0.6309    0.0338    0.0102  277.7703  218.7554    1.2698
         5         3         1    0.0229    0.0375    0.1194    0.6309    0.0338    0.0102  277.7107  218.6898    1.2699
         5         3         1    0.0479    0.1500    0.1750    0.6104    0.0432    0.0184  274.3421  231.1727    1.1867
         5         3         1    0.0486    0.1501    0.1768    0.6128    0.0439    0.0189  277.1505  234.2808    1.1830
         5         3         1    0.0492    0.1502    0.1784    0.6150    0.0445    0.0195  279.9740  237.4194    1.1792
         5         3         1    0.0499    0.1502    0.1800    0.6171    0.0451    0.0201  282.8143  240.5893    1.1755
         5         3         1    0.0505    0.1501    0.1816    0.6192    0.0457    0.0207  285.6729  243.7917    1.1718
         5         3         1    0.0511    0.1501    0.1831    0.6212    0.0463    0.0213  288.5516  247.0274    1.1681
         5         3         1    0.0518    0.1500    0.1845    0.6230    0.0468    0.0219  291.4519  250.2976    1.1644
         5         3         1    0.0524    0.1498    0.1859    0.6248    0.0474    0.0225  294.3756  253.6033    1.1608
         5         3         1    0.0530    0.1497    0.1872    0.6266    0.0479    0.0231  297.3243  256.9458    1.1571
         5         3         1    0.0536    0.1495    0.1885    0.6282    0.0485    0.0237  300.2996  260.3261    1.1536
         5         3         1    0.0543    0.1493    0.1897    0.6298    0.0490    0.0244  303.3033  263.7456    1.1500
         5         3         1    0.0549    0.1490    0.1909    0.6314    0.0495    0.0250  306.3369  267.2054    1.1464
         5         3         1    0.0555    0.1488    0.1920    0.6328    0.0500    0.0256  309.4022  270.7070    1.1429
         5         3         1    0.0243    0.0548    0.1166    0.6296    0.0317    0.0094  275.4405  216.2200    1.2739
         5         3         1    0.0244    0.0523    0.1182    0.6294    0.0324    0.0097  272.7874  214.3071    1.2729
         5         3         1    0.0242    0.0535    0.1170    0.6286    0.0318    0.0095  276.8812  217.3461    1.2739
         5         3         1    0.0237    0.0483    0.1172    0.6296    0.0324    0.0097  275.7868  216.6023    1.2732
         5         3         1    0.0585    0.1472    0.1970    0.6394    0.0523    0.0289  325.2648  288.8909    1.1259
         5         3         1    0.0233    0.0445    0.1171    0.6296    0.0326    0.0097  276.4007  217.0501    1.2734
         5         3         1    0.0597    0.1464    0.1987    0.6417    0.0532    0.0303  331.8929  296.5085    1.1193
         5         3         1    0.0228    0.0406    0.1172    0.6296    0.0328    0.0098  276.6880  217.2424    1.2736
         5         3         1    0.0225    0.0394    0.1165    0.6294    0.0326    0.0097  277.6581  217.8309    1.2746
         5         3         1    0.0615    0.1451    0.2011    0.6449    0.0545    0.0324  342.1846  308.3459    1.1097
         5         3         1    0.0221    0.0364    0.1168    0.6292    0.0328    0.0097  277.8757  217.9723    1.2748
         5         3         1    0.0627    0.1442    0.2025    0.6469    0.0552    0.0338  349.3017  316.5334    1.1035
         5         3         1    0.0633    0.1437    0.2032    0.6478    0.0556    0.0345  352.9429  320.7217    1.1005
         5         3         1    0.0639    0.1433    0.2038    0.6487    0.0560    0.0352  356.6425  324.9763    1.0974
         5         3         1    0.0644    0.1428    0.2044    0.6495    0.0564    0.0359  360.4023  329.2990    1.0945
         5         3         1    0.0650    0.1423    0.2050    0.6504    0.0567    0.0366  364.2246  333.6923    1.0915
         5         3         1    0.0656    0.1417    0.2056    0.6512    0.0571    0.0373  368.1120  338.1583    1.0886
         5         3         1    0.0662    0.1412    0.2061    0.6520    0.0574    0.0381  372.0664  342.7001    1.0857
         5         3         1    0.0668    0.1407    0.2066    0.6527    0.0578    0.0388  376.0907  347.3198    1.0828
         5         3         1    0.0674    0.1401    0.2071    0.6535    0.0581    0.0396  380.1873  352.0201    1.0800
         5         3         1    0.0680    0.1396    0.2076    0.6542    0.0584    0.0403  384.3588  356.8039    1.0772
         5         3         1    0.0685    0.1390    0.2080    0.6549    0.0588    0.0410  388.6081  361.6741    1.0745
         5         3         1    0.0212    0.0351    0.1127    0.6290    0.0311    0.0093  297.6435  233.6383    1.2739
         5         3         1    0.0697    0.1379    0.2089    0.6562    0.0594    0.0425  397.3511  371.6857    1.0691
         5         3         1    0.0703    0.1373    0.2093    0.6569    0.0597    0.0433  401.8508  376.8335    1.0664
         5         3         1    0.0709    0.1368    0.2096    0.6575    0.0600    0.0441  406.4401  382.0805    1.0638
         5         3         1    0.0714    0.1362    0.2100    0.6581    0.0603    0.0448  411.1223  387.4301    1.0612
         5         3         1    0.0720    0.1356    0.2103    0.6587    0.0606    0.0456  415.9009  392.8861    1.0586
