    number     Model      flag         y         k       L_H       L_L       c_H       c_L       V_H       V_L      V_HL
        11         3         1    0.0774    0.1208    0.2127    0.6650    0.0623    0.0545  551.2848  536.8008    1.0270
        11         3         1    0.0779    0.1203    0.2128    0.6654    0.0625    0.0553  559.8162  546.2097    1.0249
        11         3         1    0.0785    0.1197    0.2130    0.6658    0.0627    0.0560  568.6048  555.8970    1.0229
        11         3         1    0.0790    0.1192    0.2131    0.6662    0.0630    0.0568  577.6627  565.8757    1.0208
        11         3         1    0.0796    0.1187    0.2132    0.6665    0.0632    0.0575  587.0030  576.1601    1.0188
        11         3         1    0.0801    0.1181    0.2133    0.6669    0.0634    0.0583  596.6391  586.7649    1.0168
        11         3         1    0.0807    0.1176    0.2133    0.6672    0.0636    0.0591  606.5865  597.7063    1.0149
        11         3         1    0.0812    0.1171    0.2134    0.6676    0.0638    0.0598  616.8604  609.0012    1.0129
        11         3         1    0.0818    0.1165    0.2135    0.6679    0.0640    0.0606  627.4775  620.6678    1.0110
        11         3         1    0.0823    0.1160    0.2135    0.6682    0.0642    0.0614  638.4559  632.7256    1.0091
        11         3         1    0.0829    0.1154    0.2136    0.6686    0.0644    0.0621  649.8148  645.1953    1.0072
        11         3         1    0.0834    0.1149    0.2136    0.6689    0.0646    0.0629  661.5745  658.0991    1.0053
        11         3         1    0.0840    0.1144    0.2136    0.6692    0.0648    0.0637  673.7570  671.4607    1.0034
        11         3         1    0.0845    0.1138    0.2137    0.6695    0.0650    0.0645  686.3866  685.3065    1.0016
        11         3         1    0.0851    0.1133    0.2137    0.6698    0.0652    0.0652  699.4879  699.6632    0.9997
        11         3         1    0.0856    0.1127    0.2137    0.6701    0.0653    0.0660  713.0885  714.5608    0.9979
        11         3         1    0.0862    0.1122    0.2137    0.6703    0.0655    0.0668  727.2181  730.0314    0.9961
        11         3         1    0.0867    0.1116    0.2137    0.6706    0.0657    0.0676  741.9083  746.1094    0.9944
        11         3         1    0.0873    0.1111    0.2137    0.6709    0.0659    0.0684  757.1938  762.8322    0.9926
        11         3         1    0.0878    0.1106    0.2137    0.6712    0.0661    0.0692  773.1118  780.2404    0.9909
        11         3         1    0.0884    0.1100    0.2137    0.6714    0.0662    0.0700  789.7027  798.3777    0.9891
        11         3         1    0.0889    0.1095    0.2136    0.6717    0.0664    0.0708  807.0107  817.2921    0.9874
        11         3         1    0.0895    0.1089    0.2136    0.6719    0.0666    0.0715  825.0836  837.0354    0.9857
        11         3         1    0.0900    0.1084    0.2136    0.6722    0.0668    0.0723  843.9737  857.6643    0.9840
        11         3         1    0.0906    0.1078    0.2135    0.6724    0.0669    0.0731  863.7381  879.2408    0.9824
        11         3         1    0.0912    0.1073    0.2135    0.6727    0.0671    0.0739  884.4394  901.8329    0.9807
        11         3         1    0.0917    0.1068    0.2134    0.6729    0.0673    0.0748  906.1461  925.5148    0.9791
        11         3         1    0.0923    0.1062    0.2133    0.6731    0.0674    0.0756  928.9339  950.3685    0.9774
        11         3         1    0.0928    0.1057    0.2133    0.6734    0.0676    0.0764  952.8861  976.4845    0.9758
        11         3         1    0.0934    0.1051    0.2132    0.6736    0.0677    0.0772  978.0946 1003.9625    0.9742
        11         3         1    0.0939    0.1046    0.2131    0.6738    0.0679    0.0780 1004.6605 1032.9122    0.9726
        11         3         1    0.0945    0.1040    0.2131    0.6740    0.0680    0.0788 1032.6994 1063.4587    0.9711
        11         3         1    0.0951    0.1035    0.2130    0.6742    0.0682    0.0796 1062.3354 1095.7370    0.9695
        11         3         1    0.0956    0.1030    0.2129    0.6744    0.0684    0.0804 1093.7102 1129.9006    0.9680
        11         3         1    0.0962    0.1024    0.2128    0.6747    0.0685    0.0813 1126.9820 1166.1212    0.9664
        11         3         1    0.0967    0.1019    0.2127    0.6749    0.0687    0.0821 1162.3286 1204.5917    0.9649
        11         3         1    0.0973    0.1013    0.2126    0.6751    0.0688    0.0829 1199.9510 1245.5299    0.9634
        11         3         1    0.0979    0.1008    0.2125    0.6752    0.0690    0.0837 1240.0767 1289.1829    0.9619
        11         3         1    0.0984    0.1003    0.2124    0.6754    0.0691    0.0846 1282.9648 1335.8315    0.9604
        11         3         1    0.0990    0.0997    0.2122    0.6756    0.0692    0.0854 1328.9113 1385.7969    0.9590
        11         3         1    0.0996    0.0992    0.2121    0.6758    0.0694    0.0862 1378.2558 1439.4476    0.9575
        11         3         1    0.1001    0.0987    0.2120    0.6760    0.0695    0.0870 1431.3908 1497.2091    0.9560
        11         3         1    0.1007    0.0981    0.2119    0.6762    0.0697    0.0879 1488.7711 1559.5749    0.9546
        11         3         1    0.1012    0.0976    0.2117    0.6764    0.0698    0.0887 1550.9265 1627.1196    0.9532
        11         3         1    0.1018    0.0970    0.2116    0.6765    0.0699    0.0896 1618.4806 1700.5199    0.9518
        11         3         1    0.1024    0.0965    0.2115    0.6767    0.0701    0.0904 1692.1693 1780.5737    0.9504
        11         3         1    0.1029    0.0960    0.2113    0.6769    0.0702    0.0912 1772.8687 1868.2316    0.9490
        11         3         1    0.1035    0.0954    0.2112    0.6770    0.0703    0.0921 1861.6300 1964.6337    0.9476
        11         3         1    0.1041    0.0949    0.2110    0.6772    0.0705    0.0929 1959.7260 2071.1608    0.9462
        11         3         1    0.1046    0.0944    0.2109    0.6774    0.0706    0.0938 2068.7133 2189.5017    0.9448
        11         3         1    0.1052    0.0939    0.2107    0.6775    0.0707    0.0946 2190.5080 2321.7337    0.9435
        11         3         1    0.1058    0.0933    0.2105    0.6777    0.0709    0.0955 2327.5161 2470.4680    0.9421
        11         3         1    0.1064    0.0928    0.2104    0.6778    0.0710    0.0963 2482.7770 2639.0009    0.9408
        11         3         1    0.1069    0.0923    0.2102    0.6780    0.0711    0.0972 2660.2000 2831.5730    0.9395
        12         3         1    0.0458    0.1479    0.1484    0.5795    0.0365    0.0191  254.6246  223.6075    1.1387
        12         3         1    0.0466    0.1484    0.1505    0.5829    0.0372    0.0197  257.4717  226.6753    1.1359
        12         3         1    0.0473    0.1488    0.1525    0.5861    0.0379    0.0203  260.3287  229.7731    1.1330
        12         3         1    0.0481    0.1492    0.1544    0.5891    0.0386    0.0209  263.1976  232.9019    1.1301
        12         3         1    0.0488    0.1496    0.1562    0.5920    0.0392    0.0215  266.0801  236.0627    1.1272
        12         3         1    0.0496    0.1499    0.1580    0.5948    0.0398    0.0222  268.9778  239.2568    1.1242
        12         3         1    0.0503    0.1502    0.1597    0.5975    0.0405    0.0228  271.8926  242.4850    1.1213
        12         3         1    0.0510    0.1504    0.1614    0.6000    0.0411    0.0235  274.8262  245.7487    1.1183
        12         3         1    0.0517    0.1506    0.1630    0.6024    0.0417    0.0241  277.7803  249.0490    1.1154
        12         3         1    0.0525    0.1508    0.1645    0.6048    0.0423    0.0248  280.7567  252.3870    1.1124
        12         3         1    0.0532    0.1510    0.1660    0.6070    0.0428    0.0255  283.7571  255.7642    1.1094
        12         3         1    0.0539    0.1511    0.1674    0.6092    0.0434    0.0262  286.7833  259.1816    1.1065
        12         3         1    0.0546    0.1511    0.1688    0.6112    0.0439    0.0269  289.8371  262.6407    1.1035
        12         3         1    0.0553    0.1512    0.1701    0.6132    0.0445    0.0275  292.9201  266.1429    1.1006
        12         3         1    0.0560    0.1512    0.1714    0.6151    0.0450    0.0282  296.0343  269.6896    1.0977
        12         3         1    0.0567    0.1512    0.1726    0.6170    0.0455    0.0290  299.1813  273.2822    1.0948
        12         3         1    0.0575    0.1511    0.1738    0.6187    0.0460    0.0297  302.3631  276.9223    1.0919
        12         3         1    0.0582    0.1511    0.1749    0.6204    0.0465    0.0304  305.5813  280.6114    1.0890
        12         3         1    0.0589    0.1510    0.1760    0.6220    0.0470    0.0311  308.8380  284.3512    1.0861
        12         3         1    0.0596    0.1509    0.1770    0.6236    0.0475    0.0319  312.1350  288.1432    1.0833
        12         3         1    0.0602    0.1507    0.1780    0.6251    0.0480    0.0326  315.4742  291.9894    1.0804
        12         3         1    0.0609    0.1506    0.1790    0.6266    0.0485    0.0333  318.8575  295.8914    1.0776
        12         3         1    0.0616    0.1504    0.1799    0.6280    0.0489    0.0341  322.2869  299.8512    1.0748
        12         3         1    0.0623    0.1502    0.1808    0.6293    0.0493    0.0349  325.7645  303.8705    1.0721
        12         3         1    0.0630    0.1500    0.1816    0.6307    0.0498    0.0356  329.2923  307.9515    1.0693
        12         3         1    0.0637    0.1498    0.1824    0.6319    0.0502    0.0364  332.8723  312.0962    1.0666
        12         3         1    0.0644    0.1495    0.1832    0.6331    0.0506    0.0372  336.5068  316.3068    1.0639
        12         3         1    0.0651    0.1493    0.1839    0.6343    0.0510    0.0379  340.1980  320.5853    1.0612
        12         3         1    0.0658    0.1490    0.1847    0.6355    0.0515    0.0387  343.9481  324.9342    1.0585
        12         3         1    0.0664    0.1487    0.1853    0.6366    0.0518    0.0395  347.7595  329.3558    1.0559
        12         3         1    0.0671    0.1484    0.1860    0.6377    0.0522    0.0403  351.6345  333.8526    1.0533
        12         3         1    0.0678    0.1481    0.1866    0.6387    0.0526    0.0411  355.5757  338.4271    1.0507
        12         3         1    0.0257    0.0280    0.1226    0.6298    0.0395    0.0142  236.1326  192.4192    1.2272
        12         3         1    0.0335    0.0218    0.2106    0.6973    0.0595    0.0178  276.9365  217.6793    1.2722
        12         3         1    0.0698    0.1471    0.1883    0.6416    0.0537    0.0435  367.8215  352.6444    1.0430
        12         3         1    0.0705    0.1467    0.1888    0.6425    0.0541    0.0443  372.0534  357.5577    1.0405
        12         3         1    0.0712    0.1464    0.1893    0.6434    0.0544    0.0452  376.3649  362.5631    1.0381
        12         3         1    0.0719    0.1460    0.1898    0.6443    0.0548    0.0460  380.7590  367.6640    1.0356
        12         3         1    0.0726    0.1456    0.1903    0.6451    0.0551    0.0468  385.2390  372.8636    1.0332
        12         3         1    0.0732    0.1452    0.1907    0.6459    0.0555    0.0477  389.8081  378.1656    1.0308
        12         3         1    0.0739    0.1448    0.1911    0.6467    0.0558    0.0485  394.4695  383.5736    1.0284
        12         3         1    0.0746    0.1444    0.1915    0.6475    0.0561    0.0493  399.2268  389.0915    1.0260
        12         3         1    0.0753    0.1440    0.1918    0.6482    0.0564    0.0502  404.0836  394.7232    1.0237
        12         3         1    0.0759    0.1436    0.1922    0.6490    0.0567    0.0510  409.0438  400.4729    1.0214
        12         3         1    0.0766    0.1431    0.1925    0.6497    0.0571    0.0519  414.1112  406.3451    1.0191
        12         3         1    0.0773    0.1427    0.1928    0.6503    0.0574    0.0528  419.2901  412.3443    1.0168
        12         3         1    0.0780    0.1423    0.1931    0.6510    0.0577    0.0536  424.5846  418.4752    1.0146
        12         3         1    0.0787    0.1418    0.1934    0.6517    0.0579    0.0545  429.9993  424.7429    1.0124
        12         3         1    0.0793    0.1413    0.1936    0.6523    0.0582    0.0554  435.5390  431.1527    1.0102
        12         3         1    0.0800    0.1409    0.1939    0.6529    0.0585    0.0562  441.2084  437.7101    1.0080
        12         3         1    0.0807    0.1404    0.1941    0.6535    0.0588    0.0571  447.0129  444.4208    1.0058
        12         3         1    0.0814    0.1399    0.1943    0.6541    0.0591    0.0580  452.9579  451.2909    1.0037
        12         3         1    0.0820    0.1395    0.1945    0.6547    0.0593    0.0589  459.0489  458.3269    1.0016
        12         3         1    0.0827    0.1390    0.1947    0.6552    0.0596    0.0598  465.2920  465.5353    0.9995
        12         3         1    0.0834    0.1385    0.1949    0.6558    0.0599    0.0607  471.6935  472.9233    0.9974
        12         3         1    0.0841    0.1380    0.1950    0.6563    0.0601    0.0616  478.2599  480.4983    0.9953
        12         3         1    0.0848    0.1375    0.1951    0.6568    0.0604    0.0625  484.9983  488.2682    0.9933
        12         3         1    0.0854    0.1370    0.1953    0.6573    0.0607    0.0634  491.9158  496.2411    0.9913
        12         3         1    0.0861    0.1365    0.1954    0.6578    0.0609    0.0643  499.0204  504.4258    0.9893
        12         3         1    0.0868    0.1360    0.1955    0.6583    0.0612    0.0652  506.3201  512.8314    0.9873
        12         3         1    0.0875    0.1355    0.1956    0.6588    0.0614    0.0661  513.8234  521.4680    0.9853
        12         3         1    0.0882    0.1350    0.1957    0.6593    0.0616    0.0670  521.5398  530.3456    0.9834
        12         3         1    0.0888    0.1345    0.1957    0.6597    0.0619    0.0679  529.4784  539.4748    0.9815
        12         3         1    0.0895    0.1340    0.1958    0.6602    0.0621    0.0689  537.6499  548.8676    0.9796
        12         3         1    0.0902    0.1334    0.1958    0.6606    0.0623    0.0698  546.0647  558.5360    0.9777
        12         3         1    0.0909    0.1329    0.1959    0.6610    0.0626    0.0707  554.7347  568.4932    0.9758
        12         3         1    0.0916    0.1324    0.1959    0.6614    0.0628    0.0716  563.6718  578.7528    0.9739
        12         3         1    0.0922    0.1319    0.1959    0.6618    0.0630    0.0726  572.8895  589.3296    0.9721
        12         3         1    0.0929    0.1314    0.1959    0.6622    0.0632    0.0735  582.4005  600.2391    0.9703
        12         3         1    0.0936    0.1308    0.1959    0.6626    0.0634    0.0745  592.2205  611.4981    0.9685
        12         3         1    0.0943    0.1303    0.1959    0.6630    0.0637    0.0754  602.3650  623.1243    0.9667
        12         3         1    0.0950    0.1298    0.1959    0.6634    0.0639    0.0764  612.8507  635.1367    0.9649
        12         3         1    0.0957    0.1292    0.1958    0.6637    0.0641    0.0773  623.6954  647.5557    0.9632
        12         3         1    0.0964    0.1287    0.1958    0.6641    0.0643    0.0783  634.9184  660.4028    0.9614
        12         3         1    0.0971    0.1282    0.1957    0.6645    0.0645    0.0792  646.5404  673.7015    0.9597
        12         3         1    0.0977    0.1276    0.1957    0.6648    0.0647    0.0802  658.5833  687.4766    0.9580
        12         3         1    0.0984    0.1271    0.1956    0.6651    0.0649    0.0811  671.0708  701.7551    0.9563
        12         3         1    0.0991    0.1265    0.1955    0.6655    0.0651    0.0821  684.0284  716.5659    0.9546
        12         3         1    0.0998    0.1260    0.1955    0.6658    0.0653    0.0831  697.4836  731.9399    0.9529
        12         3         1    0.1005    0.1255    0.1954    0.6661    0.0655    0.0840  711.4661  747.9109    0.9513
        12         3         1    0.1012    0.1249    0.1953    0.6664    0.0657    0.0850  726.0077  764.5151    0.9496
        12         3         1    0.1019    0.1244    0.1952    0.6667    0.0658    0.0860  741.1434  781.7918    0.9480
        12         3         1    0.1026    0.1238    0.1951    0.6670    0.0660    0.0870  756.9106  799.7835    0.9464
        12         3         1    0.1033    0.1233    0.1950    0.6673    0.0662    0.0880  773.3500  818.5364    0.9448
        12         3         1    0.1040    0.1227    0.1948    0.6676    0.0664    0.0889  790.5060  838.1009    0.9432
        12         3         1    0.1047    0.1222    0.1947    0.6679    0.0666    0.0899  808.4271  858.5317    0.9416
        12         3         1    0.1054    0.1217    0.1946    0.6682    0.0668    0.0909  827.1656  879.8883    0.9401
        12         3         1    0.1061    0.1211    0.1944    0.6685    0.0669    0.0919  846.7799  902.2365    0.9385
        12         3         1    0.1068    0.1206    0.1943    0.6687    0.0671    0.0929  867.3327  925.6477    0.9370
        12         3         1    0.1075    0.1200    0.1941    0.6690    0.0673    0.0939  888.8938  950.2009    0.9355
        12         3         1    0.1082    0.1195    0.1940    0.6693    0.0674    0.0949  911.5396  975.9826    0.9340
        12         3         1    0.1089    0.1189    0.1938    0.6695    0.0676    0.0959  935.3545 1003.0885    0.9325
        12         3         1    0.1096    0.1184    0.1936    0.6698    0.0678    0.0969  960.4320 1031.6246    0.9310
        12         3         1    0.1103    0.1178    0.1935    0.6700    0.0679    0.0979  986.8755 1061.7078    0.9295
        12         3         1    0.1110    0.1173    0.1933    0.6703    0.0681    0.0989 1014.8004 1093.4692    0.9281
        12         3         1    0.1117    0.1167    0.1931    0.6705    0.0683    0.0999 1044.3354 1127.0545    0.9266
        12         3         1    0.1124    0.1162    0.1929    0.6707    0.0684    0.1010 1075.6243 1162.6266    0.9252
        12         3         1    0.1131    0.1156    0.1927    0.6710    0.0686    0.1020 1108.8285 1200.3685    0.9237
        12         3         1    0.1138    0.1151    0.1925    0.6712    0.0688    0.1030 1144.1303 1240.4864    0.9223
        12         3         1    0.1145    0.1145    0.1923    0.6714    0.0689    0.1040 1181.7352 1283.2137    0.9209
        12         3         1    0.1152    0.1140    0.1921    0.6716    0.0691    0.1051 1221.8771 1328.8150    0.9195
        12         3         1    0.1159    0.1135    0.1919    0.6719    0.0692    0.1061 1264.8216 1377.5916    0.9181
        12         3         1    0.1167    0.1129    0.1916    0.6721    0.0694    0.1071 1310.8740 1429.8894    0.9168
        12         3         1    0.1174    0.1124    0.1914    0.6723    0.0695    0.1081 1360.3816 1486.1021    0.9154
        12         3         1    0.1181    0.1118    0.1912    0.6725    0.0697    0.1092 1413.7605 1546.6999    0.9140
        12         3         1    0.1188    0.1113    0.1910    0.6727    0.0698    0.1102 1471.4712 1612.2063    0.9127
        12         3         1    0.1195    0.1107    0.1907    0.6729    0.0700    0.1113 1534.0688 1683.2496    0.9114
        12         3         1    0.1202    0.1102    0.1905    0.6731    0.0701    0.1123 1602.2021 1760.5651    0.9100
        12         3         1    0.1209    0.1096    0.1902    0.6733    0.0702    0.1133 1676.6409 1845.0250    0.9087
        12         3         1    0.1217    0.1091    0.1900    0.6735    0.0704    0.1144 1758.3030 1937.6693    0.9074
        12         3         1    0.1224    0.1086    0.1897    0.6737    0.0705    0.1154 1848.2950 2039.7518    0.9061
        12         3         1    0.1231    0.1080    0.1895    0.6739    0.0707    0.1165 1947.9606 2152.7953    0.9049
        12         3         1    0.1238    0.1075    0.1892    0.6740    0.0708    0.1175 2058.9495 2278.6691    0.9036
        12         3         1    0.1245    0.1069    0.1889    0.6742    0.0709    0.1186 2183.3090 2419.6931    0.9023
        12         3         1    0.1253    0.1064    0.1887    0.6744    0.0711    0.1197 2323.6110 2578.7814    0.9011
        12         3         1    0.1260    0.1059    0.1884    0.6746    0.0712    0.1207 2483.1332 2759.6482    0.8998
        12         3         1    0.1267    0.1053    0.1881    0.6747    0.0713    0.1218 2666.1155 2967.0974    0.8986
        12         3         1    0.1274    0.1048    0.1878    0.6749    0.0715    0.1228 2878.1507 3207.4680    0.8973
        12         3         1    0.1282    0.1043    0.1876    0.6751    0.0716    0.1239 3126.7501 3489.2692    0.8961
        12         3         1    0.1289    0.1037    0.1873    0.6753    0.0717    0.1250 3422.2732 3824.2418    0.8949
        12         3         1    0.1296    0.1032    0.1870    0.6754    0.0719    0.1261 3779.3874 4229.0043    0.8937
