    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
         5         3         1    0.0345    0.0682    0.0656    0.0656    0.0025    0.0025    0.7357    0.3472    0.0404    0.0191
         5         3         1    0.0346    0.0686    0.0660    0.0660    0.0025    0.0025    0.7329    0.3459    0.0406    0.0192
         5         3         1    0.0346    0.0689    0.0664    0.0664    0.0025    0.0025    0.7302    0.3446    0.0409    0.0193
         5         3         1    0.0347    0.0693    0.0668    0.0668    0.0025    0.0025    0.7276    0.3434    0.0412    0.0194
         6         3         1    0.0236    0.0250    0.0211    0.0211    0.0038    0.0038    1.2237    0.5775    0.0150    0.0071
         6         3         1    0.0238    0.0253    0.0215    0.0215    0.0038    0.0038    1.2124    0.5722    0.0153    0.0072
         6         3         1    0.0240    0.0257    0.0219    0.0219    0.0038    0.0038    1.2015    0.5670    0.0156    0.0074
         6         3         1    0.0242    0.0261    0.0223    0.0223    0.0037    0.0037    1.1909    0.5620    0.0159    0.0075
         6         3         1    0.0244    0.0264    0.0227    0.0227    0.0037    0.0037    1.1805    0.5571    0.0163    0.0077
         6         3         1    0.0246    0.0268    0.0231    0.0231    0.0037    0.0037    1.1704    0.5524    0.0166    0.0078
         6         3         1    0.0248    0.0272    0.0235    0.0235    0.0037    0.0037    1.1606    0.5477    0.0169    0.0080
         6         3         1    0.0250    0.0275    0.0239    0.0239    0.0036    0.0036    1.1510    0.5433    0.0172    0.0081
         6         3         1    0.0252    0.0279    0.0243    0.0243    0.0036    0.0036    1.1417    0.5388    0.0175    0.0083
         6         3         1    0.0254    0.0283    0.0247    0.0247    0.0036    0.0036    1.1326    0.5345    0.0178    0.0084
         6         3         1    0.0256    0.0286    0.0250    0.0250    0.0036    0.0036    1.1236    0.5303    0.0181    0.0086
         6         3         1    0.0258    0.0290    0.0254    0.0254    0.0036    0.0036    1.1149    0.5262    0.0184    0.0087
         6         3         1    0.0260    0.0294    0.0258    0.0258    0.0035    0.0035    1.1064    0.5221    0.0187    0.0088
         6         3         1    0.0262    0.0297    0.0262    0.0262    0.0035    0.0035    1.0980    0.5182    0.0191    0.0090
         6         3         1    0.0264    0.0301    0.0266    0.0266    0.0035    0.0035    1.0898    0.5143    0.0194    0.0091
         6         3         1    0.0266    0.0305    0.0270    0.0270    0.0035    0.0035    1.0818    0.5105    0.0197    0.0093
         6         3         1    0.0671    0.0257    0.0223    0.0223    0.0034    0.0034    1.1637    0.7128    0.0159    0.0075
         6         3         1    0.0681    0.0258    0.0223    0.0223    0.0034    0.0034    1.2014    0.6603    0.0160    0.0075
         6         3         1    0.0271    0.0316    0.0281    0.0281    0.0034    0.0034    1.0586    0.4996    0.0206    0.0097
         6         3         1    0.0273    0.0319    0.0285    0.0285    0.0034    0.0034    1.0511    0.4961    0.0209    0.0099
         6         3         1    0.0275    0.0323    0.0289    0.0289    0.0034    0.0034    1.0438    0.4926    0.0213    0.0100
         6         3         1    0.0276    0.0327    0.0293    0.0293    0.0034    0.0034    1.0366    0.4892    0.0216    0.0102
         6         3         1    0.0278    0.0330    0.0297    0.0297    0.0034    0.0034    1.0295    0.4859    0.0219    0.0103
         6         3         1    0.0280    0.0334    0.0301    0.0301    0.0033    0.0033    1.0226    0.4826    0.0222    0.0105
         6         3         1    0.0282    0.0338    0.0305    0.0305    0.0033    0.0033    1.0158    0.4794    0.0225    0.0106
         6         3         1    0.0283    0.0342    0.0308    0.0308    0.0033    0.0033    1.0090    0.4762    0.0228    0.0108
         6         3         1    0.0285    0.0345    0.0312    0.0312    0.0033    0.0033    1.0024    0.4731    0.0232    0.0109
         6         3         1    0.0287    0.0349    0.0316    0.0316    0.0033    0.0033    0.9959    0.4700    0.0235    0.0111
         6         3         1    0.0288    0.0353    0.0320    0.0320    0.0033    0.0033    0.9895    0.4670    0.0238    0.0112
         6         3         1    0.0658    0.0241    0.0207    0.0207    0.0034    0.0034    1.6386    0.0532    0.0147    0.0069
         6         3         1    0.0292    0.0360    0.0328    0.0328    0.0032    0.0032    0.9769    0.4610    0.0244    0.0115
         6         3         1    0.0293    0.0364    0.0332    0.0332    0.0032    0.0032    0.9708    0.4582    0.0248    0.0117
         6         3         1    0.0295    0.0368    0.0336    0.0336    0.0032    0.0032    0.9647    0.4553    0.0251    0.0118
         6         3         1    0.0296    0.0371    0.0339    0.0339    0.0032    0.0032    0.9588    0.4525    0.0254    0.0120
         6         3         1    0.0298    0.0375    0.0343    0.0343    0.0032    0.0032    0.9529    0.4497    0.0257    0.0121
         6         3         1    0.0299    0.0379    0.0347    0.0347    0.0032    0.0032    0.9471    0.4470    0.0261    0.0123
         6         3         1    0.0301    0.0383    0.0351    0.0351    0.0032    0.0032    0.9414    0.4443    0.0264    0.0124
         6         3         1    0.0302    0.0387    0.0355    0.0355    0.0032    0.0032    0.9357    0.4416    0.0267    0.0126
         6         3         1    0.0304    0.0390    0.0359    0.0359    0.0031    0.0031    0.9301    0.4390    0.0270    0.0128
         6         3         1    0.0305    0.0394    0.0363    0.0363    0.0031    0.0031    0.9246    0.4364    0.0274    0.0129
         6         3         1    0.0307    0.0398    0.0367    0.0367    0.0031    0.0031    0.9192    0.4338    0.0277    0.0131
         6         3         1    0.0308    0.0402    0.0371    0.0371    0.0031    0.0031    0.9139    0.4313    0.0280    0.0132
         6         3         1    0.0310    0.0405    0.0374    0.0374    0.0031    0.0031    0.9085    0.4288    0.0283    0.0134
         6         3         1    0.0311    0.0409    0.0378    0.0378    0.0031    0.0031    0.9033    0.4263    0.0287    0.0135
         6         3         1    0.0313    0.0413    0.0382    0.0382    0.0031    0.0031    0.8982    0.4239    0.0290    0.0137
         6         3         1    0.0314    0.0417    0.0386    0.0386    0.0031    0.0031    0.8931    0.4215    0.0293    0.0138
         6         3         1    0.0315    0.0421    0.0390    0.0390    0.0031    0.0031    0.8880    0.4191    0.0297    0.0140
         6         3         1    0.0317    0.0424    0.0394    0.0394    0.0030    0.0030    0.8831    0.4168    0.0300    0.0142
         6         3         1    0.0318    0.0428    0.0398    0.0398    0.0030    0.0030    0.8781    0.4144    0.0303    0.0143
         6         3         1    0.0319    0.0432    0.0402    0.0402    0.0030    0.0030    0.8733    0.4121    0.0306    0.0145
         6         3         1    0.0321    0.0436    0.0406    0.0406    0.0030    0.0030    0.8685    0.4099    0.0310    0.0146
         6         3         1    0.0322    0.0440    0.0410    0.0410    0.0030    0.0030    0.8637    0.4076    0.0313    0.0148
         6         3         1    0.0323    0.0444    0.0414    0.0414    0.0030    0.0030    0.8590    0.4054    0.0316    0.0149
         6         3         1    0.0325    0.0447    0.0417    0.0417    0.0030    0.0030    0.8544    0.4032    0.0320    0.0151
         6         3         1    0.0326    0.0451    0.0421    0.0421    0.0030    0.0030    0.8498    0.4011    0.0323    0.0152
         6         3         1    0.0327    0.0455    0.0425    0.0425    0.0030    0.0030    0.8453    0.3989    0.0326    0.0154
         6         3         1    0.0329    0.0459    0.0429    0.0429    0.0030    0.0030    0.8408    0.3968    0.0330    0.0156
         6         3         1    0.0330    0.0463    0.0433    0.0433    0.0030    0.0030    0.8363    0.3947    0.0333    0.0157
         6         3         1    0.0331    0.0467    0.0437    0.0437    0.0029    0.0029    0.8319    0.3926    0.0337    0.0159
         6         3         1    0.0332    0.0471    0.0441    0.0441    0.0029    0.0029    0.8276    0.3906    0.0340    0.0160
         6         3         1    0.0334    0.0474    0.0445    0.0445    0.0029    0.0029    0.8233    0.3886    0.0343    0.0162
         6         3         1    0.0335    0.0478    0.0449    0.0449    0.0029    0.0029    0.8191    0.3865    0.0347    0.0164
         6         3         1    0.0336    0.0482    0.0453    0.0453    0.0029    0.0029    0.8148    0.3846    0.0350    0.0165
         6         3         1    0.0337    0.0486    0.0457    0.0457    0.0029    0.0029    0.8107    0.3826    0.0353    0.0167
         6         3         1    0.0338    0.0490    0.0461    0.0461    0.0029    0.0029    0.8066    0.3807    0.0357    0.0168
         6         3         1    0.0340    0.0494    0.0465    0.0465    0.0029    0.0029    0.8025    0.3787    0.0360    0.0170
         6         3         1    0.0341    0.0498    0.0469    0.0469    0.0029    0.0029    0.7985    0.3768    0.0364    0.0172
         6         3         1    0.0342    0.0501    0.0473    0.0473    0.0029    0.0029    0.7945    0.3749    0.0367    0.0173
         6         3         1    0.0343    0.0505    0.0477    0.0477    0.0029    0.0029    0.7905    0.3731    0.0371    0.0175
         6         3         1    0.0344    0.0509    0.0481    0.0481    0.0029    0.0029    0.7866    0.3712    0.0374    0.0176
         6         3         1    0.0345    0.0513    0.0485    0.0485    0.0029    0.0029    0.7827    0.3694    0.0377    0.0178
         6         3         1    0.0346    0.0517    0.0489    0.0489    0.0028    0.0028    0.7789    0.3676    0.0381    0.0180
         6         3         1    0.0348    0.0521    0.0493    0.0493    0.0028    0.0028    0.7751    0.3658    0.0384    0.0181
         6         3         1    0.0349    0.0525    0.0497    0.0497    0.0028    0.0028    0.7713    0.3640    0.0388    0.0183
         6         3         1    0.0350    0.0529    0.0500    0.0500    0.0028    0.0028    0.7676    0.3623    0.0391    0.0185
         6         3         1    0.0351    0.0533    0.0504    0.0504    0.0028    0.0028    0.7639    0.3605    0.0395    0.0186
         6         3         1    0.0352    0.0537    0.0508    0.0508    0.0028    0.0028    0.7602    0.3588    0.0398    0.0188
         6         3         1    0.0353    0.0541    0.0512    0.0512    0.0028    0.0028    0.7566    0.3571    0.0402    0.0190
         6         3         1    0.0354    0.0544    0.0516    0.0516    0.0028    0.0028    0.7530    0.3554    0.0405    0.0191
         6         3         1    0.0355    0.0548    0.0520    0.0520    0.0028    0.0028    0.7495    0.3537    0.0408    0.0193
         6         3         1    0.0356    0.0552    0.0524    0.0524    0.0028    0.0028    0.7460    0.3521    0.0412    0.0194
         6         3         1    0.0357    0.0556    0.0528    0.0528    0.0028    0.0028    0.7425    0.3504    0.0415    0.0196
         6         3         1    0.0358    0.0560    0.0532    0.0532    0.0028    0.0028    0.7390    0.3488    0.0419    0.0198
         6         3         1    0.0359    0.0564    0.0536    0.0536    0.0028    0.0028    0.7356    0.3472    0.0422    0.0199
         6         3         1    0.0360    0.0568    0.0540    0.0540    0.0028    0.0028    0.7322    0.3456    0.0426    0.0201
         6         3         1    0.0361    0.0572    0.0544    0.0544    0.0028    0.0028    0.7289    0.3440    0.0429    0.0203
         6         3         1    0.0362    0.0576    0.0548    0.0548    0.0028    0.0028    0.7255    0.3424    0.0433    0.0204
         6         3         1    0.0363    0.0580    0.0552    0.0552    0.0027    0.0027    0.7222    0.3409    0.0436    0.0206
         6         3         1    0.0364    0.0584    0.0556    0.0556    0.0027    0.0027    0.7190    0.3393    0.0440    0.0208
         6         3         1    0.0365    0.0588    0.0560    0.0560    0.0027    0.0027    0.7157    0.3378    0.0444    0.0209
         6         3         1    0.0366    0.0592    0.0564    0.0564    0.0027    0.0027    0.7125    0.3363    0.0447    0.0211
         6         3         1    0.0367    0.0596    0.0568    0.0568    0.0027    0.0027    0.7093    0.3348    0.0451    0.0213
         6         3         1    0.0368    0.0600    0.0572    0.0572    0.0027    0.0027    0.7062    0.3333    0.0454    0.0214
         6         3         1    0.0369    0.0604    0.0576    0.0576    0.0027    0.0027    0.7031    0.3318    0.0458    0.0216
         6         3         1    0.0370    0.0608    0.0580    0.0580    0.0027    0.0027    0.7000    0.3303    0.0461    0.0218
         6         3         1    0.0371    0.0612    0.0584    0.0584    0.0027    0.0027    0.6969    0.3289    0.0465    0.0219
