         t         r       w_H       w_L      w_HL      s_LH      s_LL
   88.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   89.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   90.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   91.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   92.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   93.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   94.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   95.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   96.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   97.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   98.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
   99.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
  100.0000    0.0624    0.0289    0.0189    1.5254    0.1681    0.3122
