         t         r       w_H       w_L      w_HL      s_LH      s_LL
    0.0000    0.0523    0.0366    0.0262    1.4012    0.1689    0.3360
    1.0000    0.0493    0.0367    0.0258    1.4229    0.1497    0.3410
    2.0000    0.0497    0.0358    0.0250    1.4301    0.1477    0.3363
    3.0000    0.0501    0.0348    0.0242    1.4375    0.1456    0.3316
    4.0000    0.0504    0.0338    0.0234    1.4449    0.1437    0.3267
    5.0000    0.0505    0.0327    0.0225    1.4526    0.1413    0.3215
    6.0000    0.0505    0.0317    0.0217    1.4604    0.1390    0.3163
    7.0000    0.0505    0.0317    0.0217    1.4620    0.1391    0.3161
    8.0000    0.0504    0.0317    0.0217    1.4635    0.1392    0.3158
    9.0000    0.0504    0.0317    0.0216    1.4653    0.1391    0.3158
   10.0000    0.0504    0.0317    0.0216    1.4670    0.1391    0.3157
   11.0000    0.0503    0.0317    0.0216    1.4686    0.1392    0.3155
   12.0000    0.0503    0.0317    0.0216    1.4703    0.1392    0.3154
   13.0000    0.0503    0.0317    0.0215    1.4720    0.1392    0.3154
   14.0000    0.0502    0.0317    0.0215    1.4738    0.1391    0.3154
   15.0000    0.0502    0.0317    0.0215    1.4754    0.1392    0.3151
   16.0000    0.0502    0.0317    0.0215    1.4772    0.1393    0.3150
   17.0000    0.0501    0.0317    0.0215    1.4790    0.1393    0.3149
   18.0000    0.0501    0.0318    0.0214    1.4809    0.1393    0.3148
   19.0000    0.0500    0.0318    0.0214    1.4828    0.1394    0.3145
   20.0000    0.0501    0.0317    0.0214    1.4848    0.1398    0.3143
   21.0000    0.0500    0.0318    0.0213    1.4877    0.1395    0.3145
   22.0000    0.0501    0.0317    0.0213    1.4907    0.1396    0.3145
   23.0000    0.0501    0.0317    0.0212    1.4944    0.1397    0.3145
   24.0000    0.0503    0.0317    0.0212    1.4989    0.1399    0.3148
   25.0000    0.0505    0.0317    0.0211    1.5041    0.1402    0.3149
   26.0000    0.0507    0.0316    0.0209    1.5103    0.1407    0.3150
   27.0000    0.0511    0.0315    0.0208    1.5176    0.1410    0.3156
   28.0000    0.0515    0.0315    0.0206    1.5256    0.1418    0.3159
   29.0000    0.0521    0.0313    0.0204    1.5342    0.1427    0.3166
   30.0000    0.0536    0.0310    0.0201    1.5429    0.1447    0.3183
   31.0000    0.0542    0.0309    0.0199    1.5488    0.1491    0.3152
   32.0000    0.0547    0.0307    0.0198    1.5547    0.1529    0.3128
   33.0000    0.0562    0.0305    0.0195    1.5611    0.1561    0.3130
   34.0000    0.0569    0.0303    0.0193    1.5670    0.1585    0.3123
   35.0000    0.0573    0.0302    0.0192    1.5702    0.1627    0.3091
   36.0000    0.0583    0.0300    0.0191    1.5759    0.1638    0.3105
   37.0000    0.0588    0.0299    0.0189    1.5802    0.1651    0.3101
   38.0000    0.0584    0.0300    0.0189    1.5837    0.1656    0.3088
   39.0000    0.0582    0.0300    0.0189    1.5848    0.1680    0.3060
   40.0000    0.0582    0.0300    0.0189    1.5879    0.1674    0.3065
   41.0000    0.0588    0.0299    0.0188    1.5898    0.1676    0.3077
   42.0000    0.0597    0.0297    0.0187    1.5884    0.1708    0.3066
   43.0000    0.0614    0.0295    0.0185    1.5892    0.1717    0.3096
   44.0000    0.0615    0.0295    0.0185    1.5895    0.1714    0.3099
   45.0000    0.0615    0.0295    0.0185    1.5895    0.1715    0.3099
   46.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   47.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   48.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   49.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   50.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   51.0000    0.0615    0.0295    0.0185    1.5896    0.1715    0.3099
   52.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   53.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   54.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
   55.0000    0.0615    0.0295    0.0185    1.5897    0.1715    0.3099
